StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,Complexity
HHDJWYOCRHVJHS-UHFFFAOYSA-N,CCC(CC)(Cc1ccc(C)cc1)C(=O)NO,Train,-1.5228713630000001,235.326,129.5,205.632,-751.3260036,-751.3306494,-0.004645824000000001,-751.044154,-751.0489660000001,-0.0048119999999999994,-737.2972225,-737.3101048,-0.012882221999999999,-736.953398,-736.968484,-0.015086000000000002,3.6758,4.1238,-0.24243,-0.01909,0.16122999999999998,0.08352000000000001,467.7953186000001,-1.2619799999999999,-3.9879,-0.69994,0.66932,-1.61762,38,22198.5,31330.5,40430.5,0.47772780000000004,0.748062372,0.880452353,10,-1.389674444,-106.7735699,105.38389550000001,1934,0.036659498,0.016958555,1028.3449149502776
HIIZXHMIVWACID-UHFFFAOYSA-N,OC(=O)C1(Cl)OC(=O)c2ccccc12,Train,-0.6860666790000001,212.58900000000003,132.5,111.32,-1107.100201,-1107.107143,-0.00694251,-1107.0123210000002,-1107.019419,-0.007098,-1089.496732,-1089.510175,-0.013443700000000001,-1089.388724,-1089.402082,-0.013358000000000002,6.534,7.5283,-0.29263,-0.09254,0.08778,0.13372,362.6648865,-2.36249,0.78046,-0.7112,0.81805,-2.37767,19,20367.0,20934.5,29005.0,0.7088036590000001,0.938922643,0.99285592,4,31.99653015,-176.5262876,208.5228177,4057,-0.043511533,0.012726596000000001,619.3629104398029
HJHSNTOTXYILIV-UHFFFAOYSA-N,S1C(SC(SC1c2ccccc2)c3ccccc3)c4ccccc4,Train,-0.836325348,366.57199999999995,228.0,351.14,-2005.6639559999999,-2005.668462,-0.00450598,-2005.386752,-2005.391489,-0.004737,-1975.503459,-1975.525418,-0.02195843,-1975.1667710000002,-1975.188295,-0.021524,2.0312,2.4289,-0.22766,-0.036789999999999996,0.14353,0.06875,600.9787597999999,0.0,-5.40431,-0.57112,0.30898000000000003,0.7799699999999999,42,29896.5,39089.5,49555.0,0.541139241,0.639934656,0.820754717,6,-20.21036734,-142.69334569999998,122.4829784,5512,-0.025887762,0.005746716,1386.7823932956649
HJRJRUMKQCMYDL-UHFFFAOYSA-N,[O-][N+](=O)c1cc(c(Cl)c(c1)[N+]([O-])=O)[N+]([O-])=O,Train,0.113387133,247.551,85.5,141.127,-1305.3421460000002,-1305.34879,-0.00664424,-1305.287658,-1305.294254,-0.006595999999999999,-1283.948373,-1283.962742,-0.01436901,-1283.8774460000002,-1283.892145,-0.014699,0.2585,0.209,-0.32816999999999996,-0.15298,0.027339999999999996,0.16926,379.0881653,-2.117,-0.14053,-0.36506,0.49918999999999997,-0.48677,18,18385.5,19609.5,33239.5,0.499437587,0.511415525,0.921192538,5,210.30198,-69.14467038,279.44665039999995,5959,0.044063129000000006,0.01154283,489.14882504493
HNPCGOZDKMBNBS-KMFMINBZSA-N,CC1(C)C2CCC1(C)C(C2)N=Cc3ccc(cc3)[N+]([O-])=O,Train,-1.2453859040000002,286.374,75.0,218.597,-920.9357173000001,-920.9397166000001,-0.003999328,-920.6177150000001,-920.622008,-0.004293,-903.7758984999999,-903.7923778999999,-0.016479426999999998,-903.3852800000001,-903.4020439999999,-0.016763999999999998,5.8907,6.6464,-0.26897,-0.11294000000000001,0.06738,0.11005999999999999,529.0521851,-0.78869,-4.67495,-0.6784600000000001,0.49485,-0.7117100000000001,43,21915.5,36686.5,45782.0,0.49059526200000003,0.499181681,0.991778408,5,7.524422355,-118.19006429999999,125.71448659999999,3606,0.030221228,0.007636072,1397.7739621025594
HOHPPAHUSJCHHL-CMDGGOBGSA-N,CCCCCCC/C=C/C(N)=O,Test,-1.434809842,169.267,123.0,177.292,-522.5181933,-522.5237476,-0.005554302,-522.284411,-522.290123,-0.005712,-512.6972532,-512.708832,-0.011578728,-512.4075799999999,-512.4186269999999,-0.011047,3.7406,4.3066,-0.25887,-0.040389999999999995,0.13993,0.09996000000000001,456.46524050000005,-0.67315,-3.3305800000000003,-0.86275,0.6403399999999999,-1.5359,31,13619.0,34489.0,37576.5,0.371533495,0.37518858,0.999999883,3,-15.44641581,-118.9206659,103.47425009999999,2443,0.042173743,0.016449835,730.4607494013369
HOHPPAHUSJCHHL-HJWRWDBZSA-N,CCCCCCCC=CC(N)=O,Test,0.028641502000000003,169.267,76.0,131.59799999999998,-522.5181933,-522.5237476,-0.005554303000000001,-522.284411,-522.290123,-0.005712,-512.6972532,-512.708832,-0.011578736999999999,-512.4075799999999,-512.4186269999999,-0.011047,3.7406,4.3066,-0.25887,-0.040389999999999995,0.13993,0.09996000000000001,456.46524050000005,-0.67315,-3.3305800000000003,-0.86275,0.6403399999999999,-1.5359,31,13589.5,34465.5,37596.5,0.371186489,0.37236032700000005,0.996563643,3,-15.44642544,-118.92067150000001,103.47424609999999,2443,0.042173740999999994,0.016449835,730.4607494013369
HQLOEBRPCVIFCT-UHFFFAOYSA-N,OC(=O)c1c(Br)cccc1Br,Train,-0.779883089,279.916,147.0,108.93,-5563.083633,-5563.088045,-0.00441193,-5563.025379,-5563.02996,-0.004581,-5501.158631,-5501.1722469999995,-0.01361631,-5501.088554,-5501.101988,-0.013434,2.5611,3.0057,-0.26333,-0.05064,0.12968,0.10442,344.08587650000004,-1.2845600000000001,-0.23265,-0.70095,0.8246399999999999,-1.09532,15,18424.5,19026.5,28383.5,0.591895105,0.608764702,0.948717925,6,35.34902807,-91.23154649,126.5805746,2474,0.033353716,0.006855253,406.4837408904827
HRSYHPSYPSMIQO-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(NN=Cc2cccc(Br)c2)c(c1)[N+]([O-])=O,Train,-3.030984062,365.14300000000003,257.0,193.364,-3592.25806,-3592.265532,-0.00747187,-3592.093047,-3592.1007210000002,-0.007673999999999999,-3546.145775,-3546.1644770000003,-0.01870255,-3545.944235,-3545.9630439999996,-0.018809,7.9052,9.247,-0.24688000000000002,-0.12554,0.054779999999999995,0.08797,531.7538452,-1.62071,-1.36432,-0.44072,0.49341999999999997,-1.21625,31,17178.5,26905.5,52859.5,0.269005848,0.414414414,0.609078287,6,167.76138569999998,-170.5675892,338.3289749,9072,0.036462182999999995,0.011979828,1147.888193517089
HTMQZWFSTJVJEQ-UHFFFAOYSA-N,O=[S](Cc1ccccc1)Cc2ccccc2,Train,-0.863545786,230.331,130.0,159.261,-1015.319074,-1015.32528,-0.00620635,-1015.1211910000001,-1015.1261900000001,-0.004999,-998.6620577,-998.6803286,-0.01827092,-998.4201380000001,-998.4385619999999,-0.018424,3.3602,4.0927,-0.23295,-0.038439999999999995,0.14188,0.07404,466.7122192,-0.98074,-3.78384,-0.98074,1.21609,0.23535,30,16270.5,29945.0,41116.5,0.40797546,0.489230769,0.831032843,6,-2.79576001,-158.8918511,156.0960911,5113,0.030073905,0.008354004,937.7746037779821
HTXPRECVNAFGMW-UHFFFAOYSA-N,CCCC(CCC)(c1ccccc1)C(=O)NO,Train,-0.6020489179999999,235.326,140.5,221.977,-751.3228376000001,-751.3270085,-0.004170856,-751.0393339999999,-751.043827,-0.004493,-737.2930802,-737.3063595,-0.013279256000000001,-736.947905,-736.9611629999999,-0.013258,3.3408,3.7628,-0.24805,-0.03088,0.14944000000000002,0.08914,479.9762878,-1.25796,-3.9486199999999996,-0.68489,0.6702600000000001,-1.6120299999999999,38,28891.5,33161.5,34541.0,0.6553925660000001,0.9463725209999999,0.949743345,4,12.99838088,-97.0784306,110.0768115,3747,0.027648908,0.008525636,1021.8546899546044
HUKPVYBUJRAUAG-UHFFFAOYSA-N,O=C1c2ccccc2c3cccc4cccc1c34,Train,-1.213439666,230.266,170.0,182.59900000000002,-729.1191721,-729.1232169,-0.004044774,-728.9399440000001,-728.944033,-0.004089,-715.5455003,-715.5614196,-0.015919301,-715.333292,-715.3494969999999,-0.016205,3.8862,4.7157,-0.22728,-0.09827000000000001,0.08205,0.06837,415.5254211,-0.59935,-1.9239099999999998,-0.59935,0.5312100000000001,-0.59935,28,16566.0,20655.0,41906.5,0.328358209,0.40552995399999997,0.790165703,2,44.05341804,-93.59020481,137.6436229,4759,0.028922804,0.005351196,1270.1242987518228
HVSKRJNXLJJPBR-ALCCZGGFSA-N,OC(=O)\C(Br)=C\c1ccccc1Cl,Train,-1.6116480480000002,261.502,128.0,171.791,-3528.957347,-3528.96143,-0.00408239,-3528.8666450000005,-3528.870918,-0.004273,-3487.0121729999996,-3487.025442,-0.013269,-3486.901489,-3486.914706,-0.013217,2.6471,3.1166,-0.25049,-0.09552000000000001,0.0848,0.09158,383.4550171,-1.3281100000000001,-0.64149,-0.7055100000000001,0.77881,-1.20929,19,15181.5,19212.0,35459.5,0.368,0.47236180899999997,0.772899612,5,53.65122416,-70.25510151,123.9063257,2579,0.030567308999999997,0.005448987,559.557944680226
HXQJFCWQLPRPRG-UHFFFAOYSA-N,Cc1ccc(NC(=Nc2ccc(C)cc2)n3c(Nc4ccc(C)cc4)nc5cc(C)ccc35)cc1,Test,-1.719870244,459.594,210.0,350.465,-1434.501949,-1434.508147,-0.00619774,-1434.046457,-1434.053344,-0.006887000000000001,-1407.729384,-1407.765404,-0.03602025,-1407.1735529999999,-1407.214631,-0.041077999999999996,5.0402,5.8982,-0.19266,-0.04897,0.13135,0.03375,812.6517334,0.0,-4.788209999999999,-0.69998,0.63351,-2.8023,64,46339.0,52300.0,64317.0,0.8792809420000001,0.927219813,0.956431525,6,-55.26634356,-228.98503990000003,173.71869640000003,6956,-0.032465179,0.009459626,2724.703298474302
HZKHTARSMSXWFU-UHFFFAOYSA-N,Cl[S](=O)(=O)c1cc2c(cccc2[S](Cl)(=O)=O)c(c1)[S](Cl)(=O)=O,Train,-0.519907217,423.70300000000003,146.0,244.24599999999998,-3410.40637,-3410.4138840000005,-0.00751446,-3410.309268,-3410.3172700000005,-0.008002,-3362.2279729999996,-3362.2550990000004,-0.02712601,-3362.1108229999995,-3362.1385210000003,-0.027698,5.2328,6.1372,-0.30558,-0.14828,0.03204,0.14667,526.1759643999999,-5.23629,-1.7936,-0.87613,2.08169,0.33662,27,29045.0,31578.5,43581.5,0.576752265,0.588914718,0.957276405,9,229.9981753,-119.5749115,349.57308670000003,8425,0.040359803,0.011188848000000001,1339.3545710243934
IAHOUQOWMXVMEH-UHFFFAOYSA-N,Nc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Train,-1.4580538730000001,228.12099999999998,190.0,152.935,-901.1451998,-901.1524786,-0.007278801999999999,-901.061465,-901.0689130000001,-0.007448000000000001,-884.3061157,-884.3173652999999,-0.011249625,-884.204324,-884.2157589999999,-0.011434999999999999,3.1839999999999997,3.7767,-0.29193,-0.15095999999999998,0.02936,0.13302,364.6940308,-2.34366,0.03603,-0.7460899999999999,0.49823,-1.5964200000000002,20,16038.0,17072.5,34379.5,0.38596491200000005,0.40654205600000004,0.927787103,4,188.93145149999998,-118.6848554,307.6163069,7187,0.042801768,0.012598216,593.3687167563473
IAOCRFBMFNOPFQ-UHFFFAOYSA-N,OOC1(c2ccccc2)c3ccccc3C(OO)(c4ccccc4)c5ccccc15,Train,-2.297149663,396.44199999999995,241.0,363.44599999999997,-1303.552756,-1303.5584390000001,-0.00568251,-1303.214136,-1303.219954,-0.005818,-1279.410188,-1279.432492,-0.02230442,-1279.005183,-1279.0279189999999,-0.022736000000000003,0.7303,0.8482,-0.2448,-0.046110000000000005,0.13421,0.08589,606.6859741000001,-1.6121,-3.9487699999999997,-0.49158999999999997,0.50397,-1.6121,50,33871.0,47318.5,48058.0,0.612836093,0.946091585,0.9712459059999999,16,-33.42708815,-140.7470952,107.3200071,1910,-0.032056135,0.008223572,1875.4831335591962
IBCDULLCLULASH-UHFFFAOYSA-N,Cc1ccc(cc1)C(=O)N(O)c2ccc(Cl)cc2,Train,-1.307227288,261.70799999999997,159.0,175.02700000000002,-1206.09419,-1206.099187,-0.00499646,-1205.9128699999999,-1205.9168619999998,-0.003992,-1186.5877699999999,-1186.604194,-0.01642322,-1186.366406,-1186.383269,-0.016863,4.7907,5.39,-0.23271999999999998,-0.0566,0.12372000000000001,0.07381,481.48538210000004,-1.20497,-1.97859,-0.70311,0.67905,-1.38486,30,15181.5,32351.0,44200.5,0.34166192100000004,0.445247283,0.764801255,8,50.65922857,-92.41531669,143.0745453,1942,0.043172366,0.023955327999999998,996.6740844714859
IBDIGFWTFKXXAG-UHFFFAOYSA-N,Oc1ccc(cc1)N=Nc2ccccc2[N+]([O-])=O,Train,-0.587374305,243.222,110.0,153.196,-852.5073469,-852.5141259,-0.00677901,-852.3541869999999,-852.360799,-0.006612000000000001,-836.6084966,-836.6232432999999,-0.014746637,-836.4229330000001,-836.439584,-0.016651,3.2845,3.8936,-0.23855,-0.10550999999999999,0.07481,0.07964,452.8112183,-1.4557799999999999,-1.27569,-0.6968300000000001,0.51791,-1.33994,27,17360.5,26790.0,42300.0,0.35436244,0.572319665,0.651034459,5,13.81231056,-172.26603590000002,186.07834640000002,3884,-0.041366612999999997,0.011641704,967.5427461045152
ICSNLGPSRYBMBD-UHFFFAOYSA-N,Nc1ccccn1,Train,0.307369906,94.116,57.0,74.703,-303.66265739999994,-303.666209,-0.003551612,-303.586883,-303.590456,-0.003573,-297.95780030000003,-297.9656122,-0.00781187,-297.867222,-297.87510499999996,-0.007883,2.0663,2.3893,-0.21673,-0.02547,0.15485,0.05782,257.9655457,0.0,-0.44702,-0.8577,0.43476000000000004,-1.39026,13,11204.0,13622.5,21132.5,0.47311828,0.550632911,0.8200153259999999,3,18.03197467,-71.64691509,89.67888976,2352,0.037322812999999996,0.014421608999999998,338.2867630010903
IEGGPIDDZREPLN-UHFFFAOYSA-N,COC(=O)c1ccc(cc1)C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O,Train,-3.390787543,344.283,270.0,257.52299999999997,-1249.017829,-1249.0267310000002,-0.00890175,-1248.804627,-1248.813334,-0.008707,-1225.720788,-1225.738181,-0.01739349,-1225.460493,-1225.478,-0.017506999999999998,6.7243,7.5824,-0.24718,-0.12671,0.053610000000000005,0.08827,582.4398193,-2.79202,-0.8302799999999999,-0.62121,0.8091,-2.45108,37,16891.5,33121.5,57997.5,0.26,0.496333115,0.530834745,5,178.3182865,-207.9129933,386.2312798,8886,0.035237533,0.011898696,1350.1301594610466
IFLREYGFSNHWGE-UHFFFAOYSA-N,c1ccc2cc3cc4ccccc4cc3cc2c1,Train,-2.017735267,228.293,350.0,171.638,-693.1878882,-693.1904191000001,-0.002530931,-692.985488,-692.988025,-0.002537,-680.2453457,-680.2621769,-0.0168312,-680.005764,-680.022361,-0.016597,0.0001,0.0,-0.18849000000000002,-0.08772,0.0926,0.029580000000000002,441.3098755,0.0,-2.9100200000000003,-0.2453,0.24778000000000003,0.0,30,12532.0,24449.5,44672.0,0.282051282,0.511627907,0.546623803,17,50.42206287,-32.29137452,82.71343739,1266,0.023803154,0.001961424,1238.7833317111515
IFYDLKKPIFEVOU-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(c1)N=Nc2ccccc2,Train,0.646344068,254.332,70.0,213.37900000000002,-805.2691651,-805.2721246,-0.002959452,-805.009114,-805.011557,-0.002443,-790.2365930999999,-790.2503802,-0.013787098000000001,-789.919852,-789.93393,-0.014078,1.5061,1.7021,-0.22353,-0.0978,0.08252000000000001,0.06462000000000001,510.3019409,-0.70365,-3.56348,-0.70365,0.52088,-1.12913,37,21184.0,30481.5,46495.5,0.480340191,0.615675851,0.737611327,6,25.23718017,-49.18205198,74.41923215,2545,0.02693667,0.006874931,1194.0231543350458
IHPDTPWNFBQHEB-KBPBESRZSA-N,O[C@H]([C@@H](O)c1ccccc1)c2ccccc2,Test,-1.588474696,214.264,147.0,158.879,-692.3770497,-692.3812937999999,-0.004244103,-692.1721200000001,-692.1758440000001,-0.0037240000000000003,-679.456169,-679.4706022999999,-0.014433317,-679.21059,-679.2248860000001,-0.014296000000000001,0.5367,0.659,-0.25558000000000003,-0.024880000000000003,0.15544000000000002,0.09667,437.04989620000003,-1.56554,-2.4367799999999997,-0.78277,0.50534,-1.56554,30,18946.0,32360.5,35147.0,0.489584305,0.49671052600000004,0.9968875490000001,13,11.9646424,-75.34796885,87.31261125,1161,-0.031376495,0.009510235,887.1645128721591
IJFDOVWXJGQCGY-UHFFFAOYSA-N,Cc1ccc2C(=O)c3ccccc3c4c2c1c5c(C)ccc6C(=O)c7ccccc7c4c56,Test,-1.694205445,410.472,317.0,306.726,-1304.5769890000001,-1304.583264,-0.00627571,-1304.238128,-1304.244442,-0.006314,-1280.3213210000001,-1280.3465939999999,-0.02527305,-1279.919748,-1279.9447289999998,-0.024981,1.2886,1.6528,-0.22128,-0.1161,0.06422,0.06237,611.7801513999999,-1.1868,-3.4390099999999997,-0.70853,0.53593,-1.1868,50,34994.5,35683.0,59161.5,0.6031021010000001,0.678492718,0.976918133,5,43.69125864,-159.4469061,203.13816469999998,4645,0.026657945,0.004024772,2696.1700708029657
IJFXRHURBJZNAO-UHFFFAOYSA-N,OC(=O)c1cccc(O)c1,Train,-3.193440523,138.123,202.0,100.03299999999999,-496.0635754,-496.0687558,-0.0051803759999999996,-495.977509,-495.982939,-0.00543,-486.8201632,-486.82951610000003,-0.009352928,-486.717201,-486.726588,-0.009387000000000001,0.8674,1.0336,-0.24655,-0.06686,0.11345999999999999,0.08764,303.5959778,-2.06068,-0.022680000000000002,-0.72185,0.80802,-2.06068,16,12662.0,15745.5,26637.5,0.41037735799999997,0.502857143,0.820686383,6,46.15291785,-76.55686861,122.70978649999999,1382,-0.040265722999999996,0.009459091999999999,446.4836833016152
IJXJGQCXFSSHNL-QMMMGPOBSA-N,N[C@@H](CO)c1ccccc1,Train,-1.023350612,137.181,76.0,142.025,-441.44591060000005,-441.45170549999995,-0.005794898000000001,-441.30340599999994,-441.30885599999993,-0.00545,-433.18464950000003,-433.19514289999995,-0.01049333,-433.012275,-433.022426,-0.010151,2.5847,2.9065,-0.23540999999999998,-0.01984,0.16047999999999998,0.0765,336.8784485,-0.78092,-1.4885700000000002,-0.90527,0.5007699999999999,-1.68619,21,15977.0,22693.0,25711.0,0.630901288,0.659165119,0.9518348809999999,4,15.34410509,-99.86682307,115.21092820000001,3339,0.031140274,0.012050683999999999,532.6395896583623
IKCLCGXPQILATA-UHFFFAOYSA-N,OC(=O)c1ccccc1Cl,Test,-1.240463268,156.569,140.0,97.141,-880.4269173,-880.4309566,-0.004039308,-880.353907,-880.3580949999999,-0.004188,-866.9767845000001,-866.9870394,-0.010254829,-866.889207,-866.899576,-0.010369,3.3942,3.9842,-0.26492,-0.07325,0.10707,0.10601,307.7445068,-1.3346,-0.28364,-0.73043,0.80496,-1.29607,15,13726.5,15493.5,27089.5,0.425837321,0.486187845,0.907345665,3,29.53509403,-89.49489349,119.0299875,2696,0.030504386,0.005488164,404.87410041604585
IKEHOXWJQXIQAG-UHFFFAOYSA-N,Cc1ccc(O)c(c1)C(C)(C)C,Train,0.7724313909999999,164.247,51.0,130.107,-504.05317180000003,-504.05546889999994,-0.002297037,-503.84700300000003,-503.84927999999996,-0.002277,-494.6302404,-494.63970599999993,-0.009465652,-494.376406,-494.38640599999997,-0.01,1.2153,1.3273,-0.21903000000000003,-0.012209999999999999,0.16810999999999998,0.06012000000000001,379.5638733,-0.72378,-3.40174,-0.72378,0.51349,-0.72378,28,19173.5,23203.0,30698.0,0.668709972,0.8051823929999999,0.80862645,5,24.80459609,-31.42705044,56.23164653,1194,0.044279197,0.019777475,712.5111850743212
IKZIWJRUUPSDHX-UHFFFAOYSA-N,Cl[S](=O)(=O)c1ccc2cc(cc(c2c1)[S](Cl)(=O)=O)[S](Cl)(=O)=O,Train,-1.7551385069999998,423.70300000000003,165.5,226.175,-3410.410594,-3410.4189810000003,-0.00838608,-3410.314397,-3410.323047,-0.00865,-3362.229178,-3362.258176,-0.028998700000000002,-3362.11228,-3362.1416310000004,-0.029351,4.4477,5.2886,-0.30443000000000003,-0.14889000000000002,0.03143,0.14552,538.0223999,-5.2273,-1.80303,-0.8755,2.08377,0.34688,27,25511.0,34813.5,44118.5,0.49521051899999996,0.684447755,0.8752449240000001,9,244.8133476,-128.9423222,373.7556698,8326,0.04394673,0.014144771,1339.3545710243934
IMNIMPAHZVJRPE-UHFFFAOYSA-N,C1CN2CCN1CC2,Test,0.600178204,112.175,155.8,95.819,-345.33945730000005,-345.34199069999994,-0.002533344,-345.18576,-345.188271,-0.0025109999999999998,-338.9452796,-338.95417610000004,-0.008896553,-338.75606,-338.76491400000003,-0.008854,0.0013,0.0025,-0.19036,0.00591,0.18623,0.03145,281.47039789999997,0.0,-1.8037599999999998,-0.52899,0.23851999999999998,-1.05798,20,16416.0,16624.5,16861.5,0.887417219,0.899328859,0.921042301,2,-57.89848936,-57.89848936,0.0,741,-0.039223112000000004,0.010853556,346.29547536789374
IMOPXBPHKARACH-UHFFFAOYSA-N,CCOCN1C(=O)c2ccccc2C1=O,Train,-2.9142648610000004,205.213,88.0,129.472,-706.2716566,-706.2771472999999,-0.005490656,-706.106908,-706.112213,-0.005305,-693.1408872000001,-693.1547699,-0.013882721,-692.940237,-692.95397,-0.013733,3.4526,4.032,-0.27792,-0.09752999999999999,0.08279,0.11900999999999999,413.4640503,-1.7474,-0.40693,-0.70873,0.71085,-2.2905900000000003,26,19970.0,25636.0,34482.5,0.5344035979999999,0.635745232,0.9586024009999999,7,-44.31147237,-159.6530852,115.34161280000001,3159,0.032305328,0.006622298,769.8309914995323
IOQIWWTVXOPYQR-CBAPKCEASA-N,C[C@H](O)[C@H](NC(=O)c1ccccc1)C(O)=O,Train,-0.649780609,223.229,177.0,162.334,-782.7067102999999,-782.7139913,-0.007281055,-782.518658,-782.526751,-0.008093000000000001,-768.0990521000001,-768.1129778,-0.013925652,-767.8719179999999,-767.886165,-0.014247,1.5175,2.0108,-0.26236,-0.05255,0.12777,0.10345,434.8146362,-2.77677,-0.60244,-0.78489,0.81417,-3.43871,29,18802.0,26802.5,37143.5,0.494699647,0.5960747670000001,0.7854033029999999,5,10.20408196,-164.754355,174.958437,3433,-0.041934885,0.015194398000000001,816.0248052111066
IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(O)=O,Train,-0.603140172,256.42900000000003,63.5,279.863,-779.5023788,-779.5060022999999,-0.003623431,-779.099683,-779.103786,-0.004103,-764.9257804,-764.9449017000001,-0.019121289,-764.422692,-764.441168,-0.018476,1.5458,1.7812,-0.28894000000000003,-0.0061,0.17422,0.13003,646.3565674,-1.3567799999999999,-6.4341800000000005,-0.72831,0.8228700000000001,-1.3567799999999999,50,33637.5,40130.0,52109.5,0.238636364,0.242674595,0.291316527,5,-18.97128292,-77.47259242,58.50130951,1547,-0.043286548,0.011297931,1267.0661258687119
IPWFJLQDVFKJDU-UHFFFAOYSA-N,CCCCC(N)=O,Train,-1.3548830180000002,101.148,106.0,103.887,-327.1706997,-327.1757694,-0.005069771,-327.04492799999997,-327.049243,-0.004315,-321.0155378,-321.0224491,-0.006911296999999999,-320.859271,-320.86613900000003,-0.006868000000000001,3.8236,4.4093,-0.26026,-0.00911,0.17121,0.10135,304.34655760000004,-0.6625,-1.49642,-0.8760399999999999,0.68015,-1.53854,18,16147.0,16516.5,22525.0,0.49519230799999997,0.565217391,0.57113105,2,3.650226392,-109.83267920000002,113.48290549999999,2798,0.04055858,0.016815574,330.8154986198456
IQUPABOKLQSFBK-UHFFFAOYSA-N,Oc1ccccc1[N+]([O-])=O,Test,0.701736567,139.111,91.5,91.045,-511.99902149999997,-512.0024978,-0.0034763159999999997,-511.923792,-511.9274,-0.0036079999999999997,-502.44140369999997,-502.4500444,-0.008640696,-502.350659,-502.359383,-0.008723999999999999,4.0457,4.6541,-0.26313000000000003,-0.11652,0.0638,0.10422000000000001,288.39056400000004,-1.5130000000000001,-0.58213,-0.6862699999999999,0.5334,-1.01621,15,12333.5,14606.5,25085.5,0.439393939,0.520710059,0.828652042,6,29.36909606,-92.04534987,121.4144459,3189,0.033123431,0.0068472490000000006,435.51092236395874
IVDVAMTYPIOUEQ-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2C(=O)c3ccccc3,Test,-0.23843404,256.345,90.0,211.128,-810.3266365000001,-810.3307580000001,-0.004121506,-810.037848,-810.042102,-0.004254,-795.2569934999999,-795.2720982999999,-0.015104824,-794.905482,-794.920396,-0.014913999999999998,2.0178,2.3815,-0.25098000000000004,-0.06992000000000001,0.1104,0.09207,468.93566889999994,-1.13776,-3.90334,-0.67997,0.63736,-1.13776,39,22972.5,32016.0,38939.0,0.603969367,0.614464726,0.942915817,5,-42.44709266,-129.24095459999998,86.79386195,1960,-0.037239145,0.01269341,1260.0153179409274
IVSTXFYJHXMXFM-UHFFFAOYSA-N,OC(=O)CC1OC(OC1=O)C(Cl)(Cl)Cl,Train,-0.94359673,263.462,141.0,139.792,-1988.3751519999998,-1988.3814730000001,-0.00632112,-1988.3020649999999,-1988.3087289999999,-0.006664,-1960.2956739999997,-1960.309341,-0.01366664,-1960.197849,-1960.2116899999999,-0.013841,2.9647,3.3446,-0.31277,-0.0619,0.11842000000000001,0.15386,395.6530457,-3.01054,1.1765299999999999,-0.7138,0.8227200000000001,-2.84888,19,19387.0,27075.0,30554.0,0.59409463,0.86958689,0.8999189959999999,6,81.99746502,-103.774897,185.77236200000002,4453,0.040027667,0.01619315,427.97827736699253
IWYDHOAUDWTVEP-UHFFFAOYSA-N,OC(C(O)=O)c1ccccc1,Train,-2.309533129,152.15,119.0,107.09100000000001,-535.3658256,-535.3706952,-0.00486964,-535.2544780000001,-535.259637,-0.005159,-525.3824702,-525.3926964999999,-0.01022633,-525.2477240000001,-525.257851,-0.010126999999999999,2.4617,2.8404,-0.25628,-0.03858,0.14174,0.09737,330.9577637,-2.1085599999999998,-0.44143999999999994,-0.77436,0.80776,-2.1085599999999998,19,16637.5,21304.0,25271.0,0.59534118,0.665442997,0.877387529,5,30.05695076,-87.38304349,117.4399943,3328,0.033233688,0.019295966,504.210710171604
JBKVHLHDHHXQEQ-UHFFFAOYSA-N,O=C1CCCCCN1,Train,0.56215473,113.15899999999999,69.0,103.711,-365.2724525,-365.2776262,-0.005173708,-365.134708,-365.139813,-0.005104999999999999,-358.44647430000003,-358.4548622,-0.008387927,-358.277212,-358.285604,-0.008392,4.4938,5.1848,-0.24971,-0.00535,0.17497000000000001,0.0908,291.5436401,-0.6773399999999999,-1.57006,-0.6773399999999999,0.68696,-1.34891,19,16641.5,17213.0,22547.0,0.683373841,0.907368972,0.969285823,4,10.63871425,-122.83350039999999,133.4722146,4207,0.029695811000000003,0.008230123,415.40847301734624
JBLPFPMLHWDSFR-UHFFFAOYSA-N,CCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Train,0.7200433209999999,278.393,56.0,136.376,-2608.841218,-2608.8423980000002,-0.00117998,-2608.77363,-2608.774957,-0.001327,-2575.034538,-2575.048129,-0.013590999999999999,-2574.947282,-2574.961324,-0.014041999999999999,1.8673,2.145,-0.26492,-0.05802,0.1223,0.10601,391.82565310000007,0.0,-1.5658,-0.68347,0.26564,0.30484,18,18955.0,20561.5,34633.5,0.487603306,0.5784313839999999,0.9871538209999999,3,30.634441,0.0,30.634441,1279,0.022276882999999997,0.001384485,466.6266511166763
