StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,Complexity
ABLACSIRCKEUOB-UHFFFAOYSA-N,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4C(=O)C(C)(C)c5cc(O)c1c2c5c34,Test,-3.332075128,376.365,330.0,253.697,-1299.455146,-1299.4615720000002,-0.00642638,-1299.1676730000001,-1299.174115,-0.006442,-1275.358804,-1275.380739,-0.02193491,-1275.015685,-1275.0374570000001,-0.021772,7.6898,9.2373,-0.22734000000000001,-0.1025,0.07782,0.06842999999999999,533.0968628,-4.15364,-0.9890200000000001,-0.71924,0.59892,-4.15364,44,24551.5,28210.0,53922.5,0.524413792,0.625198025,0.9633026570000001,11,65.31560899,-152.85798219999998,218.1735912,3157,0.048190593,0.025238536000000002,1824.9543444803387
ABTUPTPDCSVHOI-UHFFFAOYSA-N,O=C1CCCCCCCCCCCCCCCCCN1,Train,0.171100776,281.482,101.5,267.676,-837.0361108,-837.0412076,-0.005096804,-836.575896,-836.5810759999999,-0.00518,-821.3884164,-821.4077139999999,-0.019297559,-820.8256690000001,-820.8429309999999,-0.017262,4.4352,5.0901,-0.24961999999999998,-0.0027,0.17762,0.09071,566.0393066,-0.68286,-7.0856699999999995,-0.68286,0.69076,-1.3449799999999998,55,25825.5,31896.5,54530.5,0.42294636,0.53526971,0.775146489,2,-1.011807489,-123.2143189,122.2025114,4328,0.028235331000000002,0.008015155,1499.7515509545447
ACGUYXCXAPNIKK-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,Test,-0.885219291,406.907,162.0,193.55900000000003,-3410.6303439999997,-3410.6338969999997,-0.00355284,-3410.520744,-3410.524454,-0.00371,-3364.90093,-3364.92109,-0.02015969,-3364.7638369999995,-3364.783945,-0.020108,1.6286,1.9344,-0.24566,-0.05417999999999999,0.12614,0.08675,517.3945923,-1.39794,-0.93758,-0.69897,0.52451,-1.24264,27,28030.5,38403.5,43427.0,0.574772419,0.658184178,0.805528467,10,103.16360870000001,-17.96991661,121.1335253,1112,0.038329332,0.01810803,865.4768555338632
ADGVSBKVUXRJQH-UHFFFAOYSA-N,O(C1(c2ccccc2)c3ccccc3c4ccccc14)C5(c6ccccc6)c7ccccc7c8ccccc58,Train,-0.5681824289999999,498.624,239.0,368.181,-1538.9782289999998,-1538.982566,-0.00433716,-1538.5185210000002,-1538.523043,-0.004522,-1510.347447,-1510.375107,-0.02766021,-1509.801536,-1509.8287480000001,-0.027212,1.4903,1.6959,-0.21818,-0.04935,0.13097,0.05927,724.4598999,-0.59506,-5.87558,-0.59506,0.26142,-0.59506,65,48783.0,48982.5,53243.0,0.846666667,0.8606442120000001,0.984555985,13,-102.003156,-156.0517053,54.04854924,1455,-0.025654432,0.0031439209999999996,2855.8998501772785
AEDIXYWIVPYNBI-UHFFFAOYSA-N,CCCCCCC(N)=O,Train,-1.3426903280000002,129.202,97.0,111.728,-405.8001339,-405.8052283,-0.005094443,-405.621683,-405.62604,-0.004357,-398.17519300000004,-398.18419589999996,-0.009002982,-397.954535,-397.96356299999997,-0.009028,3.8015,4.3899,-0.25999,-0.00926,0.17106,0.10107999999999999,367.3771667,-0.66254,-2.41762,-0.8760399999999999,0.68018,-1.5385799999999998,24,19101.0,20918.0,28070.5,0.408730159,0.468429201,0.481308409,2,6.097777607,-104.1534705,110.2512481,2709,0.040698135,0.016626412,490.54126029412043
AFFZWQZWWRKJSU-UHFFFAOYSA-N,CC1(C)C4CCC1/C(=C/Nc3ccc2ccccc2c3)C4=O,Train,-1.750473715,305.42,185.5,253.549,-904.7882553999999,-904.792497,-0.0042416120000000005,-904.470727,-904.475785,-0.005058,-887.9318,-887.9498586000001,-0.018058586,-887.54891,-887.566886,-0.017976,2.5491,3.0135,-0.20092000000000002,-0.06437999999999999,0.11594000000000002,0.042010000000000006,549.8442993,-0.6393800000000001,-4.1542699999999995,-0.6764600000000001,0.5472,-1.22553,43,21748.5,36957.5,48703.5,0.465825345,0.504155125,0.9805097190000001,10,0.9733185520000001,-94.01780336,94.99112191,1927,0.029331264,0.007112043,1639.3993995197259
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,OC(=O)c1cccc(c1)[N+]([O-])=O,Test,-0.969402295,167.12099999999998,141.0,127.273,-625.349432,-625.3552887999999,-0.005856752,-625.267929,-625.273946,-0.006017,-613.6794206000001,-613.6902262,-0.010805651000000001,-613.580686,-613.591397,-0.010711,5.6292,6.4317,-0.30205,-0.11538,0.06494,0.14314000000000002,327.0773621,-2.10114,-0.04883,-0.72008,0.80794,-1.60249,17,13370.5,17845.0,29442.0,0.369747882,0.48351648399999997,0.9823322859999999,5,33.98608351,-142.4979269,176.48401040000002,4383,0.038690452,0.016411705,517.7208972128352
AGUIVNYEYSCPNI-UHFFFAOYSA-N,CN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Train,-0.810589193,287.145,129.0,193.40200000000002,-1144.905108,-1144.913311,-0.00820297,-1144.798269,-1144.8066919999999,-0.008423,-1123.53148,-1123.546012,-0.01453188,-1123.39945,-1123.413538,-0.014088,3.8769,4.5521,-0.31795999999999996,-0.16125,0.01907,0.15905,423.1567993,-2.9236299999999997,-0.34661,-0.48158999999999996,0.6241800000000001,-1.08525,25,23353.5,25248.5,36521.0,0.644406565,0.712574855,0.8648167859999999,5,237.54965869999998,-110.71966880000001,348.2693275,7718,0.045124297,0.014092101999999999,768.4292930579779
ALBYIUDWACNRRB-UHFFFAOYSA-N,CCCCCC(N)=O,Train,-1.0581562740000001,115.175,100.0,119.575,-366.4854242,-366.49050800000003,-0.005083868,-366.333416,-366.337716,-0.0043,-359.5953672,-359.60331560000003,-0.007948341,-359.406879,-359.414833,-0.007954000000000001,3.7302,4.3103,-0.26008000000000003,-0.00915,0.17117000000000002,0.10117000000000001,335.2944336,-0.66255,-1.9573599999999998,-0.87603,0.68019,-1.5385799999999998,21,16536.5,19586.0,25287.0,0.449781659,0.512232404,0.5282051329999999,2,4.712223956,-104.39859820000001,109.1108221,2674,0.040804346,0.016669536999999998,409.3747726051212
ALYNCZNDIQEVRV-UHFFFAOYSA-N,Nc1ccc(cc1)C(O)=O,Train,-2.34814254,137.138,187.0,110.295,-476.2024602,-476.20906669999994,-0.006606506,-476.104594,-476.110643,-0.0060490000000000006,-467.2971063,-467.3089669,-0.011860603999999999,-467.181796,-467.19424699999996,-0.012451,4.6383,4.9239,-0.2213,-0.044000000000000004,0.13632,0.06239,310.138855,-1.37798,-0.16557,-0.84473,0.80016,-2.2227099999999997,17,11304.5,17121.0,27500.0,0.38157894700000006,0.550632921,0.684471658,6,49.37447077,-106.9392568,156.3137276,2997,0.043480661,0.017328026,446.77539351870337
ANXTWUZEYYACQX-UHFFFAOYSA-N,Cc1ccc(cc1)N(c2cccc(C)c2)c3cccc(C)c3,Train,0.43661003200000004,287.404,89.5,236.11700000000002,-867.6782929,-867.6806238,-0.002330941,-867.369752,-867.372361,-0.0026089999999999998,-851.4606956,-851.4782723999999,-0.017576776000000002,-851.084508,-851.1022230000001,-0.017715,0.1388,0.1534,-0.18608,-0.02518,0.15514,0.02717,579.4487915,0.0,-4.71713,-0.69893,0.25373,-0.4814,43,31433.0,35408.0,48095.5,0.527206288,0.5942282320000001,0.8182863570000001,8,-63.77090336,-65.21129917,1.440395806,637,-0.023290272999999997,0.001914114,1535.4416583410991
AOZXETLGPZAZNK-UHFFFAOYSA-N,CCOc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Train,0.224355743,257.159,78.5,137.011,-999.6026522,-999.6090905,-0.006438348000000001,-999.479773,-999.4866470000001,-0.006874,-980.9593478,-980.9734585000001,-0.014110706,-980.8073310000001,-980.8205800000001,-0.013249,2.8642,3.1388,-0.31834,-0.14132999999999998,0.03899,0.15943,420.1163025,-2.74249,-0.61443,-0.71426,0.5012,-1.2407,25,20073.5,22793.0,38137.0,0.42842798,0.5409090910000001,0.88851751,6,172.52003200000001,-101.0005294,273.52056150000004,7067,0.037809586,0.009303285,737.3159684254055
APXIOBIHMSMFLO-UHFFFAOYSA-N,COc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,Train,-2.988178757,316.27299999999997,215.0,214.623,-1135.657135,-1135.665025,-0.00789071,-1135.450834,-1135.45929,-0.008456,-1114.4696390000001,-1114.486158,-0.01651935,-1114.219512,-1114.234341,-0.014828999999999998,10.1227,11.5634,-0.23824,-0.12049000000000001,0.059829999999999994,0.07933,548.2446899,-2.17049,-1.37337,-0.54118,0.49251999999999996,-1.8419999999999999,35,16016.0,31627.0,54105.0,0.26666666699999997,0.516664558,0.5198616189999999,7,130.7231631,-193.665045,324.38820810000004,5991,0.033160637,0.006695698000000001,1282.2334260598745
APZGKGHAXUURNO-UHFFFAOYSA-N,CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,Train,0.117757985,300.579,232.0,161.477,-2701.205183,-2701.209061,-0.00387787,-2701.056311,-2701.060409,-0.004098,-2665.385813,-2665.3996309999998,-0.01381775,-2665.196137,-2665.210016,-0.013878999999999999,0.0017,0.0026,-0.22845,-0.030910000000000003,0.14941,0.06954,417.646637,0.0,-5.10987,-0.71611,0.31335,1.8794099999999998,26,28909.0,28958.0,29047.0,0.916920985,0.9368264270000001,0.960543093,16,-57.03448284,-103.83486459999999,46.80038175,1036,-0.029019127000000002,0.005500058,473.6219828533998
AQKGLAJGQUIHSJ-ZDEMKHDWSA-N,[C@@H]45C3=NC1=C([C@H]2CC[C@@H]1C2(C)C)N=C3[C@@H](CC4)C5(C)C,Train,-0.39912237,296.45599999999996,205.5,203.097,-809.8785079,-809.8816045,-0.003096565,-809.5331110000001,-809.536365,-0.003254,-794.8769708,-794.8906592999999,-0.013688487,-794.4539110000001,-794.4678,-0.013888999999999999,0.0001,0.0001,-0.23091,-0.04394,0.13638,0.07200000000000001,496.3502808,0.0,-5.10941,-0.67697,0.265,-0.85008,44,20841.0,35423.5,37863.5,0.543252595,0.5858547279999999,0.8383265129999999,4,-88.93829424,-93.37676476,4.438470516000001,1188,-0.03981628,0.011452585,1277.921721239188
ARQPAZGNIULDOE-AFYYWNPRSA-N,C[C@@H]3CCCC(NC(=O)c1cccc2ccccc12)C3,Train,-0.405925001,267.371,134.0,263.159,-828.6119434999999,-828.616591,-0.004647549,-828.304384,-828.309968,-0.005584,-813.1535991000001,-813.1712255,-0.01762647,-812.781611,-812.799623,-0.018012,3.5948,4.272,-0.22571999999999998,-0.057629999999999994,0.12269000000000001,0.06681000000000001,521.3652344,-0.6623,-4.01766,-0.6762600000000001,0.67608,-1.31745,41,24578.5,34570.0,43612.0,0.575691879,0.643767007,0.9511242409999999,6,-34.55651867,-140.0904999,105.53398130000001,3375,0.02893072,0.008883995,1471.7321523521764
ASKWNDPFGDMSCK-UHFFFAOYSA-N,Cc1ccccc1N=Nc2ccc(O)cc2,Train,-0.044894197999999996,212.25099999999998,104.0,199.77200000000002,-687.3243573,-687.3283514,-0.003994097,-687.144105,-687.146635,-0.00253,-674.4993505,-674.5125855,-0.013235071999999999,-674.281678,-674.294484,-0.012806,1.4261,1.6215,-0.22164,-0.08752,0.0928,0.06273,441.74475099999995,-0.70257,-2.173,-0.70257,0.51563,-1.11655,28,14684.0,25072.0,42040.0,0.324921136,0.545454545,0.589248174,7,17.28284504,-75.30186682,92.58471186,2280,-0.024152443,0.003372735,956.1903300408613
AUHHYELHRWCWEZ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,Train,-0.91164702,285.89799999999997,253.0,139.793,-2371.3212129999997,-2371.325848,-0.0046342,-2371.298199,-2371.303014,-0.004815,-2339.0579,-2339.072729,-0.01482914,-2339.0236019999998,-2339.039873,-0.016271,4.0246,4.5875,-0.29507,-0.1316,0.04872,0.13616,376.27062989999996,-1.55941,1.13963,-0.53967,0.8126899999999999,-1.13885,15,16577.0,17506.5,35054.5,0.402714932,0.422535211,0.97260274,7,59.30376233,-110.80218810000001,170.10595039999998,3197,-0.034658176,0.007383205,464.3436252723837
AVCSMMMOCOTIHF-UHFFFAOYSA-N,[O-][N+](=O)c1cccc2cccc(c12)[N+]([O-])=O,Train,-1.521227671,218.169,146.0,153.488,-794.9038747000001,-794.911158,-0.007283274,-794.790203,-794.7974059999999,-0.007203,-780.0621403,-780.0780032,-0.015862825,-779.925332,-779.9410780000001,-0.015746,8.6817,10.127,-0.26942,-0.11554,0.06477999999999999,0.11051,373.1924744,-1.5169,-1.09566,-0.38816999999999996,0.50188,-0.5131399999999999,22,18155.0,18196.0,33790.0,0.590476199,0.6561161320000001,0.947115377,4,19.17281217,-252.72192489999998,271.894737,6824,0.039618939,0.011514213999999998,802.3362896230312
AVVYOFCWOUPHSM-SAPNQHFASA-N,N#C/C(c1ccccc1)=N(=O)/c2ccc(Cl)cc2,Train,-0.270795364,256.691,132.0,190.90200000000002,-1183.770435,-1183.775446,-0.00501102,-1183.6179730000001,-1183.623196,-0.005222999999999999,-1164.638411,-1164.6536640000002,-0.01525264,-1164.454632,-1164.469988,-0.015356,1.7334,2.0229,-0.24173000000000003,-0.10489000000000001,0.07543,0.08282,462.20678710000004,-0.48221,-1.7095099999999999,-0.48221,0.27925,-0.67048,27,17479.0,32450.0,40421.5,0.42557653100000004,0.5270692579999999,0.8075785259999999,5,51.74770999,-104.99999979999998,156.74770969999997,2091,0.026606865,0.003635133,1004.0095620458394
AXGXXLOKNNMCHP-UHFFFAOYSA-N,Cc1cc(O)ccc1N=Nc2ccccc2,Test,-0.25369029,212.25099999999998,105.0,162.872,-687.324722,-687.3287142999999,-0.003992256,-687.144422,-687.146809,-0.0023870000000000002,-674.4994958,-674.5127338,-0.013238025,-674.281815,-674.2946599999999,-0.012844999999999999,1.9321,2.2504,-0.2205,-0.08743,0.09289,0.06159,440.40811160000004,-0.7018800000000001,-2.1741099999999998,-0.7018800000000001,0.51495,-1.11791,28,14647.0,25112.5,42034.5,0.323899371,0.548387097,0.5841009979999999,7,15.21459884,-79.70906719,94.92366603,2247,-0.024313707,0.004279245,956.190330040861
BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4ccc(c1)c2c34,Train,-0.259626574,202.255,150.0,155.261,-615.7921777,-615.7943132,-0.002135495,-615.6202490000001,-615.622379,-0.00213,-604.3200528,-604.3351406,-0.015087871999999999,-604.1161639999999,-604.131128,-0.014963999999999998,0.0,0.0,-0.20584000000000002,-0.06617,0.11415,0.04693,389.6585083,0.0,-2.45608,-0.24054,0.24881999999999999,0.0,26,15765.5,19886.5,38560.0,0.33846153799999995,0.419047619,0.9181116690000001,14,33.84971055,-33.17448583,67.02419638,641,0.023237181000000003,0.0017895970000000002,1084.8632448825006
BCAYFYHKUBCJIB-UHFFFAOYSA-N,OC(=O)CCC(=O)NNC(=O)c1ccccc1,Train,-3.397897726,236.227,170.0,156.42,-836.8496498,-836.8582829,-0.008633082,-836.669937,-836.681315,-0.011378000000000001,-821.2038981000001,-821.2188357999999,-0.014937698999999999,-820.985922,-821.001287,-0.015365,1.9888,2.2886,-0.24303000000000002,-0.06279,0.11753,0.08412,467.1032103999999,-2.70419,-0.22989,-0.72141,0.82189,-3.61646,29,13658.0,28988.5,43368.0,0.284530387,0.45419166200000005,0.608187135,7,68.33378909,-157.333022,225.6668111,3044,0.030723617,0.008414109,846.8878142466722
BCXWMIMRDMIJGL-UHFFFAOYSA-N,Cl[S](=O)(=O)c1cccc2c1cccc2[S](Cl)(=O)=O,Test,-0.842909873,325.193,183.0,196.666,-2402.2436940000002,-2402.249406,-0.005712,-2402.139345,-2402.145351,-0.006006,-2367.7227399999997,-2367.744166,-0.02142591,-2367.59827,-2367.619999,-0.021729,0.0019,0.0004,-0.2844,-0.12867,0.05165,0.12549000000000002,451.7944336,-3.51956,-1.81961,-0.8801100000000001,2.08125,0.15629,24,21565.5,29349.0,38443.0,0.555984556,0.741176504,0.8066915379999999,3,133.2627307,-115.95170900000001,249.21443969999999,7415,0.0336095,0.010301938,1025.5902397707084
BDDYZHKLKHFEBJ-UHFFFAOYSA-N,O=C(OCOC(=O)c1ccccc1)c2ccccc2,Train,-0.034809562,256.258,101.0,204.894,-879.7832421,-879.7880795,-0.004837425,-879.5905539999999,-879.59524,-0.004686,-863.4058714,-863.4209119999999,-0.015040588999999998,-863.175099,-863.189692,-0.014593,1.7948,1.9113,-0.27081,-0.06638,0.11394000000000001,0.1119,497.2705994,-2.35892,-0.70626,-0.61134,0.8185899999999999,-2.35892,31,22923.0,30168.0,41249.5,0.5244493139999999,0.541139241,0.99383768,5,-10.569357,-128.27426699999998,117.70491000000001,1944,0.026061347999999998,0.00328655,970.6401649317198
BDJRBEYXGGNYIS-UHFFFAOYSA-N,OC(=O)CCCCCCCC(O)=O,Train,-3.368383065,188.22400000000002,107.0,171.93400000000003,-653.5621289,-653.5690394999999,-0.006910581,-653.359246,-653.366275,-0.0070290000000000005,-641.3697033,-641.3834165,-0.01371317,-641.115374,-641.129196,-0.013822,3.0701,3.5791,-0.29077,-0.0077,0.17262,0.13185999999999998,441.38351439999997,-2.71232,-1.80168,-0.72848,0.82285,-2.71232,29,11207.5,30898.0,35851.5,0.29131653399999996,0.358333309,0.80000007,10,12.90994997,-139.84705469999997,152.7570046,1474,-0.042498734,0.010779128,600.7758751161704
BEKZHETVNVFYCV-UHFFFAOYSA-N,[O-][N+](=O)c1cc2cccc(c2c(c1)[N+]([O-])=O)[N+]([O-])=O,Train,-1.868131264,263.166,217.5,156.19299999999998,-999.4069386,-999.4155932,-0.008654583,-999.295393,-999.304073,-0.00868,-980.7549630000001,-980.7729267000001,-0.017963721999999998,-980.620234,-980.6381130000001,-0.017879,7.5764,8.8554,-0.29157,-0.14304,0.03728,0.13266,409.7463684,-2.22764,-0.6955600000000001,-0.38248000000000004,0.50276,-0.7247600000000001,24,19725.5,22144.5,38256.5,0.49736990799999997,0.576774927,0.851454002,3,157.84591980000002,-218.90616459999998,376.75208439999994,8590,0.043859380999999996,0.013320068000000001,962.6200865980213
BEQVQKJCLJBTKZ-UHFFFAOYSA-N,O[P](=O)(c1ccccc1)c2ccccc2,Train,-2.1051044919999997,218.192,199.0,149.358,-955.7763818,-955.7828319,-0.0064500469999999996,-955.616103,-955.623046,-0.006943,-939.7207219000001,-939.7349613,-0.014239453999999999,-939.52934,-939.543491,-0.014150999999999999,3.7425,4.5357,-0.26256,-0.05354,0.12678,0.10365,422.2925415,-2.13832,-3.17101,-1.10614,2.21712,0.0788,26,20936.5,29137.5,31196.5,0.627163373,0.664472789,0.9670542740000001,3,4.80720721,-143.7533184,148.5605256,4243,0.026343517,0.003422585,843.1146361158405
BEYOBVMPDRKTNR-BUHFOSPRSA-N,c1ccc(cc1)/N=N/c2ccc(cc2)O,Test,-1.1398082809999999,198.22400000000002,153.0,131.881,-648.0071452999999,-648.0113568,-0.004211431,-647.852423,-647.857008,-0.0045850000000000005,-635.9158456,-635.9282502,-0.012404692,-635.730415,-635.7425519999999,-0.012137,1.4580000000000002,1.6682,-0.22436999999999999,-0.08786000000000001,0.09246,0.06546,420.2096252,-0.7023199999999999,-1.68547,-0.7023199999999999,0.51577,-1.11437,25,11784.0,24400.5,39534.5,0.27936507899999996,0.512403409,0.539877301,8,22.81952311,-78.86905593,101.688579,1644,0.047230733,0.0227371,840.430452159637
BFRVGQZWGWUHBQ-GDDAKTJHSA-N,CCc1c(c2/cc/3\nc(/cc\4/c(c(/c(/[nH]4)c/c5n/c(c\c1[nH]2)/C(=C5C)CC)C)CC)C(=C3C)CC)C,Train,-2.795880925,478.681,366.0,393.736,-1461.3931710000002,-1461.39735,-0.00417867,-1460.829306,-1460.833678,-0.004372,-1434.0485410000001,-1434.076161,-0.027619799999999996,-1433.367101,-1433.396439,-0.029338,0.0596,0.0552,-0.18782000000000001,-0.08152999999999999,0.09879,0.02891,801.2020874,0.0,-7.44999,-0.71916,0.73864,-2.23431,74,37698.0,39696.0,80286.0,0.440996778,0.519371591,0.8538055259999999,8,-205.8465999,-241.93018250000003,36.08358268,3660,-0.03274275,0.009368641,2879.822589583956
BGNQYGRXEXDAIQ-UHFFFAOYSA-N,CCOC(=O)c1cnn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,Train,-1.4242941,414.399,181.5,299.834,-1797.579104,-1797.591623,-0.01251922,-1797.2968449999998,-1797.309022,-0.012177,-1766.277377,-1766.3030350000001,-0.02565819,-1765.9353579999997,-1765.9612710000001,-0.025913,4.4656,5.4371,-0.24983000000000002,-0.061829999999999996,0.11849000000000001,0.09092,675.2729492000001,-4.63213,0.68919,-0.9443799999999999,2.33027,-5.5193900000000005,46,36285.0,43746.5,52997.5,0.542735131,0.6991684359999999,0.779392944,10,-65.89302719,-340.92391339999995,275.0308862,6303,-0.04738115,0.016107919,1578.9965964114358
BIEBWMDQQCKEIN-UHFFFAOYSA-N,NC(=O)C(O)c1ccccc1Cl,Train,-1.8812115440000001,185.61,87.5,117.145,-975.0970329,-975.1022445,-0.005211574,-974.983523,-974.9888960000001,-0.005372999999999999,-959.8597997000002,-959.8699849,-0.010185142,-959.7233640000001,-959.733739,-0.010375,3.6104,4.1447,-0.26205,-0.03872,0.1416,0.10314000000000001,348.79702760000004,-1.44016,-0.38622,-0.84757,0.6623100000000001,-2.30565,20,19138.0,20913.0,28105.0,0.668550784,0.7441294279999999,0.842824013,5,29.18228413,-108.72589270000002,137.9081768,2064,0.028036824,0.004444921,538.8932334827658
BIOPPFDHKHWJIA-UHFFFAOYSA-N,N#Cc1c2ccccc2c(C#N)c3ccccc13,Train,-2.756356503,228.253,335.0,199.185,-724.0383013,-724.0434266,-0.005125203,-723.886744,-723.891938,-0.005194,-710.5693807,-710.5821455,-0.0127648,-710.388137,-710.400718,-0.012581,0.0004,0.0001,-0.23708,-0.12468,0.055639999999999995,0.07817,419.7897034,0.0,-1.42821,-0.3241,0.29064,-0.64817,26,19267.5,20093.0,41941.0,0.33846153799999995,0.35483871,0.85692484,4,21.27840682,-130.7666768,152.0450836,2495,0.030467734,0.005910129,1057.6513562468326
BKYWPNROPGQIFZ-UHFFFAOYSA-N,Cc1ccc(c(C)c1)C(O)=O,Train,-0.625153426,150.17700000000002,121.0,102.265,-499.47650480000004,-499.47976550000004,-0.003260704,-499.343012,-499.34601900000007,-0.003007,-490.1461797,-490.15564529999995,-0.009465634,-489.98156900000004,-489.991066,-0.009497,2.3264,2.7123,-0.25528,-0.05777,0.12255,0.09637000000000001,342.35177610000005,-1.36353,-1.43611,-0.732,0.8046800000000001,-1.36353,21,14618.0,19008.0,29736.0,0.451754386,0.5659340660000001,0.8143701459999999,5,9.216320512000001,-68.24581068,77.46213119,1426,-0.042266582999999996,0.011129551000000001,585.9069961573791
BOBLSBAZCVBABY-UHFFFAOYSA-N,C(=CC=Cc1ccccc1)C=Cc2ccccc2,Train,-1.431597495,232.325,194.0,195.12900000000002,-695.5507349,-695.5540006,-0.0032657470000000003,-695.314006,-695.317279,-0.003273,-682.4820647000001,-682.499093,-0.017028305,-682.197058,-682.214253,-0.017195,0.0002,0.0,-0.19518,-0.07914,0.10117999999999999,0.03627,525.4042358,0.0,-3.81296,-0.25866999999999996,0.24734,0.0,34,12275.5,32702.0,51608.0,0.21167883199999998,0.40372553899999997,0.520710063,14,33.15035004,-62.77475769,95.92510772,1389,0.023825272999999998,0.0023064,1142.4975201853654
BPTKLSBRRJFNHJ-UHFFFAOYSA-N,Oc1ccc(N=Nc2ccccc2)c(O)c1,Train,-1.5075504259999999,214.22400000000002,164.0,157.725,-723.2353308999999,-723.2400964,-0.004765411,-723.077627,-723.080515,-0.002888,-709.7612002000001,-709.7742849,-0.01308467,-709.5722599999999,-709.585102,-0.012842,2.2876,2.5326,-0.22221999999999997,-0.095,0.08532000000000001,0.06331,426.1807556,-1.3977899999999999,-1.23021,-0.69993,0.5224300000000001,-1.8402599999999998,26,12756.0,24405.0,40978.0,0.277070064,0.505747126,0.548119393,5,78.4484087,-65.65302342,144.1014321,2260,0.026604483999999998,0.007586860999999999,889.0997549448538
BQJCRHHNABKAKU-KBQPJGBKSA-N,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4O)c35,Train,-2.713522567,285.343,252.0,214.713,-939.6478286,-939.6540179,-0.006189317,-939.355026,-939.361392,-0.006365999999999999,-922.2796391,-922.2959627999999,-0.016323656000000002,-921.9249269999999,-921.9434859999999,-0.018559,4.0239,4.6549,-0.20606999999999998,-0.0149,0.16542,0.04716,467.57882689999997,-2.03117,-2.57558,-0.76935,0.52261,-2.58739,40,26919.0,32440.5,37592.5,0.6932158909999999,0.84302759,0.8834012659999999,8,-51.46263865,-180.386381,128.9237423,4787,-0.035761029,0.01152567,1411.1894399332602
BTJIUGUIPKRLHP-UHFFFAOYSA-N,Oc1ccc(cc1)[N+]([O-])=O,Train,-1.019509832,139.111,112.0,96.195,-511.9934732,-511.9994342,-0.005960971999999999,-511.91952000000003,-511.925735,-0.006215,-502.43277689999996,-502.4428926,-0.010115621,-502.34349800000007,-502.353551,-0.010053,5.6114,6.4874,-0.26792,-0.10071000000000001,0.07961,0.10901,295.6338501,-1.50347,-0.5946600000000001,-0.69106,0.52032,-1.00931,15,11184.0,15755.5,25699.0,0.41428571399999997,0.564102564,0.7428571429999999,4,43.14597504,-127.65298419999999,170.7989593,2897,-0.043768441,0.011824273,406.2609223639587
BTQMNEKPMOZIDW-UHFFFAOYSA-N,CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO,Train,-0.43179827600000004,243.39,100.5,251.18099999999998,-756.1400795,-756.1436637,-0.003584197,-755.770387,-755.774662,-0.004275,-742.0058787,-742.0173528,-0.011474063,-741.551884,-741.56375,-0.011866,3.1854,3.6676,-0.25040999999999997,-0.00914,0.17118,0.0915,495.1188965,-1.2689700000000002,-5.74989,-0.68072,0.6640699999999999,-1.61642,46,31919.5,35269.5,37674.0,0.7791934640000001,0.918976505,0.922065372,6,-0.412710555,-86.90864546,86.49593490000001,2465,0.031989065,0.015305381000000002,950.0736720090694
BWSFWXSSALIZAU-UHFFFAOYSA-N,OC(C(O)=O)c1ccc(Cl)cc1,Train,-1.598802144,186.595,120.0,116.469,-994.9615341,-994.9665274,-0.004993221,-994.8618650000001,-994.867147,-0.005282,-979.3865877999999,-979.3984901,-0.011902265,-979.264222,-979.2762119999999,-0.01199,2.5883,2.9126,-0.25459,-0.04684,0.13348,0.09568,354.5593872,-2.10491,-0.24124,-0.77341,0.8076300000000001,-2.11049,19,16602.0,23516.0,27839.0,0.527880464,0.614487294,0.855263158,6,92.47965363,-58.28667610000001,150.76632969999997,3153,0.039026727000000004,0.020008401999999998,508.5592257172008
