principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,principal component 11,principal component 12,principal component 13,principal component 14,principal component 15,principal component 16,principal component 17,principal component 18,principal component 19,principal component 20,principal component 21,principal component 22
24.05652055234313,46.28194749840605,64.81424234365564,74.80013502382933,82.03057792109374,87.2678737630228,91.4378608880847,94.46185890606841,96.53726396465154,97.98516387777704,98.88870241007729,99.36520173122076,99.64485862155232,99.82113115299333,99.968590865087,99.99204745196953,99.99999693313389,100.0,100.0,100.0,100.0,100.0
