StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,principal component 11,principal component 12,principal component 13,principal component 14,principal component 15,principal component 16,principal component 17,principal component 18,principal component 19,principal component 20,principal component 21,principal component 22
FTOAOBMCPZCFFF-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)NC1=O,Train,-2.555160472,184.195,190.0,127.24799999999999,-647.3447225,-647.3511641,-0.006441624,-647.179429,-647.186138,-0.0067090000000000006,-635.266392,-635.2788167,-0.012424626000000001,-635.061742,-635.074238,-0.012496,1.0595,1.0908,-0.28397,-0.06477000000000001,0.11555,0.12506,363.4544983,-1.81748,-0.27769,-0.70104,0.8316100000000001,-3.17544,25,23203.5,24132.0,24870.5,0.9176841290000001,0.949938287,0.995934867,6,15.77294396,-126.3099388,142.08288280000002,3639,0.035396749,0.016556413,-1.4749440281653794,1.5463255045229198,-0.6925859283574636,0.6113402413835671,1.853130918294686,-1.4532753864082326,-0.2246454433905593,0.43709471517040727,0.4987300848179539,-0.5872289286033033,0.6188972233624036,-0.4864439168593855,0.014469018957262053,0.01192791360067237,-0.2277478692651265,0.025222539630010934,-0.031996060700748,-2.3401926673066876e-05,-9.983884166210611e-12,2.850125992787713e-14,2.8578174634898523e-17,7.137482255301937e-17
FUNGMMDHWWTWCC-UHFFFAOYSA-N,c1ccc2c(c1)C(c3ccccc23)C4(C5c6ccccc6c7ccccc57)c8ccccc8c9ccccc49,Test,-1.303584743,494.635,293.0,354.06199999999995,-1501.892274,-1501.8965380000002,-0.00426399,-1501.423055,-1501.4273560000001,-0.004301,-1473.95716,-1473.985242,-0.028081799999999997,-1473.4022109999999,-1473.430713,-0.028502,0.1381,0.0298,-0.21886,-0.04634,0.13398,0.05995,712.5440674,0.0,-6.49055,-0.26377,0.28201,0.0,65,43552.0,52537.0,57852.0,0.741091815,0.826229508,0.91181321,15,-88.2561736,-145.863684,57.60751044,1846,-0.02850518,0.004992166,4.161006364599597,-5.3909036077270756,1.022279932937317,-1.7420734740382646,1.7767020056549503,0.5376451394250205,-0.8108394359123094,1.588065712199107,0.032995183993645566,0.21667700614057334,0.32812383911352866,0.4660406098408887,-0.2191834244977528,0.007768392675145054,-0.5159387736901537,-0.11285912545892707,-0.05348039029771975,-0.0002523707426829303,-3.509420231153863e-11,8.325445974519485e-14,-2.0981227603747965e-16,-1.9347824301491395e-16
FWQNYUYRXNWOOM-UHFFFAOYSA-N,CCCCCCCCCC(C(O)=O)C(O)=O,Train,-2.917370255,230.304,106.0,181.168,-771.4989632,-771.5049230000001,-0.005959806,-771.217246,-771.223839,-0.006593000000000001,-757.1057606,-757.1216949,-0.015934291,-756.752606,-756.769088,-0.016482,2.2843,2.6774,-0.29812,-0.028130000000000002,0.15219000000000002,0.13921,525.9946899,-2.65192,-3.16715,-0.71909,0.8373799999999999,-2.65192,38,17370.0,39672.0,44501.5,0.344923395,0.47889413299999994,0.7102881790000001,4,-2.5526437669999997,-116.5294369,113.97679309999998,1753,-0.036260502,0.011290891,-0.21277552796735807,0.6841366567668651,-1.6105104835167179,1.608597115066125,1.9318170924113902,0.9670631264378288,-1.2168428538417269,0.28328954576857535,0.47326992920924094,0.07888244590462214,-0.03627219317591736,-0.30367922990047314,-0.22575486556813298,-0.16574976483252588,0.23997550721912442,0.034315186152249974,0.028147515752427438,9.963987174365942e-05,-2.462827222892533e-11,4.145497115542841e-15,2.4004503352413293e-16,3.8007807194842235e-16
FXJWTHBNVZNQQP-YUMQZZPRSA-N,OC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1,Train,-1.57469315,307.969,200.0,166.894,-5641.722001,-5641.726858,-0.00485654,-5641.610116,-5641.615083,-0.004967,-5578.299242,-5578.314263,-0.01502115,-5578.162523,-5578.177334,-0.014811000000000001,1.7892,2.0577,-0.26324000000000003,-0.07155,0.10877,0.10432999999999999,396.740448,-1.3071,-1.09417,-0.7041,0.80475,-1.29522,21,19690.0,27944.5,30523.0,0.602093422,0.835903389,0.850758075,4,71.92876164,-72.07736063,144.00612230000002,3522,0.027522734,0.004636663,4.933053685129354,2.5843302347753965,6.657433102844683,3.0297521268027015,-0.46700254179248557,-1.2172032115469151,-0.7765395664093797,-0.052244415179148365,-0.03016902374964282,-0.13834853735265354,-0.28155079422171764,-0.6695155259748888,0.24430734747333133,-0.003206544614388987,0.01673085743263661,-0.05955205245472438,-0.0039243835580126405,1.2810781938548706e-06,3.3663503901782846e-10,-5.658857598252653e-14,-4.763258435576068e-16,3.4207763608380723e-16
FZERHIULMFGESH-UHFFFAOYSA-N,CC(=O)Nc1ccccc1,Train,-1.07109206,135.166,114.0,119.109,-440.2843079,-440.2890863,-0.004778396,-440.164083,-440.169083,-0.005,-432.0327773,-432.04251669999996,-0.009739395,-431.88660899999996,-431.896341,-0.009732,3.5968,4.1912,-0.23146,-0.026619999999999998,0.1537,0.07255,329.50073239999995,-0.65315,-1.19516,-0.76832,0.6822600000000001,-1.27926,19,12240.0,19307.0,28316.0,0.42677824299999995,0.64165,0.66506043,3,17.083904999999998,-116.2673014,133.3512064,3781,0.034434418,0.015993634,-2.6364899112795164,-0.35149198145499644,-0.2506056644447474,0.9028670572779305,-1.403920428122231,-0.3191814299485083,0.20345123949681904,0.15915089425535295,-0.3724077048829312,0.07123456980886206,0.17570899569743106,0.30187643418638893,0.13582485795383,-0.06290601164427939,0.01642141000655939,-0.049366446371762136,0.0019610751384962813,0.00014991678932023934,9.295251876258175e-12,-6.509615721057565e-15,2.0675486716736898e-16,2.8407312728875843e-18
GBVCHRDRVDOMQV-RTWAWAEBSA-N,COc1cc2OC[C@H]3Oc4c(CC=C(C)C)c(O)ccc4C(=O)[C@H]3c2cc1OC,Train,-1.8992074630000002,396.44,204.0,282.699,-1342.2483109999998,-1342.256335,-0.00802427,-1341.875183,-1341.883196,-0.008013,-1317.369385,-1317.389863,-0.02047809,-1316.917483,-1316.93728,-0.019797,4.7969,5.6113,-0.19732,-0.06145,0.11887,0.03841,669.5872803,-3.4640400000000002,-2.71905,-0.71214,0.57527,-3.4640400000000002,53,34717.0,44449.0,52807.0,0.617549792,0.7050047909999999,0.9787171159999999,10,-61.31695942,-247.8983625,186.5814031,4162,-0.034229018,0.013442371000000002,3.9994007082949365,-0.740941224779391,-3.037533157287087,-0.08606733125620737,-0.6018873387303818,-1.383789638080028,-0.3793251415469696,-1.1210732143328346,0.5164163519899225,0.6765556612584108,-0.7481819552725896,0.10087635825149838,-0.18731854918491794,0.03408466532605093,0.1318005961000787,-0.00017298103708318865,-0.011229236528159416,-0.0002757641707418734,-2.5380547204774745e-10,-4.745508092542821e-14,-5.3837215043129435e-17,1.5674014320622618e-16
GHLZUHZBBNDWHW-UHFFFAOYSA-N,CCCCCCCCC(N)=O,Train,-1.697800618,157.256,99.0,156.32299999999998,-484.4295295,-484.43465729999997,-0.00512783,-484.19843899999995,-484.202859,-0.00442,-475.3348301,-475.34592239999995,-0.011092293999999999,-475.047257,-475.058378,-0.011120999999999999,3.7913,4.3802,-0.25989,-0.009340000000000001,0.17098,0.10098,430.59732060000005,-0.66255,-3.3383800000000003,-0.87608,0.6801699999999999,-1.53863,30,21744.0,25573.5,33620.5,0.341059603,0.39312914,0.43514644399999997,2,0.622980811,-111.4990186,112.12199939999999,2760,0.040623913,0.016845878999999998,-1.8176312563578125,-0.7361399185071232,-0.923901195721836,1.7169688063605215,-0.7401287615804368,1.1922501034574278,-0.3625508498236442,0.4717819665092282,0.1121339565936194,-0.6082187209687474,0.03348830084539633,0.02827471248844814,0.060196316899732316,0.2445693091311713,0.21694984771485948,-0.012387936592867101,-0.009760599399263142,-8.799253223470605e-05,-2.1592795515366083e-11,-8.340459643898929e-14,-6.86830689775678e-17,8.04736122634275e-17
GHMLBKRAJCXXBS-UHFFFAOYSA-N,Oc1cccc(O)c1,Train,-1.68029568,110.11200000000001,111.0,76.063,-382.70113,-382.70616129999996,-0.00503122,-382.623201,-382.62818300000004,-0.004982,-375.5710127,-375.57982369999996,-0.008811016,-375.47722799999997,-375.486017,-0.008789,2.3209,2.6296,-0.22455999999999998,-0.01415,0.16617,0.06565,271.81726069999996,-1.42415,-0.5935600000000001,-0.71208,0.51181,-1.42415,14,12195.0,13402.0,22974.5,0.48066298,0.511764706,0.9299577659999999,3,38.91114845,-85.31891577,124.2300642,2923,-0.029188818,0.007075245,-3.4626887390962646,-0.3872597932383318,0.008886396978003464,1.105026275085113,-0.8829341458347448,-1.3699559970605433,-0.22429335982912277,-0.09727102566853614,-0.6626202761562211,0.4534893335951425,-0.5043849664017874,0.3681738949708978,-0.040681473958966534,0.073885215068625,0.018027212522271394,0.0019781312184060807,-0.02454268514970818,0.00015874881907370077,7.422667713345799e-11,3.627921764314113e-14,5.884563155162554e-16,4.491932240319062e-17
GHVVZXRZVGCCNG-UHFFFAOYSA-N,CC(=O)C(C(=O)c1ccccc1)C(=O)c2ccccc2,Train,-1.4253646430000002,266.296,76.5,217.168,-881.9379992999999,-881.9453822999999,-0.007382989,-881.7209039999999,-881.727543,-0.006639,-865.4895221,-865.5079872000001,-0.018465036,-865.223963,-865.242249,-0.018286,6.2005,7.5205,-0.26439,-0.07997,0.10035,0.10547999999999999,499.5776978,-1.6611599999999997,-1.9514799999999999,-0.77675,0.61158,-1.6611599999999997,34,26638.0,34160.0,39960.5,0.5349508079999999,0.7162708390000001,0.954399958,2,-16.37243776,-256.1147413,239.74230350000002,7450,0.032180175,0.008548732,0.5906425972111806,1.4648699288665854,-1.6588514999163029,-0.4301313762914935,-1.168216265457541,1.5024334777312893,-0.47354829361666995,-0.5137191115679018,-0.03557241436663859,-0.30731039584468983,0.05494729412055824,0.4886537915116225,0.15433490233637182,0.2782696312684212,0.07684729985083165,-0.09324862545003346,0.08262629107549088,-0.00015471129707337697,-2.347705950905284e-11,-4.0731624062478224e-14,-5.056356854030706e-16,2.2011371833094559e-16
GIAZCNVNDGIJFY-UHFFFAOYSA-N,Cc1ccc3c(c1)nc(Nc2ccccc2)n3/C(=N\c4ccccc4)Nc5ccccc5,Train,-1.979195892,417.51300000000003,199.5,297.111,-1316.552566,-1316.558313,-0.00574709,-1316.169313,-1316.175946,-0.006633,-1291.9806640000002,-1292.014731,-0.03406652,-1291.520711,-1291.554784,-0.034073,4.6762,5.4317,-0.19724,-0.05367,0.12665,0.03833,719.9245605000001,0.0,-3.3147800000000003,-0.69694,0.65442,-2.83261,55,42604.5,42980.5,60886.0,0.72374449,0.81559574,0.942197717,4,-18.92489379,-190.35271830000002,171.4278245,5937,-0.030487119,0.00833541,3.6477300854154016,-2.530255123635072,-1.704685457018107,-0.22032874149907344,-1.3938902246909703,-0.19957325664170134,-0.02113483595331397,-0.5471508456991497,0.5612597453650033,-0.5518689531980657,1.4077159564529171,0.14389840179746977,-0.4431394750497884,-0.37322672999510653,-0.11285948408421254,0.018391161998521376,-0.010524950775202345,-1.9205558033747713e-05,-1.4534151355127878e-10,1.2213639545067497e-13,-2.094204458799185e-17,3.530876624486952e-16
GKKDCARASOJPNG-UHFFFAOYSA-N,CC1OC(C)OC(C)OC(C)O1,Test,-2.166856699,176.213,246.0,120.428,-615.3846102000001,-615.3875401,-0.0029298609999999998,-615.177594,-615.1806690000001,-0.003075,-603.9871267000001,-603.9962534,-0.009126725,-603.736425,-603.7433139999999,-0.006889,2.0607,2.4128,-0.26716999999999996,0.00299,0.18331,0.10826,381.01669310000005,-2.4835700000000003,-1.32213,-0.72392,0.3808,-2.4835700000000003,28,21264.5,24252.0,28196.5,0.694444444,0.73852847,1.0,2,-33.47665144,-91.13434343,57.65769199,2801,-0.03253636,0.007086746,-2.0738673270648817,-0.7373712901385338,-0.1290967751385097,1.5212202157546184,0.5985760102423119,-1.2006859850933131,-1.1093827093932322,1.1998900954981095,2.2610167706424664,0.152752113825662,-1.0465706635933767,0.30475493961229566,-0.1994535588542944,-0.07466101018162596,0.29566558128627896,-0.12491935741207227,0.022188422658471763,-0.0004577666114776794,-2.2127394841672733e-11,-1.4009287968961426e-13,9.242932172177287e-16,-3.6808150249983605e-16
GLBZQZXDUTUCGK-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Cc2ccc(cc2)[N+]([O-])=O)cc1,Train,-0.99238638,258.233,183.0,171.891,-911.6560029999999,-911.6636258999999,-0.0076228780000000005,-911.48861,-911.4961099999999,-0.0075,-894.6241759,-894.6418504000001,-0.017674518,-894.418566,-894.4357560000001,-0.01719,5.335,6.2005,-0.28773000000000004,-0.11437,0.06595,0.12882000000000002,466.8136902,-1.57568,-2.10914,-0.49568,0.49676000000000003,-0.58216,29,20710.5,34728.0,37592.0,0.44977172,0.525187587,0.852071006,7,157.2195199,-196.7659929,353.9855128,8874,0.038723081,0.010280485,0.4466608589493043,2.0640647068057247,-0.4677219473504675,-2.3518830955848324,-0.10155179835802867,1.0150881462007073,-0.7019407058450337,1.2397693936812104,-0.37849236238761336,-0.17239046182068948,-0.1263599837719272,0.0061084987065363715,-0.12232138985548903,0.07931444921612354,0.12118957003187647,-0.020564458439338053,0.004175660821100916,-0.00015917765419692933,1.4322297505917495e-11,2.439703898909019e-14,-8.297068238656351e-16,2.5828171442567915e-16
GLCPWVRTAKRUJT-KMFMINBZSA-N,C1(=C(C=CC=C1)C=NC2[C@H]3C[C@@H](C2)CC3)[N](=O)=O,Train,-1.1550380359999999,286.374,71.0,200.71,-802.9883117,-802.9921005,-0.0037887690000000004,-802.75014,-802.754171,-0.004031,-788.0374614,-788.0532923999999,-0.015831005,-787.7469580000001,-787.762579,-0.015621000000000001,3.7731,4.2851,-0.26566,-0.10618,0.07414,0.10675,474.7677612,-0.77393,-3.26743,-0.47131999999999996,0.49662,-0.70508,34,20737.0,29940.5,40627.5,0.504557948,0.6721529390000001,0.8364210670000001,5,-19.40993483,-113.56736459999999,94.15742979999999,2759,0.031683291,0.006414665999999999,-0.29228743058527445,-0.26365904444833466,0.6612301448913428,-1.8640542077788136,0.19947561584882456,2.0975597687335057,-0.34082832992679873,-0.5392064661833342,0.3023119567190616,0.34135798528601585,0.40869899030284784,-0.05389081663312193,-0.05448779310919223,-0.057170627066994655,-0.38758701049990213,0.2028249564407843,-0.01305897515403916,0.00023992942588248607,3.469927757359496e-11,-2.888519385964821e-13,-3.758631114323489e-16,-1.993962701676188e-16
GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(NC(=O)N(C)C1=O)c2ccccc2,Train,-0.6146883320000001,218.255,136.0,138.829,-725.735722,-725.7419775000001,-0.006255536999999999,-725.5325730000001,-725.5388370000001,-0.0062640000000000005,-712.1957741,-712.2105419,-0.014767766000000002,-711.94939,-711.965962,-0.016572,2.3144,2.6961,-0.25866,-0.03513,0.14519,0.09975,425.67868039999996,-1.2609,-1.26874,-0.70043,0.8359,-2.4511700000000003,30,22433.5,29085.0,31866.0,0.648391874,0.75687412,0.876062426,6,-5.466008133,-139.30279040000002,133.8367822,3855,0.031214851000000002,0.014489996000000002,-1.0043298717899,0.2932089390503071,-0.8563349061666068,1.0846129166716736,0.4879530646642567,-0.5687971921698233,-0.38858970608829563,0.18996628011576602,-0.09011490751566145,-0.09520911166916923,0.7204308771309054,-0.06943337583023214,-0.34417908519003193,0.062311477963928934,-0.18193233086665836,-0.05994358693115668,-0.004430247182546469,2.1569174852295816e-05,-5.285866424888416e-11,3.7716451387617475e-14,2.6148418660416107e-16,1.775382699706002e-16
GNKJYVZPBBPVRT-BMRADRMJSA-N,c1(ccccc1)C(C#N)=N(=O)c2ccc(C)cc2,Train,-0.339592419,236.273,135.0,218.892,-763.4954244,-763.5004803999999,-0.005056081,-763.306773,-763.312368,-0.005595,-749.2225268,-749.2366089999999,-0.014082141999999999,-748.992842,-749.007042,-0.0142,1.449,1.4457,-0.23493000000000003,-0.09712,0.0832,0.07602,468.8779602,-0.48383999999999994,-2.39699,-0.70404,0.27898,-0.6884100000000001,30,17537.0,32613.5,40822.5,0.430870021,0.535346723,0.80571615,5,4.14924333,-133.65347509999998,137.8027184,1995,0.025782597,0.0036822020000000003,-0.4007093004953934,-1.1285777609211387,0.5682411946710896,-1.3773561591679366,0.5004085132370204,0.101241561130551,0.5314396251105253,-0.6246670984158882,-0.6516070336384421,-1.0906565849434031,-0.19757489355545765,0.3138654743430779,0.4239251961545179,-0.1583177560762614,0.10625337040748659,-0.05175551049659568,-0.06302892982808972,1.6491731125384815e-05,-6.17428950523964e-11,-6.061596647134185e-14,-5.196847978150937e-16,1.9658933065329851e-16
GQSNJNBEIFSPHV-SREVYHEPSA-N,CCCCC\C=C/C(N)=O,Train,0.34126448600000003,141.213,74.5,116.771,-443.885255,-443.8900353,-0.00478028,-443.70429,-443.70903200000004,-0.0047420000000000006,-435.53481460000006,-435.5436462,-0.008831597,-435.30788600000005,-435.31872000000004,-0.010834,3.1889999999999996,3.7191,-0.25676,-0.04295,0.13737,0.09785,385.3056641,-0.66872,-2.42405,-0.86361,0.63878,-1.53233,25,13998.0,26835.0,31207.0,0.442470061,0.531907948,0.814241517,2,3.097596812,-97.82337303,100.9209698,2507,0.040255672,0.016446108,-2.431299507731136,-0.07267269990747359,-0.39254239034483335,0.9841795159862888,-0.5439235695520267,0.8219318459141591,0.11061944559155056,-0.24257345810465447,-0.11752538010218598,-0.7060859933964517,0.010657181233354001,-0.20063654560637806,-0.1209147235839348,0.043571742286322455,0.05388308181435183,-0.00786900873248144,0.010813762883251083,4.493400923164967e-05,9.016957027151741e-12,-2.6522437432116937e-15,2.8959436203888826e-16,-3.0727512337644125e-16
GQSNJNBEIFSPHV-VOTSOKGWSA-N,CCCCC/C=C/C(N)=O,Train,-1.845642737,141.213,129.0,134.184,-443.8887581999999,-443.8943015,-0.005543314000000001,-443.70730999999995,-443.713467,-0.006157,-435.5373506,-435.5469801,-0.009629485,-435.31233399999996,-435.322155,-0.009821,3.7638,4.3176,-0.25895,-0.0402,0.14012,0.10004,391.99084469999997,-0.67319,-2.40983,-0.86272,0.64031,-1.53591,25,13301.0,28540.5,32059.0,0.43903225799999995,0.447368421,0.972826058,3,-16.6993122,-119.6445192,102.945207,2432,0.042055427,0.01635053,-1.9439905768876378,0.18559549460412114,-0.8779055172150801,0.810929854165797,-0.7307072889823566,0.44283598012449865,0.007660129140486777,0.5321199779560642,-0.25337555833220865,-0.9325528430560599,-0.014110791780450728,-0.14996312417336993,0.09448515551543517,-0.18948949457637596,0.1470192707225641,-0.016890779547232036,-0.001460901893393566,0.00012661516499841416,6.640725232671011e-12,-4.50695318268621e-14,-1.7331757421659837e-16,1.268054949314289e-16
GQXURJDNDYACGE-UHFFFAOYSA-N,OC(=O)C1(O)CC1,Train,-0.814667125,102.09,107.0,91.771,-381.69724019999995,-381.7018147,-0.004574445999999999,-381.627505,-381.632221,-0.004716,-374.5819443,-374.5891191,-0.007174804,-374.495185,-374.50250800000003,-0.0073230000000000005,1.534,1.7838,-0.27225,-0.01817,0.16215,0.11334000000000001,256.99237059999996,-2.10833,0.01876,-0.75165,0.7965899999999999,-2.10833,13,13754.5,15090.0,17673.5,0.687861272,0.802721088,0.960295845,6,5.228258108,-87.79055538,93.01881349,1276,-0.040010635,0.009336276,-3.711066878532874,1.0111248945094988,-0.08947200974309709,1.8139962054225338,0.7547445266968281,-0.8387479218945418,-0.2966077369716964,0.18283930993130343,0.2963898162084599,0.42438615821825176,-0.08408525266663716,0.30863953818769474,0.2651708216694027,0.01794028552370331,0.001163657060114448,0.00843747701963344,0.010853216492745735,0.0001535219921653475,5.4917230427235814e-11,4.1731210119889805e-14,2.976316200463882e-16,-3.824443533037569e-16
GVGLGOZIDCSQPN-PVHGPHFFSA-N,CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,Train,-0.47060686399999996,369.417,171.0,282.156,-1244.9870210000001,-1244.994391,-0.00736996,-1244.630907,-1244.63904,-0.008133,-1221.953736,-1221.972547,-0.01881074,-1221.514976,-1221.5336630000002,-0.018687,3.3858,3.9878,-0.22054,-0.01881,0.16151,0.06163,587.8408203,-2.85238,-2.43036,-0.77958,0.82526,-3.40803,50,31052.0,38911.5,47443.0,0.592213247,0.7628075740000001,0.851105758,14,-134.03868789999999,-245.90782009999998,111.8691322,6007,-0.039639365,0.014450621,2.841247034859085,-0.8132687265778253,-2.754153814444896,1.6080318902302928,0.203718191279098,-1.059231719564617,-0.5509780827054338,-0.565903096483739,0.2393590153616373,0.47032143219578626,-0.04174687990534892,0.49044336933809113,0.0937829350359704,-0.1893311886561428,-0.2823196483462104,-0.10174629328864158,0.00494929534806012,0.00012933581109262512,-2.7640146613732806e-12,6.238442414232335e-15,-5.832922746406006e-16,-1.978926085439566e-16
GXBUKHSYNSJJAV-ISLYRVAYSA-N,CC(=O)c1cccc(c1)N=Nc2cc(C)c(O)cc2C,Test,-1.389230833,268.315,158.0,190.679,-879.2955112,-879.3013887,-0.005877500999999999,-879.0571259999999,-879.064002,-0.006876,-862.8969667000001,-862.9130791000001,-0.016112438,-862.605941,-862.623383,-0.017442,1.7973,2.148,-0.22279000000000002,-0.09345,0.08687,0.06387999999999999,526.4303589,-1.28152,-2.68241,-0.77663,0.5689,-1.6935099999999998,36,18387.5,29318.5,50640.5,0.301449284,0.495238095,0.614743093,9,37.59197267,-129.29366000000002,166.88563269999997,2676,0.028149759,0.004959109000000001,0.6099549262234324,-0.7491244053603114,-0.5804984896719962,-0.6506805433693832,0.39634727016854815,-0.531997825729076,0.927407329750859,-0.7565192811429146,-0.5155451650114129,-0.7136280324330742,-0.24032744151107127,-0.31118250568469574,-0.2104462954215882,-0.2940909797924376,0.04960493016982654,0.02609661033219012,0.024079803295131923,-8.93392037698246e-06,-3.765283624758814e-11,9.646090367873411e-14,-3.8541251906959366e-16,3.1338550064314027e-16
GXMNKFPMBJAHHP-UHFFFAOYSA-N,CCOC(=O)C(=NNc1c(Br)cc(Br)cc1Br)C#N,Train,-0.7674290229999999,453.915,137.5,268.291,-8453.856774,-8453.863026,-0.00625219,-8453.729817,-8453.736163,-0.006346,-8358.952968000001,-8358.969451,-0.01648305,-8358.793147,-8358.813479,-0.020332,4.9494,5.8503,-0.25916,-0.09933,0.08098999999999999,0.10025,534.7794188999999,-1.1522,-0.60363,-0.71891,0.79128,-1.61796,27,27998.5,35317.0,44136.0,0.583842988,0.640934181,0.8860625129999999,10,6.961520059,-166.9805754,173.9420955,3418,-0.043815615,0.011551737,10.36759089963764,4.542361018893505,8.739567249609552,3.7388942626204207,-2.4478437162500963,-0.4426281062697862,-1.8757026667933911,-1.5798525463990778,-0.27197521764061944,-0.24293680513191662,0.19741399163932286,-0.4111389268498774,0.5355442309643753,-0.05576044681225623,0.13862190530875992,-0.12331610711417776,0.02372748007181231,0.0001708523850866498,-1.395294429900991e-10,-8.359604460957622e-14,2.2967385701116926e-16,-2.3587968086695794e-16
GYFJWQACXUYIFN-VHEBQXMUSA-N,CCc1cc(O)c(C)cc1N=Nc2cccc(c2)C(C)=O,Train,-0.53745977,282.342,122.0,219.743,-918.6099513,-918.6156597000002,-0.005708409,-918.3443060000001,-918.3500429999999,-0.005737,-901.476768,-901.4937972000001,-0.01702921,-901.1531369999999,-901.16989,-0.016753,4.4757,5.2002,-0.22484,-0.09508,0.08524,0.06592999999999999,551.9692382999999,-1.28264,-3.1326400000000003,-0.77691,0.56948,-1.69987,39,21772.0,30454.5,52074.5,0.364921974,0.5189873420000001,0.715130345,8,54.54848701,-106.81762549999999,161.3661125,3175,0.035523633,0.016131115,1.0548914095779967,-0.4945539232383955,-1.020419922422682,-0.8443993223718188,-0.9026066054976875,0.6861625381156419,0.6074370656525536,-0.9898095653890775,0.11288671484449227,-0.3531272037174542,-0.1527830899745898,-0.19590100893389464,-0.030646568863702876,-0.006184953330891218,0.0876919581038403,0.05472824161073332,-0.0039871125884026245,-0.000113148445364024,-3.890866782171541e-11,5.984818667801284e-14,-2.3980780809919606e-16,2.5374449465472015e-16
HAKJTBOWCJGLKF-UHFFFAOYSA-N,CCCCCCCCC(CC)(CC)C(=O)NO,Train,-0.1487414,243.39,74.5,243.46,-756.1335015999999,-756.1414959,-0.007994272,-755.7682530000001,-755.774713,-0.00646,-742.0067571000001,-742.0232242999999,-0.016467193999999998,-741.5535570000001,-741.568283,-0.014726,5.2218,6.0288,-0.24166999999999997,-0.02471,0.15561,0.08276,554.7574463,-1.21421,-5.7102699999999995,-0.6944,0.66737,-1.57643,46,22403.0,40432.5,43695.0,0.388440899,0.541062305,0.996015932,4,-35.76984097,-171.6102388,135.8403978,2952,-0.05813355,0.021831851,0.9681961822525021,-1.1799240329216731,-2.3054262438885327,0.7173476476477024,-0.9704180366827011,1.883104577769621,-1.0955240453527963,0.11696032637840068,-1.0039508441250347,0.08805812963698387,-0.06979882345554574,-0.43195450587002376,0.28049996681038003,0.5962461593383809,0.04467566640976831,0.08650716274723758,-0.03359744118454151,3.253389483582257e-05,7.017827358427823e-11,-2.077111545673309e-15,3.9203818541391176e-16,-7.213948271490619e-16
HAMMHSUBQYOIFQ-UHFFFAOYSA-N,OC(=O)C1c2ccccc2Cc3ccccc13,Test,-1.873628627,224.25900000000001,207.0,144.04,-729.3268866000001,-729.3314146,-0.004527977,-729.13558,-729.140305,-0.004725,-715.750181,-715.7650342000001,-0.014853203,-715.5205480000001,-715.535485,-0.014937,1.0193,1.2495,-0.24731,-0.032010000000000004,0.14831,0.0884,425.33578489999996,-1.34076,-1.97357,-0.72011,0.8357,-1.34076,29,21731.0,27635.5,35380.0,0.573077961,0.79449833,0.828144291,12,-22.14742855,-115.8069515,93.65952295,2297,-0.036883678999999996,0.011413598999999998,-1.0999829233038625,-0.9327577879760045,0.134243854186673,0.9756238234152821,0.8581338456871709,-0.7323873735327847,0.5605660273411711,0.9870866499733632,0.26097551929793794,0.13493817043961837,0.03741125174639199,0.13917580636405924,-0.30360641573020836,-0.03975019748937019,0.013072412854184014,-0.07435615673146062,0.015365011159375145,-0.00021459504705628515,-3.277540365374862e-11,1.4960706754114646e-14,1.5478946807276547e-16,7.058165136777075e-17
HCBHQDKBSKYGCK-UHFFFAOYSA-N,Cc1cccc(C)c1C(O)=O,Train,-0.287862464,150.17700000000002,115.0,131.19899999999998,-499.4687614,-499.4722228,-0.003461473,-499.33349000000004,-499.337279,-0.0037890000000000003,-490.1402329,-490.15022130000006,-0.009988357,-489.975157,-489.985253,-0.010095999999999999,1.6295,1.8765,-0.25175,-0.05235,0.12797,0.09283999999999999,336.00006099999996,-1.3389799999999998,-1.44201,-0.71963,0.8182699999999999,-1.3389799999999998,21,17745.5,18243.0,28685.5,0.53202928,0.540137811,0.991125367,4,-1.082991799,-71.93842568,70.85543388,1554,-0.041352142,0.011316488999999999,-2.6074605113502343,-0.20178039556141994,0.4905570361287469,0.6756143925869025,0.4583347983388242,-0.02782009866306835,0.6753252949542453,-0.0834246335671352,0.31418732874676486,0.3945377704562927,0.09513960243678746,-0.0373775117956926,0.23434294090116084,-0.07598912707024603,-0.06309223955680011,-0.008610912990436832,0.0028564919619065644,7.291165775492248e-05,-5.4699136065184057e-11,3.818646956371019e-14,5.050500796982365e-16,-2.0795410423561534e-16
