StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,principal component 8,principal component 9,principal component 10,principal component 11,principal component 12,principal component 13,principal component 14,principal component 15,principal component 16,principal component 17,principal component 18,principal component 19,principal component 20,principal component 21,principal component 22
ABLACSIRCKEUOB-UHFFFAOYSA-N,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4C(=O)C(C)(C)c5cc(O)c1c2c5c34,Test,-3.332075128,376.365,330.0,253.697,-1299.455146,-1299.4615720000002,-0.00642638,-1299.1676730000001,-1299.174115,-0.006442,-1275.358804,-1275.380739,-0.02193491,-1275.015685,-1275.0374570000001,-0.021772,7.6898,9.2373,-0.22734000000000001,-0.1025,0.07782,0.06842999999999999,533.0968628,-4.15364,-0.9890200000000001,-0.71924,0.59892,-4.15364,44,24551.5,28210.0,53922.5,0.524413792,0.625198025,0.9633026570000001,11,65.31560899,-152.85798219999998,218.1735912,3157,0.048190593,0.025238536000000002,3.4823925183591986,1.5826326134485453,-2.830581958600579,-1.2651287913476765,-1.6272584683976279,-1.7698757763071722,-0.03718207538216972,0.06638440936253753,3.1506646802844087,0.7729412851655789,-1.0487145305162668,-0.12030253152077777,0.23608869311339017,-0.012091431855996163,-0.16124214181191282,0.19515753984464834,0.09172981368984674,-0.0005350390844240619,-2.9598386922649743e-10,1.9404441582358433e-13,-3.957424156591065e-16,-4.655873944172602e-16
ABTUPTPDCSVHOI-UHFFFAOYSA-N,O=C1CCCCCCCCCCCCCCCCCN1,Train,0.171100776,281.482,101.5,267.676,-837.0361108,-837.0412076,-0.005096804,-836.575896,-836.5810759999999,-0.00518,-821.3884164,-821.4077139999999,-0.019297559,-820.8256690000001,-820.8429309999999,-0.017262,4.4352,5.0901,-0.24961999999999998,-0.0027,0.17762,0.09071,566.0393066,-0.68286,-7.0856699999999995,-0.68286,0.69076,-1.3449799999999998,55,25825.5,31896.5,54530.5,0.42294636,0.53526971,0.775146489,2,-1.011807489,-123.2143189,122.2025114,4328,0.028235331000000002,0.008015155,1.1566729494790862,-2.6487635588627088,-1.600651934825772,1.2618637959172272,-0.46825830771835214,2.626671478460405,-1.1632963230034272,0.7139445847565737,-0.0697334995790917,0.08139280058251756,0.03430914579892867,-0.4772131176373871,0.25150026269086473,0.028463679120109546,-0.39607819943820005,-0.007755541871974767,-0.012966045726640976,0.000294312950099588,5.1540193616743447e-11,-6.86582605193395e-14,1.2639437725801647e-16,9.532636409320289e-16
ACGUYXCXAPNIKK-UHFFFAOYSA-N,Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,Test,-0.885219291,406.907,162.0,193.55900000000003,-3410.6303439999997,-3410.6338969999997,-0.00355284,-3410.520744,-3410.524454,-0.00371,-3364.90093,-3364.92109,-0.02015969,-3364.7638369999995,-3364.783945,-0.020108,1.6286,1.9344,-0.24566,-0.05417999999999999,0.12614,0.08675,517.3945923,-1.39794,-0.93758,-0.69897,0.52451,-1.24264,27,28030.5,38403.5,43427.0,0.574772419,0.658184178,0.805528467,10,103.16360870000001,-17.96991661,121.1335253,1112,0.038329332,0.01810803,3.0223704345048157,0.088226937951265,3.8123659624131867,1.5533189303469592,0.08132793342613773,-0.5648295451972024,-0.48304730253607997,-0.6774815800046164,0.7332281645500538,0.0542585262624296,-0.17315532576109433,1.0239311441821526,-0.6479477663493637,-0.09454268785333558,-0.007260714695629146,0.23971572064071314,0.015216390194300643,-2.4886973535876665e-05,3.760922461852303e-11,1.919451613647114e-13,7.330176507550402e-16,2.884961693401214e-16
ADGVSBKVUXRJQH-UHFFFAOYSA-N,O(C1(c2ccccc2)c3ccccc3c4ccccc14)C5(c6ccccc6)c7ccccc7c8ccccc58,Train,-0.5681824289999999,498.624,239.0,368.181,-1538.9782289999998,-1538.982566,-0.00433716,-1538.5185210000002,-1538.523043,-0.004522,-1510.347447,-1510.375107,-0.02766021,-1509.801536,-1509.8287480000001,-0.027212,1.4903,1.6959,-0.21818,-0.04935,0.13097,0.05927,724.4598999,-0.59506,-5.87558,-0.59506,0.26142,-0.59506,65,48783.0,48982.5,53243.0,0.846666667,0.8606442120000001,0.984555985,13,-102.003156,-156.0517053,54.04854924,1455,-0.025654432,0.0031439209999999996,4.361122615191755,-4.501497746600725,0.10832365699775626,-0.8293793556142575,0.9936487900174658,0.9821380664748098,-0.28795038831094555,0.43532447166842,0.535674520260865,-0.5227406301367906,-0.26953513799459833,0.9188933089984613,-0.1051113335894269,-0.06046258603933838,-0.40211738205034964,-0.17855833945975716,-0.021875071767832724,-0.00029883211425644427,-1.8462512174227924e-10,1.1640677272886674e-13,-9.500405600550923e-16,-6.257488845887681e-16
AEDIXYWIVPYNBI-UHFFFAOYSA-N,CCCCCCC(N)=O,Train,-1.3426903280000002,129.202,97.0,111.728,-405.8001339,-405.8052283,-0.005094443,-405.621683,-405.62604,-0.004357,-398.17519300000004,-398.18419589999996,-0.009002982,-397.954535,-397.96356299999997,-0.009028,3.8015,4.3899,-0.25999,-0.00926,0.17106,0.10107999999999999,367.3771667,-0.66254,-2.41762,-0.8760399999999999,0.68018,-1.5385799999999998,24,19101.0,20918.0,28070.5,0.408730159,0.468429201,0.481308409,2,6.097777607,-104.1534705,110.2512481,2709,0.040698135,0.016626412,-2.683145988426099,-0.2255845090578004,-0.6705679813428468,1.7541195943051875,-0.9758020514046736,0.7422790226341663,-0.30153145193193737,0.4927906167034627,0.047909437003869015,-0.5343828133985146,0.014165401126911198,0.06142423972677731,-0.1074367091226499,0.2672853375110007,0.1288526257759173,-0.027033980875559572,-0.012049561954410358,-7.51378799509992e-05,-3.176559237339414e-11,-4.480120054077977e-14,-6.674780415202164e-16,-3.4226174684620564e-16
AFFZWQZWWRKJSU-UHFFFAOYSA-N,CC1(C)C4CCC1/C(=C/Nc3ccc2ccccc2c3)C4=O,Train,-1.750473715,305.42,185.5,253.549,-904.7882553999999,-904.792497,-0.0042416120000000005,-904.470727,-904.475785,-0.005058,-887.9318,-887.9498586000001,-0.018058586,-887.54891,-887.566886,-0.017976,2.5491,3.0135,-0.20092000000000002,-0.06437999999999999,0.11594000000000002,0.042010000000000006,549.8442993,-0.6393800000000001,-4.1542699999999995,-0.6764600000000001,0.5472,-1.22553,43,21748.5,36957.5,48703.5,0.465825345,0.504155125,0.9805097190000001,10,0.9733185520000001,-94.01780336,94.99112191,1927,0.029331264,0.007112043,1.2060052403547712,-2.790342873677923,-0.32918736855036945,-0.5920627694070889,-0.47682509246914484,0.007147958796604854,0.7439995392155416,-0.23355037369134948,0.016834852832482403,-0.06155347442673728,-0.04058148706742064,-0.07176620263258449,0.19766790730973086,-0.2751085074058319,-0.1465649216758802,0.08111926848977037,0.018916765849816084,5.029586471142456e-05,-1.6291711127928097e-11,-1.4044805536398893e-13,2.17163567412704e-15,-3.441107887716769e-16
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,OC(=O)c1cccc(c1)[N+]([O-])=O,Test,-0.969402295,167.12099999999998,141.0,127.273,-625.349432,-625.3552887999999,-0.005856752,-625.267929,-625.273946,-0.006017,-613.6794206000001,-613.6902262,-0.010805651000000001,-613.580686,-613.591397,-0.010711,5.6292,6.4317,-0.30205,-0.11538,0.06494,0.14314000000000002,327.0773621,-2.10114,-0.04883,-0.72008,0.80794,-1.60249,17,13370.5,17845.0,29442.0,0.369747882,0.48351648399999997,0.9823322859999999,5,33.98608351,-142.4979269,176.48401040000002,4383,0.038690452,0.016411705,-1.6672971002289612,3.6096829726404027,-0.5050750538297631,-1.0670545846412947,-0.26026014653222557,0.8056008248723155,0.23041932883869085,0.5099742695025788,0.8749579627768318,-0.10417871044285784,0.05234547250147609,-0.05454536798567403,0.31101139091517055,-0.025147480972945425,0.0030935020036408855,-0.0011055720885995823,-0.016643746958682214,-5.545689637153478e-05,4.4578258898983747e-11,-3.773517135338575e-14,-2.4836160985440916e-15,2.303391853733585e-16
AGUIVNYEYSCPNI-UHFFFAOYSA-N,CN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Train,-0.810589193,287.145,129.0,193.40200000000002,-1144.905108,-1144.913311,-0.00820297,-1144.798269,-1144.8066919999999,-0.008423,-1123.53148,-1123.546012,-0.01453188,-1123.39945,-1123.413538,-0.014088,3.8769,4.5521,-0.31795999999999996,-0.16125,0.01907,0.15905,423.1567993,-2.9236299999999997,-0.34661,-0.48158999999999996,0.6241800000000001,-1.08525,25,23353.5,25248.5,36521.0,0.644406565,0.712574855,0.8648167859999999,5,237.54965869999998,-110.71966880000001,348.2693275,7718,0.045124297,0.014092101999999999,0.7105050874344938,4.200546115933354,-0.16591235555946254,-2.7503540070185823,1.8248761631451687,0.8913410017601174,-0.49007245682486356,0.10567287796877146,-0.3311522367109883,0.02582584233858703,-0.13222232455077298,0.22188404330957426,0.25478651178117656,0.043888842143111055,-0.16221399606292278,-0.026915864235286465,0.026237484559886066,1.1239239117523943e-05,2.6173897341669336e-11,1.0447175763514283e-13,4.584970603601989e-15,5.436882573881662e-15
ALBYIUDWACNRRB-UHFFFAOYSA-N,CCCCCC(N)=O,Train,-1.0581562740000001,115.175,100.0,119.575,-366.4854242,-366.49050800000003,-0.005083868,-366.333416,-366.337716,-0.0043,-359.5953672,-359.60331560000003,-0.007948341,-359.406879,-359.414833,-0.007954000000000001,3.7302,4.3103,-0.26008000000000003,-0.00915,0.17117000000000002,0.10117000000000001,335.2944336,-0.66255,-1.9573599999999998,-0.87603,0.68019,-1.5385799999999998,21,16536.5,19586.0,25287.0,0.449781659,0.512232404,0.5282051329999999,2,4.712223956,-104.39859820000001,109.1108221,2674,0.040804346,0.016669536999999998,-2.9581628330494305,-0.07772012034094188,-0.5876499019833243,1.7430091875127203,-0.9976006408461265,0.5372286931455025,-0.25314219054418113,0.5126928622181053,0.06103266511714933,-0.5194300594153383,0.06364504366054145,0.21803859991551885,0.1731675260441508,0.28543963419918345,0.11477925447927909,-0.0252989535000093,-0.010840769354040481,-4.6494936451473094e-05,-3.503632210459017e-11,-5.272571014313255e-14,-3.739939631358824e-16,3.382043094599454e-16
ALYNCZNDIQEVRV-UHFFFAOYSA-N,Nc1ccc(cc1)C(O)=O,Train,-2.34814254,137.138,187.0,110.295,-476.2024602,-476.20906669999994,-0.006606506,-476.104594,-476.110643,-0.0060490000000000006,-467.2971063,-467.3089669,-0.011860603999999999,-467.181796,-467.19424699999996,-0.012451,4.6383,4.9239,-0.2213,-0.044000000000000004,0.13632,0.06239,310.138855,-1.37798,-0.16557,-0.84473,0.80016,-2.2227099999999997,17,11304.5,17121.0,27500.0,0.38157894700000006,0.550632921,0.684471658,6,49.37447077,-106.9392568,156.3137276,2997,0.043480661,0.017328026,-1.9845615103776708,0.7722451929702113,-1.203629317185759,0.7290085302361542,-1.8137953275990555,-1.716814767832519,0.7386172410939351,0.3371020001970724,-0.06711108391186404,-0.026729320753720028,-0.000654946264956776,0.023751626789838498,0.2161414967293465,0.22052047965280758,0.03628615192448743,0.051076789720413865,-0.15731564314198626,-5.2949110752707716e-05,2.2988018503860287e-11,1.0718725759326563e-14,3.608477260461454e-16,1.3904767057118685e-16
ANXTWUZEYYACQX-UHFFFAOYSA-N,Cc1ccc(cc1)N(c2cccc(C)c2)c3cccc(C)c3,Train,0.43661003200000004,287.404,89.5,236.11700000000002,-867.6782929,-867.6806238,-0.002330941,-867.369752,-867.372361,-0.0026089999999999998,-851.4606956,-851.4782723999999,-0.017576776000000002,-851.084508,-851.1022230000001,-0.017715,0.1388,0.1534,-0.18608,-0.02518,0.15514,0.02717,579.4487915,0.0,-4.71713,-0.69893,0.25373,-0.4814,43,31433.0,35408.0,48095.5,0.527206288,0.5942282320000001,0.8182863570000001,8,-63.77090336,-65.21129917,1.440395806,637,-0.023290272999999997,0.001914114,-0.0537305992477232,-4.996973757584912,0.9793839247121484,0.3951307623466945,0.013091060437877744,0.5270001640709328,0.35970553939117783,-1.3003737773616386,-0.41907083527412464,-0.14212418161416418,-0.30857235083545026,0.4751019541685395,-0.20239499840659905,-0.12520251940306845,0.13724943072988957,-0.0586006806054019,-0.00843753206264344,-2.5791453583313715e-05,-9.501134350982152e-11,7.354676733311611e-14,-7.30850408284885e-17,2.488783357699578e-16
AOZXETLGPZAZNK-UHFFFAOYSA-N,CCOc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Train,0.224355743,257.159,78.5,137.011,-999.6026522,-999.6090905,-0.006438348000000001,-999.479773,-999.4866470000001,-0.006874,-980.9593478,-980.9734585000001,-0.014110706,-980.8073310000001,-980.8205800000001,-0.013249,2.8642,3.1388,-0.31834,-0.14132999999999998,0.03899,0.15943,420.1163025,-2.74249,-0.61443,-0.71426,0.5012,-1.2407,25,20073.5,22793.0,38137.0,0.42842798,0.5409090910000001,0.88851751,6,172.52003200000001,-101.0005294,273.52056150000004,7067,0.037809586,0.009303285,-0.5550904950655839,3.5100384294340508,0.20272562173300973,-1.501213079057,1.9738325387135907,1.2440215337857399,-0.1807334400597375,-0.6594971678960494,0.13025988119521317,-0.7257828579547356,-0.6750213352920106,0.21212541054945186,-0.35119242854558147,-0.04956543654406251,-0.08441450232782792,-0.10211061756904173,-0.03726772207234349,-5.947944270161617e-05,-7.545455199235967e-11,9.531110960986712e-15,-1.5369788754329547e-16,-1.9299701775373053e-16
APXIOBIHMSMFLO-UHFFFAOYSA-N,COc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,Train,-2.988178757,316.27299999999997,215.0,214.623,-1135.657135,-1135.665025,-0.00789071,-1135.450834,-1135.45929,-0.008456,-1114.4696390000001,-1114.486158,-0.01651935,-1114.219512,-1114.234341,-0.014828999999999998,10.1227,11.5634,-0.23824,-0.12049000000000001,0.059829999999999994,0.07933,548.2446899,-2.17049,-1.37337,-0.54118,0.49251999999999996,-1.8419999999999999,35,16016.0,31627.0,54105.0,0.26666666699999997,0.516664558,0.5198616189999999,7,130.7231631,-193.665045,324.38820810000004,5991,0.033160637,0.006695698000000001,2.508570621132168,2.3001535822640484,-2.249898349661212,-2.804339476732934,-3.2061806427186603,0.3271515363164879,-0.6444399873809683,0.42996494469671637,0.6091276675027494,0.5579963740273458,-0.16018012860470168,0.09032600963892559,-0.07431312480449868,-0.2537819453396993,0.23826057494741681,0.04083345772683938,-0.05925234111952171,-6.696661145417804e-05,-5.147560697601676e-10,5.821994591990955e-14,-1.656023485715539e-16,2.9280708638462444e-16
APZGKGHAXUURNO-UHFFFAOYSA-N,CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,Train,0.117757985,300.579,232.0,161.477,-2701.205183,-2701.209061,-0.00387787,-2701.056311,-2701.060409,-0.004098,-2665.385813,-2665.3996309999998,-0.01381775,-2665.196137,-2665.210016,-0.013878999999999999,0.0017,0.0026,-0.22845,-0.030910000000000003,0.14941,0.06954,417.646637,0.0,-5.10987,-0.71611,0.31335,1.8794099999999998,26,28909.0,28958.0,29047.0,0.916920985,0.9368264270000001,0.960543093,16,-57.03448284,-103.83486459999999,46.80038175,1036,-0.029019127000000002,0.005500058,1.3152702548138233,-2.472513185788497,4.422949818377393,0.9995925238039488,-0.08084307712077499,0.17290994265958134,0.3615434076147876,1.78879541307295,-1.5395754295709947,-0.6702698392347237,-1.62324107442746,0.5093199393777468,-0.3023871814351894,-0.030321871486961333,-0.072937574313274,0.17289775625508147,0.00642645600197295,4.728968321481144e-05,1.2113297744405783e-10,1.6842952100717972e-13,5.769538723075626e-17,-4.14900066971421e-16
AQKGLAJGQUIHSJ-ZDEMKHDWSA-N,[C@@H]45C3=NC1=C([C@H]2CC[C@@H]1C2(C)C)N=C3[C@@H](CC4)C5(C)C,Train,-0.39912237,296.45599999999996,205.5,203.097,-809.8785079,-809.8816045,-0.003096565,-809.5331110000001,-809.536365,-0.003254,-794.8769708,-794.8906592999999,-0.013688487,-794.4539110000001,-794.4678,-0.013888999999999999,0.0001,0.0001,-0.23091,-0.04394,0.13638,0.07200000000000001,496.3502808,0.0,-5.10941,-0.67697,0.265,-0.85008,44,20841.0,35423.5,37863.5,0.543252595,0.5858547279999999,0.8383265129999999,4,-88.93829424,-93.37676476,4.438470516000001,1188,-0.03981628,0.011452585,-0.07389724340739591,-3.6976321672409656,0.9651292361955888,-0.1679432852074509,1.012008963191612,0.27392415337627884,0.10740000301202803,0.5299388805844609,0.36576116988827034,-1.0034637575908676,-0.42773732010330046,-0.17133275157016417,-0.2760015413710352,0.0017343970402601953,-0.47274651763242875,0.09078318076170663,0.010498203218271681,-0.0001334527299762948,2.1760117722730785e-11,-2.0534698190198847e-13,7.338740094204509e-17,-2.591361839224248e-17
ARQPAZGNIULDOE-AFYYWNPRSA-N,C[C@@H]3CCCC(NC(=O)c1cccc2ccccc12)C3,Train,-0.405925001,267.371,134.0,263.159,-828.6119434999999,-828.616591,-0.004647549,-828.304384,-828.309968,-0.005584,-813.1535991000001,-813.1712255,-0.01762647,-812.781611,-812.799623,-0.018012,3.5948,4.272,-0.22571999999999998,-0.057629999999999994,0.12269000000000001,0.06681000000000001,521.3652344,-0.6623,-4.01766,-0.6762600000000001,0.67608,-1.31745,41,24578.5,34570.0,43612.0,0.575691879,0.643767007,0.9511242409999999,6,-34.55651867,-140.0904999,105.53398130000001,3375,0.02893072,0.008883995,0.7512106884865982,-1.7651416479051023,-0.7539995448108698,-0.19623702972098772,-0.5742372324656154,0.9236179483827666,0.22826152586826007,-0.14047436762731286,-0.0928611377991936,0.027430670318721144,0.3458937199215298,-0.05446157617306555,0.5702249938572158,-0.31019762381494786,-0.13879491609139255,0.013110939508019993,0.03840680204814883,0.00024478882545594634,-1.6036048351740674e-11,-1.1442979799262224e-13,6.963806086748659e-16,-4.3189083956576875e-16
ASKWNDPFGDMSCK-UHFFFAOYSA-N,Cc1ccccc1N=Nc2ccc(O)cc2,Train,-0.044894197999999996,212.25099999999998,104.0,199.77200000000002,-687.3243573,-687.3283514,-0.003994097,-687.144105,-687.146635,-0.00253,-674.4993505,-674.5125855,-0.013235071999999999,-674.281678,-674.294484,-0.012806,1.4261,1.6215,-0.22164,-0.08752,0.0928,0.06273,441.74475099999995,-0.70257,-2.173,-0.70257,0.51563,-1.11655,28,14684.0,25072.0,42040.0,0.324921136,0.545454545,0.589248174,7,17.28284504,-75.30186682,92.58471186,2280,-0.024152443,0.003372735,-1.1628922804167074,-1.5412482206200402,0.8493116171157737,-0.6950396153178056,0.1525338974641717,0.14302259983205237,1.0394296777196697,-1.2265701648437064,0.18608778883104352,-0.13457386044820865,0.09313305295011898,0.06581446907682284,0.39861366654193997,0.5102969889424042,0.12726911533314736,0.05392143205386906,-0.031131780238422776,-0.00037029231017353474,-2.820968775169195e-11,-4.0193651113881345e-14,-1.2919563312825213e-16,-9.68637114003098e-17
AUHHYELHRWCWEZ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,Train,-0.91164702,285.89799999999997,253.0,139.793,-2371.3212129999997,-2371.325848,-0.0046342,-2371.298199,-2371.303014,-0.004815,-2339.0579,-2339.072729,-0.01482914,-2339.0236019999998,-2339.039873,-0.016271,4.0246,4.5875,-0.29507,-0.1316,0.04872,0.13616,376.27062989999996,-1.55941,1.13963,-0.53967,0.8126899999999999,-1.13885,15,16577.0,17506.5,35054.5,0.402714932,0.422535211,0.97260274,7,59.30376233,-110.80218810000001,170.10595039999998,3197,-0.034658176,0.007383205,1.0022890839627574,3.465931531282039,2.8773114947468312,-1.2246386873146606,0.12304168432388846,-0.5363989828529333,0.27967918678247417,1.082178575415324,1.4225891173580758,0.14740233754557702,0.5473069190518683,0.19853255382345386,-0.09274524930359529,-0.09583793939957895,0.019372110676618228,0.0493768411083386,-0.017223690520652778,-0.0003035045531011489,5.229523761328622e-10,-1.865231205792535e-15,-5.057886114374055e-18,-2.6600065010612328e-17
AVCSMMMOCOTIHF-UHFFFAOYSA-N,[O-][N+](=O)c1cccc2cccc(c12)[N+]([O-])=O,Train,-1.521227671,218.169,146.0,153.488,-794.9038747000001,-794.911158,-0.007283274,-794.790203,-794.7974059999999,-0.007203,-780.0621403,-780.0780032,-0.015862825,-779.925332,-779.9410780000001,-0.015746,8.6817,10.127,-0.26942,-0.11554,0.06477999999999999,0.11051,373.1924744,-1.5169,-1.09566,-0.38816999999999996,0.50188,-0.5131399999999999,22,18155.0,18196.0,33790.0,0.590476199,0.6561161320000001,0.947115377,4,19.17281217,-252.72192489999998,271.894737,6824,0.039618939,0.011514213999999998,-0.2874811896998645,2.81021466619946,-0.7209172524314906,-2.9342134824121215,-2.471913890487324,1.1711676332866676,-1.0205555191398346,0.9861436704317335,-0.2606896674705694,0.8929409577391195,0.07660969874015369,0.13069824558794196,0.1993002311873742,0.04191577429453159,-0.08366388394738898,-0.007137435580313238,0.013017950140483396,0.00010305578371995414,5.930861591330239e-11,1.3306549093095244e-14,1.0050206025376087e-16,-1.1346379649037125e-16
AVVYOFCWOUPHSM-SAPNQHFASA-N,N#C/C(c1ccccc1)=N(=O)/c2ccc(Cl)cc2,Train,-0.270795364,256.691,132.0,190.90200000000002,-1183.770435,-1183.775446,-0.00501102,-1183.6179730000001,-1183.623196,-0.005222999999999999,-1164.638411,-1164.6536640000002,-0.01525264,-1164.454632,-1164.469988,-0.015356,1.7334,2.0229,-0.24173000000000003,-0.10489000000000001,0.07543,0.08282,462.20678710000004,-0.48221,-1.7095099999999999,-0.48221,0.27925,-0.67048,27,17479.0,32450.0,40421.5,0.42557653100000004,0.5270692579999999,0.8075785259999999,5,51.74770999,-104.99999979999998,156.74770969999997,2091,0.026606865,0.003635133,-0.11625417564803911,-0.5247000692422389,1.5114787306698916,-1.887895418088447,0.4061126203752346,-0.04552367697399327,-0.2074327523251363,-0.5418563797299178,-0.5942747657273055,-0.32199606742397135,0.25062430774747513,0.1885408333627546,0.07680253622148431,-0.05300343402500189,0.04943642378858545,0.023896568677698054,0.007017061136684237,-7.571966531641e-07,-3.0958582269879395e-11,-1.4068088503731082e-14,-3.923971962866663e-16,3.157539146408926e-16
AXGXXLOKNNMCHP-UHFFFAOYSA-N,Cc1cc(O)ccc1N=Nc2ccccc2,Test,-0.25369029,212.25099999999998,105.0,162.872,-687.324722,-687.3287142999999,-0.003992256,-687.144422,-687.146809,-0.0023870000000000002,-674.4994958,-674.5127338,-0.013238025,-674.281815,-674.2946599999999,-0.012844999999999999,1.9321,2.2504,-0.2205,-0.08743,0.09289,0.06159,440.40811160000004,-0.7018800000000001,-2.1741099999999998,-0.7018800000000001,0.51495,-1.11791,28,14647.0,25112.5,42034.5,0.323899371,0.548387097,0.5841009979999999,7,15.21459884,-79.70906719,94.92366603,2247,-0.024313707,0.004279245,-1.3164045068370644,-1.3685893922503616,0.8430604178906499,-0.7132275026104868,-0.22854826213768156,0.1573933082546904,1.0087512952741549,-1.157235639369313,0.25761454140102713,-0.0521191673718051,0.004715966443549132,-0.10358567072062914,-0.03659637356750169,0.5568361208405275,0.09786293530132302,0.04734440012588443,-0.022450727247495816,-0.00045055618173371994,-1.8240626627348778e-11,1.9651785857855327e-15,1.35847333096771e-16,1.1622975360926262e-16
BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4ccc(c1)c2c34,Train,-0.259626574,202.255,150.0,155.261,-615.7921777,-615.7943132,-0.002135495,-615.6202490000001,-615.622379,-0.00213,-604.3200528,-604.3351406,-0.015087871999999999,-604.1161639999999,-604.131128,-0.014963999999999998,0.0,0.0,-0.20584000000000002,-0.06617,0.11415,0.04693,389.6585083,0.0,-2.45608,-0.24054,0.24881999999999999,0.0,26,15765.5,19886.5,38560.0,0.33846153799999995,0.419047619,0.9181116690000001,14,33.84971055,-33.17448583,67.02419638,641,0.023237181000000003,0.0017895970000000002,-2.105498824574761,-3.3157664140864282,2.49580002508655,-1.90765433995563,0.35116592507770333,-0.6463085247504482,-0.1398889693381985,-0.14794186092173098,-0.3965424839315419,1.152688478747119,0.29405729063005714,-0.03189017354404494,0.03326127636096301,0.010720379966979533,-0.12185511186186111,-0.0061126267880982086,-0.0035546323166087443,-6.276565525967515e-06,-4.958377940558288e-12,-2.712078200629217e-14,-3.6791734076124245e-16,4.3749850583453446e-16
BCAYFYHKUBCJIB-UHFFFAOYSA-N,OC(=O)CCC(=O)NNC(=O)c1ccccc1,Train,-3.397897726,236.227,170.0,156.42,-836.8496498,-836.8582829,-0.008633082,-836.669937,-836.681315,-0.011378000000000001,-821.2038981000001,-821.2188357999999,-0.014937698999999999,-820.985922,-821.001287,-0.015365,1.9888,2.2886,-0.24303000000000002,-0.06279,0.11753,0.08412,467.1032103999999,-2.70419,-0.22989,-0.72141,0.82189,-3.61646,29,13658.0,28988.5,43368.0,0.284530387,0.45419166200000005,0.608187135,7,68.33378909,-157.333022,225.6668111,3044,0.030723617,0.008414109,0.44076925367671,1.6815585534562705,-2.4300294294858036,0.5853031822441568,1.0601642652903374,-2.4924024925430017,-0.33545381982288436,-0.4454083708196407,-1.082485988547291,-0.23338120570799747,0.23901443015592416,-0.3105025175738753,-0.1815025878871782,-0.8267159716386907,-0.023695410531486428,0.08138053399178738,0.019552846753048074,0.0005948649272745114,2.323365712608967e-11,8.240237054259733e-14,-3.740682418637995e-16,1.1927609383552648e-16
BCXWMIMRDMIJGL-UHFFFAOYSA-N,Cl[S](=O)(=O)c1cccc2c1cccc2[S](Cl)(=O)=O,Test,-0.842909873,325.193,183.0,196.666,-2402.2436940000002,-2402.249406,-0.005712,-2402.139345,-2402.145351,-0.006006,-2367.7227399999997,-2367.744166,-0.02142591,-2367.59827,-2367.619999,-0.021729,0.0019,0.0004,-0.2844,-0.12867,0.05165,0.12549000000000002,451.7944336,-3.51956,-1.81961,-0.8801100000000001,2.08125,0.15629,24,21565.5,29349.0,38443.0,0.555984556,0.741176504,0.8066915379999999,3,133.2627307,-115.95170900000001,249.21443969999999,7415,0.0336095,0.010301938,2.3246670055751486,3.0447640453381886,1.9239333733380464,1.5104136782516846,3.0800848913372203,0.6654300414436798,3.9125985226705415,0.7997111695606648,-0.4936988632214153,1.507658105950069,0.006046929982170843,-0.21150396170143262,0.12061562480186706,0.003054038152347777,-0.03721185498350383,0.022360174522733135,-0.018214268353519556,-0.00016976159760412527,-6.343027735414265e-11,-3.0210281876938656e-14,5.898282401090868e-16,-2.53243564593738e-16
