Name,SMILES,PCA1,PCA2
DCAYPVUWAIABOU-UHFFFAOYSA-N,C(CCCCCCCC)CCCCCCC,1.9247161002731201,-1.0433714724565175
DCUJJWWUNKIJPH-UHFFFAOYSA-N,ClC(Cl)(Cl)c1nc(Cl)ccc1,-1.1317656408264616,-0.8152150438717832
DDUHZTYCFQRHIY-UHFFFAOYSA-N,Clc1c(OC)cc(OC)c2C(=O)C3(C(=CC(=O)CC3C)OC)Oc12,-0.1758644640133473,-0.22681990305583194
DEKWZWCFHUABHE-UHFFFAOYSA-N,Clc1ccc(C(CC(=O)C)c2c(=O)oc3c(c2O)cccc3)cc1,-0.7615071891911795,0.8233569219927936
DEWLEGDTCGBNGU-UHFFFAOYSA-N,ClCC(O)CCl,1.1249065781225198,-0.9037257482341078
DFBKLUNHFCTMDC-PICURKEMSA-N,ClC1(Cl)[C@]2(Cl)C(=C(Cl)[C@@]1(Cl)[C@@H]1[C@H]2[C@H]2[C@@H]3O[C@@H]3[C@@H]1C2)Cl,0.2577247372426647,-1.2540780828234355
DFCAFRGABIXSDS-UHFFFAOYSA-N,S(C(=O)N(CC)C1CCCCC1)CC,1.6287174571595413,0.45565423356958445
DFOXKPDFWGNLJU-UHFFFAOYSA-N,OC(C(C)(C)C)C,1.24706626525817,-0.7607795845030749
DFPAKSUCGFBDDF-UHFFFAOYSA-N,O=C(N)c1cnccc1,-0.6049149526781227,0.4541615145484281
DFXQXFGFOLXAPO-UHFFFAOYSA-N,Clc1c([N+](=O)[O-])cc(C(=O)O)cc1,-1.1916446380817036,0.21226658207992927
DHKHKXVYLBGOIT-UHFFFAOYSA-N,O(C(OCC)C)CC,1.58741172975623,-0.6346619111885082
DHMQDGOQFOQNFH-UHFFFAOYSA-N,O=C(O)CN,1.1545039351164414,0.20666639066127598
DHXVGJBLRPWPCS-UHFFFAOYSA-N,O1CCCCC1,0.8252651184189056,-1.329951814675108
DJHHDLMTUOLVHY-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cccc3,-1.2015959286663909,-1.204362177084264
DJPZSBANTAQNFN-UHFFFAOYSA-N,O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C,0.7479339146999215,1.4825869685067397
DKMROQRQHGEIOW-UHFFFAOYSA-N,O=C(OCC)CCC(=O)OCC,1.7516032424548806,0.6130358969097064
DLFVBJFMPXGRIB-UHFFFAOYSA-N,O=C(N)C,1.1904299138740901,0.021165174957447724
DLKQHBOKULLWDQ-UHFFFAOYSA-N,Brc1c2c(ccc1)cccc2,-1.2220872054897063,-0.9696739290183446
DLVAUVPZQHGFJC-UHFFFAOYSA-N,O=C(N(CC(=O)N)C)COC(=O)c1ccccc1,-0.2763492991078297,2.208636126871236
DMDGGSIALPNSEE-UHFFFAOYSA-N,S(=O)(=O)(N)c1c(C(F)(F)F)cc2NCNS(=O)(=O)c2c1,-0.503882110447038,-0.6466789537433679
