Name,SMILES,MW
HEZNVIYQEUHLNI-UHFFFAOYSA-N,S(CC)Cc1c(OC(=O)NC)cccc1,225.305
HFBWPRKWDIRYNX-UHFFFAOYSA-N,Clc1nc(N(CC)CC)nc(NCC)n1,229.7119
HFHZKZSRXITVMK-UHFFFAOYSA-N,O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccc(O)cc1,324.3786
HHMCAJWVGYGUEF-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(Oc2ccc([N+](=O)[O-])cc2)cc1,328.2039
HHOSMYBYIHNXNO-UHFFFAOYSA-N,C(CCC(C)C)(C)(C)C,128.257
HJUFTIJOISQSKQ-UHFFFAOYSA-N,O=C(OCC)NCCOc1ccc(Oc2ccccc2)cc1,301.3414
HKMTVMBEALTRRR-UHFFFAOYSA-N,c12c(ccc3c4c(cccc4)Cc13)cccc2,216.2818
HKOOXMFOFWEVGF-UHFFFAOYSA-N,N(N)c1ccccc1,108.1426
HKPHPIREJKHECO-UHFFFAOYSA-N,ClCC(=O)N(COCCCC)c1c(CC)cccc1CC,311.8509
HLQDGCWIOSOMDP-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(c1Cl)c1ccccc1,291.9914
HLZKNKRTKFSKGZ-UHFFFAOYSA-N,OCCCCCCCCCCCCCC,214.3904
HMIBKHHNXANVHR-UHFFFAOYSA-N,S(C(=O)N(C)C)CCCCOc1ccccc1,253.3586
HMSWAIKSFDFLKN-UHFFFAOYSA-N,C(CCCCCCCCCCCCC)CCCCCCCCCCCC,366.7126
HNDVDQJCIGZPNO-YFKPBYRVSA-N,O=C(O)[C@@H](N)Cc1[nH]cnc1,155.156
HNJBEVLQSNELDL-UHFFFAOYSA-N,O=C1NCCC1,85.1054
HOQADATXFBOEGG-UHFFFAOYSA-N,S=P(OCC)(Oc1c(C(=O)OC(C)C)cccc1)NC(C)C,345.3927
HORNXRXVQWOLPJ-UHFFFAOYSA-N,Clc1cc(O)ccc1,128.5579
HPQURZRDYMUHJI-UHFFFAOYSA-N,C(CCC1CCCC1)CC,140.268
HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,100.1602
HPYNZHMRTTWQTB-UHFFFAOYSA-N,Cc1c(C)cccn1,107.1548
HRBKVYFZANMGRE-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(OP(=S)(OC)OC)n1,322.53
HRPVXLWXLXDGHG-UHFFFAOYSA-N,O=C(N)C=C,71.0786
HRVUKLBFRPWXPJ-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c2Oc3c(Oc12)cccc3,287.5293
HSFWRNGVRCDJHI-UHFFFAOYSA-N,C#C,26.0378
HUPFGZXOMWLGNK-UHFFFAOYSA-N,Fc1c(c2cc(C(=O)O)c(O)cc2)ccc(F)c1,250.2012
HUTDUHSNJYTCAR-UHFFFAOYSA-N,O(C)c1ccc(C(O)(c2cncnc2)C2CC2)cc1,256.3036
HWHLPVGTWGOCJO-UHFFFAOYSA-N,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,301.471
HWWYDZCSSYKIAD-UHFFFAOYSA-N,Cc1cc(C)cnc1,107.1548
HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=Cc1occc1,96.0854
HYIMSNHJOBLJNT-UHFFFAOYSA-N,O=[N+]([O-])c1c(C2C(=C(C)NC(=C2C(=O)OC)C)C(=O)OC)cccc1,346.339
HYJSGOXICXYZGS-UHFFFAOYSA-N,Clc1c2n(CC(=O)O)c(=O)sc2ccc1,243.6643
HYVMOJOTZLNZPF-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(=O)CCS(=O)(=O)c2c1,281.316
HYWYRSMBCFDLJT-UHFFFAOYSA-N,S(=O)(=O)(Nc1c(Oc2ccccc2)cc([N+](=O)[O-])cc1)C,308.3082
IAIWVQXQOWNYOU-UHFFFAOYSA-N,O=[N+]([O-])c1oc(C=NNC(=O)N)cc1,198.1378
IAKOZHOLGAGEJT-UHFFFAOYSA-N,ClC(Cl)(Cl)C(c1ccc(OC)cc1)c1ccc(OC)cc1,345.6523
IDCPFAYURAQKDZ-UHFFFAOYSA-N,O=[N+]([O-])NC(=N)N,104.0682
IDOWTHOLJBTAFI-UHFFFAOYSA-N,O=C(OC)Nc1cc(OC(=O)Nc2cc(C)ccc2)ccc1,300.3134
IFEKQNAXDMZERW-UHFFFAOYSA-N,O=C(O)C(N)Cc1n[nH]c2c1cccc2,205.2158
IFLREYGFSNHWGE-UHFFFAOYSA-N,c12c(cc3c(c1)cccc3)cc1c(c2)cccc1,228.2928
IGEMDIAQXSOCKX-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(S(=O)(=O)c2ccc(O)cc2)c1,319.3648
IIZIPXWXNPFUOU-UHFFFAOYSA-N,O=C(N(CCO)CC)COC(=O)c1ccccc1,251.2816
IJFPVINAQGWBRJ-UHFFFAOYSA-N,O=C(OCCCCCC(C)C)c1c(C(=O)OCCCCCC(C)C)cccc1,390.5618
IKECULIHBUCAKR-UHFFFAOYSA-N,OC(C(C)C)(C)C,102.176
IKZBNCORGKYEDZ-UHFFFAOYSA-N,Fc1c(N2CC(N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,335.3096
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,O=C(Oc1cc(C)c(N(C)C)cc1)NC,208.2596
IMMLSOUHQHJKTL-UHFFFAOYSA-N,ClC1=CC=CCC(=C1NC1C(=CC=CC=C1)CC(=O)OCC(=O)NC(C(=O)OC)C)Cl,467.348
IMNFDUFMRHMDMM-UHFFFAOYSA-N,C(CCC)CCC,100.2034
IMONTRJLAWHYGT-UHFFFAOYSA-N,O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)C,340.4614
IMPKVMRTXBRHRB-UHFFFAOYSA-N,OC1C(O)C(O)CC(O)C1O,164.1578
IMWQMZMZPWIQBE-UHFFFAOYSA-N,O=C(NN=C(C=NNC(=O)N)C)N,186.173
INWLQCZOYSRPNW-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,246.3516
IOUNQDKNJZEDEP-UHFFFAOYSA-N,Clc1cc2oc(=O)n(CSP(=S)(OCC)OCC)c2cc1,367.8016
IPCSVZSSVZVIGE-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCC,256.4276
IPEHBUMCGVEMRF-UHFFFAOYSA-N,O=C(N)c1nccnc1,123.114
IQUPABOKLQSFBK-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)cccc1,139.1104
IRCMYGHHKLLGHV-UHFFFAOYSA-N,S(=O)(=O)(Oc1cc2C(C)(C)C(OCC)Oc2cc1)C,286.3422
IRIAEXORFWYRCZ-UHFFFAOYSA-N,O=C(OCCCC)c1c(C(=O)OCc2ccccc2)cccc1,312.3646
ISEUFVQQFVOBCY-UHFFFAOYSA-N,O(C)c1nc(NC(C)C)nc(NC(C)C)n1,225.293
ISMYLNZMKJLINI-UHFFFAOYSA-N,O=c1n(CC)c2c(n(CC)c3ncccc13)nccc2,268.3176
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,94.1128
ITEQSCBLCCNACE-UHFFFAOYSA-N,O=C(OC1=CC(=O)CC(C)(C)C1)N(C)C,211.2602
IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1c(Cl)cc(c(Cl)c1)c1cc(Cl)c(Cl)cc1,326.4365
IVUXTESCPZUGJC-UHFFFAOYSA-N,Clc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,290.7487
IWDCLRJOBJJRNH-UHFFFAOYSA-N,Oc1ccc(C)cc1,108.1396
IWYDHOAUDWTVEP-UHFFFAOYSA-N,O=C(O)C(O)c1ccccc1,152.1494
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,O=C(OCC)CC(=O)OCC,160.1694
IZNWACYOILBFEG-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)ccc2c1cccc2,187.1976
JAYCNKDKIKZTAF-UHFFFAOYSA-N,Clc1c(c2c(Cl)cccc2)cccc1,223.1012
JBDOSUUXMYMWQH-UHFFFAOYSA-N,S=C=Nc1c2c(ccc1)cccc2,185.243
JFCQEDHGNNZCLN-UHFFFAOYSA-N,O=C(O)CCCC(=O)O,132.1158
JFNWFXVFBDDWCX-UHFFFAOYSA-N,S(=O)(=O)(N(C(=O)C)c1c(C)c(C)no1)c1ccc(N)cc1,309.3392
JFSPBVWPKOEZCB-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1c(C)occ1,201.2244
JHBKHLUZVFWLAG-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(Cl)c1,215.8938
JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,98.1444
JHJOOSLFWRRSGU-UHFFFAOYSA-N,Clc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,321.5422
JIEKMACRVQTPRC-UHFFFAOYSA-N,Clc1ccc(c2c(CC(=O)O)sc(c3ccccc3)n2)cc1,329.8003
JIGUQPWFLRLWPJ-UHFFFAOYSA-N,O=C(OCC)C=C,100.117
JIVPVXMEBJLZRO-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,338.7649
JJYPMNFTHPTTDI-UHFFFAOYSA-N,Nc1cc(C)ccc1,107.1548
JLKIGFTWXXRPMT-UHFFFAOYSA-N,S(=O)(=O)(Nc1noc(C)c1)c1ccc(N)cc1,253.2752
JLRGJRBPOGGCBT-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,270.3458
JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.8314
JMMWKPVZQRWMSS-UHFFFAOYSA-N,O=C(OC(C)C)C,102.1328
JOFWLTCLBGQGBO-UHFFFAOYSA-N,Clc1c(C2=NCc3n(c(C)nn3)c3c2cc(Cl)cc3)cccc1,343.2146
JOMNTHCQHJPVAZ-UHFFFAOYSA-N,CC1NCCNC1,100.1632
JOYRKODLDBILNP-UHFFFAOYSA-N,O=C(OCC)N,89.0938
JPLCQHHISLYGRA-UHFFFAOYSA-N,O=C(Nc1cnc(OC)cc1)C1CC1,192.217
JQUIGGQYRQVIIE-UHFFFAOYSA-N,O=C(N(C(=O)C)C)COC(=O)c1ccccc1,235.239
JRZJOMJEPLMPRA-UHFFFAOYSA-N,C(=C)CCCCCCC,126.2412
JSZOAYXJRCEYSX-UHFFFAOYSA-N,O=[N+]([O-])CCC,89.0938
JTAGHJPZEDNHHA-UHFFFAOYSA-N,O=C(NCCc1cc(OC)c(OC)cc1)CNc1cc(C(=O)NC)ccc1,371.4352
JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2c(c(C)c3c1cccc3)cccc2,206.2866
JUHORIMYRDESRB-UHFFFAOYSA-N,N(CCNCc1ccccc1)Cc1ccccc1,240.3474
JUJWROOIHBZHMG-UHFFFAOYSA-N,n1ccccc1,79.1012
JVPGYYNQTPWXGE-UHFFFAOYSA-N,Cc1ccc(c2sc3c(n2)cccc3)cc1,225.3076
JVSWJIKNEAIKJW-UHFFFAOYSA-N,C(CCCCC)(C)C,114.2302
JWBOIMRXGHLCPP-UHFFFAOYSA-N,ClC(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,320.045
JWUCHKBSVLQQCO-UHFFFAOYSA-N,Fc1c(C(O)(Cn2ncnc2)c2ccc(F)cc2)cccc1,301.295
JWUJQDFVADABEY-UHFFFAOYSA-N,CC1OCCC1,86.1334
JWZZKOKVBUJMES-UHFFFAOYSA-N,OC(CNC(C)C)c1cc(O)c(O)cc1,211.2602
JXCGFZXSOMJFOA-UHFFFAOYSA-N,Clc1c(C)ccc(NC(=O)N(C)C)c1,212.6785
JXSJBGJIGXNWCI-UHFFFAOYSA-N,S=P(SC(C(=O)OCC)CC(=O)OCC)(OC)OC,330.3503
JXVIIQLNUPXOII-UHFFFAOYSA-N,O=C(Nc1ccccc1)NC1C(C)CCCC1,232.3248
JYFHYPJRHGVZDY-UHFFFAOYSA-N,P(=O)(OCCCC)(OCCCC)O,210.2095
JYVLIDXNZAXMDK-UHFFFAOYSA-N,OC(CCC)C,88.1492
JYYNAJVZFGKDEQ-UHFFFAOYSA-N,Cc1nccc(C)c1,107.1548
JZQKKSLKJUAGIC-UHFFFAOYSA-N,O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,248.3242
JZUFKLXOESDKRF-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,297.7309
JZUTXVTYJDCMDU-UHFFFAOYSA-N,O(C)c1c(OC)ccc2C(C3N(C)CCc4c3cc3OCOc3c4)OC(=O)c12,383.4
KAATUXNTWXVJKI-UHFFFAOYSA-N,ClC(=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)ccc1)Cl,416.303
KAESVJOAVNADME-UHFFFAOYSA-N,[nH]1cccc1,67.0902
KANLOADZXMMCQA-UHFFFAOYSA-N,Cc1cc2c(c3c(cc2)cccc3)cc1,192.2598
KDDQDUIBYASSFC-UHFFFAOYSA-N,FC(F)(F)c1c2[nH]c(=O)c3c(n(CC)c2nc(C)c1)nccc3,322.2891
KDYFGRWQOYBRFD-UHFFFAOYSA-N,O=C(O)CCC(=O)O,118.089
KENZYIHFBRWMOD-UHFFFAOYSA-N,Clc1c(Cl)ccc(c2c(Cl)ccc(Cl)c2)c1,291.9914
KFIRODWJCYBBHY-UHFFFAOYSA-N,O=[N+]([O-])c1c(C(=O)O)c(C(=O)O)ccc1,211.1306
KFNNIILCVOLYIR-UHFFFAOYSA-N,O=COCCC,88.106
KFZMGEQAYNKOFK-UHFFFAOYSA-N,OC(C)C,60.0956
KGVPNLBXJKTABS-UHFFFAOYSA-N,Oc1noc(C)c1,99.089
KHBQMWCZKVMBLN-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccccc1,157.1868
KHNYNFUTFKJLDD-UHFFFAOYSA-N,c12c3cccc1c1c4c(ccc1c2ccc3)cccc4,252.3148
KIEDNEWSYUYDSN-UHFFFAOYSA-N,Clc1c(CN2C(=O)C(C)(C)CO2)cccc1,239.7011
KIGQVWWOESIMBG-UHFFFAOYSA-N,O=C(O)CN(CCC#N)CCC#N,181.1938
KIVUHCNVDWYUNP-UHFFFAOYSA-N,Nc1c2c(c3c(c4c(cc3)cccc4)c1)cccc2,243.3074
KIWUVOGUEXMXSV-UHFFFAOYSA-N,S=C1SCC(=O)N1,133.1828
KJONHKAYOJNZEC-UHFFFAOYSA-N,O=[N+]([O-])c1cc2C(=NCC(=O)Nc2cc1)c1ccccc1,281.2702
KJVQYDYPDFFJMP-UHFFFAOYSA-N,S(=O)(=O)(Nc1scc(C)n1)c1ccc(N)cc1,269.3358
KMAQZIILEGKYQZ-UHFFFAOYSA-N,Clc1cc([N+](=O)[O-])ccc1,157.5561
KMRNTNDWADEIIX-UHFFFAOYSA-N,ICCC(=O)O,199.9758
KNAHARQHSZJURB-UHFFFAOYSA-N,S=c1[nH]c(=O)cc(CCC)[nH]1,170.2288
KOCYTWBTXZOUFS-UHFFFAOYSA-N,Cc1nc2ncncc2nc1,146.1512
KPQZUUQMTUIKBP-UHFFFAOYSA-N,O=[N+]([O-])c1n(CC(O)C)c(C)nc1,185.1822
KPSSIOMAKSHJJG-UHFFFAOYSA-N,OCC(C)(C)C,88.1492
KQBFUDNJKCZEDQ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(Cl)c1c1c(Cl)cc(Cl)c(Cl)c1,395.3267
KQNPFQTWMSNSAP-UHFFFAOYSA-N,O=C(O)C(C)C,88.106
KRTSDMXIXPKRQR-UHFFFAOYSA-N,P(=O)(OC(=CC(=O)NC)C)(OC)OC,223.1651
KSCFJBIXMNOVSH-UHFFFAOYSA-N,O=c1n(C)c(=O)c2n(CC(O)CO)cnc2n1C,254.245
KSFDHSSNYJNHAN-UHFFFAOYSA-N,CC1=Nc2c(N=C(C)C1)cccc2,172.2292
KSMVNVHUTQZITP-UHFFFAOYSA-N,Clc1c(Cl)cc2c(oc3c2cc(Cl)c(Cl)c3)c1,305.975
KSUUMAWCGDNLFK-UHFFFAOYSA-N,O=C(NC(=O)C(C(C)C)CC=C)N,184.2376
KTXUOWUHFLBZPW-UHFFFAOYSA-N,Clc1cc(c2cc(Cl)ccc2)ccc1,223.1012
KUAZQDVKQLNFPE-UHFFFAOYSA-N,S(SC(=S)N(C)C)C(=S)N(C)C,240.4142
KUCQYCKVKVOKAY-UHFFFAOYSA-N,Clc1ccc(C2CCC(C3=C(O)C(=O)c4c(C3=O)cccc4)CC2)cc1,366.8433
KVBGVZZKJNLNJU-UHFFFAOYSA-N,S(=O)(=O)(O)c1cc2c(cc1)cccc2,208.2314
KVFJBIQWENJTDM-UHFFFAOYSA-N,c12c3cc4c5c(ccc4c1CCc2ccc3)cccc5,254.3306
KVZJLSYJROEPSQ-UHFFFAOYSA-N,CC1C(C)CCCC1,112.2144
KWGRBVOPPLSCSI-WPRPVWTQSA-N,O[C@@H]([C@@H](NC)C)c1ccccc1,165.2346
KXYFWLVSYHRZJL-UHFFFAOYSA-N,O=C(N(CC(C)C)CC(C)C)COC(=O)c1ccccc1,291.3894
KZJRKRQSDZGHEC-UHFFFAOYSA-N,FC(F)(F)C(=O)c1ccccc1,174.1221
KZNICNPSHKQLFF-UHFFFAOYSA-N,O=C1NC(=O)CC1,99.089
KZOFCELNVLSKGC-UHFFFAOYSA-N,O=C(NCCc1cc(OC)c(OC)cc1)CNc1cc(C(=O)N)ccc1,357.4084
KZTYYGOKRVBIMI-UHFFFAOYSA-N,S(=O)(=O)(c1ccccc1)c1ccccc1,218.2698
LAIUFBWHERIJIH-UHFFFAOYSA-N,C(CCCC)(CC)C,114.2302
LCCNCVORNKJIRZ-UHFFFAOYSA-N,S=P(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,291.2581
LDCFNNYCIXKMNJ-UHFFFAOYSA-N,O=C(N(CC(O)C)CC(O)C)COC(=O)c1ccccc1,295.3346
LEBVLXFERQHONN-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)C1N(CCCC)CCCC1,288.432
LESVOLZBIFDZGS-UHFFFAOYSA-N,S(P(=O)(OC)OC)CCSC(C(=O)NC)C,287.3283
LFKDJXLFVYVEFG-UHFFFAOYSA-N,O=C(OC(C)(C)C)N,117.1474
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,OCC,46.0688
LFVLUOAHQIVABZ-UHFFFAOYSA-N,Ic1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,412.9937
LGDSHSYDSCRFAB-UHFFFAOYSA-N,S=C=NC,73.1124
LHRCREOYAASXPZ-UHFFFAOYSA-N,c12c3c(ccc1cc1c4c(ccc1c2)cccc4)cccc3,278.3526
LHXDLQBQYFFVNW-UHFFFAOYSA-N,O=C1C(C)(C)C2CC1(C)CC2,152.2358
LINPVWIEWJTEEJ-UHFFFAOYSA-N,Clc1cc2C(O)(C(=O)OC)c3c(c2cc1)cccc3,274.7031
LJCFRMUKLSCNKV-UHFFFAOYSA-N,O=C(N(CCOC)CCOC)COC(=O)c1ccccc1,295.3346
LJOZMWRYMKECFF-UHFFFAOYSA-N,Ic1c(C(=O)Nc2ccccc2)cccc1,323.1326
LKJPSUCKSLORMF-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(OC)C)cc1,214.6511
LKPLKUMXSAEKID-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,295.3365
LMHCYRULPLGEEZ-UHFFFAOYSA-N,ICCCCCCC,226.1
LMINNBXUMGNKMM-UHFFFAOYSA-N,O=C(O)Cc1cc2N(C)c3c(Sc2cc1)cccc3,271.3332
LMTGCJANOQOGPI-UHFFFAOYSA-N,O=C(N(C)c1ccccc1)C,149.192
LMYRWZFENFIFIT-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccc(C)cc1,171.2136
LNVGTRNKWNAINT-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(O)CCS(=O)(=O)c2c1,283.3318
LOAUVZALPPNFOQ-UHFFFAOYSA-N,O=C(O)c1nc2c(cc1)cccc2,173.1708
LPAGFVYQRIESJQ-UHFFFAOYSA-N,N1c2c(cccc2)CC1,119.1658
LQLIEICEYDIWLO-UHFFFAOYSA-N,O=C1C(CC(C)C)OC(O)C(Cc2ccccc2)N1,263.3358
LQZZUXJYWNFBMV-UHFFFAOYSA-N,OCCCCCCCCCCCC,186.3368
LRQUYRADZABVMX-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(S(=O)(=O)c2cc(O)ccc2)c1,319.3648
LRUUNMYPIBZBQH-UHFFFAOYSA-N,Clc1c(Cl)ccc(n2c(=O)n(C)c(=O)o2)c1,261.064
LSPHULWDVZXLIL-UHFFFAOYSA-N,O=C(O)C1(C)C(C)(C)C(C(=O)O)CC1,200.234
LSXKDWGTSHCFPP-UHFFFAOYSA-N,BrCCCCCCC,179.0995
LTEQMZWBSYACLV-UHFFFAOYSA-N,C(CCC)CCc1ccccc1,162.2742
LUALIOATIOESLM-UHFFFAOYSA-N,OC1CCN(CCCN2c3c(Sc4c2cccc4)ccc(C#N)c3)CC1,365.4922
LUKBXSAWLPMMSZ-OWOJBTEDSA-N,Oc1cc(O)cc(/C=C/c2ccc(O)cc2)c1,228.247
LVHBHZANLOWSRM-UHFFFAOYSA-N,O=C(O)C(=C)CC(=O)O,130.1
LWLJUMBEZJHXHV-UHFFFAOYSA-N,ClC1(C(=C(Cl)C(=C1Cl)Cl)Cl)C1(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,474.64
LWULXYSYLOIDQY-UHFFFAOYSA-N,O=[N+]([O-])c1c(OC(=O)C)c(C(C)(C)C)cc([N+](=O)[O-])c1C,296.2792
LXMSZDCAJNLERA-ZHYRCANASA-N,S(C(=O)C)[C@H]1[C@H]2[C@H]3[C@@](C)([C@@]4(OC(=O)CC4)CC3)CC[C@@H]2[C@]2(C)C(=CC(=O)CC2)C1,416.5744
LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,62.0682
LYGJENNIWJXYER-UHFFFAOYSA-N,O=[N+]([O-])C,61.0402
MAEIEVLCKWDQJH-UHFFFAOYSA-N,S(=O)(=O)(N)c1c(Oc2ccccc2)c(NCCCC)cc(C(=O)O)c1,364.4154
MAZCFXDIYXGRAD-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2S(=O)(=O)CCC(O)c2c1,283.3318
MBAIEZXRGAOPKH-UHFFFAOYSA-N,c12c3c4ccc1CCCc2ccc3CCC4,208.3024
MBDMKWJEKDHRRP-UHFFFAOYSA-N,Clc1nc(N(NS(=O)(=O)c2c(C(=O)OCC)cccc2)C=O)nc(OC)c1,414.8197
MBDUIEKYVPVZJH-UHFFFAOYSA-N,S(=O)(=O)(CC)CC,122.1818
MBRLOUHOWLUMFF-UHFFFAOYSA-N,O(C)c1c(CC=C(C)C)c2oc(=O)ccc2cc1,244.2896
MCOQHIWZJUDQIC-UHFFFAOYSA-N,ClCC#CCOC(=O)Nc1cc(Cl)ccc1,258.1036
MCSAJNNLRCFZED-UHFFFAOYSA-N,O=[N+]([O-])CC,75.067
MCWXGJITAZMZEV-UHFFFAOYSA-N,S=P(SCC(=O)NC)(OC)OC,229.2485
METKIMKYRPQLGS-UHFFFAOYSA-N,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,266.3394
MFOUDYKPLGXPGO-UHFFFAOYSA-N,ClCC(=O)N(C(C)C)c1ccccc1,211.6907
MGWAVDBGNNKXQV-UHFFFAOYSA-N,O=C(OCC(C)C)c1c(C(=O)OCC(C)C)cccc1,278.3474
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,O=C(O)c1c(=O)c2c(n(CC)c1)nc(C)cc2,232.2384
MLKXDPUZXIRXEP-RQZCQDPDSA-N,S(=O)(C)c1ccc(/C=C/2\C(=C(CC(=O)O)c3c2ccc(F)c3)C)cc1,356.4109
MLUCVPSAIODCQM-UHFFFAOYSA-N,O=CC=CC,70.0908
MOCKWYUCPREFCZ-UHFFFAOYSA-N,O=C(NN)Nc1ccccc1,151.1676
MORLYCDUFHDZKO-UHFFFAOYSA-N,P(=O)(O)(CCC(=O)O)c1ccccc1,214.1573
MOYKHGMNXAOIAT-UHFFFAOYSA-N,O=[N+](OC1C2OCC(O[N+](=O)[O-])C2OC1)[O-],236.1378
MPHPHYZQRGLTBO-UHFFFAOYSA-N,O=C1C(CCC)C(=O)n2n1c(N(C)C)nc1c2cc(C)cc1,302.3754
MQIUGAXCHLFZKX-UHFFFAOYSA-N,O=C(OCCCCCCCC)c1c(C(=O)OCCCCCCCC)cccc1,390.5618
MQJKPEGWNLWLTK-UHFFFAOYSA-N,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,248.299
MSMHOCZOEWMZOH-UHFFFAOYSA-N,O=C(NC(CO)(CO)CO)COC(=O)c1ccccc1,283.2804
MSXVEPNJUHWQHW-UHFFFAOYSA-N,OC(CC)(C)C,88.1492
MTBZIGHNGSTDJV-UHFFFAOYSA-N,S=P(OCC)(OCC)N1C(=O)c2c(C1=O)cccc2,299.2807
MTCPZNVSDFCBBE-UHFFFAOYSA-N,Clc1c(c2c(Cl)cccc2Cl)c(Cl)cc(Cl)c1,326.4365
MUBZPKHOEPUJKR-UHFFFAOYSA-N,O=C(O)C(=O)O,90.0354
MUKSMBAVCDPKRC-UHFFFAOYSA-N,O=C1N(C)c2c(Oc3ncc(N)cc13)cc(C)cc2,255.2756
MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1,112.5585
MVQVNTPHUGQQHK-UHFFFAOYSA-N,OCc1cnccc1,109.1274
MWBPRDONLNQCFV-UHFFFAOYSA-N,ClC(=C(Cl)CSC(=O)N(C(C)C)C(C)C)Cl,304.6615
MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,158.2832
MWOOGOJBHIARFG-UHFFFAOYSA-N,O=Cc1cc(OC)c(O)cc1,152.1494
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c12c(cc3c(c1)cccc3)cccc2,178.233
MWWATHDPGQKSAR-UHFFFAOYSA-N,C(#C)C,40.0646
MXBNEEHQIDLPLQ-UHFFFAOYSA-N,O=C1N2C(C(=O)Nc3c1cccc3)CCC2,216.239
MXXWOMGUGJBKIW-UHFFFAOYSA-N,O=C(C=CC=Cc1cc2OCOc2cc1)N1CCCCC1,285.342
MZZBPDKVEFVLFF-UHFFFAOYSA-N,Clc1nc(NC(C#N)(C)C)nc(NCC)n1,240.6949
NAEAAGULDNVNCW-UHFFFAOYSA-N,O=C(OCC)N1CCN(C(=O)OCC)CC1,230.2632
NBBJYMSMWIIQGU-UHFFFAOYSA-N,O=CCC,58.0798
NBFMTHWVRBOVPE-UHFFFAOYSA-N,Clc1cc2Oc3c(Oc2cc1)cc(Cl)cc3,253.0842
NBQCNZYJJMBDKY-UHFFFAOYSA-N,Clc1c(=O)n(C(C)(C)C)c(=O)[nH]c1C,216.6669
NCYHCGGUQGDEQW-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(OC)c(OC)c1Cl,275.9462
NDAUXUAQIAJITI-UHFFFAOYSA-N,OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,239.3138
NDDAHWYSQHTHNT-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc(C(=O)NN2C(C)Cc3c2cccc3)cc1,365.8337
