X,Y,Z,ESP,ESP2,ESP3
-6.2635107,-2.4123134,-4.8409408,-0.0017627245,-0.0479661717,-1.1061272234
-6.1410123,-2.6986884,-4.6735860,-0.0035702355,-0.0971510482,-2.2403584736
-6.2938267,-2.4164286,5.8787432,-0.0021231197,-0.0577730245,-1.3322788323
-6.3602947,-2.4565346,-4.9671687,-0.0000572608,-0.0015581469,-0.0359317541
-6.3558700,-2.2095066,-4.9362910,-0.0007087948,-0.0192872883,-0.4447758482
-6.1381124,-2.4498902,-4.6796251,-0.0040534069,-0.1102988113,-2.5435533732
-6.1446415,-2.4236422,5.7804661,-0.0025611430,-0.0696922447,-1.6071428345
-6.0934036,-2.1745884,5.8512337,-0.0035265693,-0.0959628304,-2.2129574933
-6.2462991,-2.2157782,5.9262708,-0.0030106210,-0.0819231623,-1.8891947555
-6.2178774,-2.0046751,-4.7084039,-0.0037732723,-0.1026759598,-2.3677660796
-6.1422836,-2.1822181,-4.6539186,-0.0046598971,-0.1268022472,-2.9241320010
-6.1309738,-1.9657782,-4.5838690,-0.0056185439,-0.1528883536,-3.5256924620
-6.1765601,-1.9839550,5.9749473,-0.0037606942,-0.1023336937,-2.3598732294
-6.3258799,-1.9531805,6.0601406,-0.0035221777,-0.0958433304,-2.2102017555
-6.2602996,-1.8451039,-4.7084039,-0.0036016208,-0.0980050858,-2.2600530663
-6.3141436,-1.6876708,-4.7084039,-0.0033294114,-0.0905978916,-2.0892389508
-6.2821764,-1.6597509,6.1403935,-0.0039811396,-0.1083323167,-2.4982048891
-6.2598964,-1.5947007,-4.5873264,-0.0047219374,-0.1284904516,-2.9630629542
-6.1130530,-1.7026105,-4.4575081,-0.0070357526,-0.1914525642,-4.4150051115
-6.2049042,-1.4955467,-4.4584039,-0.0062026647,-0.1687830909,-3.8922341535
-6.1309738,-1.4657782,-4.3525679,-0.0077201844,-0.2100768997,-4.8444928890
-6.1233386,-1.7104235,6.0515837,-0.0041463051,-0.1128266997,-2.6018479196
-6.1834444,-1.4657782,6.1655185,-0.0040735998,-0.1108482864,-2.5562245823
-6.2743112,-1.3591156,-4.4584039,-0.0056257099,-0.1530833516,-3.5301892275
-6.1126683,-1.2143226,-4.1790991,-0.0090639191,-0.2466417821,-5.6876998920
-6.1616189,-1.2350566,6.2333973,-0.0038818303,-0.1056299739,-2.4358873259
-6.3597768,-1.1951553,-4.4460338,-0.0050522509,-0.1374787386,-3.1703379692
-6.2406959,-1.0755002,-4.2084039,-0.0075002647,-0.2040925827,-4.7064911326
-6.3271984,-0.9145079,-4.1755116,-0.0068541180,-0.1865100352,-4.3010275786
-6.1174257,-0.8965560,-3.9761643,-0.0098503577,-0.2680418646,-6.1811979748
-6.2254441,-0.7486164,-3.9584039,-0.0086693656,-0.2359054347,-5.4401136095
-6.1309738,-0.7157782,-3.8760089,-0.0099057598,-0.2695494318,-6.2159633334
-6.1222535,-0.9618771,6.3007273,-0.0034558739,-0.0940391098,-2.1685954021
-6.0840101,-0.6712521,6.3590727,-0.0028678965,-0.0780394312,-1.7996337051
-6.2694918,-0.7157782,6.4030782,-0.0031132257,-0.0847151797,-1.9535802665
-6.3126241,-0.6474284,-3.9584039,-0.0078072349,-0.2124456639,-4.8991179414
-6.0800509,-0.4849501,-3.7379257,-0.0106073803,-0.2886414963,-6.6562372077
-6.2117908,-0.4657782,-3.7892208,-0.0091463980,-0.2488861452,-5.7394561814
-6.2419846,-0.5251694,6.4305853,-0.0027352723,-0.0744305451,-1.7164107385
-6.0558696,-0.4137194,6.3965696,-0.0023166434,-0.0630390725,-1.4537168962
-6.1238158,-0.3711591,-3.7084039,-0.0101338093,-0.2757549742,-6.3590666745
-6.2843146,-0.1807067,-3.7084039,-0.0086605805,-0.2356663786,-5.4346008382
-6.0900999,-0.1973228,-3.6360377,-0.0105424225,-0.2868739038,-6.6154755191
-6.1817245,-0.2405464,6.4518920,-0.0021371339,-0.0581543711,-1.3410728999
-6.1309738,0.0342218,-3.5920416,-0.0103457253,-0.2815215006,-6.4920460554
-6.1750551,0.0140439,6.4644546,-0.0016988318,-0.0462275635,-1.0660339284
-6.3532223,0.0659456,-3.6666251,-0.0083983477,-0.2285306634,-5.2700471841
-6.1309738,0.2307652,-3.5568755,-0.0106825227,-0.2906862260,-6.7033898389
-6.2648379,0.2842218,-3.5922680,-0.0095683912,-0.2603691643,-6.0042611381
-6.1778562,0.2640275,6.4601772,-0.0013503917,-0.0367460275,-0.8473843114
-6.1846564,0.5134002,-3.5343765,-0.0108702701,-0.2957950909,-6.8212031716
-6.1907668,0.5099951,6.4386633,-0.0011085953,-0.0301664121,-0.6956546336
-6.1891252,0.6570798,6.4144541,-0.0010032141,-0.0272988446,-0.6295268956
-6.0866828,0.8202959,6.3545747,-0.0007899218,-0.0214948645,-0.4956838118
-6.3012561,0.8339315,6.3977641,-0.0011116140,-0.0302485548,-0.6975488930
-6.2723767,1.1428190,-3.4584039,-0.0120987597,-0.3292239935,-7.5920926950
-6.0820540,1.3078132,-3.3684765,-0.0151117720,-0.4112122276,-9.4827880427
-6.1709110,1.2706748,6.2234774,-0.0010455101,-0.0284497764,-0.6560680391
-6.2634792,1.1517164,6.2915961,-0.0010953403,-0.0298057264,-0.6873370168
-6.3773780,1.2917721,-3.4475231,-0.0115041410,-0.3130435959,-7.2189635151
-6.1309738,1.5342218,-3.3176845,-0.0156136778,-0.4248697794,-9.7977389613
-6.1898746,1.4072582,6.1646325,-0.0012198567,-0.0331939901,-0.7654723061
-6.3270088,1.5630206,6.1106888,-0.0016426737,-0.0446994254,-1.0307941948
-6.1847346,1.7681647,5.9501177,-0.0019354291,-0.0526657038,-1.2145011076
-6.1088004,1.5719091,6.0557684,-0.0014093813,-0.0383512165,-0.8844008828
-6.2588194,1.6563762,6.0415961,-0.0017384667,-0.0473060860,-1.0909052703
-6.2695334,1.8956622,-3.2084039,-0.0155266683,-0.4225021308,-9.7431396375
-6.1309738,2.0342218,-3.1059625,-0.0185607479,-0.5050636358,-11.6470549392
-6.1719156,2.0082400,5.7597413,-0.0027508862,-0.0748554189,-1.7262085692
-6.1710682,2.2619646,5.5082716,-0.0040429678,-0.1100147474,-2.5370026985
-6.2665455,2.1486501,5.6560244,-0.0034246802,-0.0931902867,-2.1490210585
-6.0904102,2.1220526,5.6294269,-0.0032819140,-0.0893054228,-2.0594338843
-6.1128806,2.5790453,-2.7254375,-0.0230860828,-0.6282042599,-14.4867478279
-6.1956206,2.5194211,5.1788313,-0.0059986494,-0.1632315504,-3.7642124693
-6.2779050,2.6372906,-2.7084039,-0.0201886649,-0.5493615102,-12.6685891396
-6.1146086,2.8278530,-2.4785859,-0.0254468440,-0.6924438390,-15.9681490885
-6.1507421,2.7518464,1.7837358,-0.0328511461,-0.8939251458,-20.6144227131
-6.1444970,2.7611636,2.0352233,-0.0311882892,-0.8486765064,-19.5709633308
-6.1631195,2.7293153,4.7807760,-0.0086456351,-0.2352596941,-5.4252224628
-6.1856717,2.6660417,4.9234160,-0.0076613306,-0.2084754061,-4.8075615359
-6.3201686,2.6120808,5.0739347,-0.0067571727,-0.1838720201,-4.2401934498
-6.1924090,3.0171555,0.9859519,-0.0365090330,-0.9934613093,-22.9097833022
-6.1892988,2.9218178,1.1791921,-0.0357132682,-0.9718074473,-22.4104329169
-6.0676313,2.8670530,1.3352658,-0.0378910297,-1.0310673515,-23.7770000414
-6.1275223,2.7867827,1.5451804,-0.0349691462,-0.9515588597,-21.9434889608
-6.1138523,2.7972317,2.2951195,-0.0296391557,-0.8065224424,-18.5988666197
-6.0841711,2.8501208,2.5852681,-0.0275250337,-0.7489942552,-17.2722338770
-6.2708231,2.8943726,2.6020263,-0.0254469087,-0.6924455988,-15.9681896702
-6.1848213,2.9143497,2.7915961,-0.0247600355,-0.6737548280,-15.5371698559
-6.1785110,2.9504238,3.0176512,-0.0229000938,-0.6231432427,-14.3700378899
-6.1642356,2.9758666,3.2757139,-0.0207669525,-0.5650975162,-13.0314703940
-6.1590043,2.9853189,3.5289500,-0.0186026363,-0.5062034768,-11.6733403209
-6.1633686,2.9780271,3.7777977,-0.0164658363,-0.4480581922,-10.3324769611
-6.1776552,2.9537706,4.0228284,-0.0144013448,-0.3918805217,-9.0369879012
-6.2024684,2.9118712,4.2644498,-0.0124362714,-0.3384081552,-7.8038846913
-6.2729046,2.8922910,4.3996653,-0.0113572497,-0.3090464816,-7.1267877843
-6.1163920,2.8049249,4.5618436,-0.0102524317,-0.2789828528,-6.4335033916
-6.1171884,3.0458485,-2.1995641,-0.0278578029,-0.7580493674,-17.4810499185
-6.1728785,3.1971378,-1.9584039,-0.0284195339,-0.7733348438,-17.8335417038
-6.1542717,3.2507729,0.5284074,-0.0388080215,-1.0560199671,-24.3524215614
-6.1893113,3.1741849,0.6815592,-0.0375415832,-1.0215584294,-23.5577188839
-6.1165214,3.3190174,-1.6931025,-0.0318286830,-0.8661025085,-19.9728168580
-6.0686179,3.4061196,-1.4584039,-0.0348337574,-0.9478747416,-21.8585311017
-6.2605275,3.4046681,-1.4584039,-0.0295444094,-0.8039442632,-18.5394123395
-6.1765301,3.4611339,-1.2302087,-0.0331555642,-0.9022087822,-20.8054480830
-6.1501125,3.5042635,-0.9665505,-0.0353569000,-0.9621101772,-22.1868083497
-6.1665057,3.4807908,-0.2199223,-0.0378154572,-1.0290109186,-23.7295775287
-6.2042276,3.4243574,0.0192340,-0.0371932527,-1.0120798751,-23.3391380281
-6.1309738,3.3972392,0.1546135,-0.0395682004,-1.0767054877,-24.8294414405
-6.0788262,3.3508564,0.3273972,-0.0412450575,-1.1223350892,-25.8816860262
-5.9204167,-5.9705796,-1.2290932,0.0483022157,1.3143701286,30.3101233450
-5.9300734,-6.0536274,-0.9774985,0.0518740439,1.4115645167,32.5514812607
-6.0718412,-5.9440170,-1.1521734,0.0482698525,1.3134894814,30.2898151197
-5.9349293,-6.0904060,-0.8330317,0.0535686189,1.4576762479,33.6148440315
-5.8421159,-6.1589143,-0.6753714,0.0556818071,1.5151790224,34.9408907445
-6.0110576,-6.0958619,-0.6518192,0.0549027536,1.4939798999,34.4520269122
-6.0307961,-6.1156004,-0.4094227,0.0566515947,1.5415682867,35.5494422009
-6.0336916,-6.1184960,-0.1592333,0.0579160530,1.5759759450,36.3429023873
-5.8558740,-6.1788007,0.0650603,0.0593307030,1.6144705303,37.2306094364
-6.0187540,-6.1035583,0.1004971,0.0585961671,1.5944827919,36.7696808100
-5.8317563,-6.1426950,0.3396534,0.0592690137,1.6127918789,37.1918987781
-5.9965453,-6.0813496,0.2915961,0.0586317026,1.5954497613,36.7919796753
-5.9206784,-6.0567184,0.5195347,0.0583767164,1.5885112336,36.6319732774
-5.8881401,-5.9683543,0.8034132,0.0567736923,1.5448907300,35.6260596345
-5.9319169,-5.7219744,-1.7305496,0.0384872267,1.0472906977,24.1511196403
-5.9267139,-5.8174785,-1.5601042,0.0421972485,1.1482455238,26.4791953956
-6.0217156,-5.8565199,-1.4116819,0.0443477379,1.2067633156,27.8286489852
-6.0399791,-5.8747835,0.8452356,0.0557339795,1.5165987067,34.9736294729
-5.9281968,-5.8337165,1.0415961,0.0543139450,1.4779576033,34.0825436326
-5.9404761,-5.5677905,-1.9766697,0.0325211594,0.8849457512,20.4073527608
-6.0640741,-5.4394140,-2.1276848,0.0278774875,0.7585850125,17.4934021987
-6.0318260,-5.6166303,-1.8592560,0.0347299971,0.9450512808,21.7934204890
-6.0402880,-5.6250924,1.2915961,0.0503458200,1.3699794296,31.5925054825
-5.9648995,-5.4952952,1.5310234,0.0465287429,1.2661114811,29.1972514641
-5.8771965,-5.7061025,1.2974842,0.0510514033,1.3891793280,32.0352660685
-5.8809738,-5.4657782,1.6247904,0.0449957212,1.2243958393,28.2352650196
-5.9238080,-5.2195331,-2.4701470,0.0195314918,0.5314789202,12.2562064332
-5.9346343,-5.3293215,-2.3219472,0.0234767082,0.6388337161,14.7318691369
-5.8619579,-5.4400524,-2.1925933,0.0273046144,0.7429963419,17.1339185815
-6.1027958,-5.3640084,-2.2317488,0.0250172932,0.6807551657,15.6986016289
-6.0430556,-5.3778600,1.6295143,0.0440876254,1.1996852960,27.6654258242
-5.9190059,-5.3101973,1.7915961,0.0410913600,1.1181527687,25.7852393343
-5.8809738,-5.2157782,1.9226403,0.0380639092,1.0357716427,23.8854836753
-5.9368020,-4.9927763,-2.7548807,0.0121723895,0.3312275631,7.6382961496
-5.8357677,-5.1211063,-2.6137320,0.0158289867,0.4307286335,9.9328474717
-5.9326309,-5.0903835,2.0415961,0.0348972706,0.9496030241,21.8983862786
-5.8537457,-4.9210480,2.2709962,0.0292360355,0.7955529837,18.3459046579
-5.9387327,-4.8041507,-2.9807285,0.0069575485,0.1893245221,4.3659312479
-5.8448252,-4.8917616,-2.8843873,0.0088846053,0.2417624044,5.5751786643
-6.0234729,-4.8582772,2.2915961,0.0286667299,0.7800613884,17.9886596519
-5.8991345,-4.5005918,-3.3103338,0.0003780172,0.0102863712,0.2372095751
-5.8647095,-4.6801058,2.5678563,0.0223450976,0.6080410266,14.0217721893
-5.9228440,-4.5411029,2.7915961,0.0185953861,0.5060061892,11.6687907580
-5.8991866,-4.4347830,2.9911841,0.0155882279,0.4241772510,9.7817688638
-6.0348079,-4.4657782,3.0791228,0.0160036466,0.4354813700,10.0424482817
-6.1283615,-4.4704045,3.2957852,0.0151453127,0.4121249168,9.5038351761
-6.1394358,-4.2359989,-3.7100930,-0.0014991582,-0.0407941693,-0.9407367658
-5.9004289,-4.2512231,-3.5550500,-0.0031580389,-0.0859346093,-1.9817010071
-5.8492135,-4.3899636,-3.4121341,-0.0017075288,-0.0464642224,-1.0714914167
-6.1020454,-4.4398750,-3.4472272,0.0004283159,0.0116550678,0.2687724985
-5.8809738,-4.3585502,3.1488241,0.0135943323,0.3699205935,8.5305794572
-5.8809738,-4.3049968,3.2915961,0.0122382393,0.3330194274,7.6796175620
-5.9164402,-4.1768839,3.7764341,0.0093504418,0.2544384612,5.8674957502
-6.0635393,-4.2157782,4.0697155,0.0097195316,0.2644819036,6.0991032473
-6.0059443,-4.2157782,3.9166257,0.0097861056,0.2662934746,6.1408791062
-6.1197374,-3.9757786,-3.9647863,-0.0030729370,-0.0836188683,-1.9282987019
-5.8890892,-4.0313183,-3.7433573,-0.0053201883,-0.1447696853,-3.3384713513
-5.8404294,-4.1414688,-3.6340945,-0.0048335498,-0.1315275790,-3.0331008419
-5.8809738,-4.0920247,3.9153496,0.0080595663,0.2193119508,5.0574584251
-5.8401495,-3.9844288,4.0655518,0.0066324546,0.1804782689,4.1619316137
-5.9915810,-3.9657782,4.4309889,0.0067765391,0.1843990061,4.2523460462
-5.8809738,-3.8717383,-3.8643640,-0.0064335169,-0.1750648983,-4.0370962069
-5.8978161,-3.9463485,4.2742401,0.0063297006,0.1722399117,3.9719504078
-5.8809738,-3.8482302,4.4091441,0.0053184815,0.1447232424,3.3374003499
-6.0249005,-3.8597048,4.6476695,0.0059358983,0.1615240065,3.7248355353
-5.9776781,-3.7157782,4.7553646,0.0045658690,0.1242436149,2.8651284819
-6.0552056,-3.7157782,4.8673644,0.0048852769,0.1329351441,3.0655600937
-5.9288697,-3.4384899,-4.1811156,-0.0070764261,-0.1925593469,-4.4405281502
-5.8809738,-3.5191524,-4.0952118,-0.0077327998,-0.2104201842,-4.8524092251
-5.9959198,-3.5807241,4.9266502,0.0036077596,0.0981721308,2.2639052191
-5.8415605,-3.4403820,4.8496680,0.0018954469,0.0515777337,1.1894118999
-5.9756020,-3.4657782,5.0077145,0.0026846383,0.0730527219,1.6846373501
-6.0608686,-3.4657782,5.1117014,0.0030611638,0.0832985038,1.9209109137
-6.0190827,-3.3538871,5.1534872,0.0020997180,0.0571362332,1.3175940604
-6.0123613,-3.2157782,5.2468806,0.0011558767,0.0314530055,0.7253242112
-6.0842632,-3.1985665,-4.4646707,-0.0043544835,-0.1184915229,-2.7324819668
-6.0104175,-2.9657782,-4.4584039,-0.0059577280,-0.1621180242,-3.7385339205
-5.8809738,-3.0111011,-4.3120736,-0.0085577612,-0.2328685234,-5.3700807068
-6.0137033,-2.9657782,5.4088667,-0.0003778223,-0.0102810678,-0.2370872752
-5.9728684,-2.7652435,-4.4584039,-0.0069721657,-0.1897222771,-4.3751037047
-5.8809738,-2.8576221,-4.3502478,-0.0087709596,-0.2386699468,-5.5038648310
-5.8809738,-2.6772924,-4.3774227,-0.0090651090,-0.2466741610,-5.6884465674
-5.8876263,-2.9563024,5.2881567,-0.0009659388,-0.0262845316,-0.6061362608
-5.9705724,-2.7262691,5.5017542,-0.0018311498,-0.0498281201,-1.1490648141
-6.0084536,-2.4657782,5.6641164,-0.0028364872,-0.0771847412,-1.7799240684
-5.9681501,-2.2567526,-4.4584039,-0.0081194554,-0.2209416166,-5.0950394468
-5.8990312,-2.4385084,-4.4044386,-0.0091557034,-0.2491393592,-5.7452954412
-5.8809738,-2.1624361,-4.3605090,-0.0102528643,-0.2789946245,-6.4337748530
-5.9797625,-2.2260547,5.7534388,-0.0036894999,-0.1003963989,-2.3151981067
-6.0115711,-2.0239769,-4.4584039,-0.0079020854,-0.2150266787,-4.9586376119
-5.8809738,-1.9657782,-4.3195704,-0.0108323849,-0.2947641841,-6.7974298750
-6.0249629,-1.9657782,5.8976071,-0.0040908083,-0.1113165535,-2.5670230887
-6.0494837,-1.8842881,-4.4584039,-0.0076017191,-0.2068532967,-4.7701547688
-5.9264504,-1.7421070,5.9361699,-0.0043928108,-0.1195344616,-2.7565327277
-5.8680017,-1.6799020,-4.2188366,-0.0119742708,-0.3258364783,-7.5139746666
-5.9313418,-1.4657782,-4.1737847,-0.0114349559,-0.3111609746,-7.1755491963
-6.0469841,-1.4177534,6.1255859,-0.0041134253,-0.1119319945,-2.5812155075
-6.0398470,-1.3746513,-4.2084039,-0.0097718736,-0.2659062028,-6.1319483983
-5.8809738,-1.3366925,-4.0793182,-0.0126587509,-0.3444621291,-7.9434927760
-5.8868562,-1.4502013,6.0374906,-0.0042346584,-0.1152309147,-2.6572904851
-5.8292523,-1.1782035,6.1141282,-0.0038060970,-0.1035691662,-2.3883639285
-5.9967506,-1.2157782,6.1758193,-0.0038645167,-0.1051588477,-2.4250228882
-5.8630668,-1.1360989,-3.9738992,-0.0132832888,-0.3614566697,-8.3353965555
-5.9864560,-1.0001181,-3.9584039,-0.0115893397,-0.3153619702,-7.2724265457
-5.8358972,-0.9657782,-3.8813604,-0.0137944349,-0.3753656637,-8.6561458742
-5.9197179,-0.9904542,6.2168803,-0.0034325691,-0.0934049554,-2.1539714410
-5.8809738,-0.8381518,-3.8307775,-0.0131705815,-0.3583897472,-8.2646715776
-5.9279073,-0.7157782,-3.7870584,-0.0125163562,-0.3405873735,-7.8541387048
-5.8882914,-0.6873371,6.2873678,-0.0027570258,-0.0750224875,-1.7300612679
-5.8702182,-0.4398761,-3.6509767,-0.0130366680,-0.3547457764,-8.1806395373
-5.8809738,-0.2157782,-3.5752585,-0.0127793265,-0.3477431584,-8.0191551789
-5.8387536,-0.1769820,6.3529702,-0.0016317953,-0.0444034093,-1.0239678932
-6.0105877,-0.1538492,6.4119823,-0.0017661639,-0.0480597631,-1.1082854938
-5.9045843,0.0031345,-3.5253705,-0.0125987467,-0.3428293317,-7.9058395386
-5.8316912,0.0783282,6.3630730,-0.0011751173,-0.0319765681,-0.7373978613
-6.0034055,0.0342218,6.4191645,-0.0014395969,-0.0391734246,-0.9033614708
-6.0055551,0.2229208,6.4170149,-0.0011577310,-0.0315034633,-0.7264877961
-5.8358209,0.3236374,6.3570378,-0.0008420263,-0.0229127014,-0.5283799361
-6.0146100,0.4005857,6.4079600,-0.0009678979,-0.0263378413,-0.6073656119
-5.8504262,0.5601878,6.3357856,-0.0006379484,-0.0173594590,-0.4003190055
-6.0333020,0.5801108,6.3892679,-0.0008290333,-0.0225591423,-0.5202266635
-6.0036106,0.6615851,-3.4584039,-0.0131900912,-0.3589206333,-8.2769141126
-6.1095356,0.7930935,-3.4741916,-0.0125374216,-0.3411605919,-7.8673574489
-5.8061454,0.8459686,-3.3683991,-0.0163488190,-0.4448739898,-10.2590474402
-5.8809738,1.0918370,-3.3537858,-0.0166871913,-0.4540815665,-10.4713794001
-5.9424157,0.9812926,6.2674690,-0.0006136562,-0.0166984347,-0.3850754090
-6.1026553,1.0426638,6.2939150,-0.0008197296,-0.0223059761,-0.5143885062
-6.1207399,1.0484288,-3.4362229,-0.0134326776,-0.3655217454,-8.4291395151
-5.8809738,1.2842218,-3.3142699,-0.0178285558,-0.4851396746,-11.1875970519
-5.9520613,1.2589960,6.1668108,-0.0007955930,-0.0216491872,-0.4992425791
-5.9195295,1.5157402,-3.2632554,-0.0187011530,-0.5088842509,-11.7351604989
-5.9266813,1.5244025,6.0262015,-0.0011980758,-0.0326013004,-0.7518045453
-6.0349893,1.3802063,6.1375806,-0.0010241861,-0.0278695214,-0.6426870271
-5.8554215,1.7576944,-3.1605092,-0.0215554173,-0.5865527336,-13.5262399200
-6.1013428,1.7895501,-3.2145155,-0.0175010445,-0.4762276384,-10.9820804254
-5.9295130,1.6765653,5.9339396,-0.0015665481,-0.0426279410,-0.9830245844
-6.0632075,1.8199777,5.8786672,-0.0020233453,-0.0550580243,-1.2696693816
-5.8809738,1.8732665,-3.1193592,-0.0219749292,-0.5979682336,-13.7894878493
-5.9373094,2.0342218,-3.0568503,-0.0221539566,-0.6028398167,-13.9018293280
-5.9459951,2.0152360,5.6763513,-0.0028113829,-0.0765016192,-1.7641708848
-5.8602613,1.8184789,5.8065940,-0.0020371223,-0.0554329171,-1.2783146233
-6.0066418,1.9085538,5.7915961,-0.0023355626,-0.0635538894,-1.4655888658
-5.8518891,2.2631889,-2.9053847,-0.0259931305,-0.7073090511,-16.3109493408
-5.9451421,2.1703675,5.5230120,-0.0036571679,-0.0995165992,-2.2949094252
-6.0025103,2.2842218,5.4200596,-0.0043436900,-0.1181978148,-2.7257088906
-6.1180317,2.2988452,-2.9430629,-0.0206715502,-0.5625014875,-12.9716044949
-5.9149895,2.5298592,5.0263037,-0.0068491252,-0.1863741751,-4.2978945668
-5.9273245,2.4315530,5.1889273,-0.0057334133,-0.1560141099,-3.5977741830
-5.8586196,2.3167067,5.3104404,-0.0048783211,-0.1327458683,-3.0611952854
-6.0649776,2.3847735,5.3189183,-0.0050122036,-0.1363889954,-3.1452078704
-6.0876799,2.5523016,5.0817056,-0.0065549883,-0.1783703017,-4.1133206906
-5.8718016,2.8049068,-2.4664444,-0.0313246978,-0.8523883741,-19.6565611121
-5.9013230,2.7535491,1.7700279,-0.0381777599,-1.0388696781,-23.9569261330
-5.9115540,2.7339146,2.0287671,-0.0353050452,-0.9606991362,-22.1542689398
-5.8983116,2.7543180,2.2831676,-0.0328811328,-0.8947411253,-20.6332396647
-5.9498228,2.7768376,4.5053145,-0.0108041735,-0.2939965110,-6.7797268954
-5.9447982,2.6721095,4.7691175,-0.0087366435,-0.2377361582,-5.4823311351
-6.0268513,2.6383444,4.8957187,-0.0078247585,-0.2129225077,-4.9101142289
-5.8824666,3.0252747,-2.2067244,-0.0338835977,-0.9220195813,-21.2622963871
-5.9013259,2.9514795,1.2560214,-0.0430616158,-1.1717661534,-27.0215945030
-5.8650688,3.0636869,1.0885523,-0.0454037635,-1.2354992355,-28.4913156565
-5.8809738,2.8870661,1.3944404,-0.0424272577,-1.1545043925,-26.6235284718
-5.8504633,2.8227836,1.5618696,-0.0415948699,-1.1318539680,-26.1011967877
-5.8727115,2.7912584,2.5432436,-0.0304409724,-0.8283409843,-19.1020146165
-5.8469170,2.8328682,2.8232131,-0.0276383815,-0.7520786057,-17.3433607531
-6.0286673,2.8865283,2.8465645,-0.0256583389,-0.6981989073,-16.1008642387
-5.8254956,2.8639323,3.0925701,-0.0248376915,-0.6758679562,-15.5858997944
-6.0046791,2.9105166,3.0415961,-0.0239744846,-0.6523789012,-15.0442288150
-5.9344308,2.9137888,3.2639258,-0.0222500299,-0.6054541021,-13.9621162387
-5.9411975,2.9267168,3.5134886,-0.0197329237,-0.5369601593,-12.3826069290
-5.9303024,2.9211006,3.6784749,-0.0181889585,-0.4949467320,-11.4137533797
-5.9506967,2.9114610,3.8860855,-0.0161631737,-0.4398223234,-10.1425531379
-5.8367260,2.8482376,4.0790130,-0.0146958749,-0.3998950926,-9.2218084692
-6.0147308,2.9004649,4.0960081,-0.0141401136,-0.3847720571,-8.8730626613
-6.0715489,2.8645515,4.3299231,-0.0120998968,-0.3292549354,-7.5928062322
-5.9289669,3.1897785,-1.9584039,-0.0349688543,-0.9515509148,-21.9433057480
-6.0096313,3.2842218,0.5415961,-0.0432064491,-1.1757072688,-27.1124788678
-5.8888238,3.2390064,0.7467692,-0.0464501447,-1.2639727148,-29.1479302963
-6.0458741,3.1388667,0.8180151,-0.0413591194,-1.1254388722,-25.9532610279
-5.8809738,3.1547504,0.9121247,-0.0459730543,-1.2509904256,-28.8485513176
-5.8735008,3.3368007,-1.6819664,-0.0390217591,-1.0618360626,-24.4865440346
-5.8809738,3.4260939,-1.4584039,-0.0405486645,-1.1033852733,-25.4446924842
-5.9098808,3.4914633,-1.2217115,-0.0412820558,-1.1233418645,-25.9049028357
-6.0948492,3.5279300,-0.6905647,-0.0383532556,-1.0436451579,-24.0670514159
-6.0092085,3.5342218,-0.8366385,-0.0403374284,-1.0976372463,-25.3121397097
-6.0852794,3.5239036,-0.4607914,-0.0395778102,-1.0769669826,-24.8354716623
-5.9077000,3.4415125,0.2468031,-0.0466740492,-1.2700654654,-29.2884325940
-5.8809738,3.3976480,0.4050223,-0.0474576260,-1.2913876761,-29.7801349088
-5.8480012,3.3413200,0.5844470,-0.0482075435,-1.3117939683,-30.2507156229
-5.8246316,3.6015149,-0.6639469,-0.0471218516,-1.2822507896,-29.5694331044
-5.8238040,3.6023101,-0.4159486,-0.0481215600,-1.3094542375,-30.1967600999
-5.6502948,-6.2177428,-0.7203212,0.0559421867,1.5222643128,35.1042815742
-5.7231005,-6.2256722,-0.5128343,0.0574797281,1.5641029427,36.0691041957
-5.6595205,-6.2669339,-0.2215393,0.0591504038,1.6095643392,37.1174698760
-5.8317978,-6.2035267,-0.1799366,0.0588695421,1.6019217039,36.9412263556
-5.8238864,-6.1997198,-0.4027007,0.0578398860,1.5739033372,36.2951068720
-5.7114420,-6.2370257,0.0357621,0.0597281249,1.6252849291,37.4799956290
-5.6553636,-6.2172733,0.3040375,0.0597351637,1.6254764666,37.4844125928
-5.6327089,-5.9659836,-1.4592079,0.0457553177,1.2450655113,28.7119194212
-5.6817850,-6.0548218,-1.2265794,0.0495988129,1.3496523329,31.1237510609
-5.8120124,-5.9384938,-1.3935934,0.0461749242,1.2564835851,28.9752267023
-5.7517419,-6.0865462,-1.0791719,0.0514820024,1.4008965248,32.3054712959
-5.7886997,-6.1235040,-0.9165740,0.0534135549,1.4534567430,33.5175398472
-5.5988680,-6.1689047,0.5735478,0.0588366865,1.6010276580,36.9206091494
-5.7776762,-6.1124805,0.5415961,0.0587164036,1.5977545945,36.8451304412
-5.6802645,-6.0720813,0.7630309,0.0576341377,1.5683046417,36.1659977657
-5.6824164,-5.8049202,-1.7248966,0.0400448739,1.0896764318,25.1285587959
-5.7554337,-5.7157782,-1.8328637,0.0371760308,1.0116112421,23.3283310829
-5.7677988,-5.8526032,-1.5952289,0.0424566712,1.1553047740,26.6419857246
-5.8069323,-5.8917366,1.0415961,0.0547289704,1.4892510178,34.3429761988
-5.7594045,-5.8442089,1.1631654,0.0533763252,1.4524436719,33.4941778501
-5.6297100,-5.9634370,1.0427717,0.0550789831,1.4987753485,34.5626126857
-5.6675914,-5.8036253,1.2915961,0.0517377989,1.4078571016,32.4659861601
