X,Y,Z,ESP,ESP2,ESP3
-10.7471414,-2.9112004,0.6863189,-0.0506879489,-1.3792892306,-31.8071947916
-10.7835153,-2.9237886,0.9143205,-0.0529002645,-1.4394893997,-33.1954449595
-10.8123727,-2.9221507,1.1471871,-0.0548042880,-1.4913005158,-34.3902387892
-10.8232970,-2.9238292,1.3891412,-0.0563944800,-1.5345718384,-35.3881001191
-10.8184966,-2.9226451,1.6408985,-0.0577180904,-1.5705891105,-36.2186789157
-10.7925111,-2.9221661,1.9076492,-0.0588241149,-1.6006855686,-36.9127203716
-10.7435247,-2.9100987,2.2105239,-0.0597919563,-1.6270218710,-37.5200504978
-10.7833553,-2.6762087,0.4159394,-0.0492296220,-1.3396061373,-30.8920800730
-10.8409947,-2.6789816,0.6327040,-0.0515931492,-1.4039209835,-32.3752170344
-10.8522975,-2.7722843,0.8889743,-0.0534441832,-1.4542901802,-33.5367593835
-10.9308592,-2.6192688,0.9767990,-0.0547409448,-1.4895768579,-34.3504902576
-10.8688798,-2.7888666,1.0625336,-0.0547211578,-1.4890384258,-34.3380737072
-10.8794145,-2.7994012,1.2463875,-0.0559207519,-1.5216810435,-35.0908310518
-10.9587509,-2.6131654,1.2351792,-0.0563938960,-1.5345559480,-35.3877336783
-10.8831257,-2.8031125,1.4958550,-0.0572983418,-1.5591671701,-35.9552824692
-10.9638673,-2.6178888,1.4813991,-0.0576254338,-1.5680677948,-36.1605359406
-10.8741388,-2.7941255,1.7518912,-0.0584542284,-1.5906204441,-36.6806128721
-10.9491531,-2.6318144,1.7175830,-0.0585638981,-1.5936047092,-36.7494317237
-10.8593975,-2.7793842,1.9429026,-0.0591546930,-1.6096810550,-37.1201614082
-10.9259514,-2.6162359,1.9831056,-0.0594541422,-1.6178294811,-37.3080687537
-10.8531558,-2.7072972,2.1667097,-0.0598879048,-1.6296327613,-37.5802591147
-10.8130576,-2.6771416,2.3916564,-0.0604100835,-1.6438419669,-37.9079314827
-10.7929895,-2.4255238,0.1719414,-0.0480531149,-1.3075917517,-30.1538101158
-10.8604657,-2.4342288,0.3733064,-0.0503417118,-1.3698676415,-31.5899275835
-10.8754582,-2.5454449,0.5559552,-0.0515614483,-1.4030583593,-32.3553244296
-10.8988032,-2.5945980,0.7380034,-0.0529938038,-1.4420347353,-33.2541418464
-10.9656924,-2.3901041,0.7084117,-0.0535796912,-1.4579775418,-33.6217920412
-10.8978903,-2.5678771,2.2421487,-0.0601358792,-1.6363804884,-37.7358655424
-10.8621657,-2.5321524,2.4429026,-0.0605324039,-1.6471704760,-37.9846887976
-10.9139102,-2.3575302,2.4932911,-0.0606006563,-1.6490277178,-38.0275178511
-10.9727052,-2.3975744,2.1965761,-0.0600679747,-1.6345327128,-37.6932547833
-10.8241000,-2.4474801,2.6707163,-0.0608685770,-1.6563182094,-38.1956407363
-10.7634752,-2.1641817,-0.0759472,-0.0467602084,-1.2724099774,-29.3424983737
-10.8482316,-2.1829761,0.1320587,-0.0491663753,-1.3378851076,-30.8523921469
-10.8799964,-2.2999832,0.3014169,-0.0503214729,-1.3693169127,-31.5772274658
-10.9176490,-2.3564909,0.4768882,-0.0517654837,-1.4086104453,-32.4833586942
-10.9709489,-2.1423018,0.4546280,-0.0524325938,-1.4267634339,-32.9019769436
-10.8734877,-2.2934745,2.6929026,-0.0608185915,-1.6549580364,-38.1642743741
-10.9128866,-2.1059562,2.7455119,-0.0607425933,-1.6528900191,-38.1165847179
-10.8183980,-2.1968480,2.9202461,-0.0609625631,-1.6588757022,-38.2546179778
-10.8019296,-1.9290065,-0.0977449,-0.0479783493,-1.3055572781,-30.1068939969
-10.8676484,-1.9690262,0.0637649,-0.0495328962,-1.3478586503,-31.0823877202
-10.9067929,-2.0968530,0.2300592,-0.0506149521,-1.3773028879,-31.7613885992
-10.9545198,-1.8592852,0.2350048,-0.0515196113,-1.4019199174,-32.3290713126
-10.8738821,-1.9687106,2.9429026,-0.0607291226,-1.6525234625,-38.1081317133
-10.9802586,-1.9105176,2.6925128,-0.0604661664,-1.6453680620,-37.9431241040
-10.7910173,-1.9242327,3.1535978,-0.0607323177,-1.6526104067,-38.1101366962
-10.7385107,-1.9084975,3.2668725,-0.0606976282,-1.6516664567,-38.0883686724
-10.8313299,-1.6813448,-0.1067098,-0.0489638268,-1.3323734832,-30.7252909502
-10.8867385,-1.8067252,0.0446749,-0.0499860689,-1.3601901045,-31.3667580722
-10.9711722,-1.6460116,0.2060722,-0.0517617077,-1.4085076939,-32.4809891875
-10.9011859,-1.6160904,0.0302274,-0.0504062608,-1.3716241088,-31.6304327203
-10.9067395,-1.8267263,2.9429026,-0.0605039803,-1.6463970295,-37.9668526799
-10.9242263,-1.6117797,2.9894207,-0.0601295027,-1.6362069761,-37.7318642481
-10.8615083,-1.7814950,3.0699051,-0.0604760827,-1.6456378977,-37.9493466689
-10.8200488,-1.6960543,3.1929026,-0.0603223635,-1.6414549845,-37.8528863111
-10.7385107,-1.7799455,3.3214546,-0.0604637498,-1.6453023020,-37.9416076426
-10.7081658,-1.6393165,3.4230201,-0.0601265606,-1.6361269171,-37.7300180434
-10.7396048,-1.4133151,-0.3077379,-0.0477462937,-1.2992427231,-29.9612767647
-10.8432539,-1.4354482,-0.1125563,-0.0495325924,-1.3478503829,-31.0821970676
-10.9823222,-1.4038001,0.1976705,-0.0519411061,-1.4133893743,-32.5935635164
-10.9091569,-1.3689358,0.0222565,-0.0506956351,-1.3794983840,-31.8120179879
-10.8517412,-1.4624348,3.1929026,-0.0597885691,-1.6269296995,-37.5179249708
-10.8408707,-1.1861429,-0.1108042,-0.0497370768,-1.3534146863,-31.2105130716
-10.9797988,-1.1514516,0.1997876,-0.0518574688,-1.4111134857,-32.5410802304
-10.9039268,-1.1151662,0.0274866,-0.0507046012,-1.3797423638,-31.8176443021
-10.9658685,-1.3985243,2.9432249,-0.0596088762,-1.6220400091,-37.4051659250
-10.8649561,-1.2849429,3.1929026,-0.0592817005,-1.6131371060,-37.1998599121
-10.8675475,-1.0976222,3.1929026,-0.0586699774,-1.5964912713,-36.8159974894
-10.8230875,-0.9326195,-0.1009472,-0.0495697095,-1.3488603892,-31.1054883895
-10.9614939,-0.8926162,0.2127092,-0.0514766191,-1.4007500394,-32.3020932596
-10.8844427,-0.8536979,0.0469707,-0.0503907076,-1.3712008843,-31.6206729223
-10.9752631,-1.1516543,2.9439292,-0.0588791758,-1.6021838501,-36.9472715975
-10.8601750,-0.9084975,3.1929026,-0.0579213261,-1.5761194349,-36.3462113460
-10.7854701,-0.6707646,-0.0866896,-0.0489721790,-1.3326007577,-30.7305320317
-10.9181693,-0.6038999,0.2303226,-0.0506304344,-1.3777241838,-31.7711039211
-10.8607420,-0.6584975,0.0706714,-0.0499277706,-1.3586037294,-31.3301753600
-10.9648649,-0.8949343,2.9457946,-0.0579460356,-1.5767918142,-36.3617167937
-10.9267169,-0.6293552,2.9633493,-0.0567512935,-1.5442812292,-35.6120041992
-10.8394925,-0.7126725,3.1929026,-0.0570426265,-1.5522088034,-35.7948185720
-10.8402548,-0.4329303,0.1485869,-0.0493998987,-1.3442396029,-30.9989304263
-10.9489076,-0.3772100,0.4644337,-0.0507131734,-1.3799756262,-31.8230234653
-10.8929792,-0.4084975,0.2884342,-0.0500231570,-1.3611993243,-31.3900312560
-10.8919762,-0.4084975,2.9429026,-0.0555573235,-1.5117916523,-34.8627760620
-10.8727366,-0.5427233,3.0586768,-0.0562531398,-1.5307257778,-35.2994077741
-10.8223683,-0.4084975,3.1090451,-0.0554432759,-1.5086882586,-34.7912100349
-10.7385107,-0.5202661,3.3311340,-0.0558491347,-1.5197322405,-35.0458905457
-10.8665774,-0.2865642,0.3148360,-0.0494810267,-1.3464472084,-31.0498390651
-10.8531329,-0.1584975,0.3946742,-0.0490791347,-1.3355111717,-30.7976478344
-10.9013876,-0.1584975,0.5300258,-0.0497038965,-1.3525118046,-31.1896921053
-10.9770161,-0.4030721,2.6956703,-0.0555764502,-1.5123121166,-34.8747782650
-10.8927690,-0.1584975,2.7503291,-0.0540585796,-1.4710087563,-33.9222992641
-10.8591321,-0.2791188,2.9429026,-0.0547620461,-1.4901510540,-34.3637315470
-10.8234535,-0.1584975,2.9429026,-0.0539434559,-1.4678760807,-33.8500579817
-10.7514507,-0.3853837,3.2459785,-0.0551539943,-1.5008165071,-34.6096829644
-10.7519812,-0.1225016,0.1843757,-0.0477163743,-1.2984285748,-29.9425020420
-10.8666115,-0.0365982,0.5648019,-0.0490188100,-1.3338696534,-30.7597934888
-10.9509933,-0.1479081,0.7108063,-0.0504040570,-1.3715641392,-31.6290497880
-10.8392505,0.0915025,0.6491732,-0.0484083223,-1.3172574372,-30.3767063258
-10.9054217,0.1406641,1.0075205,-0.0493838506,-1.3438029119,-30.9888600831
-10.8816941,0.0915025,0.7997193,-0.0490153794,-1.3337763001,-30.7576407066
-10.9224495,0.1316315,2.2070985,-0.0518190195,-1.4100672287,-32.5169529478
-10.9774564,-0.1521496,2.4450289,-0.0539899525,-1.4691413202,-33.8792351247
-10.8915648,0.0915025,2.4429026,-0.0522331320,-1.4213358031,-32.7768126877
-10.8732350,-0.0432217,2.6929026,-0.0532486096,-1.4489683534,-33.4140350283
-10.8400135,0.0915025,2.6332939,-0.0522346725,-1.4213777205,-32.7777793273
-10.7385107,-0.0467696,3.0546305,-0.0529941381,-1.4420438312,-33.2543516029
-10.7524475,0.1196469,0.4338070,-0.0471686807,-1.2835250735,-29.5988188185
-10.8006423,0.3171911,0.9095057,-0.0475016275,-1.2925850158,-29.8077462443
-10.9524325,0.1066407,1.2112111,-0.0502727968,-1.3679923691,-31.5466827357
-10.8344150,0.3415025,1.1484178,-0.0480934331,-1.3086888666,-30.1791102096
-10.9779507,0.0972824,1.4439382,-0.0509311675,-1.3859075453,-31.9598168960
-10.8620629,0.3415025,1.3835524,-0.0487577745,-1.3267665139,-30.5959910476
-10.9844810,0.0938059,1.6934864,-0.0514647872,-1.4004280763,-32.2946686077
-10.8718875,0.3415025,1.7520969,-0.0495195508,-1.3474955014,-31.0740132993
-10.8724272,0.3415025,1.5589861,-0.0491516275,-1.3374838001,-30.8431377669
-10.9669574,0.1042124,1.9469500,-0.0517723982,-1.4087985986,-32.4876976158
-10.8612850,0.3415025,1.9429026,-0.0497819310,-1.3546352305,-31.2386595168
-10.8380048,0.3415025,2.1391996,-0.0499757613,-1.3599096215,-31.3602899759
-10.8705314,0.2094818,2.3108820,-0.0512335512,-1.3941358246,-32.1495657003
-10.7385107,0.2005677,2.8019678,-0.0511906114,-1.3929673733,-32.1226205483
-10.7385107,0.4461274,0.9429026,-0.0463558830,-1.2614077237,-29.0887801420
-10.7385107,0.4707529,2.3221530,-0.0487813050,-1.3274068116,-30.6107566780
-10.7601884,0.3682792,2.4629872,-0.0498189199,-1.3556417488,-31.2618704007
-10.4918350,-3.4093025,0.9400052,-0.0498510330,-1.3565155913,-31.2820217072
-10.5130663,-3.4150521,1.1769904,-0.0524171807,-1.4263440213,-32.8923050516
-10.5199296,-3.4166119,1.4219283,-0.0545539097,-1.4844873747,-34.2331238771
-10.5101851,-3.4139438,1.6779688,-0.0563297856,-1.5328114151,-35.3475037575
-10.5321583,-3.1722018,0.4167911,-0.0445549649,-1.2124022491,-27.9586860024
-10.5875791,-3.1764962,0.6343381,-0.0479018698,-1.3034761636,-30.0589023119
-10.5881762,-3.2581629,0.8954211,-0.0505329716,-1.3750720851,-31.7099450162
-10.6953575,-3.1057578,0.9919265,-0.0525858573,-1.4309339442,-32.9981512855
-10.6059001,-3.2758869,1.1356366,-0.0529072907,-1.4396805937,-33.1998540016
-10.7000182,-3.1351654,1.2189335,-0.0543890684,-1.4800018151,-34.1296843192
-10.6126701,-3.2826568,1.3810062,-0.0549225477,-1.4945185244,-34.4644478997
-10.7046162,-3.1378557,1.4667419,-0.0561157111,-1.5269861524,-35.2131698818
-10.6085963,-3.2785831,1.6316791,-0.0565895223,-1.5398792096,-35.5104911209
-10.6948728,-3.1316183,1.7250836,-0.0575722025,-1.5666192972,-36.1271327613
-10.5923217,-3.2623084,1.8885892,-0.0579617635,-1.5772197914,-36.3715861919
-10.6710487,-3.1150836,1.9861018,-0.0587351820,-1.5982655805,-36.8569140694
-10.5823386,-3.1955583,2.1729986,-0.0592215663,-1.6115007711,-37.1621250984
-10.5351085,-3.1703747,2.4068554,-0.0599337940,-1.6308814700,-37.6090550478
-10.4885107,-3.1584975,2.5684751,-0.0603050062,-1.6409826681,-37.8419944261
-10.4982440,-2.9118019,-0.0633821,-0.0385862479,-1.0499852002,-24.2132564022
-10.5716467,-2.9296639,0.1397976,-0.0425366099,-1.1574800169,-26.6921480645
-10.6070647,-3.0270515,0.3889389,-0.0457212505,-1.2441384960,-28.6905419201
-10.7104019,-2.8749378,0.4727159,-0.0483844289,-1.3166072650,-30.3617129847
-10.6362924,-3.0562791,0.5451210,-0.0477600099,-1.2996159587,-29.9698837898
-10.6551103,-3.1012886,0.7366083,-0.0498749698,-1.3571669453,-31.2970423011
-10.6467570,-3.0667438,2.2426896,-0.0596616950,-1.6234772798,-37.4383102056
-10.6118247,-3.0318114,2.4429026,-0.0602071510,-1.6383198923,-37.7805892989
-10.6897937,-2.8769529,2.4756478,-0.0604347919,-1.6445143186,-37.9234362959
-10.5820284,-2.9479405,2.6705490,-0.0607223833,-1.6523400781,-38.1039027640
-10.4922944,-2.6600192,-0.3094391,-0.0369556856,-1.0056153447,-23.1900622771
-10.5817427,-2.6778650,-0.1082674,-0.0410330287,-1.1165654923,-25.7486358364
-10.6131875,-2.7831742,0.0682259,-0.0430370816,-1.1710985448,-27.0061990679
-10.6489662,-2.8440712,0.2364195,-0.0452264870,-1.2306752946,-28.3800728329
-10.7221954,-2.6465525,0.1985113,-0.0465899906,-1.2677781142,-29.2356849719
-10.6469282,-2.8169150,2.6929026,-0.0608354398,-1.6554164998,-38.1748468007
-10.6143629,-2.7843497,2.8170504,-0.0610073488,-1.6600943837,-38.2827214662
-10.6007237,-2.7032750,2.9429026,-0.0611521859,-1.6640355997,-38.3736081496
-10.7270549,-2.6518934,2.6985535,-0.0608996683,-1.6571642487,-38.2151508844
-10.4952008,-2.6597015,3.1956998,-0.0612812023,-1.6675463155,-38.4545672540
-10.5609634,-2.4308912,-0.3300985,-0.0399050737,-1.0858722762,-25.0408328013
-10.6208147,-2.4679847,-0.1894013,-0.0421325471,-1.1464849093,-26.4385946244
-10.6541735,-2.5960540,-0.0180708,-0.0436902691,-1.1888726809,-27.4160807642
-10.7152666,-2.3899349,-0.0431770,-0.0453692840,-1.2345610004,-28.4696794204
-10.6605800,-2.5805668,2.9429026,-0.0611431629,-1.6637900721,-38.3679461438
-10.6232608,-2.5432476,3.0581525,-0.0612168856,-1.6657961684,-38.4142078678
-10.5945240,-2.4521658,3.1929026,-0.0612405028,-1.6664388245,-38.4290278832
-10.7334573,-2.4055073,2.9457293,-0.0611062981,-1.6627869292,-38.3448130981
-10.4885107,-2.5419065,3.3094936,-0.0612760293,-1.6674055505,-38.4513211335
-10.4994747,-2.1650467,-0.5634844,-0.0387292780,-1.0538772472,-24.3030092208
-10.6727179,-2.1180934,-0.2789485,-0.0442492365,-1.2040829573,-27.7668383980
-10.6516260,-2.3216128,-0.2202126,-0.0432210958,-1.1761058265,-27.1216698349
-10.6490117,-2.3189984,3.1929026,-0.0611580749,-1.6641958489,-38.3773035880
-10.5668371,-2.1980824,3.4176254,-0.0610429338,-1.6610626999,-38.3050513876
-10.7005850,-2.1420132,3.2121703,-0.0610145972,-1.6602916223,-38.2872698996
-10.4885107,-2.1584975,3.5640095,-0.0609068768,-1.6573603994,-38.2196742306
-10.5301777,-1.9186179,-0.5852152,-0.0411660537,-1.1201852864,-25.8321103498
-10.6151687,-1.9685816,-0.4337553,-0.0431795532,-1.1749753933,-27.0956014028
-10.7103061,-1.8900745,-0.2894825,-0.0458507942,-1.2476635572,-28.7718318383
-10.6241761,-1.9681404,3.4429026,-0.0607434483,-1.6529132851,-38.1171212440
-10.5611220,-1.6841035,-0.5771838,-0.0432768461,-1.1776228697,-27.1566537150
-10.6310072,-1.8009939,-0.4495938,-0.0442707423,-1.2046681589,-27.7803334781
-10.7313916,-1.6536894,-0.3026785,-0.0469818926,-1.2784423114,-29.4816074311
-10.6413475,-1.6108082,-0.4599341,-0.0453040346,-1.2327854732,-28.4287347512
-10.6597893,-1.8297761,3.4429026,-0.0604967142,-1.6461993078,-37.9622931051
-10.5439072,-1.6905422,3.6706735,-0.0600170871,-1.6331479911,-37.6613223148
-10.6419988,-1.6187054,3.5394145,-0.0599945345,-1.6325343029,-37.6471703140
-10.4885107,-1.6156150,3.7686023,-0.0596912317,-1.6242810149,-37.4568447947
-10.5661397,-1.4597425,-0.5836831,-0.0444792749,-1.2103426200,-27.9111897825
-10.6450089,-1.3615406,-0.4635955,-0.0462495272,-1.2585136342,-29.0220407894
-10.5660279,-1.4452587,3.6929026,-0.0593353405,-1.6145967228,-37.2335195065
-10.4885107,-1.4084975,3.8073867,-0.0590201984,-1.6060212696,-37.0357646754
-10.5618361,-1.1871293,-0.5766160,-0.0454065887,-1.2355761132,-28.4930884996
-10.6367712,-1.1061397,-0.4553578,-0.0467410166,-1.2718877421,-29.3304553317
-10.7247449,-1.4015291,3.4466048,-0.0594901530,-1.6188093854,-37.3306659040
-10.5819960,-1.2046293,3.6929026,-0.0585375178,-1.5928868623,-36.7328777664
-10.4885107,-1.2196605,3.8233578,-0.0583392352,-1.5874913202,-36.6084534929
-10.5263280,-0.9203953,-0.5811761,-0.0454775673,-1.2375075374,-28.5376282395
-10.7340567,-1.1571303,-0.3043960,-0.0481226076,-1.3094827457,-30.1974175152
-10.7120554,-0.8880226,-0.2903712,-0.0480503644,-1.3075169064,-30.1520841414
-10.6218979,-0.9084975,-0.4404845,-0.0467944996,-1.2733430879,-29.3640164346
