X,Y,Z,ESP,ESP2,ESP3
-9.5619858,0.1708945,-0.8771379,-0.0276670618,-0.7528590370,-17.3613579445
-9.4932224,0.1998389,-1.0560249,-0.0268332541,-0.7301699769,-16.8381353029
-9.5002586,0.1965317,1.6071190,-0.0303264197,-0.8252238454,-19.0301316178
-9.4485883,0.0948328,1.7386092,-0.0300784117,-0.8184752036,-18.8745040957
-9.3928607,0.1235572,1.8571190,-0.0297676295,-0.8100183918,-18.6794852020
-9.3300785,0.0936154,1.9802498,-0.0294160571,-0.8004516186,-18.4588699663
-9.3323197,0.2041959,-1.3944892,-0.0249140224,-0.6779450268,-15.6337982245
-9.4199123,0.3803700,-1.1904083,-0.0260199961,-0.7080401014,-16.3278077778
-9.5421244,0.4343461,-0.8719883,-0.0275387766,-0.7493682185,-17.2808576836
-9.4761782,0.4599272,-1.0389807,-0.0267430827,-0.7277162875,-16.7815518288
-9.4762649,0.4608994,1.6071190,-0.0301796228,-0.8212292991,-18.9380151064
-9.3986348,0.3873986,1.8049354,-0.0297838613,-0.8104600815,-18.6896708175
-9.3300785,0.2633932,1.9650049,-0.0293967116,-0.7999252030,-18.4467305237
-9.3300785,0.4384937,1.9310978,-0.0293805995,-0.7994867702,-18.4366200142
-9.3977201,0.6089854,-1.1678262,-0.0258929712,-0.7045835772,-16.2480983621
-9.5049197,0.7136548,-0.8518175,-0.0273091789,-0.7431205475,-17.1367828321
-9.4545046,0.6555074,-1.0173071,-0.0266164157,-0.7242695020,-16.7020669933
-9.5716206,0.4058351,1.3588808,-0.0306201900,-0.8332177427,-19.2144754413
-9.5079111,0.7142427,1.4106999,-0.0302598754,-0.8234130838,-18.9883744242
-9.4468161,0.6555074,1.6071190,-0.0299735773,-0.8156225152,-18.8087194790
-9.4357394,0.8797743,-0.9398921,-0.0266184755,-0.7243255523,-16.7033595441
-9.5249516,0.9489692,-0.6119889,-0.0278700566,-0.7583828072,-17.4887392290
-9.4816394,0.9055074,-0.7944419,-0.0272226682,-0.7407664723,-17.0824965184
-9.4838688,0.9055074,1.3571190,-0.0300426044,-0.8175008382,-18.8520346770
-9.4169298,0.8850488,1.5561597,-0.0297437193,-0.8093677622,-18.6644813130
-9.3317246,0.6651073,1.8574365,-0.0293425623,-0.7984517243,-18.4127512670
-9.3357716,0.9288010,-1.1475439,-0.0254082453,-0.6913935141,-15.9439279982
-9.3671351,1.1449230,-0.9178851,-0.0260776734,-0.7096095801,-16.3640008497
-9.4561703,1.0294156,-0.7689728,-0.0270685205,-0.7365719011,-16.9857673184
-9.4413354,1.1555074,-0.6912056,-0.0270827475,-0.7369590368,-16.9946948881
-9.5058750,1.2153262,-0.3500924,-0.0281405505,-0.7657433206,-17.6584768574
-9.4824840,1.1555074,-0.5452865,-0.0276413795,-0.7521601853,-17.3452420262
-9.5079053,1.2157811,0.9080108,-0.0297962359,-0.8107968105,-18.6974359808
-9.5494203,0.9200693,1.1125277,-0.0302937235,-0.8243341370,-19.0096144360
-9.4846029,1.1555074,1.1071190,-0.0298179467,-0.8113875911,-18.7110597187
-9.4302618,1.0963395,1.3571190,-0.0296651600,-0.8072300545,-18.6151845585
-9.4491346,1.1555074,1.2380630,-0.0296826117,-0.8077049390,-18.6261356647
-9.3300785,0.9931679,1.6947796,-0.0292014342,-0.7946114331,-18.3241919654
-9.3300785,1.2762494,-0.8928810,-0.0257864862,-0.7016859729,-16.1812779566
-9.4453430,1.2902429,-0.5081455,-0.0273945998,-0.7454449684,-17.1903853017
-9.4186986,1.4055074,-0.4327638,-0.0272822870,-0.7423887818,-17.1199079003
-9.5582291,1.1611226,-0.1315432,-0.0288649589,-0.7854554755,-18.1130503706
-9.4613280,1.4055074,-0.2038644,-0.0279912609,-0.7616809445,-17.5647961531
-9.4954960,1.4055074,0.1485383,-0.0287576370,-0.7825350970,-18.0457047794
-9.4819139,1.4055074,-0.0447164,-0.0283765074,-0.7721640345,-17.8065421761
-9.4963548,1.4055074,0.3997414,-0.0290939200,-0.7916858223,-18.2567257154
-9.5682919,1.1619378,0.6057125,-0.0298967742,-0.8135325965,-18.7605247644
-9.4765115,1.4055074,0.6620467,-0.0292657080,-0.7963604126,-18.3645244290
-9.4486829,1.4055074,0.8571190,-0.0292611591,-0.7962366300,-18.3616699299
-9.4149242,1.3793341,1.0645484,-0.0292427736,-0.7957363352,-18.3501328467
-9.3300785,1.2714680,1.4730797,-0.0289854192,-0.7887333669,-18.1886404135
-9.3455580,1.4404441,-0.6539294,-0.0263045641,-0.7157835896,-16.5063770234
-9.3935946,1.6315087,0.0700446,-0.0277747253,-0.7557887093,-17.4289178548
-9.4020999,1.6280671,0.3283641,-0.0282078342,-0.7675742031,-17.7006980508
-9.3875963,1.6331776,0.5708272,-0.0283910830,-0.7725606566,-17.8156885065
-9.3300785,1.4978665,1.1994782,-0.0286733483,-0.7802414846,-17.9928127729
-9.3470331,1.6844978,-0.1322048,-0.0270693992,-0.7365958101,-16.9863186750
-9.3300785,1.7688471,0.1659860,-0.0273136489,-0.7432421819,-17.1395877905
-9.3300785,1.7689466,0.4117613,-0.0276472547,-0.7523200593,-17.3489288112
-9.3300785,1.7351419,0.6429535,-0.0279547471,-0.7606873528,-17.5418833628
-9.3331320,1.6642053,0.8620269,-0.0282718282,-0.7693155679,-17.7408549138
-9.0999561,-2.0994759,-0.1592763,-0.0243944577,-0.6638069508,-15.3077661463
-9.1229813,-2.1062754,0.0792730,-0.0249859608,-0.6799025684,-15.6789402491
-9.1294814,-2.1077887,0.3239465,-0.0254099772,-0.6914406417,-15.9450147871
-9.1175382,-2.1043360,0.5809897,-0.0256522047,-0.6980319867,-16.0970149544
-9.0813396,-2.0948184,0.8624062,-0.0256852945,-0.6989324059,-16.1177791348
-9.1271549,-1.8594321,-0.6706554,-0.0240571562,-0.6546285117,-15.0961061147
-9.1874482,-1.8642648,-0.4559844,-0.0250005124,-0.6802985375,-15.6880715223
-9.1891591,-1.9535732,-0.1947711,-0.0253535957,-0.6899064227,-15.9096348239
-9.2928952,-1.7976403,-0.0994133,-0.0265766829,-0.7231883187,-16.6771342903
-9.2072570,-1.9716711,0.0451642,-0.0258871916,-0.7044263049,-16.2444715727
-9.2988866,-1.8247258,0.1286553,-0.0269425515,-0.7331441090,-16.9067204811
-9.2136491,-1.9780632,0.2235484,-0.0261810853,-0.7124235615,-16.4288928611
-9.2120029,-1.9764170,0.4169826,-0.0264533249,-0.7198315770,-16.5997259168
-9.3011690,-1.8258823,0.3781012,-0.0273080124,-0.7430888059,-17.1360508536
-9.2033723,-1.9677864,0.6071190,-0.0266287764,-0.7246058545,-16.7098234725
-9.2880258,-1.8169326,0.6336353,-0.0275302140,-0.7491352206,-17.2754846179
-9.1863225,-1.9507366,0.8009598,-0.0267415504,-0.7276745917,-16.7805902997
-9.2559968,-1.7962228,0.9051668,-0.0276047926,-0.7511646069,-17.3222834207
-9.1650855,-1.8792272,1.0881408,-0.0269571489,-0.7335413258,-16.9158805269
-9.0909595,-1.8476537,1.3727617,-0.0266312123,-0.7246721396,-16.7113520454
-9.1595673,-1.6143966,-0.9427091,-0.0240522415,-0.6544947750,-15.0930220706
-9.2005052,-1.7149194,-0.6972290,-0.0248087625,-0.6750807580,-15.5677465570
-9.3032715,-1.5622243,-0.6143195,-0.0259575318,-0.7063403594,-16.2886107591
-9.2313784,-1.7457925,-0.5441809,-0.0253283811,-0.6892202987,-15.8938124146
-9.2532318,-1.7914137,-0.3528975,-0.0258253789,-0.7027442967,-16.2056835066
-9.2227713,-1.7371854,1.1664471,-0.0276538687,-0.7525000358,-17.3530791724
-9.2084094,-1.6457245,1.3571190,-0.0277786424,-0.7558952992,-17.4313758792
-9.3147390,-1.5852355,1.1126020,-0.0284266100,-0.7735273954,-17.8379820549
-9.1477998,-1.6082502,1.5570691,-0.0274856713,-0.7479231502,-17.2475335849
-9.0800785,-1.5944926,1.7175632,-0.0270508947,-0.7360922791,-16.9747069639
-9.1604639,-1.3655242,-1.1920457,-0.0237016013,-0.6449533686,-14.8729918067
-9.2013355,-1.4657497,-1.0141380,-0.0243648468,-0.6630011977,-15.2891850211
-9.2393304,-1.5288878,-0.8491898,-0.0249987629,-0.6802509326,-15.6869737249
-9.3114551,-1.3307289,-0.8865667,-0.0256230578,-0.6972388605,-16.0787250126
-9.2542498,-1.5186640,1.4004914,-0.0282566725,-0.7689031614,-17.7313445856
-9.1971078,-1.4615219,1.6071190,-0.0279907102,-0.7616659575,-17.5644505444
-9.2504437,-1.2855856,1.6511671,-0.0285265052,-0.7762456813,-17.9006672737
-9.1452483,-1.3577955,1.8071297,-0.0277952067,-0.7563460367,-17.4417701413
-9.0800785,-1.3444926,1.9371117,-0.0273556651,-0.7443855011,-17.1659533818
-9.1318252,-1.1052788,-1.4286225,-0.0230348896,-0.6268112215,-14.4546235691
-9.2058945,-1.1508408,-1.2686970,-0.0240171236,-0.6535391668,-15.0709852020
-9.2406301,-1.2781423,-1.1017743,-0.0246277245,-0.6701544625,-15.4541433784
-9.3075119,-1.0672104,-1.1199644,-0.0252071979,-0.6859227363,-15.8177687480
-9.2017832,-1.1462714,1.8571190,-0.0283336831,-0.7709987246,-17.7796694658
-9.1914121,-0.8696701,-1.4512008,-0.0235776323,-0.6415800028,-14.7952000722
-9.2381703,-1.0025844,-1.3009728,-0.0242634311,-0.6602415352,-15.2255456320
-9.2466366,-1.0110508,1.8571190,-0.0286890645,-0.7806691456,-18.0026748795
-9.1854157,-0.9498299,2.0017818,-0.0283374114,-0.7711001783,-17.7820090458
-9.1440938,-0.8726667,2.1071190,-0.0280975787,-0.7645739973,-17.6315115981
-9.2848830,-0.8238850,1.8804621,-0.0290243416,-0.7897925001,-18.2130646269
-9.0800785,-0.8444926,2.2175237,-0.0276732286,-0.7530268453,-17.3652276995
-9.1163501,-0.6029719,-1.6666615,-0.0224621870,-0.6112271906,-14.0952469455
-9.2038824,-0.6527688,-1.5166849,-0.0235600397,-0.6411012817,-14.7841604921
-9.2618342,-0.7919893,-1.3636624,-0.0243672145,-0.6630656250,-15.2906707496
-9.3059795,-0.5639771,-1.3680342,-0.0247416016,-0.6732532157,-15.5256023905
-9.1966202,-0.6475777,2.1071190,-0.0285196951,-0.7760603705,-17.8963939023
-9.1546428,-0.3699825,-1.6629648,-0.0228330879,-0.6213199189,-14.3279910051
-9.2224845,-0.4868986,-1.5352870,-0.0236761178,-0.6442599286,-14.8570006857
-9.3244114,-0.3313588,-1.3911477,-0.0248492870,-0.6761834869,-15.5931761117
-9.2360149,-0.2987498,-1.5488174,-0.0237837257,-0.6471880872,-14.9245256908
-9.2245272,-0.4889413,2.1071190,-0.0287202816,-0.7815186061,-18.0222639206
-9.2461847,-0.3043927,2.1071190,-0.0288853530,-0.7860104267,-18.1258478617
-9.1606053,-0.1154002,-1.6832209,-0.0228435041,-0.6216033579,-14.3345272685
-9.2444032,-0.0518650,-1.5572057,-0.0238334097,-0.6485400588,-14.9557029252
-9.2594922,-0.0594980,2.1071190,-0.0289802373,-0.7885923586,-18.1853886805
-9.0981649,-0.0928892,2.3522322,-0.0279343664,-0.7601327666,-17.5290942885
-9.1601887,0.1336695,-1.6826752,-0.0228422200,-0.6215684162,-14.3337214948
-9.2406904,0.2011063,-1.5534929,-0.0238134148,-0.6479959703,-14.9431559343
-9.2543659,0.1945064,2.1071190,-0.0289440392,-0.7876073587,-18.1626740214
-9.0960666,0.1556445,2.3518078,-0.0279164951,-0.7596464623,-17.5178798358
-9.1540543,0.3546957,-1.6664279,-0.0228211554,-0.6209952181,-14.3205032188
-9.3186109,0.4144256,-1.3852707,-0.0248099340,-0.6751126357,-15.5684816743
-9.2243808,0.4607842,-1.5371833,-0.0237034974,-0.6450049639,-14.8741816240
-9.2279438,0.4603539,2.1071190,-0.0287581828,-0.7825499502,-18.0460473033
-9.1106477,0.6454183,-1.6627445,-0.0224135912,-0.6099048338,-14.0647526440
-9.2815728,0.6928496,-1.3683520,-0.0245315291,-0.6675368531,-15.3937798155
-9.2036324,0.6555074,-1.5164349,-0.0235560179,-0.6409918433,-14.7816367780
-9.1955040,0.6555074,2.1071190,-0.0285018232,-0.7755740500,-17.8851790750
-9.1953103,0.8797797,-1.4400653,-0.0236334158,-0.6430979476,-14.8302047430
-9.2481410,0.9508412,-1.3109435,-0.0243416993,-0.6623713229,-15.2746597497
-9.2145210,0.9055074,1.9726765,-0.0285450082,-0.7767491732,-17.9122780849
-9.0800785,0.7877576,2.2393692,-0.0276928658,-0.7535612005,-17.3775502332
-9.1244061,1.1421151,-1.4184951,-0.0229829563,-0.6253980447,-14.4220349078
-9.2635887,1.2088158,-1.1091664,-0.0248323388,-0.6757223015,-15.5825409147
-9.2047294,1.1555074,-1.2675319,-0.0240109933,-0.6533723530,-15.0671383806
-9.2795095,0.9338215,1.8345144,-0.0289491951,-0.7877476594,-18.1659094373
-9.1988340,1.1555074,1.8571190,-0.0283019394,-0.7701349357,-17.7597500011
-9.0963543,0.9253216,2.1575588,-0.0277632505,-0.7554764661,-17.4217173495
-9.1517167,1.3850605,-1.1925379,-0.0236124997,-0.6425287929,-14.8170797118
-9.2681594,1.4562848,-0.8608063,-0.0252626942,-0.6874328666,-15.8525932130
-9.2200671,1.4055074,-1.0328696,-0.0245207261,-0.6672428878,-15.3870008074
-9.3085121,1.1698167,1.6160060,-0.0289628402,-0.7881189618,-18.1744718815
-9.2216409,1.4055074,1.6071190,-0.0282125710,-0.7677030984,-17.7036704508
-9.0800785,1.2811122,1.9827239,-0.0274139398,-0.7459712360,-17.2025213332
-9.1496085,1.6337721,-0.9425713,-0.0239484036,-0.6516692005,-15.0278627148
-9.2585461,1.6555074,-0.6117295,-0.0255231779,-0.6945209889,-16.0160493477
-9.2067045,1.6555074,-0.7695070,-0.0247747698,-0.6741557696,-15.5464157966
-9.3112867,1.4188395,1.3639208,-0.0287102576,-0.7812458392,-18.0159737610
-9.2037316,1.6555074,1.3571190,-0.0277266724,-0.7544811238,-17.3987641889
-9.2847939,1.6348246,1.1323324,-0.0281970559,-0.7672809089,-17.6939345196
-9.0800785,1.5553133,1.7569249,-0.0271059614,-0.7375907202,-17.0092618676
-9.0881428,1.4174162,1.8653130,-0.0273372549,-0.7438845343,-17.1544008028
-9.0800785,1.7971026,-0.8928810,-0.0232517076,-0.6327111394,-14.5906790329
-9.2246015,1.7609843,-0.5374040,-0.0252776728,-0.6878404566,-15.8619924700
-9.3105462,1.6671232,-0.3888906,-0.0263500396,-0.7170210420,-16.5349133789
-9.1690268,1.9055074,-0.4324793,-0.0248264592,-0.6755623090,-15.5788513969
-9.2322002,1.9055074,-0.0968919,-0.0259560597,-0.7063003035,-16.2876870468
-9.2051375,1.9055074,-0.2679400,-0.0254330675,-0.6920689620,-15.9595042108
-9.2538852,1.9055074,0.1443235,-0.0265073150,-0.7213007220,-16.6336052363
