StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,PM6_Volume,PM6_E0_gas,PM6_E0_solv,PM6_DeltaE0_sol,PM6_G_gas,PM6_G_solv,PM6_DeltaG_sol,PM6_gas_dip,PM6_solv_dip,PM6_HOMO,PM6_LUMO,PM6_LsoluHsolv,PM6_LsolvHsolu,PM6_SASA,PM6_O_charges,PM6_C_charges,PM6_Most_neg,PM6_Most_pos,PM6_Het_charges
HPYNZHMRTTWQTB-UHFFFAOYSA-N,Cc1cccnc1C,Train,0.38,107.1548,-17,89.811,-326.9355351,-326.9410905,-0.005555366,-326.822844,-326.828582,-0.005738,-320.8069289,-320.8087959,-0.001867024,-320.6683,-320.670173,-0.001873,2.2951,3.2519,-0.25125,-0.0283,0.29097,0.27617,290.56604,0,-1.76998,-0.71722,0.25741,-0.4973,17,13734,14410.5,23552,0.575418994,0.597701149,0.971751412,4,-3.382296723,-75.96862683,72.5863301,1801,-0.042181359,0.015154395,144.99,2.41E-02,1.73E-02,-0.006824096,0.123968,0.116592,-0.007376,2.4832,3.2798,-0.34581,0.00461,0.32388,0.37073,291.710083,0,-1.15505,-0.498982,0.206664,-0.400316
HRPVXLWXLXDGHG-UHFFFAOYSA-N,C=CC(=O)N,Train,0.970115,71.0786,84,59.134,-247.3076421,-247.3200552,-0.012413098,-247.257553,-247.269475,-0.011922,-242.631141,-242.6335662,-0.00242518,-242.568728,-242.571491,-0.002763,3.7913,5.1137,-0.26612,-0.05168,0.26759,0.29104,229.4373322,-0.70667,-0.05753,-0.84546,0.63655,-1.55213,10,9554.5,12905.5,17583,0.483333333,0.635036496,0.868773828,1,13.93697424,0,13.93697424,5392,0.00258475,0.055091545,80.819,-4.46E-02,-5.60E-02,-0.011409881,-0.003009,-0.013025,-0.010016,3.6626,4.9421,-0.38393,-0.003,0.31627,0.40885,229.3830872,-0.661883,0.138117,-0.661883,0.626616,-1.215594
HSFWRNGVRCDJHI-UHFFFAOYSA-N,C#C,Train,0.29,26.0378,-80.8,28.766,-77.3331033,-77.33675331,-0.003650009,-77.325996,-77.32892,-0.002924,-75.85201513,-75.84823003,0.003785098,-75.839422,-75.835682,0.00374,0,0,-0.29654,0.01475,0.33402,0.32146,153.3953247,0,-0.52232,-0.26116,0.26116,0,4,5938,9251.5,9316.5,0.642095255,0.647058824,1,3,22.68770041,-27.38102452,50.06872493,1152,-0.02376825,0.001658809,32.125,9.06E-02,8.97E-02,-0.0008785,0.097832,0.096786,-0.001046,0,0,-0.4258,0.06007,0.37934,0.45072,152.8715973,0,-0.398914,-0.199457,0.199457,0
HUTDUHSNJYTCAR-UHFFFAOYSA-N,COc1ccc(cc1)C(C1CC1)(c1cncnc1)O,Train,-2.6,256.3036,110.5,212.178,-841.1495712,-841.1626727,-0.013101498,-840.909882,-840.922872,-0.01299,-825.485812,-825.4971049,-0.011292885,-825.197314,-825.208685,-0.011371,5.6084,7.2692,-0.23739,-0.04688,0.27239,0.26231,480.0740051,-1.33174,-1.89823,-0.78274,0.52069,-2.33652,35,24702.5,31923.5,38524.5,0.503472222,0.663002162,0.68488535,6,68.66114797,-147.0047757,215.6659236,5426,0.031932274,0.006528043,276.295,-3.16E-03,-1.77E-02,-0.014533693,0.210943,0.195654,-0.015289,5.5537,6.6284,-0.33663,-0.01857,0.3007,0.36155,481.1494751,-0.999861,-1.071276,-0.602672,0.417923,-1.818456
HWHLPVGTWGOCJO-UHFFFAOYSA-N,c1ccc(cc1)C(CCN1CCCCC1)(C1CCCCC1)O,Train,-1.815,301.471,114.5,273.607,-910.7888774,-910.7965099,-0.007632541,-910.357471,-910.365765,-0.008294,-893.8390568,-893.8451994,-0.006142651,-893.313927,-893.320204,-0.006277,2.002,2.8411,-0.20603,-0.01987,0.2994,0.23095,563.4611206,-0.79353,-6.37285,-0.79353,0.50737,-1.35655,53,33960,38017,42156,0.638154449,0.686146116,0.959344176,6,-8.771779836,-75.33432812,66.56254829,1592,0.02498447,0.00351114,405.769,-9.84E-02,-0.107686652,-0.009289367,0.293252,0.283566,-0.009686,2.6075,3.6421,-0.31867,0.0114,0.33067,0.34359,560.5357666,-0.621208,-3.535635,-0.621208,0.339617,-0.976444
HWWYDZCSSYKIAD-UHFFFAOYSA-N,Cc1cc(C)cnc1,Train,0.38,107.1548,-9,100.664,-326.9333225,-326.9393564,-0.006033838,-326.819946,-326.82608,-0.006134,-320.8063749,-320.8086799,-0.002304977,-320.668024,-320.670229,-0.002205,2.6709,3.6535,-0.25066,-0.02856,0.29071,0.27558,295.6008911,0,-1.7488,-0.70502,0.25726,-0.48939,17,11786.5,17432,23684.5,0.520202023,0.668976634,0.782828283,6,-22.55207067,-86.38635401,63.83428333,1905,-0.045347167,0.016233242,161.47,2.36E-02,1.67E-02,-0.006885036,0.120644,0.111913,-0.008731,3.0145,3.8242,-0.34606,0.00435,0.32362,0.37098,295.9997864,0,-1.286085,-0.501262,0.178332,-0.304408
HYBBIBNJHNGZAN-UHFFFAOYSA-N,c1cc(C=O)oc1,Train,-0.1,96.0854,-36.83335,87.441,-343.3641431,-343.3723109,-0.008167731,-343.31408,-343.322262,-0.008182,-336.9788128,-336.976163,0.002649809,-336.916704,-336.91419,0.002514,3.901,5.3145,-0.26051,-0.07881,0.24046,0.28543,251.094162,-1.05587,0.07093,-0.61046,0.35006,-1.05587,11,10028.5,13616.5,19845.5,0.475409836,0.608391608,0.769732774,3,6.24530591,-105.4106841,111.6559901,2871,0.037703113,0.010470555,90.98,-5.21E-02,-5.88E-02,-0.006691123,-0.008089,-0.015298,-0.007209,3.1875,4.3383,-0.36751,-0.03011,0.28916,0.39243,252.1299438,-0.733243,0.035238,-0.516509,0.433485,-0.733243
HYJSGOXICXYZGS-UHFFFAOYSA-N,c1cc(c2c(c1)sc(=O)n2CC(=O)O)Cl,Train,-2.61,243.6643,193,174.636,-1485.427821,-1485.444886,-0.01706499,-1485.32779,-1485.344975,-0.017185,-1463.162832,-1463.172209,-0.00937674,-1463.039995,-1463.048111,-0.008116,6.7282,8.9066,-0.2595,-0.057,0.26227,0.28442,381.9944153,-1.96913,0.0873,-0.7078,0.81333,-2.04284,21,19431,21615,33641,0.570948733,0.750321968,0.928345279,3,108.650064,-186.6533228,295.3033868,7340,0.040232069,0.015576461,137.299,-0.162890329,-0.178463945,-0.015573617,-0.074453,-0.090683,-0.01623,6.0033,8.0507,-0.35442,-0.04506,0.27421,0.37934,379.1210632,-1.532269,0.551368,-0.52878,0.671103,-1.907093
HYVMOJOTZLNZPF-UHFFFAOYSA-N,C1CS(=O)(=O)c2cc(sc2C1=O)S(=O)(=O)N,Train,-3.671,281.316,266,181.939,-1896.274915,-1896.301444,-0.0265285,-1896.169182,-1896.196787,-0.027605,-1867.625367,-1867.663403,-0.03803552,-1867.497505,-1867.536325,-0.03882,4.7911,6.8553,-0.29527,-0.1245,0.19477,0.32019,423.7268982,-4.38425,-2.04026,-1.11863,2.31191,-0.38984,23,19661,26213,34325,0.540423608,0.769007211,0.76943331,5,111.9637144,-258.8225875,370.7863019,7390,0.049920306,0.018929643,168.745,-0.24977984,-0.292991776,-0.043211936,-0.156878,-0.201059,-0.044181,5.1133,9.1864,-0.37794,-0.08214,0.23713,0.40286,424.528656,-4.51935,-2.111101,-1.008348,2.642608,0.480094
IAIWVQXQOWNYOU-UHFFFAOYSA-N,c1cc([N+](=O)[O-])oc1C=NNC(=O)N,Train,-2.92,198.1378,240,111.339,-752.0476382,-752.0703296,-0.022691434,-751.951712,-751.974601,-0.022889,-738.0090469,-738.0163395,-0.007292531,-737.892084,-737.899853,-0.007769,4.6601,6.4576,-0.25156,-0.12137,0.1979,0.27648,387.242157,-2.00519,0.95293,-0.87329,0.79405,-3.10673,20,11393.5,22532,34997,0.300341297,0.530247248,0.560509554,3,161.1096025,-245.722802,406.8324045,8848,0.045980154,0.019373652,143.793,-2.29E-02,-4.16E-02,-0.018649738,0.061213,0.04101,-0.020203,4.894,6.4668,-0.35854,-0.06428,0.25499,0.38346,390.9050598,-1.809706,0.328998,-0.615873,0.889293,-1.856856
IDCPFAYURAQKDZ-UHFFFAOYSA-N,C(=N)(N)N[N+](=O)[O-],Train,-1.37,104.0682,239,70.545,-409.8571367,-409.875123,-0.017986366,-409.811321,-409.82991,-0.018589,-402.1476469,-402.1589558,-0.011308889,-402.092478,-402.104765,-0.012287,4.9332,6.6867,-0.26698,-0.0903,0.22897,0.2919,245.2675476,-0.84821,0.56922,-0.86893,0.62833,-2.34483,11,9805,13172.5,19566.5,0.462365591,0.601398601,0.769313262,3,66.77928157,-156.1518767,222.9311583,3523,0.063278785,0.03276135,72.037,3.31E-02,1.81E-02,-0.014984945,0.070068,0.055245,-0.014823,4.4498,6.334,-0.37537,-0.04148,0.27779,0.40029,247.397522,-1.008664,0.567432,-0.657739,0.990816,-1.796098
IFEKQNAXDMZERW-UHFFFAOYSA-N,O=C(O)C(N)Cc1n[nH]c2c1cccc2,Train,-1.407,205.2158,240,144.466,-702.4205155,-702.4401399,-0.019624463,-702.253266,-702.273113,-0.019847,-689.332565,-689.3451257,-0.012560704,-689.130219,-689.143107,-0.012888,6.4539,8.2136,-0.24501,-0.05989,0.25938,0.26993,398.8522644,-1.41291,-0.6283,-0.92083,0.81084,-3.04542,26,16236.5,25252.5,35538.5,0.445725793,0.634472064,0.765639903,4,58.83782342,-199.051476,257.8892994,6138,0.03862738,0.018969232,207.886,-5.11E-02,-6.96E-02,-0.018532372,0.097263,0.077922,-0.019341,5.4972,7.0562,-0.3384,-0.02533,0.29394,0.36332,402.665802,-1.091642,-0.353985,-0.549125,0.606679,-2.038782
IGEMDIAQXSOCKX-UHFFFAOYSA-N,c1cc(ccc1O)S(=O)(=O)c1cc(sc1)S(=O)(=O)N,Train,-3.027,319.3648,193,186.598,-2011.795915,-2011.823611,-0.02769602,-2011.656357,-2011.683919,-0.027562,-1980.969356,-1981.006502,-0.03714575,-1980.804884,-1980.841189,-0.036305,1.9811,2.2948,-0.2604,-0.07888,0.24039,0.28532,492.1851501,-4.57257,-2.52889,-1.11859,2.30924,-0.59769,28,24293.5,35778.5,35921,0.548172757,0.625619092,0.849673109,5,50.83940942,-288.7718055,339.611215,4797,0.05130743,0.023945366,196.104,-0.223084571,-0.265002099,-0.041917528,-0.100848,-0.141611,-0.040763,2.2013,4.7323,-0.36376,-0.05096,0.26831,0.38868,489.0541077,-4.541259,-2.231738,-1.02625,2.63784,0.231291
IIZIPXWXNPFUOU-UHFFFAOYSA-N,CCN(CCO)C(=O)COC(=O)c1ccccc1,Train,-1.367,251.2816,79,218.939,-861.3167951,-861.3364785,-0.019683352,-861.075105,-861.093696,-0.018591,-845.2572413,-845.2640784,-0.006837129,-844.962772,-844.97281,-0.010038,5.1584,7.6346,-0.25691,-0.05916,0.26011,0.28183,489.1829224,-2.72317,-1.37702,-0.82918,0.82508,-3.19745,35,21502.5,35916,36708,0.517775496,0.589923466,0.964413599,3,-24.15926732,-315.384722,291.2254547,6307,0.039743932,0.011584102,249.788,-0.245722567,-0.264234441,-0.018511874,-0.031922,-0.053343,-0.021421,4.2515,6.4336,-0.35596,-0.02718,0.29209,0.38088,477.2663574,-2.243942,-0.397748,-0.641171,0.657159,-2.608947
IKECULIHBUCAKR-UHFFFAOYSA-N,CC(C)C(C)(C)O,Test,-0.41,102.176,-14,108.389,-312.3084182,-312.3136556,-0.005237376,-312.147731,-312.153543,-0.005812,-306.4510021,-306.4522868,-0.001284779,-306.251983,-306.253264,-0.001281,1.6894,2.3347,-0.27112,-0.00137,0.3179,0.29604,293.6345825,-0.80773,-2.81991,-0.80773,0.50414,-0.80773,21,16839,18297,20694,0.901089904,0.9354838,0.946499559,4,-7.276135799,-54.97285077,47.69671497,1263,-0.043525614,0.014293592,173.392,-0.131553773,-0.137252562,-0.005698789,0.006616,0.000308,-0.006308,1.94,2.4814,-0.37473,0.10817,0.42744,0.39965,292.2418823,-0.641848,-1.756589,-0.641848,0.431918,-0.641848
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,Cc1cc(ccc1N(C)C)OC(=O)NC,Test,-2.36,208.2596,93.5,157.895,-688.7890558,-688.8021436,-0.013087793,-688.572602,-688.585455,-0.012853,-675.9312355,-675.9330936,-0.001858104,-675.664725,-675.666772,-0.002047,2.1334,2.6258,-0.2065,-0.01076,0.30851,0.23142,449.6387634,-1.27508,-1.60665,-0.7098,0.93103,-2.4868,31,18790.5,31349.5,35417.5,0.481494267,0.593959732,0.841792785,5,-89.17554487,-194.6103368,105.434792,2817,-0.056680307,0.021357897,260.204,-0.104254415,-0.118222721,-0.013968305,0.084363,0.069776,-0.014587,3.3494,3.763,-0.31585,0.00888,0.32815,0.34077,448.9168701,-1.06165,-1.040755,-0.605734,0.709002,-1.755533
IMMLSOUHQHJKTL-UHFFFAOYSA-N,CC(C(=O)OC)NC(=O)COC(=O)CC1=CC=CC=CC1NC1=C(CC=CC=C1Cl)Cl,Train,-1.45272,467.348,481,257.235,-2258.796899,-2258.817726,-0.02082714,-2258.432108,-2258.452787,-0.020679,-2222.593724,-2222.599464,-0.00574018,-2222.14429,-2222.150223,-0.005933,4.5281,5.9812,-0.21969,-0.06477,0.2545,0.24461,699.114624,-3.0958,-2.17309,-0.70042,0.85012,-4.45042,55,39993.5,48568,56710.5,0.664413776,0.74444361,0.938432801,13,-51.41643623,-284.8575586,233.4411224,3562,0.029557684,0.005717454,476.132,-0.257494559,-0.28257721,-0.025082651,0.075851,0.052168,-0.023683,2.8952,4.9067,-0.32031,-0.01843,0.30084,0.34523,623.1038818,-2.610039,-0.714724,-0.606629,0.706061,-3.742849
IMPKVMRTXBRHRB-UHFFFAOYSA-N,C1C(C(C(C(C1O)O)O)O)O,Train,-0.17,164.1578,236,103.807,-611.972254,-611.9901768,-0.017922736,-611.815427,-611.834397,-0.01897,-600.625444,-600.6478565,-0.022412583,-600.438336,-600.460298,-0.021962,3.369,4.8574,-0.28025,-0.02437,0.2949,0.30517,320.2976379,-3.98028,-0.33492,-0.80196,0.52405,-3.98028,23,18039,20462.5,23573,0.842298275,0.883985825,0.924999974,8,93.18003778,-134.9354775,228.1155153,3843,0.056019112,0.02367551,162.793,-0.382900603,-0.399022852,-0.016122248,-0.251611,-0.270004,-0.018393,3.3769,4.7599,-0.39258,0.04537,0.36464,0.4175,321.2199707,-2.868689,-0.01117,-0.582317,0.35185,-2.868689
IMWQMZMZPWIQBE-UHFFFAOYSA-N,CC(=NNC(=O)N)C=NNC(=O)N,Test,-1.948,186.173,255,135.358,-675.5174114,-675.5418419,-0.024430462,-675.381884,-675.406638,-0.024754,-662.8435534,-662.8556839,-0.012130525,-662.677766,-662.691666,-0.0139,6.9524,9.8764,-0.23036,-0.07286,0.24641,0.25528,396.4159546,-1.43419,1.011,-0.88431,0.79399,-4.67893,23,15470.5,22169.5,35434,0.36013986,0.539267016,0.64895764,6,5.024261952,-239.6610596,244.6853215,3150,-0.056928497,0.025579712,173.883,-5.41E-02,-7.75E-02,-0.023376391,0.061915,0.036239,-0.025676,2.7089,5.8552,-0.33026,-0.0207,0.29857,0.35518,406.8794861,-1.270385,0.865208,-0.646691,0.697857,-3.425984
INWLQCZOYSRPNW-UHFFFAOYSA-N,Cc1cccc(C)c1NC(=O)C1CCCCN1C,Train,-1.55,246.3516,150.25,236.531,-769.6173595,-769.6287035,-0.011344045,-769.31238,-769.324601,-0.012221,-755.2555321,-755.2602245,-0.004692417,-754.886158,-754.88923,-0.003072,2.6391,4.258,-0.20839,-0.01914,0.30013,0.23331,476.7664795,-0.68837,-3.66773,-0.7045,0.68495,-1.9016,40,23280.5,30620,42593,0.513678963,0.717626283,0.813632574,7,-16.61841236,-148.4034959,131.7850836,2927,0.038181302,0.017444566,293.888,-6.92E-02,-8.49E-02,-0.015757844,0.206178,0.189568,-0.01661,2.5469,3.9814,-0.31539,0.00978,0.32905,0.34031,476.9368286,-0.627128,-2.176294,-0.627128,0.564361,-1.399775
IPEHBUMCGVEMRF-UHFFFAOYSA-N,c1cnc(cn1)C(=O)N,Train,-0.74,123.114,190,85.551,-433.0460413,-433.0582372,-0.01219598,-432.974322,-432.986697,-0.012375,-424.9412776,-424.9497623,-0.008484776,-424.856067,-424.864999,-0.008932,4.0771,5.5678,-0.26488,-0.08645,0.23282,0.2898,281.4981995,-0.68459,0.72721,-0.8364,0.64444,-2.39404,14,11181.5,15529,23828.5,0.412322275,0.550632911,0.808612453,6,20.37939856,-131.9729907,152.3523893,2234,0.036733,0.009746362,109.888,9.97E-03,-3.00E-03,-0.012972034,0.071104,0.059586,-0.011518,4.0594,5.605,-0.3799,-0.0487,0.27057,0.40482,284.7703552,-0.631917,0.460214,-0.631917,0.611356,-1.657388
IQUPABOKLQSFBK-UHFFFAOYSA-N,c1ccc(c(c1)[N+](=O)[O-])O,Train,-1.74,139.1104,44.8,101.466,-511.9990215,-512.0070077,-0.00798616,-511.923789,-511.932185,-0.008396,-502.4414143,-502.4425408,-0.0011265,-502.350666,-502.352356,-0.00169,4.0468,5.4221,-0.26314,-0.11654,0.20273,0.28806,288.7661743,-1.54934,-0.56906,-0.69224,0.53599,-1.05013,15,12336.5,14605,25094,0.43718593,0.520710059,0.828733487,6,29.90494072,-108.8966295,138.8015702,3495,0.035730574,0.00855619,106.597,-4.90E-02,-5.73E-02,-0.008278074,0.018147,0.008596,-0.009551,4.3039,5.7331,-0.36632,-0.0565,0.26277,0.39124,290.7076416,-1.521362,-0.482713,-0.571018,0.899358,-0.622004
IRCMYGHHKLLGHV-UHFFFAOYSA-N,CCOC1C(C)(C)c2cc(ccc2O1)OS(=O)(=O)C,Train,-3.42,286.3422,71,227.918,-1280.498187,-1280.513765,-0.01557867,-1280.248266,-1280.264206,-0.01594,-1258.828028,-1258.843314,-0.01528533,-1258.521547,-1258.535894,-0.014347,2.8358,4.2971,-0.22833,-0.02298,0.29629,0.25325,524.5583496,-3.79654,-3.1096,-0.94906,2.3323,-1.46424,37,24810,38463.5,39580,0.559715928,0.609696785,0.915973734,5,-86.25721602,-264.5117402,178.2545242,5897,-0.044855306,0.014990201,285.983,-0.32021707,-0.346336713,-0.026119643,-0.101081,-0.127887,-0.026806,5.5793,8.3078,-0.3201,-0.00986,0.30941,0.34502,512.619751,-3.56415,-2.30329,-0.992048,2.587222,-0.976928
ISEUFVQQFVOBCY-UHFFFAOYSA-N,CC(C)Nc1nc(NC(C)C)nc(n1)OC,Train,-2.48,225.293,91.5,162.249,-741.5696764,-741.5811707,-0.011494254,-741.314832,-741.326449,-0.011617,-727.7201348,-727.7293369,-0.009202118,-727.410297,-727.420578,-0.010281,2.0962,3.1321,-0.23384,-0.00087,0.3184,0.25876,491.2127075,-0.5423,-1.27405,-0.69126,0.75942,-3.73101,35,22133.5,32572,38935,0.483182901,0.668278971,0.889626731,7,-85.34569604,-168.5927699,83.24707391,3681,-0.042490908,0.017164863,292.606,-4.34E-02,-6.17E-02,-0.018334148,0.179749,0.159776,-0.019973,2.3053,3.3575,-0.33942,0.01551,0.33478,0.36434,498.087616,-0.349857,-0.196816,-0.711347,0.610055,-3.240451
ISMYLNZMKJLINI-UHFFFAOYSA-N,CCn1c2cccnc2n(CC)c2c(cccn2)c1=O,Train,-2.86,268.3176,102.5,208.856,-875.5044628,-875.5145441,-0.010081364,-875.254418,-875.26548,-0.011062,-859.1862889,-859.18967,-0.003381106,-858.887585,-858.891364,-0.003779,2.4453,3.9515,-0.21913,-0.05707,0.2622,0.24405,480.7107239,-0.67019,-1.39772,-0.70258,0.69948,-2.61879,36,26462,29064.5,42447.5,0.562059545,0.644389296,0.872656497,4,13.21469725,-136.7527553,149.9674526,3954,0.031217985,0.007717163,285.314,4.69E-02,3.18E-02,-0.01503236,0.271963,0.256039,-0.015924,2.8406,4.5088,-0.32142,-0.02916,0.29011,0.34634,485.464386,-0.62139,-0.525585,-0.62139,0.657058,-2.154366
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,c1ccc(cc1)O,Test,0,94.1128,41.5,64.02,-307.4803107,-307.4874546,-0.007143886,-307.404842,-307.412166,-0.007324,-301.7306369,-301.7331852,-0.002548351,-301.639584,-301.642289,-0.002705,1.4174,1.8713,-0.23205,-0.01773,0.30154,0.25697,257.9651184,-0.7281,-1.0602,-0.7281,0.52426,-0.7281,13,11215,13430.5,21260.5,0.47027027,0.554140127,0.991783149,4,21.83714052,-66.24592022,88.08306074,2291,-0.028915722,0.007641119,118.526,-3.33E-02,-3.89E-02,-0.005630531,0.033447,0.027222,-0.006225,1.3597,1.7614,-0.33438,0.00465,0.32392,0.3593,258.5018921,-0.5057,-0.669716,-0.5057,0.347754,-0.5057
ITEQSCBLCCNACE-UHFFFAOYSA-N,CC1(C)CC(=O)C=C(C1)OC(=O)N(C)C,Train,-0.85,211.2602,45.5,186.267,-709.8709421,-709.8853137,-0.014371685,-709.644609,-709.659444,-0.014835,-696.6422436,-696.6412082,0.001035483,-696.362473,-696.363135,-0.000662,5.7091,8.2749,-0.24765,-0.05754,0.26173,0.27257,443.2851563,-1.88437,-1.94366,-0.69378,0.93555,-2.37751,32,20848,30350,33926,0.572783601,0.730814659,0.875841523,4,25.80164982,-205.7288479,231.5304978,6520,0.034101819,0.007270105,244.45,-0.21486909,-0.230762682,-0.015893592,-0.01334,-0.03111,-0.01777,5.5121,8.0693,-0.36257,-0.00651,0.31276,0.38749,441.1980591,-1.663164,-1.131279,-0.617964,0.689511,-1.940859
IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(cc1)O,Train,-0.7,108.1396,33,96.809,-346.7979722,-346.8050195,-0.007047329,-346.698379,-346.705711,-0.007332,-340.3142921,-340.3163097,-0.002017577,-340.191237,-340.19351,-0.002273,1.4384,1.9119,-0.2231,-0.01643,0.30284,0.24802,289.1115417,-0.73137,-1.53791,-0.73137,0.52333,-0.73137,16,11752.5,16503.5,23875.5,0.504551145,0.667364008,0.764705882,3,-4.397343759,-77.1629443,72.76560055,2540,-0.030379112,0.008498394,121.699,-4.76E-02,-5.37E-02,-0.006144247,0.040619,0.033457,-0.007162,1.6454,2.1008,-0.32229,0.00612,0.32539,0.34721,288.9987793,-0.509373,-1.015174,-0.509373,0.346044,-0.509373
IWYDHOAUDWTVEP-UHFFFAOYSA-N,c1ccc(cc1)C(C(=O)O)O,Train,0.050732,152.1494,120,127.033,-535.3626568,-535.3772677,-0.014610884,-535.251672,-535.266583,-0.014911,-525.3789618,-525.3868519,-0.007890095,-525.243567,-525.251617,-0.00805,5.2811,6.6835,-0.27061,-0.04323,0.27604,0.29553,330.9116211,-2.15422,-0.47694,-0.79839,0.81109,-2.15422,19,16348,21821.5,24760.5,0.632255379,0.673062607,0.969491487,2,43.33587875,-172.6812585,216.0171372,5886,0.036700159,0.016578484,130.671,-0.167727026,-0.181856462,-0.014129437,-0.070779,-0.08451,-0.013731,4.9029,5.7931,-0.37573,-0.01953,0.29974,0.40065,329.9107361,-1.595151,-0.141745,-0.549971,0.61215,-1.595151
IYXGSMUGOJNHAZ-UHFFFAOYSA-N,CCOC(=O)CC(=O)OCC,Train,-0.82,160.1694,-50,132.369,-574.917411,-574.9286681,-0.011257147,-574.768057,-574.780192,-0.012135,-564.2115714,-564.2119179,-0.000346436,-564.023867,-564.025081,-0.001214,2.5854,3.7765,-0.28614,-0.01019,0.30908,0.31106,386.0081177,-2.3991,-0.66927,-0.71969,0.84123,-2.3991,23,14323.5,27984.5,28111,0.464988435,0.488273219,0.952381015,5,-53.27077075,-174.5254949,121.2547242,3528,-0.049468678,0.015172777,175.791,-0.307988533,-0.320846973,-0.012858441,-0.179542,-0.194701,-0.015159,2.1402,3.4231,-0.4097,0.01144,0.33071,0.43462,383.681366,-2.040263,-0.100316,-0.565995,0.700841,-2.040263
JFCQEDHGNNZCLN-UHFFFAOYSA-N,C(CC(=O)O)CC(=O)O,Train,1,132.1158,96.5,105.949,-496.2829763,-496.3075709,-0.024594666,-496.186099,-496.210739,-0.02464,-487.0313883,-487.048662,-0.017273686,-486.910463,-486.927229,-0.016766,2.6153,2.4572,-0.29596,-0.03042,0.28885,0.32088,307.7828979,-2.73047,0.01768,-0.72871,0.83218,-2.73047,17,14033,18964.5,22519.5,0.66035863,0.699110995,0.943204828,3,137.4134489,-203.5447702,340.9582191,6441,0.052935603,0.023097142,123.624,-0.296694983,-0.320988812,-0.024293829,-0.21574,-0.241217,-0.025477,4.4708,7.9601,-0.41291,0.00561,0.32488,0.43783,309.2229614,-2.1912,0.312733,-0.553722,0.696628,-2.1912
JFNWFXVFBDDWCX-UHFFFAOYSA-N,Cc1c(C)noc1N(C(=O)C)S(=O)(=O)c1ccc(cc1)N,Train,-3.59,309.3392,193.5,220.448,-1367.696229,-1367.719343,-0.02311425,-1367.472417,-1367.496917,-0.0245,-1344.370782,-1344.388503,-0.01772119,-1344.098101,-1344.118274,-0.020173,3.4138,5.0714,-0.23405,-0.05591,0.26336,0.25897,516.9658813,-2.84334,-2.08919,-0.94865,2.30453,-2.27733,36,23543.5,35585,42928.5,0.554391938,0.576551078,0.944861322,4,-74.22619135,-372.7568812,298.5306899,7651,-0.048720021,0.015862217,270.099,-0.160084892,-0.187575828,-0.027490936,0.040755,0.007698,-0.033057,4.5182,7.0564,-0.33826,-0.01537,0.3039,0.36318,515.9394531,-2.676987,-1.473716,-0.981463,2.615959,-1.522981
JFSPBVWPKOEZCB-UHFFFAOYSA-N,Cc1c(cco1)C(=O)Nc1ccccc1,Train,-3.3,201.2244,109.5,160.945,-669.1264338,-669.1374003,-0.010966552,-668.961706,-668.973388,-0.011682,-656.6549035,-656.6543637,0.000539839,-656.454579,-656.454672,-9.30E-05,3.0738,4.6312,-0.22776,-0.04248,0.27679,0.25268,415.3181763,-1.14145,-1.2921,-0.73733,0.68122,-1.75544,26,14825,23663.5,38129,0.384289537,0.600911338,0.611232894,3,18.55729836,-134.9334632,153.4907616,3860,0.039675659,0.016602225,228.656,-5.76E-02,-6.82E-02,-0.010567219,0.089617,0.078468,-0.011149,2.8607,4.2815,-0.32146,-0.00928,0.30999,0.34638,418.2290955,-0.879008,-0.763741,-0.617249,0.682329,-1.36178
JHIVVAPYMSGYDF-UHFFFAOYSA-N,C1CCC(=O)CC1,Train,-0.6,98.1444,-31,69.474,-309.9037347,-309.9113499,-0.007615243,-309.782891,-309.790648,-0.007757,-304.129579,-304.1300913,-0.000512255,-303.978913,-303.979629,-0.000716,3.5207,4.6376,-0.24778,-0.03083,0.28844,0.2727,275.7168884,-0.62239,-1.92061,-0.62239,0.60783,-0.62239,17,15253,15790,20415,0.78266562,0.801282051,1,2,1.021320858,-111.9164547,112.9377756,4338,0.025992203,0.004727955,139.969,-9.51E-02,-0.103172766,-0.008067166,0.014191,0.005432,-0.008759,3.6381,4.6865,-0.36377,0.02826,0.34753,0.38869,277.125,-0.599064,-0.968779,-0.599064,0.621093,-0.599064
