StdInChIKey,SMILES,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
SLKHRJWWFSTBJC-AXTSPUMRSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)c2ccccc2[C@@H]1Cl,-0.282011262,269.986,133,200.197,-0.038999139,-0.041646738,-0.002647599,0.067139,0.065925,-0.001214,3.0888,1.7424,-0.37006,0.15158,-0.02874,0.21115,394.0672607,0,-0.770417,-0.166768,0.194654,-0.636891,22
SLSUKCXXFCZYMJ-UHFFFAOYSA-N,CSCC12CSCC(C1)C(=CC2=O)C,0.233182798,228.379,75,236.423,-0.068785792,-0.076311207,-0.007525415,0.118301,0.110395,-0.007906,3.9418,4.7585,-0.31502,0.18004,-0.00028,0.15611,407.4566345,-0.550591,-2.067439,-0.550591,0.589896,-0.742491,30
SMNDYUVBFMFKNZ-UHFFFAOYSA-N,OC(=O)c1occc1,-0.97019916,112.085,132,101.392,-0.138481369,-0.14315744,-0.004676071,-0.093187,-0.098122,-0.004935,5.1858,5.8967,-0.3827,0.14614,-0.03418,0.22379,264.3293152,-1.206806,0.294743,-0.510864,0.670787,-1.206806,12
SODJJEXAWOSSON-UHFFFAOYSA-N,COc1ccc(c(O)c1)C(=O)c2ccc(OC)cc2O,-0.779675607,274.273,137,282.783,-0.27223781,-0.277457123,-0.005219313,-0.076461,-0.082739,-0.006278,2.3767,2.889,-0.33738,0.14817,-0.03215,0.17847,493.0625,-2.359913,-0.46437,-0.665114,0.678085,-2.359913,34
SSXZWAYXQSKEMV-UHFFFAOYSA-N,Cc1ccc(cc1)C(=O)C=Cc2ccccc2,0.34222424,222.287,75,238.423,0.033012915,0.028948637,-0.004064279,0.22301,0.216547,-0.006463,3.5849,4.1122,-0.34845,0.15352,-0.0268,0.18954,480.8329163,-0.529709,-1.751053,-0.529709,0.57798,-0.529709,31
STABAPSYCQFWOK-UHFFFAOYSA-N,OOC(=O)c1ccc(Cl)cc1,-0.908580662,172.568,110,101.479,-0.063793719,-0.0672577,-0.00346398,-0.00087,-0.004909,-0.004039,1.9341,2.2901,-0.37578,0.13237,-0.04795,0.21687,332.9232178,-0.930447,-0.003981,-0.484093,0.578652,-1.009055,16
STAOMSFSFGPGFQ-CMDGGOBGSA-N,CC\C(=C/C(O)=O)c1ccccc1,0.344821243,176.215,91,241.452,-0.10681591,-0.110502648,-0.003686738,0.039993,0.03573,-0.004263,2.9468,3.3489,-0.36079,0.16024,-0.02008,0.20188,392.3540649,-1.108873,-1.039085,-0.566834,0.697657,-1.108873,25
STAOMSFSFGPGFQ-HJWRWDBZSA-N,CC\C(=C\C(O)=O)c1ccccc1,0.028899692,176.215,91,225.457,-0.103665611,-0.107809301,-0.00414369,0.043187,0.038407,-0.00478,2.6847,3.2388,-0.35275,0.16534,-0.01498,0.19384,391.2698059,-1.098046,-1.008165,-0.553717,0.693474,-1.098046,25
SWJPEBQEEAHIGZ-UHFFFAOYSA-N,Brc1ccc(Br)cc1,0.494044405,235.906,87,82.514,0.045136851,0.04359045,-0.001546401,0.0863,0.084537,-0.001763,0,0,-0.35638,0.1578,-0.02252,0.19747,305.4840088,0,-0.524572,-0.141217,0.178041,-0.18758,12
SXWIAEOZZQADEY-UHFFFAOYSA-N,c1ccc(cc1)c2cc(cc(c2)c3ccccc3)c4ccccc4,-0.286505123,306.407,173,373.703,0.149271882,0.146818949,-0.002452933,0.4203,0.417531,-0.002769,0,0.0026,-0.3356,0.17366,-0.00666,0.17669,601.6435547,0,-2.792235,-0.216982,0.168297,0,42
SYBUTYMIJPIFDK-UHFFFAOYSA-N,CCCCC(CCCC)(CCCC)C(=O)NO,-1.119177956,243.39,133.5,341.133,-0.185772745,-0.18967903,-0.003906285,0.141082,0.137276,-0.003806,3.4251,3.8357,-0.3448,0.19562,0.0153,0.18589,543.8622437,-0.939024,-3.252287,-0.54445,0.511792,-1.226158,46
SZPCSERRBCRIJE-UHFFFAOYSA-N,c1ccc2c(c1)c3c4cccc5cccc(c45)c6c7ccccc7c8c9cccc%10cccc(c9%10)c2c8c36,-1.408933126,476.577,410,460.08,0.284626607,0.281035582,-0.003591026,0.663769,0.659793,-0.003976,0.0001,0.0001,-0.27196,0.10605,-0.07427,0.11305,689.9014893,0,-3.171144,-0.182538,0.165089,0,58
SZUJLGRGMJYCTC-SAPNQHFASA-N,N#C/C(c1ccccc1)=N(=O)/c2cccc(Cl)c2,-0.774933372,256.691,125,212.872,0.146474699,0.140283692,-0.006191007,0.287793,0.281167,-0.006626,6.8607,7.7136,-0.35469,0.12562,-0.0547,0.19578,456.3330078,-0.503404,-1.285776,-0.503404,0.560174,-0.236939,27
TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(O)=O,0.049238397,228.375,54,341.294,-0.252853294,-0.256719099,-0.003865805,0.058742,0.054863,-0.003879,2.0304,2.2912,-0.39988,0.20095,0.02063,0.24097,567.8781738,-1.086259,-3.019808,-0.546564,0.661915,-1.086259,44
TUXYZHVUPGXXQG-UHFFFAOYSA-N,OC(=O)c1ccc(Br)cc1,-2.769211002,201.019,250,118.914,-0.098350976,-0.101630059,-0.003279083,-0.037731,-0.04165,-0.003919,1.3152,1.5505,-0.37375,0.13724,-0.04308,0.21484,321.2712708,-1.063334,0.082035,-0.533061,0.655179,-1.153022,15
TXPIFPRFLHLZFE-OVCLIPMQSA-N,[O-][N+](=O)c1ccc(N/N=C/c2ccc(I)cc2)c(c1)[N+]([O-])=O,-3.035264331,412.143,258,181.339,0.135947193,0.126277531,-0.009669662,0.285026,0.27467,-0.010356,7.4154,8.7024,-0.35691,0.10909,-0.07123,0.198,534.9265747,-1.979968,-1.137289,-0.53938,0.888376,-0.666468,31
TYMLOMAKGOJONV-UHFFFAOYSA-N,Nc1ccc(cc1)[N+]([O-])=O,-1.415999566,138.126,148,120.694,0.019703438,0.012632211,-0.007071227,0.096376,0.088711,-0.007665,8.2464,9.8848,-0.34198,0.14498,-0.03534,0.18307,303.2247009,-1.046131,-0.605547,-0.523066,0.876786,-0.646874,16
UATJOMSPNYCXIX-UHFFFAOYSA-N,[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-0.595103096,213.106,122,123.459,0.031937648,0.023993048,-0.0079446,0.09406,0.086279,-0.007781,0.0001,0.0354,-0.44534,0.07994,-0.10038,0.28643,358.3922119,-2.701706,-0.500205,-0.450663,0.857577,-0.129444,18
UBIJTWDKTYCPMQ-UHFFFAOYSA-N,Cl[P]1(=N[P](=N[P](=N1)(Cl)Cl)(Cl)Cl)Cl,-0.108690891,347.659,144,131.351,-0.266592332,-0.27306448,-0.006472148,-0.283784,-0.290331,-0.006547,0.0021,0.12,-0.39895,0.13675,-0.04357,0.24004,418.6572571,0,0,-1.05281,1.432636,-1.00E-06,12
UBNOUEFUWQCVFM-KTKRTIGZSA-N,CCCCCCCC\C=C/C(N)=O,-0.175447737,183.294,77,292.938,-0.118040194,-0.122757062,-0.004716868,0.114229,0.1102,-0.004029,3.0878,3.5773,-0.37338,0.1852,0.00488,0.21447,474.0389099,-0.612617,-2.053224,-0.612617,0.653905,-1.210648,34
UBNOUEFUWQCVFM-MDZDMXLPSA-N,CCCCCCCC/C=C/C(N)=O,-1.843522888,183.294,115,289.268,-0.117246959,-0.122674289,-0.00542733,0.113985,0.108335,-0.00565,3.9381,4.4533,-0.37658,0.18454,0.00422,0.21767,483.127533,-0.609698,-2.050144,-0.609698,0.644346,-1.200227,34
UCAHGXFXBRSTPX-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Oc2c(cc(cc2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O,-1.930035861,395.199,210,184.266,0.027635015,0.016282125,-0.011352889,0.159972,0.148166,-0.011806,3.2544,3.7639,-0.41535,0.07563,-0.10469,0.25644,530.6010742,-4.975675,-0.484967,-0.541041,0.897528,-0.547207,33
UCZJPQIEFFTIEV-UHFFFAOYSA-N,COC1=C(C)C(=O)C=C2OC(=CC=C12)c3ccccc3,-1.881296599,266.296,169,288.424,-0.064164443,-0.071139139,-0.006974696,0.137513,0.130718,-0.006795,7.0835,8.8499,-0.32147,0.12863,-0.05169,0.16256,490.0700378,-1.28324,-1.042488,-0.572436,0.635238,-1.28324,34
UDBJDRBHDDMKDQ-UHFFFAOYSA-N,OC(=O)C(O)(CCl)c1ccccc1,-1.770899639,200.622,132,158.695,-0.191682385,-0.195700443,-0.004018058,-0.079828,-0.084362,-0.004534,1.3454,1.4648,-0.36499,0.17078,-0.00954,0.20608,366.5763245,-1.559172,-0.208407,-0.537748,0.562235,-1.693117,22
UDTWZFJEMMUFLC-NSHDSACASA-N,CC[C@]1(NC(=O)NC1=O)c2ccccc2,-3.009085289,204.228,239.5,228.545,-0.102529993,-0.108090992,-0.005560999,0.056685,0.050846,-0.005839,3.519,3.9685,-0.3632,0.17235,-0.00797,0.20429,399.8771057,-1.004542,-0.100201,-0.587118,0.699252,-2.123148,27
UFBFHOIDTILMDS-MXVIHJGJSA-N,OC(=O)[C@@H]1c2ccccc2[C@@H](C(=O)c3ccccc3)c4ccccc14,-1.641298242,328.367,186,299.265,-0.080951454,-0.08683311,-0.005881656,0.167808,0.161619,-0.006189,4.5201,5.2325,-0.34874,0.15473,-0.02559,0.18983,546.6890259,-1.567056,-1.258114,-0.544886,0.643862,-1.567056,41
UFBJCMHMOXMLKC-UHFFFAOYSA-N,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,-0.51638858,184.108,107.5,119.951,-0.053697467,-0.059551314,-0.005853847,0.012576,0.005989,-0.006587,3.8821,4.5032,-0.39828,0.10152,-0.0788,0.23937,328.0120544,-2.346869,-0.39925,-0.540546,0.894283,-0.580111,17
UHWJMXASZSKFEO-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O,-2.095440049,349.216,199,232.785,0.055053848,0.043215215,-0.011838633,0.200121,0.187664,-0.012457,3.0956,3.6923,-0.38529,0.07539,-0.10493,0.22638,516.7144165,-3.775501,-0.855952,-0.49692,0.878604,-0.695859,32
UJHIVOCEDKLHRM-UHFFFAOYSA-N,CCOC(=O)c1ccc(NC(C)=O)cc1C,-0.703420946,221.256,124,246.102,-0.211382256,-0.217961519,-0.006579263,-0.027092,-0.033712,-0.00662,5.1434,4.616,-0.33855,0.16246,-0.01786,0.17964,460.8191528,-1.59173,-0.710499,-0.626001,0.687671,-2.108875,31
UJOBWOGCFQCDNV-UHFFFAOYSA-N,[nH]1c2ccccc2c3ccccc13,-1.435660101,167.21,239,186.477,0.085735447,0.082955077,-0.00278037,0.21698,0.214014,-0.002966,1.2597,1.4934,-0.30666,0.1705,-0.00982,0.14775,360.966217,0,-1.178038,-0.339536,0.286075,-0.339536,22
UKFXDFUAPNAMPJ-UHFFFAOYSA-N,CCC(C(O)=O)C(O)=O,-3.002360051,132.116,111,124.468,-0.306341425,-0.311633337,-0.005291912,-0.223789,-0.229634,-0.005845,2.1349,2.2642,-0.41987,0.18105,0.00073,0.26096,299.458313,-2.07247,0.338189,-0.534308,0.670162,-2.07247,17
UMVOQQDNEYOJOK-UHFFFAOYSA-N,Cc1cc(C)cc(c1)C(O)=O,-0.862736204,150.177,166,196.425,-0.133932717,-0.137634853,-0.003702136,-0.014464,-0.020914,-0.00645,3.2772,3.6889,-0.35033,0.15728,-0.02304,0.19142,351.3128357,-1.072409,-0.838755,-0.540558,0.643163,-1.072409,21
UNMSQGCYXOMOAC-UHFFFAOYSA-N,[O-][N+](=O)OCCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-1.771309128,362.169,116,162.765,-0.004173275,-0.013071403,-0.008898128,0.121629,0.110836,-0.010793,2.5033,2.5487,-0.42382,0.072,-0.10832,0.26491,481.6274719,-4.756198,-0.451853,-0.500092,0.964637,-0.743165,31
UPFSMSDGKQSRLD-UHFFFAOYSA-N,CCCCCCC(C(O)=O)C(O)=O,-1.846449466,188.224,106,217.021,-0.338455971,-0.343920815,-0.005464843,-0.161275,-0.16709,-0.005815,2.5255,2.6947,-0.41542,0.17989,-0.00043,0.25651,431.7705994,-2.061592,-0.730944,-0.527269,0.665261,-2.061592,29
UROTXSKVENIXIY-UHFFFAOYSA-N,Oc1ccc(cc1)N=Nc2ccccc2Cl,-0.24525747,232.669,102,209.825,0.068922975,0.064623561,-0.004299415,0.198238,0.193679,-0.004559,0.8984,1.6811,-0.32907,0.13767,-0.04265,0.17016,446.4278564,-0.468595,-0.913506,-0.468595,0.375282,-0.797772,25
UTMLDQRMPCLKEF-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=Nc2ccc(N)cc2)c3ccc(cc3)N(C)C,-1.364140502,358.486,221.5,445.645,0.146628464,0.136658694,-0.00996977,0.495815,0.484697,-0.011118,1.9806,2.2962,-0.28534,0.17983,-0.00049,0.12643,678.1448364,0,-2.797971,-0.512721,0.276278,-1.446857,53
UUIFLJWUCFHTEW-UHFFFAOYSA-N,CCC1CCCCC1OC(=O)c2ccccc2C(=O)O,-0.156504393,276.332,97,290.715,-0.281021511,-0.286166375,-0.005144864,-0.021621,-0.027353,-0.005732,2.8665,3.3721,-0.38255,0.14353,-0.03679,0.22364,503.8009033,-2.041642,-1.118272,-0.527634,0.6461,-2.041642,40
UWKOOOMCKYNLFU-UHFFFAOYSA-N,Oc1ccc(cc1Cl)N=Nc2ccccc2,-0.063451727,232.669,85,200.708,0.067478135,0.064596728,-0.002881406,0.195598,0.196003,0.000405,0.9387,0.8422,-0.33172,0.13363,-0.04669,0.17281,446.0243835,-0.45261,-0.901954,-0.45261,0.345099,-0.799172,25
UWTDXUCLTQHOJU-FPLPWBNLSA-N,COc1ccccc1C(/C)=C\C(O)=O,-0.427467058,192.214,123.5,236.857,-0.162766153,-0.168104614,-0.005338461,-0.013954,-0.020206,-0.006252,4.1011,4.5913,-0.33251,0.16866,-0.01166,0.1736,402.7712402,-1.510344,-0.716948,-0.566652,0.710958,-1.510344,26
UXYRZRFBRUPVBU-UHFFFAOYSA-N,C(C=CC=CC=Cc1ccccc1)=CC=CC=Cc2ccccc2,-3.713825025,310.439,260,470.558,0.201556739,0.198738454,-0.002818286,0.498643,0.496056,-0.002587,0.1795,0.1711,-0.30869,0.15146,-0.02886,0.14978,685.6782227,0,-3.354382,-0.1932,0.159545,0,46
UYIFTLBWAOGQBI-BZDYCCQFSA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,-1.098639112,376.496,195,405.317,-0.177281887,-0.182691043,-0.005409156,0.209186,0.203992,-0.005194,2.4337,2.8205,-0.327,0.15152,-0.0288,0.16809,637.2593994,-1.548017,-2.836683,-0.578005,0.660291,-1.548017,56
VAOCPAMSLUNLGC-UHFFFAOYSA-N,Cc1ncc(n1CCO)[N+]([O-])=O,-0.187076494,171.156,160,172.573,-0.04456394,-0.052176989,-0.007613048,0.065041,0.057566,-0.007475,4.0344,6.3872,-0.37543,0.13177,-0.04855,0.21652,342.9021606,-1.563044,-0.692127,-0.552781,0.90634,-1.122329,21
VBURFXNYFZMQOV-UHFFFAOYSA-N,Nc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,-3.364999561,301.261,272,245.488,0.10308765,0.093965027,-0.009122623,0.278767,0.269191,-0.009576,8.2959,9.5438,-0.3334,0.11456,-0.06576,0.17449,515.7179565,-1.988982,-1.141615,-0.538918,0.888594,-1.144343,33
VDXTZTHFZIKUCY-UHFFFAOYSA-N,Cc1cc2C(=O)c3ccccc3c4c2c(c1)c5cc(C)cc6C(=O)c7ccccc7c4c56,-3.334529936,410.472,357.5,379.569,0.046051078,0.039942844,-0.006108234,0.35773,0.351392,-0.006338,1.8982,2.1093,-0.31951,0.11399,-0.06633,0.1606,633.6473999,-1.01904,-2.022067,-0.50952,0.557393,-1.01904,50
VFZDNKRDYPTSTP-QUBYGPBYSA-N,CC1(C)[C@H]2CC[C@]1(C)C(=O)OC2=O,-0.52151522,182.219,221,157.897,-0.230951447,-0.237782471,-0.006831024,-0.059283,-0.066696,-0.007413,6.8971,7.7326,-0.39901,0.17949,-0.00083,0.2401,351.722229,-1.432782,-0.914378,-0.556689,0.663524,-1.432782,27
VGMJYYDKPUPTID-UHFFFAOYSA-N,CCc1ccc(O)cc1O,-1.138024757,138.166,99,181.429,-0.126927177,-0.130966635,-0.004039458,-0.013036,-0.017199,-0.004163,3.0104,3.3692,-0.32772,0.18702,0.0067,0.16881,325.4386292,-0.95845,-0.968923,-0.480176,0.41695,-0.95845,20
VKCNNDPZFOVURD-SECBINFHSA-N,C[C@@H](C(O)=O)c1cccc2ccccc12,0.331421669,200.237,68,182.544,-0.095096757,-0.09898282,-0.003886063,0.066109,0.061605,-0.004504,1.912,2.1939,-0.3295,0.15863,-0.02169,0.17059,405.9074707,-1.071421,-1.061421,-0.539556,0.636263,-1.071421,27
VKYKSIONXSXAKP-UHFFFAOYSA-N,C1N2CN3CN1CN(C2)C3,-1.842478898,140.188,291,171.068,0.044636242,0.039608505,-0.005027737,0.19671,0.191581,-0.005129,0,0.0157,-0.34636,0.24946,0.06914,0.18745,296.9723511,0,-0.231032,-0.402461,0.153269,-1.605244,22
VMTOMMQSWIGTKJ-SAPNQHFASA-N,N#C/C(c1ccccc1)=N(=O)/c2ccccc2Cl,-0.537254369,256.691,143,230.431,0.149497853,0.142351864,-0.007145989,0.291294,0.283566,-0.007728,8.1417,9.6744,-0.35232,0.13302,-0.0473,0.19341,452.1251831,-0.492916,-1.315571,-0.492916,0.586222,-0.173525,27
VOGKEZAPBBRLPB-UHFFFAOYSA-N,CCCCCCC(CCC)(CCC)C(=O)NO,-0.610830638,243.39,87.5,352.697,-0.186188277,-0.189339647,-0.00315137,0.140447,0.137157,-0.00329,3.5585,3.975,-0.34644,0.19294,0.01262,0.18753,535.5165405,-0.937327,-3.230079,-0.546149,0.504995,-1.222271,46
VOIZNVUXCQLQHS-UHFFFAOYSA-N,OC(=O)c1cccc(Br)c1,-1.129002803,201.019,155,109.094,-0.097739172,-0.101613189,-0.003874017,-0.03718,-0.041613,-0.004433,1.2727,1.4919,-0.36922,0.13902,-0.0413,0.21031,322.2923889,-1.059792,0.083203,-0.531334,0.653318,-1.140301,15
VOXZDWNPVJITMN-ZBRFXRBCSA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,-2.760288511,272.387,179,341.01,-0.167970491,-0.172987249,-0.005016758,0.145003,0.139176,-0.005827,3.0734,3.42,-0.32084,0.18886,0.00854,0.16193,484.4632263,-1.070946,-2.800885,-0.578296,0.351992,-1.070946,44
VQDJODAWOFNASI-UHFFFAOYSA-N,CCCC(C(O)=O)C(O)=O,-2.506270568,146.143,94,153.265,-0.313960082,-0.320024474,-0.006064392,-0.208301,-0.214732,-0.006431,2.4365,2.6258,-0.42068,0.17919,-0.00113,0.26177,337.3560181,-2.062077,0.062842,-0.527657,0.665193,-2.062077,20
VRFDFWYTHFTWQA-UHFFFAOYSA-N,OC(C(N=[N+]=[N-])c1ccccc1)C(O)=O,-0.520486677,207.189,122,199.525,-0.057720342,-0.063204906,-0.005484564,0.064034,0.05774,-0.006294,3.6856,4.1328,-0.37005,0.16058,-0.01974,0.21114,398.0614014,-1.536945,-0.133468,-0.519722,0.577999,-1.746842,24
VUDZRNXTJQCBKO-UHFFFAOYSA-N,NC(=O)C(Br)(Br)Cc1ccccc1,-1.009995901,306.985,138,132.699,-0.042611605,-0.048228071,-0.005616466,0.066222,0.060352,-0.00587,2.077,2.449,-0.35269,0.13408,-0.04624,0.19378,390.8347168,-0.530393,-0.457212,-0.549646,0.568453,-1.273732,22
VUGBXRWVNRCWIQ-UHFFFAOYSA-N,COc1ccccc1N=Nc2ccc(O)cc2,-1.374513995,228.25,146,285.741,0.019051496,0.014815705,-0.004235792,0.183577,0.179796,-0.003781,1.6107,1.8329,-0.31643,0.14226,-0.03806,0.15752,450.7675781,-0.843827,-1.012605,-0.473293,0.36692,-1.141148,29
VVHZACUTABVSIH-WUKNDPDISA-N,CC(=O)c1ccc(cc1)N=Nc2cc(Cl)ccc2O,-1.088125655,274.707,136,259.082,-0.00029104,-0.005380543,-0.005089502,0.157352,0.152126,-0.005226,2.0761,3.0891,-0.33989,0.12145,-0.05887,0.18098,506.2695618,-0.968598,-0.880702,-0.639068,0.607578,-1.311265,30
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,-2.369076072,212.119,206,95.06,-0.106067371,-0.113759143,-0.007691773,-0.035601,-0.044087,-0.008486,3.2115,3.5948,-0.43735,0.09092,-0.0894,0.27844,366.6620483,-2.85438,0.169186,-0.518187,0.857098,-1.140277,19
VZCYOOQTPOCHFL-UPHRSURJSA-N,OC(=O)\C=C/C(O)=O,-2.742015861,116.073,132,99.455,-0.250805896,-0.25710892,-0.006303023,-0.212293,-0.218743,-0.00645,2.6927,3.158,-0.42299,0.13389,-0.04643,0.26408,273.3072815,-2.035625,0.908842,-0.516736,0.643251,-2.035625,12
WBYWAXJHAXSJNI-VOTSOKGWSA-N,OC(=O)\C=C\c1ccccc1,-1.056790548,148.161,133,155.432,-0.083074896,-0.0869438,-0.003868904,0.017069,0.012684,-0.004385,2.819,3.2279,-0.35797,0.14566,-0.03466,0.19906,346.4805908,-1.085095,-0.409927,-0.550738,0.671181,-1.085095,19
WDECIBYCCFPHNR-UHFFFAOYSA-N,c1ccc2c(c1)ccc3c4ccccc4ccc23,-1.769556786,228.293,254,238.411,0.112519011,0.110099339,-0.002419672,0.301372,0.29879,-0.002582,0,0,-0.31434,0.15206,-0.02826,0.15543,431.5173645,0,-1.852601,-0.167274,0.157328,0,30
WDZGGAFMGIOIQS-DHZHZOJOSA-N,[O-][N+](=O)c1ccc(/C=C/C(=O)c2ccccc2)cc1,-1.251793355,253.257,163,227.125,0.042575414,0.035984765,-0.006590649,0.207632,0.20139,-0.006242,4.9845,5.608,-0.3741,0.11746,-0.06286,0.21519,491.4014893,-1.472307,-1.236242,-0.501224,0.840975,-0.631332,30
WEFGJDSWBHPXOK-UHFFFAOYSA-N,COc1ccc(cc1)N=Nc2ccc(O)cc2,-1.095760394,228.25,140,230.015,0.014759663,0.009733192,-0.005026471,0.179462,0.172401,-0.007061,1.2252,1.2404,-0.31432,0.14594,-0.03438,0.15541,470.065155,-0.849105,-1.036056,-0.474183,0.361212,-1.153666,29
WIWBHSNVCVVVOB-UZYVYHOESA-N,CCCCc1ccc(cc1)\C(=N\Nc2ccc(C)cc2)C(O)=O,-0.508019325,310.396,119,355.076,-0.06083707,-0.065741856,-0.004904786,0.227655,0.221285,-0.00637,3.63,4.1526,-0.3087,0.15217,-0.02815,0.14979,625.7445068,-1.096976,-2.388397,-0.584372,0.649819,-1.333938,45
WJFKNYWRSNBZNX-UHFFFAOYSA-N,N1c2ccccc2Sc3ccccc13,-0.812316622,199.276,180.5,202.145,0.081958658,0.078606103,-0.003352555,0.21045,0.207526,-0.002924,2.358,2.7187,-0.28209,0.16998,-0.01034,0.12318,381.9219971,0,-1.16931,-0.408313,0.281966,-0.386158,23
WLJVNTCWHIRURA-UHFFFAOYSA-N,OC(=O)CCCCCC(O)=O,-2.963223993,160.17,105,202.913,-0.333707711,-0.340082297,-0.006374586,-0.203547,-0.211426,-0.007879,1.9373,1.5738,-0.40393,0.19913,0.01881,0.24502,371.7800598,-2.173682,-0.183303,-0.544093,0.665709,-2.173682,23
WLWFNJKHKGIJNW-UHFFFAOYSA-N,CN1C(=O)CC(C1=O)c2ccccc2,0.665550839,189.214,71,227.204,-0.100722918,-0.106375246,-0.005652328,0.044039,0.038065,-0.005974,2.2511,2.5589,-0.36131,0.17471,-0.00561,0.2024,393.4859314,-0.998021,-0.381825,-0.507159,0.628181,-1.474947,25
WMRCTEPOPAZMMN-UHFFFAOYSA-N,CCCCCCCCCCCC(C(O)=O)C(O)=O,-3.326703008,258.358,110,330.768,-0.376194333,-0.381473241,-0.005278908,-0.080009,-0.086388,-0.006379,2.4702,2.7124,-0.40266,0.17941,-0.00091,0.24375,570.0164795,-2.065965,-2.034111,-0.528111,0.666324,-2.065965,44
WOIGZSBYKGQJGL-UHFFFAOYSA-N,C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2.126571704,244.25,158,249.682,-0.137889902,-0.142870442,-0.00498054,0.033599,0.02772,-0.005879,2.012,2.1912,-0.36941,0.15187,-0.02845,0.2105,436.1685181,-1.462265,0.35934,-0.588415,0.722405,-2.635014,30
WPYMKLBDIGXBTP-UHFFFAOYSA-N,OC(=O)c1ccccc1,-0.12610793,122.123,121,120.239,-0.102520631,-0.105803473,-0.003282842,-0.029536,-0.033776,-0.00424,2.6357,3.0272,-0.37449,0.15147,-0.02885,0.21558,290.3353271,-1.078005,-0.084003,-0.543117,0.656052,-1.078005,15
WQGWDDDVZFFDIG-UHFFFAOYSA-N,Oc1cccc(O)c1O,-2.237086256,126.112,132,141.824,-0.167276385,-0.170764067,-0.003487682,-0.099375,-0.103647,-0.004272,2.6282,3.0176,-0.3275,0.17843,-0.00189,0.16859,282.1010437,-1.414303,-0.147848,-0.48417,0.350512,-1.414303,15
WQWMWDWQMVRGRP-UHFFFAOYSA-N,Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1,-1.657591748,235.326,162.5,267.746,-0.123164701,-0.127635032,-0.004470331,0.127872,0.122316,-0.005556,3.3782,3.8149,-0.33388,0.19246,0.01214,0.17497,447.5028076,-0.938096,-2.61437,-0.543286,0.505466,-1.21891,38
WSEJSEYNXSBBRS-UHFFFAOYSA-N,CCCCCCCC=NNC(N)=O,-0.23841898,185.269,100,237.673,-0.083135782,-0.088859957,-0.005724175,0.127993,0.122032,-0.005961,3.5639,4.2694,-0.34773,0.19211,0.01179,0.18882,462.1826477,-0.599351,-1.41613,-0.599351,0.6966,-1.71821,32
WTYGAUXICFETTC-UHFFFAOYSA-N,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-1.955109128,236.271,170,258.393,-0.222392859,-0.22790719,-0.005514331,-0.013848,-0.020059,-0.006211,2.3554,2.5311,-0.36358,0.15687,-0.02345,0.20467,434.5886841,-1.470375,-0.081782,-0.596137,0.720898,-2.661597,33
WULPUQZASCZTPO-UHFFFAOYSA-N,O=C1CCCCCCCCCN1,-1.076283953,169.267,162,245.213,-0.129101235,-0.133966435,-0.0048652,0.094187,0.089029,-0.005158,4.2694,4.8962,-0.35296,0.22543,0.04511,0.19405,369.1508484,-0.602144,-1.741417,-0.602144,0.613057,-1.104371,31
WURBFLDFSFBTLW-UHFFFAOYSA-N,O=C(c1ccccc1)C(=O)c2ccccc2,0.390657296,210.232,94,210.107,-0.009675206,-0.013446389,-0.003771183,0.135919,0.131588,-0.004331,3.8085,4.6222,-0.35758,0.14171,-0.03861,0.19867,424.3149719,-0.901149,-0.701433,-0.450582,0.421179,-0.901149,26
WWWHYESRWDHLIX-PEZBUJJGSA-N,[O-][N+](c1ccccc1)=C(C#N)c2ccccc2,-0.498644836,222.246,44,220.844,0.158947828,0.153647846,-0.005299982,0.310997,0.305121,-0.005876,2.4424,8.9137,-0.33493,0.13343,-0.04689,0.17602,436.5802612,-0.508831,-1.45205,-0.508831,0.569087,-0.176958,27
