StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,PM6_Volume,PM6_E0_gas,PM6_E0_solv,PM6_DeltaE0_sol,PM6_G_gas,PM6_G_solv,PM6_DeltaG_sol,PM6_gas_dip,PM6_solv_dip,PM6_HOMO,PM6_LUMO,PM6_LsoluHsolv,PM6_LsolvHsolu,PM6_SASA,PM6_O_charges,PM6_C_charges,PM6_Most_neg,PM6_Most_pos,PM6_Het_charges
ABFDTYJJUSUWRB-UHFFFAOYSA-N,CN(C)C1=CC=C(C=C1)N=C=NC1=CC=C(C=C1)N(C)C,Train,-0.400578187,280.373,88.75,241.501,-878.8497998,-878.8602904,-0.010490633,-878.559952,-878.570892,-0.01094,-862.3973106,-862.4173767,-0.020066097,-862.04337,-862.064386,-0.021016,3.041,4.3509,-0.18777,-0.02109,0.23692,0.1598,579.6759033,0,-2.83775,-0.51148,0.65003,-2.00193,41,11184.5,23950.5,24401.5,0.370229895,0.397967092,0.954754534,5,-102.5417838,-260.6045831,158.0627994,7727,-0.033726489,0.009223196,305.864,0.149765167,0.133845086,-0.015920081,0.407735,0.392058,-0.015677,1.611,2.7897,-0.28896,-0.00534,0.25267,0.26099,578.8140869,0,-1.998039,-0.363386,0.329778,-1.264531
ABRHLWPJYNIPHN-UHFFFAOYSA-N,O=C(NC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1)C1=CC=CC=C1,Train,-3.500180194,316.359,337,244.277,-1031.794982,-1031.814458,-0.0194765,-1031.530348,-1031.550072,-0.019724,-1012.516088,-1012.536551,-0.02046331,-1012.200162,-1012.220295,-0.020133,6.5733,9.8395,-0.21409,-0.06096,0.19705,0.18612,589.2887573,-1.3404,-1.95217,-0.67022,0.68005,-2.56763,40,8958.5,21860,28320,0.28104541,0.357366792,0.779661017,2,40.00322212,-294.5314179,334.5346401,8623,0.038795621,0.015887881,306.078,-0.007523383,-0.026490404,-0.018967022,0.232611,0.211996,-0.020615,6.7639,9.8196,-0.30683,-0.01627,0.24174,0.27886,600.1051025,-1.183849,-0.851117,-0.591925,0.617975,-2.102374
ACGUYXCXAPNIKK-UHFFFAOYSA-N,OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl,Train,0.394826213,406.907,163.75,211.898,-3410.630344,-3410.638094,-0.00775,-3410.520756,-3410.528914,-0.008158,-3364.900915,-3364.923075,-0.02215955,-3364.763829,-3364.786287,-0.022458,1.6316,2.3137,-0.24567,-0.0542,0.20381,0.2177,517.7671509,-1.4061,-0.93185,-0.70305,0.5304,-1.27138,27,14357.5,19727,22234.5,0.566998231,0.646569635,0.799783716,10,105.777788,-32.98882151,138.7666095,1293,0.038510203,0.018818269,191.108,-0.145949927,-0.154243389,-0.008293462,-0.046145,-0.055206,-0.009061,0.4223,0.693,-0.34152,-0.03471,0.2233,0.31355,504.3122559,-0.885467,-0.358645,-0.442734,0.353156,-1.093026
AFHJQYHRLPMKHU-GIWDNFATSA-N,[H]C1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1([H])C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(CO)C=C2O,Train,-1.221572041,418.4,145,331.64,-1490.54041,-1490.564558,-0.02414815,-1490.184251,-1490.209706,-0.025455,-1462.913322,-1462.941791,-0.0284689,-1462.486146,-1462.515018,-0.028872,5.556,7.4498,-0.23503,-0.09004,0.16797,0.20706,602.9431152,-6.70446,-0.66575,-0.79796,0.53875,-6.70446,52,18506.5,20669,24750.5,0.672693544,0.847812267,0.885122406,13,67.77609113,-250.8838819,318.659973,5066,0.037973352,0.019619265,383.746,-0.578268778,-0.59745459,-0.019185812,-0.264673,-0.287855,-0.023182,2.7059,3.8167,-0.3463,-0.04511,0.2129,0.31833,603.3451538,-4.956109,-0.093324,-0.646155,0.669876,-4.956109
AFPHTEQTJZKQAQ-UHFFFAOYSA-N,OC(=O)C1=CC=CC(=C1)N(=O)=O,Train,0.444041636,167.121,141,101.25,-625.3494318,-625.3618069,-0.012375019,-625.267942,-625.280698,-0.012756,-613.679398,-613.6910391,-0.01164108,-613.580689,-613.592316,-0.011627,5.6269,7.3856,-0.30206,-0.11537,0.14264,0.27409,327.256012,-2.14739,-0.02305,-0.71675,0.81559,-1.64403,17,6873.5,9180,15108,0.36627907,0.46969697,0.985221764,7,50.03266,-163.2515444,213.2842044,4999,0.040965432,0.017775844,135.751,-0.107182083,-0.119700057,-0.012517974,-0.035465,-0.049176,-0.013711,5.5207,7.2826,-0.40892,-0.06567,0.19234,0.38095,328.4005127,-2.074127,0.106089,-0.556861,0.862109,-1.212018
AGUIVNYEYSCPNI-UHFFFAOYSA-N,CN(C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,Test,0.243700949,287.145,129.09,134.213,-1144.905108,-1144.924277,-0.01916905,-1144.798263,-1144.818152,-0.019889,-1123.531493,-1123.549951,-0.01845831,-1123.399457,-1123.417276,-0.017819,3.8778,5.5908,-0.31799,-0.16125,0.09676,0.29002,422.6020813,-3.01988,-0.30015,-0.4822,0.62563,-1.14436,25,11925,12980,18724,0.637854463,0.713593413,0.984965259,5,252.406212,-145.7633194,398.1695313,7899,0.050407587,0.01772212,158.628,0.049093381,0.029502478,-0.019590903,0.147543,0.125084,-0.022459,3.2383,4.5502,-0.42379,-0.10992,0.14809,0.39582,427.2781677,-3.668411,-0.480472,-0.48537,0.959908,-0.507467
AIONOLUJZLIMTK-AWEZNQCLSA-N,COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O1)C=C(O)C=C2O,Test,-0.468519224,302.284,225.53,195.007,-1069.51127,-1069.528657,-0.01738645,-1069.281786,-1069.299941,-0.018155,-1049.688189,-1049.70733,-0.01914111,-1049.415971,-1049.434786,-0.018815,7.2305,9.0471,-0.22703,-0.06595,0.19206,0.19906,516.8052979,-3.89505,-0.50378,-0.72415,0.56186,-3.89505,36,11272,19360.5,22181,0.467741935,0.587884037,0.80371675,8,98.41427949,-195.9585873,294.3728668,4571,0.035619281,0.00766009,339.407,-0.338520187,-0.355169421,-0.016649234,-0.135107,-0.154151,-0.019044,7.0543,8.566,-0.33026,-0.02263,0.23538,0.30229,518.6213379,-2.842789,-0.304756,-0.707968,0.676443,-2.842789
AIVJRJRAYJHCCR-DPAQBDIFSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OP([H])(O)=O,Train,-2.827756863,450.642,158.5,365.024,-1624.318827,-1624.330956,-0.01212913,-1623.679287,-1623.692648,-0.013361,-1595.874409,-1595.896978,-0.02256939,-1595.086485,-1595.109717,-0.023232,2.724,3.5675,-0.24034,-0.01059,0.24742,0.21237,768.3504639,-3.04284,-10.3563,-1.13174,2.18847,-0.85437,78,12640,31963.5,34778,0.356750078,0.360158924,0.960479056,6,-56.00154445,-124.1766201,68.17507561,2273,-0.050608536,0.020001404,562.102,-0.401013745,-0.416971536,-0.015957791,0.178404,0.160564,-0.01784,2.3661,3.2924,-0.3401,0.03341,0.29142,0.31213,762.1624756,-2.278282,-6.045012,-0.895909,1.521829,-0.756453
AJVBPNRMKNARPG-UHFFFAOYSA-N,NC(=O)C1=CC(=CC=C1)S(N)(=O)=O,Train,-0.921291877,200.218,175.5,147.691,-1004.902141,-1004.924204,-0.02206299,-1004.78784,-1004.810486,-0.022646,-988.252025,-988.2712384,-0.019213356,-988.117465,-988.135965,-0.0185,4.8139,7.5674,-0.27525,-0.07193,0.18608,0.24728,374.5038147,-2.61934,-0.58144,-1.12119,2.29106,-2.29683,21,8863,11723,16004,0.528164082,0.715148067,0.981738469,5,35.25566776,-269.0381051,304.2937728,4617,0.048408679,0.019808062,164.565,-0.147166943,-0.174159309,-0.026992366,-0.048256,-0.076834,-0.028578,4.166,5.6777,-0.38755,-0.03675,0.22126,0.35958,380.8051147,-2.611222,-0.304952,-0.99497,2.557507,-1.522564
ALYNCZNDIQEVRV-UHFFFAOYSA-N,NC1=CC=C(C=C1)C(O)=O,Train,0.337495442,137.138,187.55,110.42,-476.2024602,-476.2153478,-0.012887554,-476.104594,-476.11803,-0.013436,-467.2971063,-467.306754,-0.009647704,-467.181796,-467.190119,-0.008323,4.6383,6.4036,-0.2213,-0.044,0.21401,0.19333,310.6942444,-1.40858,-0.19584,-0.83404,0.80126,-2.24262,17,5824.5,8792,14158.5,0.373493976,0.539130435,0.66867473,4,30.833561,-147.0447344,177.8782954,3172,0.048378546,0.020695249,131.749,-0.111277305,-0.123319099,-0.012041795,-0.025844,-0.039537,-0.013693,5.2231,7.4943,-0.32756,-0.01354,0.24447,0.29959,311.4051514,-1.169214,0.045308,-0.616254,0.704681,-1.640918
AMBQHHVBBHTQBF-UOUCRYGSSA-N,[H][C@]12C[C@H](O)[C@H](C)[C@@]1([H])[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC,Train,-2.318227789,390.387,222.5,253.271,-1415.704499,-1415.728677,-0.02417746,-1415.324604,-1415.350715,-0.026111,-1389.524998,-1389.548151,-0.02315363,-1389.064475,-1389.08849,-0.024015,3.3972,4.0326,-0.24597,-0.04171,0.2163,0.218,624.2459717,-6.96765,-0.73032,-0.80632,0.80891,-6.96765,53,14815,18652,28082,0.496311247,0.643670843,0.748527477,14,-17.00434793,-257.5674708,240.5631229,2318,0.035195291,0.01699186,408.377,-0.708487055,-0.730277248,-0.021790193,-0.379857,-0.404321,-0.024464,3.8632,4.7369,-0.36768,-0.01551,0.2425,0.33971,628.1677856,-5.335574,0.317503,-0.599961,0.688328,-5.335574
ANGUXJDGJCHGOG-UHFFFAOYSA-N,CC1=NC2=CC=CC(N3CCN(CCC4=CC(=CC=C4)N4CCNC4=O)CC3)=C2C=C1,Train,-2.016550754,415.538,167,288.309,-1319.179039,-1319.199155,-0.02011588,-1318.730089,-1318.750439,-0.02035,-1294.623216,-1294.652019,-0.02880294,-1294.079444,-1294.111888,-0.032444,3.6543,5.1667,-0.21314,-0.05531,0.2027,0.18517,735.9269409,-0.70425,-3.85827,-0.71625,0.82581,-3.47509,60,15738.5,30534,32100,0.386292835,0.465436917,0.805194866,7,99.34048208,-278.9654843,378.3059663,11251,0.033376635,0.011167078,452.825,0.049732266,0.024028036,-0.02570423,0.45592,0.429941,-0.025979,4.0121,4.8749,-0.3184,-0.0178,0.24021,0.29043,740.1884766,-0.59911,-2.096237,-0.59911,0.680486,-2.684383
AOZXETLGPZAZNK-UHFFFAOYSA-N,CCOC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,Test,-1.436150825,257.159,78.5,145.783,-999.6026522,-999.617357,-0.014704789,-999.479797,-999.496669,-0.016872,-980.9593346,-980.9771265,-0.017791852,-980.807331,-980.824076,-0.016745,2.8642,3.4779,-0.31834,-0.14131,0.1167,0.29037,418.7200928,-2.81168,-0.56613,-0.71515,0.5061,-1.29419,25,10305.5,11649,19580.5,0.420062083,0.538676479,0.875164032,6,188.9680122,-121.0689963,310.0370086,7332,0.041868684,0.011519737,165.287,-0.035351544,-0.052487475,-0.017135932,0.071051,0.052792,-0.018259,3.0526,3.7112,-0.42602,-0.0927,0.16531,0.39805,417.6668091,-3.319673,-0.608312,-0.510977,0.901425,-0.632906
APZGKGHAXUURNO-UHFFFAOYSA-N,CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,Test,-0.459237338,300.579,232,242.642,-2701.205185,-2701.213831,-0.00864613,-2701.05631,-2701.065342,-0.009032,-2665.385813,-2665.398463,-0.01265021,-2665.196137,-2665.208892,-0.012755,0.0017,0.0059,-0.22845,-0.03091,0.2271,0.20048,418.4409485,0,-5.11288,-0.71798,0.30825,1.84892,26,14597.5,14604.5,14847,0.892817111,0.896151456,0.985765144,16,-53.1800309,-114.5260805,61.34604961,1130,-0.029996219,0.006200066,232.553,0.035627139,0.008207343,-0.027419795,0.163512,0.134731,-0.028781,2.0518,2.0707,-0.32641,-0.01639,0.24162,0.29844,416.6514587,0,-1.776507,-0.517496,0.20254,-0.637129
ASDLSKCKYGVMAI-UHFFFAOYSA-N,OC(=O)C1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,Test,-1.963880817,252.226,290,164.327,-877.3822236,-877.3956757,-0.013452093,-877.229257,-877.243228,-0.013971,-861.0728099,-861.087898,-0.015088117,-860.891098,-860.905954,-0.014856,2.0366,2.8305,-0.2774,-0.12631,0.1317,0.24943,431.8938293,-2.49987,0.06306,-0.71696,0.81409,-2.49987,27,7412,12522.5,22099,0.274336283,0.449275362,0.612998529,10,5.514766865,-169.9500995,175.4648664,2570,0.032508269,0.007203346,253.845,-0.153499374,-0.165540812,-0.012041438,-0.015614,-0.026425,-0.010811,2.6587,3.5495,-0.38473,-0.07606,0.18195,0.35676,432.2470703,-2.073097,0.463064,-0.554763,0.664583,-2.073097
ASWVTGNCAZCNNR-UHFFFAOYSA-N,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,Train,-3.605907144,278.335,196.75,193.893,-1233.343966,-1233.363544,-0.01957758,-1233.13572,-1233.156278,-0.020558,-1212.448385,-1212.47625,-0.02786534,-1212.196894,-1212.227022,-0.030128,6.5009,9.3285,-0.22952,-0.04632,0.21169,0.20155,500.074585,-1.93409,-1.79514,-0.9776,2.3299,-2.43064,33,13114,17990,20157,0.552554881,0.678518231,0.955280709,7,-71.91926157,-314.6090413,242.6897798,6250,-0.050242079,0.02069727,253.944,-0.060771269,-0.087841787,-0.027070518,0.124883,0.096055,-0.028828,8.4328,12.5177,-0.3374,-0.01046,0.24755,0.30943,491.8107605,-1.96826,-1.160968,-0.994467,2.62972,-1.78507
AUHHYELHRWCWEZ-UHFFFAOYSA-N,ClC1=C(Cl)C(Cl)=C(Cl)C2=C1C(=O)OC2=O,Train,-1.069979767,285.898,254.95,123.973,-2371.321213,-2371.331893,-0.0106802,-2371.298197,-2371.309158,-0.010961,-2339.057905,-2339.077238,-0.01933382,-2339.023603,-2339.043986,-0.020383,4.0238,5.2101,-0.29508,-0.13161,0.1264,0.26711,376.2602844,-1.60644,1.20014,-0.54554,0.82343,-1.19937,15,8526.5,9004,17946,0.400858856,0.415584448,0.987179487,7,63.87124307,-127.4652485,191.3364916,3400,-0.037489779,0.008595347,98.654,-0.152113382,-0.162367379,-0.010253997,-0.130247,-0.141079,-0.010832,4.6028,6.0728,-0.38514,-0.09152,0.16649,0.35717,375.4971313,-1.30524,1.15891,-0.506351,0.675424,-1.15891
AVCSMMMOCOTIHF-UHFFFAOYSA-N,O=N(=O)C1=CC=CC2=CC=CC(=C12)N(=O)=O,Train,-0.598639258,218.169,171,151.574,-794.9038746,-794.9199755,-0.016100928,-794.7902,-794.806246,-0.016046,-780.0621404,-780.079542,-0.017401539,-779.925328,-779.942679,-0.017351,8.6813,12.0003,-0.26943,-0.11554,0.14247,0.24146,372.9499207,-1.58239,-1.0735,-0.40523,0.50469,-0.57302,22,9330,9367,17313.5,0.581017828,0.641946466,0.965986387,2,37.45743425,-303.2597707,340.7172049,8063,0.042256878,0.014804457,152.89,0.070120928,0.051209905,-0.018911023,0.175259,0.15569,-0.019569,9.4159,13.2653,-0.37713,-0.07796,0.18005,0.34916,371.7789307,-2.010934,-0.831704,-0.517792,0.871433,-0.268069
AVDDMQBDJTYCIR-UHFFFAOYSA-N,O=C(NC1=CC=C(NC(=O)C2=CN=CC=N2)C=C1)C1=CN=CC=N1,Train,-3.505570497,320.31,364.5,220.355,-1095.949736,-1095.968014,-0.01827804,-1095.73079,-1095.749038,-0.018248,-1075.510118,-1075.529163,-0.01904523,-1075.246585,-1075.265853,-0.019268,7.4212,10.6309,-0.2191,-0.09215,0.16586,0.19113,559.9033813,-1.32307,0.76506,-0.66155,0.65419,-4.2843,36,6462,17683.5,28737.5,0.198083081,0.382636656,0.512195122,6,46.45067204,-264.3943241,310.8449962,4775,-0.042730516,0.016355409,293.02,0.071201867,0.051226306,-0.01997556,0.267062,0.252948,-0.014114,6.9586,9.905,-0.31565,-0.05412,0.20389,0.28768,564.7206421,-1.169306,0.468757,-0.584653,0.613787,-3.052635
AVSXSVCZWQODGV-DPAQBDIFSA-N,[H][C@@](C)(CC\C=C(/C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,Train,-0.826522497,384.646,120.75,361.402,-1130.615562,-1130.622859,-0.00729696,-1130.013136,-1130.021576,-0.00844,-1109.580391,-1109.599038,-0.0186468,-1108.841332,-1108.8608,-0.019468,1.8319,2.3005,-0.23287,-0.00446,0.25355,0.2049,696.8135986,-0.80228,-9.9648,-0.80228,0.50818,-0.80228,72,11719,28252.5,31678.5,0.342016328,0.399604088,0.822922085,4,-29.39404292,-67.92319989,38.52915697,1338,-0.044163656,0.013629165,524.404,-0.17408651,-0.182426826,-0.008340316,0.370323,0.360162,-0.010161,2.174,2.5858,-0.33474,0.05032,0.30833,0.30677,691.3572998,-0.622928,-5.946184,-0.622928,0.325809,-0.622928
BBEAQIROQSPTKN-UHFFFAOYSA-N,C1=CC2=C3C(C=CC4=C3C(C=C2)=CC=C4)=C1,Test,-0.420205667,202.255,150.2,177.352,-615.7921779,-615.7972511,-0.005073195,-615.620247,-615.62541,-0.005163,-604.3200415,-604.331163,-0.011121587,-604.116151,-604.127431,-0.01128,0,0,-0.20583,-0.06618,0.19183,0.17786,390.4749451,0,-2.51369,-0.24358,0.25406,0,26,8117.5,10234,19733,0.331550802,0.417218543,0.910971385,4,0.944854114,-83.93301198,84.87786609,1906,-0.022734561,0.001236863,200.089,0.099048383,0.094121441,-0.004926942,0.2595,0.254034,-0.005466,0.0001,0,-0.30671,-0.03686,0.22115,0.27874,390.1321106,0,-1.62166,-0.181333,0.163493,0
BBUVDDPUURMFOX-SAABIXHNSA-N,C[C@H]1CC[C@@H](CC1)N1C2=NC(NC3=NC4=C(CN(CC4)C(=O)CO)C=C3)=NC=C2C2=C1C=NC=C2,Train,-2.673538801,471.562,214,346.818,-1542.036255,-1542.068124,-0.03186956,-1541.569493,-1541.601009,-0.031516,-1513.390131,-1513.4339,-0.04376858,-1512.82528,-1512.869627,-0.044347,7.8632,11.0073,-0.22082,-0.06439,0.19362,0.19285,784.4058228,-1.46467,-2.64019,-0.78075,0.67845,-5.04113,64,17232.5,24004.5,37305.5,0.368409998,0.537735849,0.691433647,8,85.11877963,-357.6742262,442.7930059,6803,0.045798667,0.014902943,526.354,0.001533457,-0.021355393,-0.02288885,0.425171,0.400003,-0.025168,3.8322,4.6824,-0.32576,-0.04312,0.21489,0.29779,780.449707,-1.164739,-1.021079,-0.618062,0.544017,-4.038713
BDDYZHKLKHFEBJ-UHFFFAOYSA-N,O=C(OCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,Test,-0.25853527,256.258,99.25,199.767,-879.7832421,-879.7937532,-0.010511102,-879.590554,-879.600596,-0.010042,-863.4058715,-863.4188974,-0.013025891,-863.175099,-863.188083,-0.012984,1.7948,1.9447,-0.27081,-0.06638,0.19163,0.24284,495.1763,-2.39039,-0.71424,-0.62807,0.82397,-2.39039,31,11614,15278.5,21196.5,0.514013457,0.522031043,0.991935484,5,-14.69779255,-149.0843872,134.3865947,2082,0.027713834,0.004095685,328.825,-0.183014803,-0.19417261,-0.011157807,-0.009785,-0.022492,-0.012707,2.741,3.1098,-0.37264,-0.02832,0.22969,0.34467,494.9164734,-2.079432,0.087464,-0.548171,0.67195,-2.079432
BEJNERDRQOWKJM-UHFFFAOYSA-N,OCC1=CC(=O)C(O)=CO1,Train,-2.84400061,142.111,152,87.082,-533.109535,-533.1319976,-0.022462663,-533.027206,-533.049489,-0.022283,-523.2081907,-523.2217809,-0.01359016,-523.106276,-523.119603,-0.013327,6.0014,8.0766,-0.24546,-0.05956,0.19845,0.21749,308.8336792,-2.60396,0.55421,-0.79287,0.52857,-2.60396,16,6852.5,9299.5,12988,0.51572327,0.721115624,0.782981995,3,38.99948813,-230.628372,269.6278602,5352,0.050378898,0.021608067,116.435,-0.200952335,-0.218916129,-0.017963794,-0.13109,-0.149601,-0.018511,5.4203,8.0829,-0.35216,-0.02564,0.23237,0.32419,306.2976074,-1.780903,0.295828,-0.556073,0.604999,-1.780903
BEKZHETVNVFYCV-UHFFFAOYSA-N,O=N(=O)C1=CC2=C(C(=CC=C2)N(=O)=O)C(=C1)N(=O)=O,Train,-1.021978059,263.166,218,140.986,-999.4069385,-999.4262178,-0.019279293,-999.295405,-999.314798,-0.019393,-980.7549326,-980.7762976,-0.021365029,-980.620208,-980.641332,-0.021124,7.5757,10.5112,-0.29157,-0.14303,0.11498,0.2636,409.6749878,-2.31216,-0.6471,-0.39869,0.50661,-0.79654,24,9970,11394.5,19608,0.489694951,0.565843641,0.817733632,3,151.0232852,-276.563193,427.5864783,8501,0.050298374,0.016228212,164.516,0.070411352,0.047604172,-0.022807179,0.174387,0.150612,-0.023775,8.1616,11.65,-0.39929,-0.10206,0.15595,0.37132,409.5473938,-2.925255,-0.671509,-0.514293,0.878922,-0.295136
BEQVQKJCLJBTKZ-UHFFFAOYSA-N,OP(=O)(C1=CC=CC=C1)C1=CC=CC=C1,Train,-2.036797563,218.192,192.25,139.671,-955.7763818,-955.7906388,-0.014256955,-955.616104,-955.630028,-0.013924,-939.7207229,-939.7354225,-0.014699606,-939.529341,-939.543951,-0.01461,3.7421,5.6422,-0.26256,-0.05354,0.20447,0.23459,421.252533,-2.16733,-3.19791,-1.13109,2.22337,0.05604,26,10652.5,14718.5,16133,0.619808752,0.647702641,0.947061349,2,2.081234008,-178.8002053,180.8814393,5604,0.032277202,0.013185322,226.507,-0.111714488,-0.130214654,-0.018500166,0.032435,0.013253,-0.019182,5.7603,8.1286,-0.36801,-0.01498,0.24303,0.34004,416.4975281,-1.607457,-1.865947,-0.889883,1.541897,-0.06556
BGNQYGRXEXDAIQ-UHFFFAOYSA-N,CCOC(=O)C1=C(N(C)N=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,Test,-1.116359437,414.399,181.5,282.075,-1797.579104,-1797.607771,-0.02866736,-1797.296837,-1797.325555,-0.028718,-1766.277374,-1766.309915,-0.03254101,-1765.935354,-1765.9677,-0.032346,4.4666,6.9376,-0.24983,-0.06183,0.19618,0.22186,675.3292847,-4.71917,0.69504,-0.94016,2.33849,-5.59463,46,18094,22578,27451.5,0.52066991,0.701796973,0.726181057,10,-63.44542565,-410.4305643,346.9851387,7765,-0.050609661,0.020049862,322.233,-0.332796576,-0.362327676,-0.029531101,-0.084098,-0.115797,-0.031699,2.7912,2.8545,-0.3562,-0.03426,0.22375,0.32823,661.2573242,-4.111447,0.554424,-0.933551,2.621279,-4.088462
BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,Train,-1.547708045,341.431,177.6,222.473,-1448.75005,-1448.775066,-0.02501582,-1448.426253,-1448.451864,-0.025611,-1423.883157,-1423.911397,-0.02823991,-1423.490775,-1423.518351,-0.027576,2.1462,4.4325,-0.21727,-0.04828,0.20973,0.1893,588.9505615,-3.15726,-3.01806,-1.11969,2.29235,-3.1854,46,14736,18390.5,26336.5,0.470129524,0.588051564,0.822766324,6,-22.68641599,-336.7702562,314.0838402,8081,0.038426691,0.014237081,387.17,-0.240079344,-0.270330464,-0.03025112,0.050372,0.019058,-0.031314,8.7544,11.6782,-0.32998,-0.026,0.23201,0.30201,575.5639038,-3.032946,-1.701529,-1.003187,2.58115,-2.211439
BHXIVVULYOMXPF-UHFFFAOYSA-N,CCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-2.292959938,354.452,161.75,287.484,-1147.304736,-1147.320912,-0.01617633,-1146.926651,-1146.943094,-0.016443,-1125.867902,-1125.888907,-0.02100483,-1125.407092,-1125.430631,-0.023539,3.2156,3.6758,-0.18002,-0.02082,0.23719,0.15205,662.8829956,-1.34632,-3.12537,-0.68828,0.83619,-3.48719,52,14304.5,22026,28941.5,0.378006873,0.63280395,0.716846773,9,-173.3237132,-333.5768095,160.2530964,6293,-0.04407581,0.018582682,415.414,-0.068666352,-0.089643251,-0.020976899,0.266021,0.245017,-0.021004,3.5999,4.6348,-0.28391,0.00376,0.26177,0.25594,666.8936768,-1.190869,-1.743879,-0.607476,0.722982,-2.718349
BKYWPNROPGQIFZ-UHFFFAOYSA-N,CC1=CC=C(C(O)=O)C(C)=C1,Train,-0.085996242,150.177,125.5,128.26,-499.4765048,-499.4834402,-0.006935379,-499.342985,-499.350075,-0.00709,-490.1461788,-490.1547505,-0.008571658,-489.981567,-489.990401,-0.008834,2.3264,3.175,-0.25528,-0.05777,0.20024,0.22731,342.8161011,-1.38167,-1.44432,-0.73269,0.80938,-1.38167,21,7521.5,9775,15248.5,0.448484848,0.557251908,0.801346843,5,15.48965316,-77.88264656,93.37229972,1659,0.024634583,0.002967055,164.004,-0.137232417,-0.144256486,-0.007024068,-0.020478,-0.027923,-0.007445,3.0684,4.0157,-0.35606,-0.01851,0.2395,0.32809,341.1460876,-1.141666,-0.86009,-0.589348,0.700233,-1.141666
BLSVCHHBHKGCSQ-UHFFFAOYSA-N,CC1=CC=CC=C1NC(N)=O,Train,-1.55336281,150.18,193.75,124.748,-495.6509229,-495.6649696,-0.014046644,-495.514348,-495.528699,-0.014351,-486.3584363,-486.3709434,-0.012507136,-486.193961,-486.207291,-0.01333,4.2446,6.1305,-0.22289,-0.02049,0.23752,0.19492,343.9192505,-0.71429,-0.84187,-0.89615,0.80792,-2.25779,21,7813,9446.5,15610.5,0.430232558,0.528985507,0.974739958,2,32.89742902,-174.7748246,207.6722536,4695,0.044232642,0.022678457,174.31,-0.045654725,-0.059625364,-0.013970639,0.073948,0.060047,-0.013901,4.334,5.9815,-0.32106,0.00689,0.2649,0.29309,344.6638184,-0.637767,-0.332424,-0.637767,0.69726,-1.712683
BLUAFEHZUWYNDE-NNWCWBAJSA-N,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(OC(=O)[C@@H]2C)O4,Test,-0.940910623,282.337,153.5,192.545,-960.9053218,-960.9199443,-0.014622404,-960.587455,-960.602472,-0.015017,-943.2204777,-943.238708,-0.01823037,-942.82918,-942.847905,-0.018725,5.7318,7.9066,-0.25422,-0.02168,0.23633,0.22625,460.9798584,-2.4326,-3.18084,-0.69784,0.85485,-2.4326,42,13244,14290.5,19868,0.579609488,0.601314779,0.902333223,2,36.40954303,-249.833793,286.243336,9849,0.029063188,0.005356405,315.864,-0.271030767,-0.289482991,-0.018452224,0.015058,-0.005203,-0.020261,6.315,8.5299,-0.34673,-0.01107,0.24694,0.31876,460.5237732,-2.040252,-1.613198,-0.565318,0.662839,-2.040252
