StdInChIKey,SMILES,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
BEKZHETVNVFYCV-UHFFFAOYSA-N,c1cc2cc(cc(c2c(c1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-2.757471948,263.166,218,158.877,0.070411367,0.047218675,-0.023192692,0.174392,0.150225,-0.024167,8.162,11.7142,-0.39929,0.17608,-0.10207,0.3995,409.5874023,-2.930068,-0.668806,-0.515404,0.879415,-0.298407,24
BEQVQKJCLJBTKZ-UHFFFAOYSA-N,c1ccc(cc1)P(=O)(c1ccccc1)O,-0.817557062,218.192,192.25,213.685,-0.119385585,-0.133394981,-0.014009396,0.023698,0.009267,-0.014431,3.6148,5.6045,-0.36342,0.26916,-0.00899,0.36363,422.9561768,-1.632878,-1.856428,-0.912478,1.540296,-0.092582,26
BGJVYSMLCJNCJV-UHFFFAOYSA-N,CCC(C)(CC)OC(=O)NC(=O)N,-1.325291914,188.227,152.75,275.093,-0.273114114,-0.284374211,-0.011260097,-0.094558,-0.107474,-0.012916,4.2622,5.6382,-0.39274,0.27869,0.00054,0.39295,404.3190308,-1.728908,-0.19562,-0.611445,0.765879,-2.873341,29
BHXIVVULYOMXPF-UHFFFAOYSA-N,CCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-3.14716535,354.452,161.75,406.104,-0.068666372,-0.090000417,-0.021334045,0.266053,0.244625,-0.021428,3.6003,4.6453,-0.28391,0.28191,0.00376,0.28412,666.9772949,-1.192848,-1.745447,-0.608985,0.723161,-2.720222,52
BMDXUEGXLYOKJV-UHFFFAOYSA-N,Cc1cc(C)c(c(C)c1)C(=O)C(C(c1ccccc1)c1ccccc1)Br,-2.279553947,407.35,172,362.304,0.01179963,0.000168314,-0.011631316,0.328509,0.315883,-0.012626,3.3049,5.7539,-0.34426,0.25167,-0.02648,0.34447,600.5914307,-0.523511,-3.338252,-0.563963,0.618723,-0.65346,49
BMRYPQYWSJESHA-UHFFFAOYSA-N,C(C(=O)NCC(=O)O)NC(=O)N,-2.940199207,175.144,207.75,159.872,-0.289199269,-0.311291596,-0.022092327,-0.185924,-0.210045,-0.024121,2.6372,3.3833,-0.37197,0.28834,0.01019,0.37218,359.4759216,-2.351324,1.469129,-0.664276,0.683219,-3.849205,21
BOFXVYGDIRCHEQ-FPYZNPETSA-N,CO[C@@H]1[C@@H]([C@H]([C@H]([C@@H](C(=O)O)O1)O)O)O,-0.36417146,208.168,111,198.633,-0.498604296,-0.512480657,-0.013876361,-0.35806,-0.374122,-0.016062,3.4731,4.3295,-0.39694,0.26423,-0.01392,0.39715,368.6478271,-3.667397,0.885034,-0.567558,0.60871,-3.667397,26
BOJSVPWDUXGPEE-YXJPLFFZSA-N,CC(=Cc1ccco1)C=NNC(=O)N,-2.071174513,193.205,251,196.044,-0.029530948,-0.043430731,-0.013899783,0.105459,0.090949,-0.01451,3.2484,5.1382,-0.33,0.26454,-0.01361,0.33021,412.7731323,-0.90895,-0.406074,-0.633063,0.698178,-1.978957,25
BOOLNDQTRIDYQF-UHFFFAOYSA-N,c1ccc(cc1)OC(=O)NC(=O)N,-1.674740629,180.163,182.5,139.827,-0.164752203,-0.17478557,-0.010033367,-0.061379,-0.069534,-0.008155,2.6353,3.4768,-0.35535,0.26077,-0.01738,0.35556,373.5979614,-1.585453,0.8777,-0.595568,0.752502,-2.699022,21
BOSMZFBHAYFUBJ-UHFFFAOYSA-N,Cc1ccc(cc1)OP(=O)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,-0.715024726,368.369,76,347.359,-0.283521108,-0.297359908,-0.013838801,-0.002459,-0.019889,-0.01743,4.0306,1.347,-0.33478,0.27693,-0.00122,0.33499,653.3188477,-2.621366,-2.853353,-0.855425,1.807878,-0.813488,47
BOTZEHKIPCIHDX-UHFFFAOYSA-N,COc1ccc(cc1)c1cc(c2ccc(c(c2)OC)O)c(C#N)c(=O)[nH]1,-1.927672678,348.358,293.79,391.071,-0.106444727,-0.130330149,-0.023885422,0.136246,0.110313,-0.025933,8.2333,12.7641,-0.32671,0.23274,-0.04541,0.32692,612.1273804,-1.838598,-0.488601,-0.592232,0.656301,-2.5936,42
BQNWWHFSEXYHKU-UHFFFAOYSA-N,C(CCC(=O)O)CCNC(=O)N,-2.121462376,174.2,177,187.631,-0.259459361,-0.278351432,-0.01889207,-0.0998,-0.120167,-0.020367,4.1895,6.2527,-0.36576,0.31219,0.03404,0.36597,361.86203,-1.870871,0.121845,-0.697592,0.695682,-2.951595,26
BQSJTQLCZDPROO-UHFFFAOYSA-N,CC(C)COc1ccc(cc1C#N)c1nc(C)c(C(=O)O)s1,-1.519664904,316.381,206.5,296.219,-0.106499332,-0.12402788,-0.017528548,0.11121,0.087839,-0.023371,5.9178,7.2634,-0.33919,0.21926,-0.05889,0.3394,578.4336548,-1.497691,-0.848525,-0.576213,0.739579,-2.060639,38
BRVGOAJFDSDGKU-UHFFFAOYSA-N,c1ccc(cc1)COc1ccc(cc1)c1cc(COC(=O)N)on1,-2.334903897,324.336,168,309.766,-0.090519339,-0.107968473,-0.017449134,0.142553,0.124561,-0.017992,2.8563,4.6018,-0.32495,0.26305,-0.0151,0.32516,590.5490723,-1.572344,-0.684164,-0.596961,0.708571,-2.308054,40
BSBOERCAIOUPOJ-UHFFFAOYSA-N,Cc1ccc(cc1)OC(=O)NC(=O)N,-1.84106883,194.19,197,179.88,-0.179950369,-0.191205189,-0.011254819,-0.054196,-0.067953,-0.013757,3.5218,5.0273,-0.34343,0.26307,-0.01508,0.34364,407.645874,-1.585981,0.531431,-0.590699,0.746668,-2.706545,24
