StdInChIKey,SMILES,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
IAHOUQOWMXVMEH-UHFFFAOYSA-N,c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],-2.357119443,228.121,190.25,113.455,0.006227349,-0.013529316,-0.019756665,0.083769,0.061478,-0.022291,3.414,5.3384,-0.39745,0.18583,-0.09232,0.39766,365.747467,-3.025659,-0.371874,-0.522255,0.90279,-0.655744,20
IBKMRGAZRIFOIV-UHFFFAOYSA-N,COc1cc(ccc1O)c1cc(c2ccc(cc2)Cl)[nH]c(=O)c1C#N,-1.903076474,352.777,329.13,334.344,-0.054284001,-0.075713357,-0.021429356,0.15284,0.128813,-0.024027,5.481,9.1285,-0.33068,0.22356,-0.05459,0.33089,591.3198242,-1.450494,-0.348444,-0.585084,0.652258,-2.273462,38
ICYIIEFSHYSYRV-UHFFFAOYSA-N,COC(=O)NC(=O)N,-1.926092442,118.092,214,90.582,-0.219345265,-0.230474277,-0.011129012,-0.160436,-0.172779,-0.012343,3.0043,3.8837,-0.40071,0.26917,-0.00898,0.40092,282.5935059,-1.610812,1.296566,-0.606006,0.738285,-2.733962,14
IDHNIUGMDFDUQG-UHFFFAOYSA-N,CCOc1ccc(c(c1)n1nc2ccccc2n1)NC(=O)C,-0.764203979,296.329,184,267.163,0.029163686,0.014165473,-0.014998213,0.256991,0.239592,-0.017399,1.105,3.1382,-0.31494,0.23543,-0.04272,0.31515,560.3649902,-1.026243,-1.122096,-0.624422,0.679952,-1.901355,38
IDIAPTHVYXFGIN-UHFFFAOYSA-N,CC(=C1CC(=O)C(C)C(=O)C1)C,-0.402622421,166.22,157,214.306,-0.146640658,-0.159019343,-0.012378684,0.015022,0.001613,-0.013409,4.2366,5.5748,-0.34668,0.28877,0.01062,0.34689,373.0307007,-1.095313,-1.438611,-0.547659,0.612584,-1.095313,26
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCn1cc(c(=O)c2cc(c(nc12)N1CCNCC1)F)C(=O)O,-2.833490265,320.323,222,284.944,-0.206535026,-0.232396729,-0.025861703,0.037394,0.010031,-0.027363,10.8221,15.1137,-0.33941,0.22891,-0.04924,0.33962,516.1361084,-1.8042,0.13948,-0.627444,0.758625,-3.295929,40
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(c1OC)OC,-1.933439276,290.322,199.6,305.697,-0.095877659,-0.1184204,-0.022542741,0.140438,0.116259,-0.024179,3.2221,3.722,-0.32078,0.27995,0.0018,0.32099,530.5195923,-1.146715,-0.153882,-0.625115,0.498653,-3.272573,39
IJSFSTLDSVKADA-UHFFFAOYSA-N,C(CCCCCNCCCCCCCCN)CCCCC(=O)O,-2.17416425,328.539,146,450.542,-0.265254364,-0.285783154,-0.02052879,0.194492,0.175457,-0.019035,4.3992,4.4169,-0.32477,0.29964,0.02149,0.32498,741.4740601,-1.119378,-3.913312,-0.577928,0.678749,-2.137477,63
IKCLCGXPQILATA-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)O)Cl,0.052120124,156.569,140,115.306,-0.114629478,-0.123103691,-0.008474213,-0.052976,-0.061186,-0.00821,3.6917,5.138,-0.36447,0.2399,-0.03825,0.36468,306.9563904,-1.095086,0.095531,-0.561055,0.683982,-1.162671,15
IKIIZLYTISPENI-ZFORQUDYSA-N,c1ccc(cc1)c1cc(=O)c2c(cc(c(c2O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O2)O)O)O)o1,-2.484920005,446.367,223,361.605,-0.640614766,-0.661734682,-0.021119916,-0.364786,-0.388239,-0.023453,3.7546,4.9446,-0.33349,0.22953,-0.04862,0.3337,646.2528687,-5.455343,1.038951,-0.616756,0.682544,-5.455343,50
IMNIMPAHZVJRPE-UHFFFAOYSA-N,C1CN2CCN1CC2,-0.798443109,112.175,157.5,156.585,0.008244471,0.000988275,-0.007256196,0.147821,0.140212,-0.007609,0,0.0063,-0.31347,0.37224,0.09409,0.31368,283.8454285,0,-1.146301,-0.300431,0.145695,-0.600849,20
IMTAQIPVTJOORO-UHFFFAOYSA-N,CC(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,-3.692187894,300.274,245,239.715,0.092430651,0.075430964,-0.016999687,0.276962,0.258757,-0.018205,9.6122,12.5857,-0.3492,0.21723,-0.06092,0.34941,522.4151611,-2.098096,-1.505354,-0.552061,0.901687,-0.779543,34
IOFIPYBBWBJZHS-UHFFFAOYSA-N,CC(C)(C)c1ccc(cc1)C(=O)NN(C)C,0.113018158,220.315,143.5,289.819,-0.043416351,-0.055140665,-0.011724314,0.193096,0.18338,-0.009716,3.0652,4.087,-0.33526,0.27278,-0.00537,0.33547,478.4851074,-0.629837,-2.257721,-0.629837,0.59208,-1.135488,36
IOGCSUPDVDJIOL-CAPFRKAQSA-N,c1ccc(cc1)/C=C(\c1ccccc1)/C(=O)c1ccccc1,-1.374682678,284.357,100.575,307.791,0.090119862,0.081681106,-0.008438756,0.326168,0.31631,-0.009858,3.2157,4.6226,-0.33623,0.25391,-0.02424,0.33644,538.3965454,-0.533812,-2.024285,-0.533812,0.574789,-0.533812,38
IOPCEPCSTBOTEG-UHFFFAOYSA-N,c1ccc(c(c1)Cl)OP(=O)(O)Oc1ccccc1Cl,0.357035676,319.081,115,235.41,-0.311345384,-0.325442954,-0.014097571,-0.185584,-0.199781,-0.014197,2.481,5.4996,-0.34861,0.26018,-0.01797,0.34882,487.1739502,-2.692651,-0.842558,-0.816207,1.821434,-0.972212,28
IOYHCQBYQJQBSK-UHFFFAOYSA-N,c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O)O)O,-0.901912418,286.241,271.5,225.074,-0.310222766,-0.32587078,-0.015648014,-0.149635,-0.168616,-0.018981,2.6501,6.774,-0.32175,0.23847,-0.03968,0.32196,477.5285339,-2.81168,0.15893,-0.656318,0.667023,-2.81168,31
IQHYCZKIFIHTAI-UHFFFAOYSA-N,c1cc(ccc1Cl)N1CC(=NC1=O)N1CCOCC1,-2.512234384,279.726,264,245.205,-0.058717926,-0.082367023,-0.023649097,0.137322,0.112148,-0.025174,7.211,11.6792,-0.32103,0.24964,-0.02851,0.32124,488.0544128,-1.03628,-0.003688,-0.654153,0.720938,-2.448431,33
IQUIXDAEZQWEKG-UHFFFAOYSA-N,c1cc(ccc1C(=O)OCC(CO)O)Br,-0.234013975,275.099,73,201.353,-0.244294465,-0.255489232,-0.011194767,-0.109657,-0.122657,-0.013,2.2836,3.1669,-0.37622,0.23135,-0.0468,0.37643,440.1253357,-2.132295,-9.80E-05,-0.569062,0.656791,-2.221377,26
IQUPABOKLQSFBK-UHFFFAOYSA-N,c1ccc(c(c1)[N+](=O)[O-])O,0.416638462,139.111,44.925,114.386,-0.04902532,-0.056916964,-0.007891644,0.018144,0.009049,-0.009095,4.3091,5.6663,-0.36637,0.22166,-0.05649,0.36658,290.7503357,-1.51689,-0.484578,-0.569915,0.898496,-0.618394,15
IRGJVQIJENCTQF-UHFFFAOYSA-N,CCOc1c2c(c(c(c1OCC)OCC)N)C(=O)OC2C1c2c(CCN1C)cc1c(c2OC)OCO1,-2.301506589,500.549,184,514.217,-0.425639587,-0.454407046,-0.028767458,0.012739,-0.016203,-0.028942,6.6383,7.9739,-0.30909,0.26513,-0.01302,0.3093,725.5888062,-3.475518,-1.137528,-0.57921,0.721405,-4.236782,68
ISXYVHLPQGBMLC-VOTSOKGWSA-N,C/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.763698043,366.463,149,415.095,-0.038437506,-0.06054818,-0.022110674,0.298461,0.276538,-0.021923,3.915,4.705,-0.28274,0.2683,-0.00985,0.28295,693.8045044,-1.22002,-1.779885,-0.610339,0.72226,-2.737377,53
IUZGROPHJLKZCK-LGMDPLHJSA-N,CCOC(=O)CSC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1,-2.075890678,366.441,145.25,378.652,-0.055264919,-0.070608095,-0.015343177,0.200614,0.184373,-0.016241,2.0775,5.2986,-0.32662,0.22946,-0.04869,0.32683,651.213501,-1.535224,-0.897957,-0.567303,0.686401,-2.225969,44
IVKQJUBXBBNKPH-QVIHXGFCSA-N,c1ccc(cc1)/N=N/c1ccc(c2ccccc12)N(c1ccccc1)c1ccccc1,-2.331620312,399.495,144.3,528.025,0.27410192,0.26611018,-0.00799174,0.604431,0.595484,-0.008947,0.3143,0.3954,-0.29719,0.23299,-0.04516,0.2974,703.8117065,0,-2.812825,-0.370576,0.231165,-0.662242,52
IVPCDWBBGQCALV-FYWRMAATSA-N,c1ccc2c(c1)C(=Nc1ccccc1[N+](=O)[O-])OC2=O,-1.249528783,268.229,163,220.918,-0.000200617,-0.016580919,-0.016380302,0.141415,0.123554,-0.017861,5.5005,7.3135,-0.3633,0.21698,-0.06117,0.36351,471.941803,-1.958582,0.049329,-0.514693,0.881016,-1.483159,28
IYMKCOHANMHPFF-UHFFFAOYSA-N,c1ccc(cc1)N=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],-1.954676329,271.232,133,204.108,0.108600046,0.090918158,-0.017681889,0.255734,0.238145,-0.017589,4.4112,5.3781,-0.35291,0.19122,-0.08693,0.35312,466.5501709,-1.940385,-1.109321,-0.489813,0.864965,-0.511458,29
IZRWUWHABJCDLX-UHFFFAOYSA-N,CC(=O)CC(c1ccccc1)C(CC(=O)C)c1ccccc1,-2.070987471,294.393,161,386.347,-0.091217766,-0.10404944,-0.012831675,0.200694,0.183597,-0.017097,2.7822,8.5004,-0.34501,0.28605,0.0079,0.34522,547.0905762,-1.163232,-2.710084,-0.656331,0.650707,-1.163232,44
IZUJKJITGMXRDU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCNC(=O)CCCCC(=O)O,-2.30514198,383.615,120,564.142,-0.380306431,-0.397517993,-0.017211563,0.144718,0.126855,-0.017863,4.9816,6.5455,-0.34944,0.28055,0.0024,0.34965,807.7594604,-1.78221,-4.502646,-0.667481,0.680867,-2.269594,72
IZUKQUVSCNEFMJ-UHFFFAOYSA-N,c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],-2.74846971,168.109,117.875,129.065,0.040904867,0.025973436,-0.014931431,0.103358,0.089739,-0.013619,7.4448,10.0474,-0.41557,0.2036,-0.07455,0.41578,321.2261963,-1.877382,-0.568823,-0.480224,0.84122,-0.194946,16
IZZVKENIUWWBHF-BUHFOSPRSA-N,CCCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.769884773,464.651,127.5,580.141,-0.092183608,-0.114045961,-0.021862353,0.410701,0.390629,-0.020072,4.0365,5.2392,-0.28266,0.26819,-0.00996,0.28287,909.2184448,-1.212027,-3.622843,-0.607347,0.72133,-2.728424,74
JAFTYXPDTZSKST-UHFFFAOYSA-N,CCOC1(C(c2ccccc2)Br)C(=O)N(C)C(=O)N1,-1.708604119,327.178,179.5,245.668,-0.167592096,-0.18139529,-0.013803193,0.025988,0.01075,-0.015238,4.2317,4.1668,-0.35324,0.24322,-0.03493,0.35345,495.1709595,-1.484181,0.036421,-0.598436,0.73075,-2.674152,34
JAKVEOCMEMGHGB-YFKPBYRVSA-N,C#CCSC[C@@H](C(=O)O)N,-2.840239779,159.209,214.25,185.508,-0.063538679,-0.077899915,-0.014361237,0.030704,0.015116,-0.015588,2.7128,3.0135,-0.33622,0.27939,0.00124,0.33643,346.1461182,-1.097315,-0.320459,-0.567568,0.649859,-1.712684,19
JCEMNGURUDMGBM-UHFFFAOYSA-N,C1CCC(CC1)C(=O)N(C1CCCCC1)O,-0.766267394,225.331,176,279.498,-0.156666743,-0.165118304,-0.008451561,0.124717,0.114132,-0.010585,4.2791,5.4626,-0.3337,0.29243,0.01428,0.33391,449.5561523,-1.007528,-2.184709,-0.592974,0.547697,-1.252389,39
JCEXJKGPRTWMSQ-UHFFFAOYSA-N,CC(C(=NNC(=O)N)C)c1ccccc1,-1.353697444,205.26,150,244.897,-0.014295096,-0.028695712,-0.014400615,0.169268,0.154282,-0.014986,4.2035,5.8143,-0.33909,0.28323,0.00508,0.3393,442.3760376,-0.64918,-1.023681,-0.64918,0.68777,-1.849912,30
JCFJSQZXNOMXCP-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=NO)C2=NO,0.707192548,196.249,136,230.964,-0.023797867,-0.032877909,-0.009080042,0.16892,0.158221,-0.010699,3.2841,4.4716,-0.35152,0.27127,-0.00688,0.35173,386.0264587,-0.723046,-1.935869,-0.528213,0.341143,-0.960661,30
JCRIDWXIBSEOEG-UHFFFAOYSA-N,c1cc(c(c(c1)[N+](=O)[O-])O)[N+](=O)[O-],-0.627467868,184.108,62.1,92.996,-0.045659606,-0.060603933,-0.014944328,0.020421,0.004119,-0.016302,4.5138,6.1477,-0.39427,0.1952,-0.08295,0.39448,324.1282043,-2.422765,-0.350243,-0.549444,0.909107,-0.609278,17
JDCXPRVWBPDZRZ-UHFFFAOYSA-N,Cc1ccc(cc1)Nc1[nH]c2ccc(C)cc2n1,-0.946584039,237.304,197.5,256.164,0.096600491,0.08314679,-0.0134537,0.300575,0.28561,-0.014965,3.2955,5.0333,-0.30905,0.27031,-0.00784,0.30926,491.8375854,0,-1.615587,-0.513909,0.354023,-1.209844,33
JDTWZSUNGHMMJM-FSPLSTOPSA-N,CC[C@H](C)[C@@H](C(=O)O)NC(=O)C,0.713730033,173.212,144.75,218.486,-0.262934638,-0.277247305,-0.014312667,-0.099293,-0.114055,-0.014762,2.7663,4.1822,-0.37271,0.28955,0.0114,0.37292,393.4048157,-1.714955,-0.639704,-0.631864,0.677492,-2.227385,27
JEPXWPONFKFPCB-UHFFFAOYSA-N,c1cc2c(Cc3cc(ccc23)N)cc1Cl,-1.21472305,215.682,136.5,210.792,0.054607267,0.045730773,-0.008876494,0.199246,0.189604,-0.009642,4.1568,5.0214,-0.30232,0.26423,-0.01392,0.30253,409.2066345,0,-1.298155,-0.513194,0.302635,-0.635528,25
JFNWFXVFBDDWCX-UHFFFAOYSA-N,Cc1c(C)noc1N(C(=O)C)S(=O)(=O)c1ccc(cc1)N,-1.734569649,309.346,193.5,273.827,-0.160084897,-0.186256357,-0.02617146,0.040755,0.010723,-0.030032,4.519,15.4942,-0.33826,0.26278,-0.01537,0.33847,509.2527161,-2.666916,-1.47251,-0.977284,2.612138,-1.518353,36
JGCSKOVQDXEQHI-UHFFFAOYSA-N,c1ccc2c(c1)nc1cccc(c1n2)C(=O)O,-2.19382051,224.219,241,223.921,0.003298156,-0.011066355,-0.01436451,0.13532,0.120254,-0.015066,2.2896,3.0788,-0.35222,0.21038,-0.06777,0.35243,423.1225891,-1.068595,0.061944,-0.549293,0.691108,-1.673288,25
JGOAZQAXRONCCI-UHFFFAOYSA-N,c1ccc(cc1)C=NNc1ccccc1,-1.139914495,196.252,156,250.963,0.130050538,0.123192148,-0.00685839,0.292848,0.286334,-0.006514,2.1921,3.0571,-0.30525,0.27119,-0.00696,0.30546,434.1051636,0,-1.609507,-0.311057,0.264724,-0.457241,27
JGRXMPYUTJLTKT-UHFFFAOYSA-N,c1cc(cc(c1)Cl)c1cc(c(C(=O)NCC(=O)O)nc1)O,-0.955241939,306.705,175.8,247.106,-0.20811666,-0.222797817,-0.014681157,-0.044341,-0.061058,-0.016717,0.7821,5.7488,-0.3558,0.22958,-0.04857,0.35601,528.1483765,-2.190798,0.283867,-0.647557,0.639579,-2.888389,32
JGVTUAUTAMXVAF-UHFFFAOYSA-N,Cc1cccc2cc(C(=O)O)c(=O)oc12,-0.952082606,204.182,154,163.65,-0.209048044,-0.224443941,-0.015395897,-0.094458,-0.110655,-0.016197,6.5947,10.1527,-0.35694,0.21418,-0.06397,0.35715,387.1347046,-2.000246,0.411098,-0.561386,0.726012,-2.000246,23
JIAUERZQPRONCY-UHFFFAOYSA-N,CCC(CC)OC(=O)NC(=O)N,-1.242788812,174.2,175.5,205.501,-0.261648273,-0.272239744,-0.010591471,-0.106166,-0.118634,-0.012468,3.736,4.9191,-0.39499,0.27664,-0.00151,0.3952,389.1064453,-1.690823,0.157719,-0.616813,0.763095,-2.830587,26
JJSPNRXDWGKSHD-UHFFFAOYSA-N,COc1ccc(c(c1)OC)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O,-3.22184875,331.285,173,264.508,-0.025046793,-0.04538527,-0.020338477,0.17333,0.151672,-0.021658,9.0503,10.7475,-0.33057,0.20483,-0.07332,0.33078,564.1623535,-2.730582,-1.109303,-0.564479,0.87378,-1.215356,37
JKFZKHRPJOYSAM-UHFFFAOYSA-N,C(CCNC(=O)N)CC(=O)O,-2.118229479,160.173,178.75,168.651,-0.249118174,-0.267861182,-0.018743007,-0.116621,-0.138116,-0.021495,5.2974,5.5587,-0.37687,0.30825,0.0301,0.37708,379.2235718,-1.770615,0.336026,-0.656453,0.679051,-2.861595,23
JLHPNRSNIVUKGA-UHFFFAOYSA-N,CC(C(=O)O)NC(=O)Nc1cccc2ccccc12,-1.481419875,258.277,199,252.706,-0.157292343,-0.172695809,-0.015403467,0.035905,0.01651,-0.019395,3.1081,4.5929,-0.32379,0.25162,-0.02653,0.324,495.4362183,-1.692129,-0.153033,-0.618644,0.715212,-2.72298,33
JLYXXMFPNIAWKQ-GNIYUCBRSA-N,[C@@H]1([C@@H]([C@H]([C@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)Cl)Cl,-0.760220113,290.832,112.975,179.732,-0.110448074,-0.118842919,-0.008394844,-0.044274,-0.053219,-0.008945,3.3994,4.427,-0.39242,0.24384,-0.03431,0.39263,367.3667908,0,-0.423267,-0.14256,0.207003,-0.794702,18
JLZUZNKTTIRERF-UHFFFAOYSA-N,c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,-2.618629819,332.445,223,396.423,0.176199705,0.169501157,-0.006698549,0.475163,0.4657,-0.009463,0,0,-0.32067,0.26955,-0.0086,0.32088,602.5907593,0,-3.130073,-0.183237,0.161017,0,46
JMXNBIDTNISOTA-MRLBHPIUSA-N,C1CCN2C[C@H]3C[C@H](CN4CCC[C@@H]([C@H]34)O)[C@@H]2C1,-1.10546509,250.384,166.25,354.195,-0.102241963,-0.112905415,-0.010663452,0.229747,0.218669,-0.011078,2.9936,3.6386,-0.3125,0.37897,0.10082,0.31271,461.7987366,-0.605632,-2.326497,-0.605632,0.336416,-1.328692,44
JPIYZTWMUGTEHX-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C,-0.582021133,267.374,136,411.81,0.110446294,0.092768339,-0.017677955,0.37792,0.359621,-0.018299,3.3927,7.6376,-0.29514,0.28429,0.00614,0.29535,544.5671387,0,-2.349433,-0.545052,0.298517,-1.099799,41
JQKCQQVJGSNQFB-WCWDXBQESA-N,CCCC(Cc1ccccc1)/N(N(\O)/C(CCC)Cc1ccccc1)/O,0.041390235,354.492,109,477.604,-0.029618565,-0.039189577,-0.009571012,0.37447,0.364402,-0.010068,0.5705,0.8272,-0.34131,0.28965,0.0115,0.34152,659.2547607,-0.969884,-4.11043,-0.489484,0.32311,-1.114253,58
JRQDVRIQJJPHEQ-UHFFFAOYSA-N,c1cc(c(c(c1)[N+](=O)[O-])Cl)C(=O)O,-0.207507264,201.566,183,107.75,-0.113755633,-0.127143094,-0.013387461,-0.052403,-0.066289,-0.013886,5.8704,7.9976,-0.38813,0.21058,-0.06757,0.38834,340.6461487,-2.040875,0.225337,-0.541349,0.875221,-1.156274,17
JSSSSIRXRJUGAL-UHFFFAOYSA-N,c1ccc(cc1)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,-3.689890553,362.345,237,341.936,0.148220623,0.131691408,-0.016529215,0.379625,0.361586,-0.018039,9.3541,11.9267,-0.345,0.21294,-0.06521,0.34521,605.8825073,-2.084409,-1.791586,-0.547051,0.900166,-0.730248,41
JTEGQNOMFQHVDC-NKWVEPMBSA-N,c1cn([C@@H]2CS[C@H](CO)O2)c(=O)nc1N,-1.303423437,229.26,140,207.386,-0.164698436,-0.191672938,-0.026974502,-0.02522,-0.052189,-0.026969,6.3906,9.3347,-0.35146,0.25565,-0.0225,0.35167,395.1106873,-1.654443,0.89941,-0.686053,0.730089,-3.351786,26
JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2ccccc2c(C)c2ccccc12,-2.235290614,206.287,181.25,243.085,0.074782783,0.068759347,-0.006023437,0.268935,0.262165,-0.00677,0.1162,0.136,-0.29197,0.25137,-0.02678,0.29218,410.9637146,0,-2.29165,-0.493214,0.174946,0,30
JTVBCXIVJCAUBK-UHFFFAOYSA-N,Cn1cc(c(=O)[nH]c1=O)[N+](=O)[O-],-2.172582627,171.112,255.75,103.402,-0.120394084,-0.143106964,-0.02271288,-0.049722,-0.072339,-0.022617,6.7844,10.0628,-0.39786,0.21362,-0.06453,0.39807,324.6807556,-2.06784,0.783968,-0.615763,0.944484,-1.913698,17
JUFADMDNFLYBPC-UHFFFAOYSA-N,CCCCCC(=O)NCCNC(=O)CCCCC,-0.597324383,256.389,177.15,349.274,-0.23506539,-0.252939187,-0.017873797,0.086511,0.068102,-0.018409,5.7717,7.4642,-0.34817,0.30898,0.03083,0.34838,559.604248,-1.334304,-2.229597,-0.673894,0.624983,-2.307465,46
JUVIOZPCNVVQFO-HBGVWJBISA-N,C=C(C)[C@H]1Cc2c(ccc3C(=O)[C@H]4c5cc(c(cc5OC[C@H]4Oc23)OC)OC)O1,-2.294933337,394.424,163.5,441.948,-0.275079199,-0.292423358,-0.01734416,0.0435,0.024168,-0.019332,2.2995,6.4853,-0.31344,0.25342,-0.02473,0.31365,652.5889893,-2.492655,-1.263524,-0.552836,0.622964,-2.492655,51
JWBYUXWEHYCVHA-BVYOUEPQSA-N,C[C@@H](Cc1ccccc1)N(O)N(O)[C@H](C)Cc2ccccc2,0.380203964,298.385,94,377.564,-0.001364089,-0.011071577,-0.009707488,0.303341,0.293597,-0.009744,1.5731,1.8007,-0.33877,0.29207,0.01392,0.33898,570.4609985,-0.994713,-3.078588,-0.509277,0.326122,-1.107288,46
JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,-1.391988349,362.466,217.17,425.226,-0.382170661,-0.404352052,-0.022181392,0.007981,-0.016419,-0.0244,4.5677,5.8661,-0.36254,0.26863,-0.00952,0.36275,552.8175659,-2.847013,-2.563436,-0.61143,0.635217,-2.847013,56
JZFDKGFWNSQAHU-UHFFFAOYSA-N,CCc1ccc(cc1)C(=O)c1ccccc1C(=O)O,0.32238574,254.285,126,280.004,-0.128310931,-0.142503821,-0.01419289,0.064377,0.049433,-0.014944,5.4162,6.8901,-0.35833,0.24614,-0.03201,0.35854,487.7243347,-1.611454,-0.877246,-0.563193,0.661625,-1.611454,33
JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)c1cc(c(cc1O)C(C)(C)C)O,0.157251372,222.327,216.5,310.38,-0.178014914,-0.186550074,-0.00853516,0.077704,0.067661,-0.010043,0.003,0.0012,-0.30263,0.28464,0.00649,0.30284,447.951416,-1.041154,-2.940558,-0.536057,0.346871,-1.041154,38
KBOQXVVZFSWICE-FIJLXMTKSA-N,C[C@]12CCC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](CC[C@]12O)c1ccc(=O)oc1,-2.910861465,366.5,247.25,405.159,-0.193071747,-0.206655955,-0.013584207,0.212527,0.197054,-0.015473,7.2203,9.6228,-0.32658,0.25746,-0.02069,0.32679,577.1665039,-1.582946,-3.172659,-0.628721,0.674477,-1.582946,57
KCSGAVOYBPPIRL-UHFFFAOYSA-N,CCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.701037233,396.533,143,476.981,-0.09255568,-0.114360231,-0.021804551,0.31356,0.290987,-0.022573,3.7211,5.8292,-0.28383,0.28232,0.00417,0.28404,762.222168,-1.194825,-2.552518,-0.606441,0.722371,-2.71649,61
KDFNXUATOIFLSG-UHFFFAOYSA-N,c1ccc(c(c1)Cl)OC(=O)NC(=O)N,-2.041611296,214.608,179,175.976,-0.176135215,-0.18855984,-0.012424625,-0.080725,-0.094325,-0.0136,3.4535,4.5813,-0.359,0.2502,-0.02795,0.35921,389.9703064,-1.556474,1.062027,-0.584095,0.749506,-2.720433,21
KDYFGRWQOYBRFD-UHFFFAOYSA-N,C(CC(=O)O)C(=O)O,-0.170645968,118.089,185.5,93.6,-0.306410265,-0.31818605,-0.011775785,-0.248968,-0.263924,-0.014956,1.1211,0.8736,-0.42733,0.28408,0.00593,0.42754,285.0656738,-2.188314,0.623346,-0.562586,0.675198,-2.188314,14
KJKGTLBNWUUCKQ-UHFFFAOYSA-N,c1ccc2c(c1)c1NC3=CC=CC(=Nc4c5ccccc5c([nH]4)N=c4c5ccccc5c(=Nc2[nH]1)[nH]4)C3,-0.420217749,475.512,331,438.029,0.344837079,0.319423841,-0.025413238,0.711828,0.685877,-0.025951,3.2278,6.511,-0.27885,0.22102,-0.05713,0.27906,725.6553345,0,-1.510471,-0.531167,0.378496,-2.556911,58
KJPXTDBDRLXUQN-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1C(=O)O)n1nc2ccccc2n1,-2.05739504,297.27,315,278.62,-0.090206754,-0.104655066,-0.014448313,0.084161,0.066745,-0.017416,1.5608,2.9453,-0.34196,0.22405,-0.0541,0.34217,527.7084961,-2.06338,0.119818,-0.594679,0.727846,-2.44236,33
KJXSIXMJHKAJOD-LSDHHAIUSA-N,c1c(cc(c(c1O)O)O)[C@@H]1[C@H](C(=O)c2c(cc(cc2O1)O)O)O,-0.275046998,320.255,243.885,234.047,-0.469261113,-0.485799216,-0.016538103,-0.287811,-0.307858,-0.020047,1.222,2.0507,-0.33121,0.23898,-0.03917,0.33142,507.6478271,-3.836568,0.452905,-0.689983,0.613301,-3.836568,35
KKJPFYIKWNKDSH-WZIZPHDVSA-N,CC(CO)[C@H](C(=O)N[C@@H]1C2CC[C@@](C)([C@@H]1O)C2(C)C)O,-0.362324399,299.411,172.5,353.463,-0.342058655,-0.35988103,-0.017822375,-0.017167,-0.038653,-0.021486,1.3524,6.402,-0.3547,0.30575,0.0276,0.35491,506.9332886,-2.338828,-2.065811,-0.624345,0.534878,-2.805934,47
KKWXXQXQVFLMOP-LSLJNABFSA-N,CC(=O)CC1=C(C(=O)O[C@@H]1C)C(C)(C)[C@@H]1C(=O)C(C)OC1=O,-0.693137174,308.331,171,289.278,-0.410730228,-0.432001928,-0.0212717,-0.150478,-0.175165,-0.024687,5.2488,7.7247,-0.38263,0.25114,-0.02701,0.38284,496.5426636,-2.965106,-0.906271,-0.657802,0.679987,-2.965106,42
KOOOGBROHMNAPU-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)N=[N+]=[N-])[N+](=O)[O-],-0.78430213,192.134,37.5,148.268,0.09672923,0.082034633,-0.014694597,0.16735,0.151804,-0.015546,5.9682,7.8471,-0.40445,0.211,-0.06715,0.40466,362.3221741,-1.495674,0.07132,-0.590478,0.848376,-0.805902,18
