StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,PM6_Volume,PM6_E0_gas,PM6_E0_solv,PM6_DeltaE0_sol,PM6_G_gas,PM6_G_solv,PM6_DeltaG_sol,PM6_gas_dip,PM6_solv_dip,PM6_HOMO,PM6_LUMO,PM6_LsoluHsolv,PM6_LsolvHsolu,PM6_SASA,PM6_O_charges,PM6_C_charges,PM6_Most_neg,PM6_Most_pos,PM6_Het_charges
FMXDVBRYDYFVGS-UHFFFAOYSA-N,COc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Train,0.534292363,243.133,68,131.618,-960.2812144,-960.287808,-0.00659365,-960.18676,-960.193694,-0.006934,-942.3753604,-942.3879801,-0.012619686,-942.256314,-942.269108,-0.012794,2.4833,2.7487,-0.32084,-0.14311,0.03721,0.16193,391.461853,-2.73033,-0.1036,-0.54957,0.50128,-1.22832,22,20069,20363,35166.5,0.471618634,0.545454545,0.950728284,4,196.0650391,-94.51884632,290.5838854,7436,0.039077984,0.009504916,140.268,-0.022247413,-0.029796298,-0.007548885,0.064266,0.055352,-0.008914,2.3789,2.6001,-0.43239,-0.09615,0.08417,0.27348,389.1325073,-3.122747,-0.428748,-0.456277,0.886346,-0.483111
FNUXIDAXTMVGMS-UHFFFAOYSA-N,BrC1C(OC(=O)C1=O)c2ccc(Br)cc2,Train,-0.921639663,333.964,145,114.907,-5753.814231,-5753.82061,-0.0063794,-5753.718505,-5753.723954,-0.005449,-5688.388349,-5688.404524,-0.016175,-5688.266924,-5688.282763,-0.015839,4.9459,5.6578,-0.2719,-0.12799,0.05233,0.11299,419.4189148,-1.52154,-0.2651,-0.53883,0.72637,-1.37588,21,19464,30425.5,31153.5,0.551119173,0.687918056,0.816622521,4,123.8236937,-131.06642,254.8901137,6035,0.039393805,0.011033678,138.913,-0.10908329,-0.11496131,-0.00587802,-0.023062,-0.028868,-0.005806,3.4803,4.0701,-0.36926,-0.06776,0.11256,0.21035,417.1045837,-1.13238,0.147329,-0.422144,0.489086,-1.257658
FNYDIAAMUCQQDE-UHFFFAOYSA-N,Cc1ccc(O)cc1O,Train,-1.281816615,124.139,104,95.061,-422.0195067,-422.0242812,-0.00477449,-421.915991,-421.920739,-0.004748,-414.1546839,-414.163963,-0.009279138,-414.028751,-414.037941,-0.00919,2.2285,2.5097,-0.21664,-0.01405,0.16627,0.05773,299.5245667,-1.42913,-1.0694,-0.71478,0.51217,-1.42913,17,13233.5,16428,25466.5,0.507462687,0.590529216,0.93992703,3,30.08601324,-83.79416949,113.8801827,2137,-0.029006532,0.007551724,136.291,-0.119605608,-0.123415112,-0.003809504,-0.030267,-0.034259,-0.003992,1.7581,1.9732,-0.3206,0.002,0.18232,0.16169,300.0715332,-0.959766,-0.725539,-0.551466,0.416193,-0.959766
FOGXJPFPZOHSQS-AYVLZSQQSA-N,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC,Train,-1.071971787,488.621,122,439.323,-1617.702415,-1617.713749,-0.01133399,-1617.124322,-1617.135651,-0.011329,-1587.690499,-1587.716376,-0.02587629,-1586.979816,-1587.005967,-0.026151,2.4524,2.8914,-0.2456,-0.05793,0.12239,0.08669,776.8965454,-4.28945,-6.05043,-0.78827,0.83451,-4.28945,75,41257.5,55577.5,60486.5,0.57898168,0.889753845,0.97408175,8,128.4097817,-270.1315639,398.5413456,12791,0.030580982,0.010822742,549.781,-0.540915847,-0.552273931,-0.011358084,-0.021401,-0.033232,-0.011831,2.7467,3.1455,-0.3603,-0.00435,0.17597,0.20139,763.0952148,-3.57967,-3.073602,-0.58713,0.653047,-3.57967
FQBFMUKEABWXLQ-UHFFFAOYSA-N,CCc1c(O)cc(C)cc1O,Train,-1.214763328,152.193,131,102.55,-500.6527488,-500.6568878,-0.004139002,-500.498204,-500.502645,-0.004441,-491.3190748,-491.3293449,-0.010270064,-491.128473,-491.13864,-0.010167,2.5422,2.8796,-0.22249,-0.0112,0.16912,0.06358,354.0545044,-1.43498,-2.02093,-0.71749,0.51273,-1.43498,23,16743,20685.5,29754,0.5,0.598984772,0.896699766,3,34.4222547,-78.153667,112.5759217,2760,-0.028316546,0.006655479,199.214,-0.144821443,-0.148956489,-0.004135047,-0.005749,-0.013011,-0.007262,1.7147,1.9345,-0.3287,0.01063,0.19095,0.16979,349.3979492,-0.966205,-1.359434,-0.537363,0.435748,-0.966205
FTOAOBMCPZCFFF-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)NC1=O,Train,-2.555160472,184.195,190,127.248,-647.3447225,-647.3511641,-0.006441624,-647.179429,-647.186138,-0.006709,-635.266392,-635.2788167,-0.012424626,-635.061742,-635.074238,-0.012496,1.0595,1.0908,-0.28397,-0.06477,0.11555,0.12506,363.4544983,-1.81748,-0.27769,-0.70104,0.83161,-3.17544,25,23203.5,24132,24870.5,0.917684129,0.949938287,0.995934867,6,15.77294396,-126.3099388,142.0828828,3639,0.035396749,0.016556413,183.39,-0.241207343,-0.246889044,-0.005681701,-0.095039,-0.101222,-0.006183,1.8362,1.9614,-0.40512,-0.02396,0.15636,0.24621,361.6020203,-1.489616,0.405441,-0.59017,0.722433,-2.669952
FUNGMMDHWWTWCC-UHFFFAOYSA-N,c1ccc2c(c1)C(c3ccccc23)C4(C5c6ccccc6c7ccccc57)c8ccccc8c9ccccc49,Test,-1.303584743,494.635,293,354.062,-1501.892274,-1501.896538,-0.00426399,-1501.423055,-1501.427356,-0.004301,-1473.95716,-1473.985242,-0.0280818,-1473.402211,-1473.430713,-0.028502,0.1381,0.0298,-0.21886,-0.04634,0.13398,0.05995,712.5440674,0,-6.49055,-0.26377,0.28201,0,65,43552,52537,57852,0.741091815,0.826229508,0.91181321,15,-88.2561736,-145.863684,57.60751044,1846,-0.02850518,0.004992166,546.156,0.260552113,0.256753011,-0.003799102,0.697572,0.693386,-0.004186,0.0259,0.1521,-0.3192,-0.0122,0.16812,0.16029,709.7733154,0,-4.049193,-0.198921,0.171263,0
FWQNYUYRXNWOOM-UHFFFAOYSA-N,CCCCCCCCCC(C(O)=O)C(O)=O,Train,-2.917370255,230.304,106,181.168,-771.4989632,-771.504923,-0.005959806,-771.217246,-771.223839,-0.006593,-757.1057606,-757.1216949,-0.015934291,-756.752606,-756.769088,-0.016482,2.2843,2.6774,-0.29812,-0.02813,0.15219,0.13921,525.9946899,-2.65192,-3.16715,-0.71909,0.83738,-2.65192,38,17370,39672,44501.5,0.344923395,0.478894133,0.710288179,4,-2.552643767,-116.5294369,113.9767931,1753,-0.036260502,0.011290891,298.914,-0.362263242,-0.36792256,-0.005659318,-0.113554,-0.119076,-0.005522,2.483,2.6589,-0.40896,-0.00055,0.17977,0.25005,525.9818726,-2.061148,-1.525364,-0.527278,0.665098,-2.061148
FXJWTHBNVZNQQP-YUMQZZPRSA-N,OC(=O)[C@@H](Br)[C@@H](Br)c1ccccc1,Train,-1.57469315,307.969,200,166.894,-5641.722001,-5641.726858,-0.00485654,-5641.610116,-5641.615083,-0.004967,-5578.299242,-5578.314263,-0.01502115,-5578.162523,-5578.177334,-0.014811,1.7892,2.0577,-0.26324,-0.07155,0.10877,0.10433,396.740448,-1.3071,-1.09417,-0.7041,0.80475,-1.29522,21,19690,27944.5,30523,0.602093422,0.835903389,0.850758075,4,71.92876164,-72.07736063,144.0061223,3522,0.027522734,0.004636663,118.733,-0.106725603,-0.111348435,-0.004622832,-0.010538,-0.015585,-0.005047,2.1826,2.5327,-0.36271,-0.05594,0.12438,0.2038,395.9208679,-1.006524,-0.328317,-0.512294,0.636485,-1.230869
FZERHIULMFGESH-UHFFFAOYSA-N,CC(=O)Nc1ccccc1,Train,-1.07109206,135.166,114,119.109,-440.2843079,-440.2890863,-0.004778396,-440.164083,-440.169083,-0.005,-432.0327773,-432.0425167,-0.009739395,-431.886609,-431.896341,-0.009732,3.5968,4.1912,-0.23146,-0.02662,0.1537,0.07255,329.5007324,-0.65315,-1.19516,-0.76832,0.68226,-1.27926,19,12240,19307,28316,0.426778243,0.64165,0.66506043,3,17.083905,-116.2673014,133.3512064,3781,0.034434418,0.015993634,175.033,-0.044207534,-0.048872582,-0.004665048,0.063578,0.05803,-0.005548,3.699,4.2654,-0.32494,0.00406,0.18438,0.16603,328.8147888,-0.55967,-0.635616,-0.625287,0.6659,-1.066229
GBVCHRDRVDOMQV-RTWAWAEBSA-N,COc1cc2OC[C@H]3Oc4c(CC=C(C)C)c(O)ccc4C(=O)[C@H]3c2cc1OC,Train,-1.899207463,396.44,204,282.699,-1342.248311,-1342.256335,-0.00802427,-1341.875183,-1341.883196,-0.008013,-1317.369385,-1317.389863,-0.02047809,-1316.917483,-1316.93728,-0.019797,4.7969,5.6113,-0.19732,-0.06145,0.11887,0.03841,669.5872803,-3.46404,-2.71905,-0.71214,0.57527,-3.46404,53,34717,44449,52807,0.617549792,0.705004791,0.978717116,10,-61.31695942,-247.8983625,186.5814031,4162,-0.034229018,0.013442371,398.678,-0.304937746,-0.314926718,-0.009988972,0.02825,0.01672,-0.01153,4.6903,5.4634,-0.29597,-0.01714,0.16318,0.13706,667.6757202,-2.480778,-1.680078,-0.536303,0.619659,-2.480778
GHLZUHZBBNDWHW-UHFFFAOYSA-N,CCCCCCCCC(N)=O,Train,-1.697800618,157.256,99,156.323,-484.4295295,-484.4346573,-0.00512783,-484.198439,-484.202859,-0.00442,-475.3348301,-475.3459224,-0.011092294,-475.047257,-475.058378,-0.011121,3.7913,4.3802,-0.25989,-0.00934,0.17098,0.10098,430.5973206,-0.66255,-3.33838,-0.87608,0.68017,-1.53863,30,21744,25573.5,33620.5,0.341059603,0.39312914,0.435146444,2,0.622980811,-111.4990186,112.1219994,2760,0.040623913,0.016845879,277.787,-0.140793776,-0.145892387,-0.005098611,0.063093,0.059788,-0.003305,3.8396,4.4354,-0.38382,0.04274,0.22306,0.22491,428.3438721,-0.591058,-1.765323,-0.603407,0.627909,-1.194465
GHMLBKRAJCXXBS-UHFFFAOYSA-N,Oc1cccc(O)c1,Train,-1.68029568,110.112,111,76.063,-382.70113,-382.7061613,-0.00503122,-382.623201,-382.628183,-0.004982,-375.5710127,-375.5798237,-0.008811016,-375.477228,-375.486017,-0.008789,2.3209,2.6296,-0.22456,-0.01415,0.16617,0.06565,271.8172607,-1.42415,-0.59356,-0.71208,0.51181,-1.42415,14,12195,13402,22974.5,0.48066298,0.511764706,0.929957766,3,38.91114845,-85.31891577,124.2300642,2923,-0.029188818,0.007075245,135.457,-0.108247295,-0.112198852,-0.003951557,-0.040368,-0.044579,-0.004211,2.0316,2.2769,-0.33308,0.00052,0.18084,0.17417,272.2012634,-0.959798,-0.432706,-0.585972,0.453007,-0.959798
GHVVZXRZVGCCNG-UHFFFAOYSA-N,CC(=O)C(C(=O)c1ccccc1)C(=O)c2ccccc2,Train,-1.425364643,266.296,76.5,217.168,-881.9379993,-881.9453823,-0.007382989,-881.720904,-881.727543,-0.006639,-865.4895221,-865.5079872,-0.018465036,-865.223963,-865.242249,-0.018286,6.2005,7.5205,-0.26439,-0.07997,0.10035,0.10548,499.5776978,-1.66116,-1.95148,-0.77675,0.61158,-1.66116,34,26638,34160,39960.5,0.534950808,0.716270839,0.954399958,2,-16.37243776,-256.1147413,239.7423035,7450,0.032180175,0.008548732,278.866,-0.090135919,-0.096725264,-0.006589345,0.10824,0.101935,-0.006305,5.7417,6.9063,-0.3687,-0.02906,0.15126,0.20979,487.9948425,-1.443868,-1.017963,-0.647804,0.667803,-1.443868
GIAZCNVNDGIJFY-UHFFFAOYSA-N,Cc1ccc3c(c1)nc(Nc2ccccc2)n3/C(=N\c4ccccc4)Nc5ccccc5,Train,-1.979195892,417.513,199.5,297.111,-1316.552566,-1316.558313,-0.00574709,-1316.169313,-1316.175946,-0.006633,-1291.980664,-1292.014731,-0.03406652,-1291.520711,-1291.554784,-0.034073,4.6762,5.4317,-0.19724,-0.05367,0.12665,0.03833,719.9245605,0,-3.31478,-0.69694,0.65442,-2.83261,55,42604.5,42980.5,60886,0.72374449,0.81559574,0.942197717,4,-18.92489379,-190.3527183,171.4278245,5937,-0.030487119,0.00833541,486.148,0.239631103,0.233219947,-0.006411156,0.588315,0.580715,-0.0076,4.3743,5.0311,-0.30197,-0.02482,0.1555,0.14306,729.0983887,0,-1.787151,-0.532727,0.542555,-2.255765
GKKDCARASOJPNG-UHFFFAOYSA-N,CC1OC(C)OC(C)OC(C)O1,Test,-2.166856699,176.213,246,120.428,-615.3846102,-615.3875401,-0.002929861,-615.177594,-615.180669,-0.003075,-603.9871267,-603.9962534,-0.009126725,-603.736425,-603.743314,-0.006889,2.0607,2.4128,-0.26717,0.00299,0.18331,0.10826,381.0166931,-2.48357,-1.32213,-0.72392,0.3808,-2.48357,28,21264.5,24252,28196.5,0.694444444,0.73852847,1,2,-33.47665144,-91.13434343,57.65769199,2801,-0.03253636,0.007086746,246.614,-0.328206797,-0.332239249,-0.004032452,-0.149752,-0.155605,-0.005853,0.916,2.755,-0.37539,0.0459,0.22622,0.21648,377.8311157,-2.237386,-0.425423,-0.595225,0.478056,-2.237386
GLBZQZXDUTUCGK-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(Cc2ccc(cc2)[N+]([O-])=O)cc1,Train,-0.99238638,258.233,183,171.891,-911.656003,-911.6636259,-0.007622878,-911.48861,-911.49611,-0.0075,-894.6241759,-894.6418504,-0.017674518,-894.418566,-894.435756,-0.01719,5.335,6.2005,-0.28773,-0.11437,0.06595,0.12882,466.8136902,-1.57568,-2.10914,-0.49568,0.49676,-0.58216,29,20710.5,34728,37592,0.44977172,0.525187587,0.852071006,7,157.2195199,-196.7659929,353.9855128,8874,0.038723081,0.010280485,203.607,0.049326767,0.040587033,-0.008739734,0.206774,0.194737,-0.012037,6.2209,7.0548,-0.39183,-0.06084,0.11948,0.23292,464.1990662,-1.953418,-1.538376,-0.488911,0.845888,-0.261656
GLCPWVRTAKRUJT-KMFMINBZSA-N,C1(=C(C=CC=C1)C=NC2[C@H]3C[C@@H](C2)CC3)[N](=O)=O,Train,-1.155038036,286.374,71,200.71,-802.9883117,-802.9921005,-0.003788769,-802.75014,-802.754171,-0.004031,-788.0374614,-788.0532924,-0.015831005,-787.746958,-787.762579,-0.015621,3.7731,4.2851,-0.26566,-0.10618,0.07414,0.10675,474.7677612,-0.77393,-3.26743,-0.47132,0.49662,-0.70508,34,20737,29940.5,40627.5,0.504557948,0.672152939,0.836421067,5,-19.40993483,-113.5673646,94.1574298,2759,0.031683291,0.006414666,206.094,0.058051232,0.053339162,-0.00471207,0.277353,0.271182,-0.006171,3.9127,4.8733,-0.35883,-0.05181,0.12851,0.19992,461.7715454,-0.980517,-1.910769,-0.494512,0.847539,-0.455455
GMHKMTDVRCWUDX-UHFFFAOYSA-N,CCC1(NC(=O)N(C)C1=O)c2ccccc2,Train,-0.614688332,218.255,136,138.829,-725.735722,-725.7419775,-0.006255537,-725.532573,-725.538837,-0.006264,-712.1957741,-712.2105419,-0.014767766,-711.94939,-711.965962,-0.016572,2.3144,2.6961,-0.25866,-0.03513,0.14519,0.09975,425.6786804,-1.2609,-1.26874,-0.70043,0.8359,-2.45117,30,22433.5,29085,31866,0.648391874,0.75687412,0.876062426,6,-5.466008133,-139.3027904,133.8367822,3855,0.031214851,0.014489996,213.067,-0.102447844,-0.107854866,-0.005407022,0.078664,0.072887,-0.005777,2.6089,3.0199,-0.35997,-0.00471,0.17561,0.20106,428.5515442,-1.017237,-0.368169,-0.533956,0.692567,-2.022866
GNKJYVZPBBPVRT-BMRADRMJSA-N,c1(ccccc1)C(C#N)=N(=O)c2ccc(C)cc2,Train,-0.339592419,236.273,135,218.892,-763.4954244,-763.5004804,-0.005056081,-763.306773,-763.312368,-0.005595,-749.2225268,-749.236609,-0.014082142,-748.992842,-749.007042,-0.0142,1.449,1.4457,-0.23493,-0.09712,0.0832,0.07602,468.8779602,-0.48384,-2.39699,-0.70404,0.27898,-0.68841,30,17537,32613.5,40822.5,0.430870021,0.535346723,0.80571615,5,4.14924333,-133.6534751,137.8027184,1995,0.025782597,0.003682202,246.57,0.141675258,0.136435982,-0.005239275,0.315252,0.309542,-0.00571,3.4753,3.7376,-0.33245,-0.04395,0.13637,0.17354,471.3866882,-0.502848,-1.856996,-0.524541,0.580849,-0.159194
GQSNJNBEIFSPHV-SREVYHEPSA-N,CCCCC\C=C/C(N)=O,Train,0.341264486,141.213,74.5,116.771,-443.885255,-443.8900353,-0.00478028,-443.70429,-443.709032,-0.004742,-435.5348146,-435.5436462,-0.008831597,-435.307886,-435.31872,-0.010834,3.189,3.7191,-0.25676,-0.04295,0.13737,0.09785,385.3056641,-0.66872,-2.42405,-0.86361,0.63878,-1.53233,25,13998,26835,31207,0.442470061,0.531907948,0.814241517,2,3.097596812,-97.82337303,100.9209698,2507,0.040255672,0.016446108,205.341,-0.094291116,-0.098705256,-0.00441414,0.066242,0.06064,-0.005602,2.9764,3.464,-0.3736,0.0042,0.18452,0.21469,382.619812,-0.611975,-1.261514,-0.611975,0.652605,-1.207815
GQSNJNBEIFSPHV-VOTSOKGWSA-N,CCCCC/C=C/C(N)=O,Train,-1.845642737,141.213,129,134.184,-443.8887582,-443.8943015,-0.005543314,-443.70731,-443.713467,-0.006157,-435.5373506,-435.5469801,-0.009629485,-435.312334,-435.322155,-0.009821,3.7638,4.3176,-0.25895,-0.0402,0.14012,0.10004,391.9908447,-0.67319,-2.40983,-0.86272,0.64031,-1.53591,25,13301,28540.5,32059,0.439032258,0.447368421,0.972826058,3,-16.6993122,-119.6445192,102.945207,2432,0.042055427,0.01635053,189.494,-0.094163426,-0.099438583,-0.005275158,0.065685,0.06028,-0.005405,3.9901,4.5061,-0.37656,0.00425,0.18457,0.21765,392.835083,-0.609665,-1.261572,-0.609665,0.644506,-1.20029
GQXURJDNDYACGE-UHFFFAOYSA-N,OC(=O)C1(O)CC1,Train,-0.814667125,102.09,107,91.771,-381.6972402,-381.7018147,-0.004574446,-381.627505,-381.632221,-0.004716,-374.5819443,-374.5891191,-0.007174804,-374.495185,-374.502508,-0.007323,1.534,1.7838,-0.27225,-0.01817,0.16215,0.11334,256.9923706,-2.10833,0.01876,-0.75165,0.79659,-2.10833,13,13754.5,15090,17673.5,0.687861272,0.802721088,0.960295845,6,5.228258108,-87.79055538,93.01881349,1276,-0.040010635,0.009336276,101.552,-0.180493306,-0.184321133,-0.003827827,-0.122907,-0.127133,-0.004226,1.5494,1.8229,-0.39517,-0.0017,0.17862,0.23626,259.8323059,-1.529542,0.108939,-0.530307,0.595268,-1.529542
GVGLGOZIDCSQPN-PVHGPHFFSA-N,CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,Train,-0.470606864,369.417,171,282.156,-1244.987021,-1244.994391,-0.00736996,-1244.630907,-1244.63904,-0.008133,-1221.953736,-1221.972547,-0.01881074,-1221.514976,-1221.533663,-0.018687,3.3858,3.9878,-0.22054,-0.01881,0.16151,0.06163,587.8408203,-2.85238,-2.43036,-0.77958,0.82526,-3.40803,50,31052,38911.5,47443,0.592213247,0.762807574,0.851105758,14,-134.0386879,-245.9078201,111.8691322,6007,-0.039639365,0.014450621,344.874,-0.270935975,-0.281265925,-0.01032995,0.05278,0.041937,-0.010843,3.3844,3.9403,-0.32109,0.0024,0.18272,0.16218,593.0236816,-2.318248,-1.219243,-0.594343,0.694095,-2.657509
GXBUKHSYNSJJAV-ISLYRVAYSA-N,CC(=O)c1cccc(c1)N=Nc2cc(C)c(O)cc2C,Test,-1.389230833,268.315,158,190.679,-879.2955112,-879.3013887,-0.005877501,-879.057126,-879.064002,-0.006876,-862.8969667,-862.9130791,-0.016112438,-862.605941,-862.623383,-0.017442,1.7973,2.148,-0.22279,-0.09345,0.08687,0.06388,526.4303589,-1.28152,-2.68241,-0.77663,0.5689,-1.69351,36,18387.5,29318.5,50640.5,0.301449284,0.495238095,0.614743093,9,37.59197267,-129.29366,166.8856327,2676,0.028149759,0.004959109,302.63,-0.013040513,-0.01966789,-0.006627378,0.198683,0.192311,-0.006372,2.529,3.4081,-0.32204,-0.04072,0.1396,0.16313,532.9672852,-0.986068,-1.726407,-0.637947,0.602602,-1.272044
GXMNKFPMBJAHHP-UHFFFAOYSA-N,CCOC(=O)C(=NNc1c(Br)cc(Br)cc1Br)C#N,Train,-0.767429023,453.915,137.5,268.291,-8453.856774,-8453.863026,-0.00625219,-8453.729817,-8453.736163,-0.006346,-8358.952968,-8358.969451,-0.01648305,-8358.793147,-8358.813479,-0.020332,4.9494,5.8503,-0.25916,-0.09933,0.08099,0.10025,534.7794189,-1.1522,-0.60363,-0.71891,0.79128,-1.61796,27,27998.5,35317,44136,0.583842988,0.640934181,0.886062513,10,6.961520059,-166.9805754,173.9420955,3418,-0.043815615,0.011551737,201.389,-0.003112157,-0.010340854,-0.007228698,0.108996,0.101346,-0.00765,5.1946,6.1846,-0.348,-0.05816,0.12216,0.18909,513.423584,-0.961023,-0.083387,-0.52629,0.695486,-1.405887
GYFJWQACXUYIFN-VHEBQXMUSA-N,CCc1cc(O)c(C)cc1N=Nc2cccc(c2)C(C)=O,Train,-0.53745977,282.342,122,219.743,-918.6099513,-918.6156597,-0.005708409,-918.344306,-918.350043,-0.005737,-901.476768,-901.4937972,-0.01702921,-901.153137,-901.16989,-0.016753,4.4757,5.2002,-0.22484,-0.09508,0.08524,0.06593,551.9692383,-1.28264,-3.13264,-0.77691,0.56948,-1.69987,39,21772,30454.5,52074.5,0.364921974,0.518987342,0.715130345,8,54.54848701,-106.8176255,161.3661125,3175,0.035523633,0.016131115,301.345,-0.019698088,-0.025874919,-0.00617683,0.216323,0.210506,-0.005817,3.8878,4.4053,-0.32249,-0.04153,0.13879,0.16358,554.1324463,-0.989965,-1.952322,-0.638414,0.604093,-1.281815
HAKJTBOWCJGLKF-UHFFFAOYSA-N,CCCCCCCCC(CC)(CC)C(=O)NO,Train,-0.1487414,243.39,74.5,243.46,-756.1335016,-756.1414959,-0.007994272,-755.768253,-755.774713,-0.00646,-742.0067571,-742.0232243,-0.016467194,-741.553557,-741.568283,-0.014726,5.2218,6.0288,-0.24167,-0.02471,0.15561,0.08276,554.7574463,-1.21421,-5.71027,-0.6944,0.66737,-1.57643,46,22403,40432.5,43695,0.388440899,0.541062305,0.996015932,4,-35.76984097,-171.6102388,135.8403978,2952,-0.05813355,0.021831851,329.831,-0.169149698,-0.176937068,-0.007787369,0.155176,0.147034,-0.008142,5.2472,5.9934,-0.33517,0.01748,0.1978,0.17626,550.0704346,-0.900338,-3.169036,-0.553933,0.567275,-1.232074
HAMMHSUBQYOIFQ-UHFFFAOYSA-N,OC(=O)C1c2ccccc2Cc3ccccc13,Test,-1.873628627,224.259,207,144.04,-729.3268866,-729.3314146,-0.004527977,-729.13558,-729.140305,-0.004725,-715.750181,-715.7650342,-0.014853203,-715.520548,-715.535485,-0.014937,1.0193,1.2495,-0.24731,-0.03201,0.14831,0.0884,425.3357849,-1.34076,-1.97357,-0.72011,0.8357,-1.34076,29,21731,27635.5,35380,0.573077961,0.79449833,0.828144291,12,-22.14742855,-115.8069515,93.65952295,2297,-0.036883679,0.011413599,262.793,-0.079065036,-0.083186333,-0.004121297,0.095668,0.090858,-0.00481,1.2396,1.4643,-0.34465,-0.00164,0.17868,0.18574,426.5361328,-1.066095,-1.069302,-0.545176,0.646533,-1.066095
HCBHQDKBSKYGCK-UHFFFAOYSA-N,Cc1cccc(C)c1C(O)=O,Train,-0.287862464,150.177,115,131.199,-499.4687614,-499.4722228,-0.003461473,-499.33349,-499.337279,-0.003789,-490.1402329,-490.1502213,-0.009988357,-489.975157,-489.985253,-0.010096,1.6295,1.8765,-0.25175,-0.05235,0.12797,0.09284,336.000061,-1.33898,-1.44201,-0.71963,0.81827,-1.33898,21,17745.5,18243,28685.5,0.53202928,0.540137811,0.991125367,4,-1.082991799,-71.93842568,70.85543388,1554,-0.041352142,0.011316489,183.275,-0.134140074,-0.137959548,-0.003819474,-0.015268,-0.019827,-0.004559,1.8306,2.1084,-0.35097,-0.01307,0.16725,0.19206,338.4836426,-1.087826,-0.855071,-0.549844,0.696329,-1.087826
HCUZVMHXDRSBKX-UHFFFAOYSA-N,CCCCCCCCCCC(C(O)=O)C(O)=O,Train,-3.625930531,244.331,117,204.195,-810.8136798,-810.8196587,-0.005978921,-810.50575,-810.511834,-0.006084,-795.6855864,-795.7026102,-0.017023891,-795.299835,-795.316948,-0.017113,2.2111,2.5939,-0.29793,-0.02814,0.15218,0.13902,559.0897217,-2.65202,-3.62741,-0.71908,0.8374,-2.65202,41,16798.5,42413,47570.5,0.320574163,0.431226888,0.717139704,4,1.970025851,-114.3971407,116.3671666,1784,0.039843764,0.019943287,325.981,-0.3702038,-0.375926325,-0.005722525,-0.097658,-0.103271,-0.005613,2.5365,2.7156,-0.40759,-0.00057,0.17975,0.24868,557.1873169,-2.06117,-1.790176,-0.527279,0.665112,-2.06117
HFXHGVFEDYAYHQ-ISLYRVAYSA-N,CCc1cc(O)ccc1N=Nc2cccc(c2)C(C)=O,Train,-1.551642395,268.315,142,244.037,-879.2914502,-879.2973318,-0.005881617,-879.051553,-879.058018,-0.006465,-862.8946848,-862.9110204,-0.016335579,-862.603468,-862.619773,-0.016305,4.0881,4.7496,-0.22825,-0.09688,0.08344,0.06934,525.4008789,-1.28091,-2.62976,-0.77704,0.56956,-1.69489,36,19994,30439.5,49656,0.367986152,0.583333333,0.655068444,8,40.01916611,-101.2804557,141.2996218,1833,0.04612264,0.022713309,319.222,-0.007110427,-0.012978148,-0.005867721,0.206416,0.201169,-0.005247,4.3402,4.299,-0.32714,-0.04242,0.1379,0.16823,534.0682373,-0.991641,-1.650583,-0.638685,0.60418,-1.281075
HHDJWYOCRHVJHS-UHFFFAOYSA-N,CCC(CC)(Cc1ccc(C)cc1)C(=O)NO,Train,-1.522871363,235.326,129.5,205.632,-751.3260036,-751.3306494,-0.004645824,-751.044154,-751.048966,-0.004812,-737.2972225,-737.3101048,-0.012882222,-736.953398,-736.968484,-0.015086,3.6758,4.1238,-0.24243,-0.01909,0.16123,0.08352,467.7953186,-1.26198,-3.9879,-0.69994,0.66932,-1.61762,38,22198.5,31330.5,40430.5,0.4777278,0.748062372,0.880452353,10,-1.389674444,-106.7735699,105.3838955,1934,0.036659498,0.016958555,293.036,-0.105764902,-0.110731594,-0.004966692,0.147392,0.14186,-0.005532,3.6751,4.0561,-0.33479,0.01145,0.19177,0.17588,464.0947876,-0.932724,-2.359738,-0.541789,0.515246,-1.218371
