StdInChIKey,SMILES,LogS,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
UJKWVVLRVCSFBB-HNNXBMFYSA-N,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCSC(=O)c1ccccc1)O,-0.468666514,388.4865006,382.481,117,-0.355016548,-0.379303478,-0.02428693,-0.024649344,-0.049882897,-0.025233554,6.90779357,10.74114957,-0.33975164,0.253658731,-0.024491269,0.33996164,607.4998373,-2.933183743,-0.983932664,-0.650228563,0.627265885,-4.066237219,52
UMNBCVIEWOTTAP-UHFFFAOYSA-N,CCCCC(=O)NNC(=O)CCCC,-0.549591303,272.6311364,200.281,155.5,-0.175505989,-0.188599032,-0.013093043,0.049602188,0.034713845,-0.014888343,1.633199644,4.90884474,-0.35232777,0.28945619,0.01130619,0.35253777,457.1502382,-1.186830252,-1.465240852,-0.596973088,0.612536028,-1.924919733,34
UNMGJBOGCRAMHG-UHFFFAOYSA-N,CC(C)CCCOC(=O)NC(=O)N,-1.601661013,229.1371363,188.227,155.5,-0.264915861,-0.275743699,-0.010827838,-0.086651621,-0.099070963,-0.012419342,3.660391177,5.200672188,-0.398080904,0.273303827,-0.004846173,0.398290904,422.3882316,-1.648127417,-0.102749297,-0.60442779,0.747355875,-2.776470046,29
UNMSQGCYXOMOAC-UHFFFAOYSA-N,C(CO[N+](=O)[O-])N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-2.620276486,174.7965535,362.169,128,-0.00412095,-0.024741729,-0.020620779,0.121647463,0.09760568,-0.024041783,2.458016612,3.071859138,-0.423962377,0.169752902,-0.108397098,0.424172377,488.3395417,-4.908437678,-0.382825262,-0.49293848,0.975651724,-0.827165851,31
URSRLBRZMUPNKP-CYYJNZCTSA-N,CCCCN(CCCC)CCOC(=O)c1ccc(cc1)/N=N/c1ccc(cc1N)N,-0.886878183,521.7839473,411.547,102.5,-0.057846437,-0.079938629,-0.022092192,0.366883545,0.343875263,-0.023008282,6.892731005,9.601584484,-0.312751304,0.254344741,-0.023805259,0.312961304,759.9687559,-1.034992514,-2.914995053,-0.620671076,0.661589173,-2.574964139,63
USEVKDWMVPLICN-UHFFFAOYSA-N,CCC(=O)NCCNC(=O)CC,-0.09622215,230.8443374,172.227,191.4,-0.19006553,-0.204319257,-0.014253727,-0.009351396,-0.028293996,-0.0189426,1.763696354,5.024857823,-0.352825627,0.313515061,0.035365061,0.353035627,405.2366243,-1.31673429,-0.639085986,-0.660578262,0.618509125,-2.276386588,28
UTMLDQRMPCLKEF-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=Nc1ccc(cc1)N)c1ccc(cc1)N(C)C,-1.921003744,429.1828999,358.486,221.5,0.146948668,0.123857397,-0.02309127,0.49612917,0.472657675,-0.023471495,3.770293009,5.281868005,-0.284595252,0.277552056,-0.000597944,0.284805252,678.427598,0,-2.87668707,-0.518289552,0.295533039,-1.49629628,53
UTQSUDKKBZEXHH-UHFFFAOYSA-N,c1ccc(c(c1)Cl)Nc1ccc(cc1N)Cl,-1.801285343,216.3097974,253.131,105.375,0.046974172,0.039294256,-0.007679916,0.186154921,0.17761286,-0.00854206,1.701150662,2.518310815,-0.317555926,0.265789278,-0.012360722,0.317765926,441.3982054,0,-0.942045366,-0.480674804,0.276187858,-1.083648923,26
UUQHKWMIDYRWHH-UHFFFAOYSA-N,Cc1cc(c(C)c(c1C(=O)OC)O)O,0.205744016,195.9307726,196.203,141.75,-0.279704672,-0.288631986,-0.008927314,-0.134809484,-0.1445649,-0.009755415,1.540380519,2.48123363,-0.340725478,0.259591637,-0.018558363,0.340935478,388.5306859,-2.010882826,-0.487141185,-0.630065901,0.714772958,-2.010882826,26
UVOTVQIUSZDLAM-GGLFOPPFSA-N,CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](C[C@]12C)O,0.562124627,368.9719628,326.436,264.25,-0.175212701,-0.19599152,-0.02077882,0.171328252,0.149524379,-0.021803873,7.819086985,10.76123056,-0.359677864,0.263387006,-0.014762994,0.359887864,532.8086104,-1.798924888,-2.721383807,-0.649039275,0.647977195,-1.798924888,50
UVSMNLNDYGZFPF-UHFFFAOYSA-N,c1cc2c(c(c1)N)C(=O)N(C1CCC(=O)NC1=O)C2=O,-2.436556992,222.1559683,273.248,316.5,-0.223104732,-0.244178342,-0.02107361,-0.051099586,-0.074666916,-0.02356733,7.010639649,9.845005836,-0.344716675,0.22480336,-0.05334664,0.344926675,463.9841832,-2.157843146,1.319697895,-0.577635933,0.70317622,-3.716461309,31
UWVQXJFNNKWNLZ-UHFFFAOYSA-N,Cc1ccc(cc1)C(c1ccc(C)cc1)(C(c1ccc(C)cc1)(c1ccc(C)cc1)O)O,-3.023835587,512.0896836,422.567,180,-0.038135551,-0.049863415,-0.011727864,0.374623254,0.358728986,-0.015894268,2.537244225,3.517272949,-0.324798966,0.285167612,0.007017612,0.325008966,715.4567002,-1.196014073,-4.174772437,-0.599560702,0.341382976,-1.196014073,62
UYUUAUOYLFIRJG-UHFFFAOYSA-N,COc1ccc(cc1)P(c1ccc(cc1)OC)c1ccc(cc1)OC,-2.19358722,370.0709128,352.37,131.5,-0.089713999,-0.103803501,-0.014089501,0.19228996,0.176610435,-0.015679524,2.328425101,3.164429774,-0.299870024,0.288337193,0.010187193,0.300080024,639.1296585,-1.206014238,-2.585036916,-0.403299677,0.393791508,-0.812222731,46
VDLSNXQRYWSHGB-UHFFFAOYSA-N,CCOC(=O)C1C(=O)CC(C)(C(C1c1ccccc1)C(=O)OCC)O,-1.56390915,369.742923,348.396,154,-0.420541907,-0.441870407,-0.0213285,-0.109553864,-0.132201859,-0.022647995,5.170114296,7.819863039,-0.358710721,0.277379725,-0.000770275,0.358920721,573.4502011,-3.204954027,-1.200630915,-0.616561023,0.682424378,-3.204954027,49
VDVUCLWJZJHFAV-UHFFFAOYSA-N,CC1(C)CC(CC(C)(C)N1)O,0.361215791,226.8656109,157.256,128.5,-0.140581058,-0.149437959,-0.008856901,0.071530045,0.061608388,-0.009921657,2.033757779,2.301393012,-0.327968703,0.380418072,0.102268072,0.328178703,358.6435865,-0.620640268,-2.131004607,-0.620640268,0.389349272,-1.207788901,30
VEQOALNAAJBPNY-UHFFFAOYSA-N,Cc1cc(=O)n(c2ccccc2)n1C,0.492373776,222.49735,188.229,111.6,0.023440816,0.01072798,-0.012712836,0.179314,0.164832,-0.014482,5.7659,8.2607,-0.31765,0.26715,-0.011,0.31786,397.4562866,-0.58909,-1.103933,-0.58909,0.644431,-1.082961,26
VFQXVTODMYMSMJ-UHFFFAOYSA-N,c1cnccc1C(=O)N,-0.241710093,126.664632,122.126,156,-0.010975677,-0.02517992,-0.014204242,0.06132875,0.04593256,-0.01539619,3.59374999,5.006816547,-0.3840375,0.25268,-0.02547,0.3842475,297.0244552,-0.619178912,0.175371252,-0.619178912,0.594316332,-1.48499992,15
VGEREEWJJVICBM-UHFFFAOYSA-N,c1cc(ccc1CCC(=O)c1c(cc(cc1O)O)O)O,-0.178478611,260.6503777,274.273,257.75,-0.30052836,-0.317019067,-0.016490706,-0.107274802,-0.124950832,-0.01767603,3.737518393,6.690224446,-0.3285283,0.254303038,-0.023846962,0.3287383,492.1138445,-2.56118085,-0.724891723,-0.680379036,0.664688008,-2.56118085,34
VHIYCPCXACHVJM-KQQUZDAGSA-N,CCOC(=O)/C=C/C=C/C(=O)OCC,-0.406026263,223.1600677,198.219,62,-0.252702042,-0.264861153,-0.012159111,-0.093442834,-0.106963062,-0.013520228,1.85852468,2.900500521,-0.394056991,0.23492136,-0.04322864,0.394266991,462.6145246,-2.090150956,-0.300608111,-0.577184677,0.671280872,-2.090150956,28
VHNQIURBCCNWDN-UHFFFAOYSA-N,c1cc(N)nc(c1)N,0.542212284,132.7121724,109.131,121,0.04089177,0.028875025,-0.012016745,0.12138407,0.108739162,-0.012644908,1.270216977,1.937400967,-0.312662412,0.293960278,0.015810278,0.312872412,281.917082,0,0.002364184,-0.602139696,0.44732904,-1.605318342,15
VHUNCYDAXJGCLO-AHMNSWSSSA-N,COC(=O)c1ccccc1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)O1)O)O)O,-2.157324451,359.5478636,446.408,180.25,-0.816972425,-0.840024506,-0.023052082,-0.466977331,-0.491850529,-0.024873198,2.899827088,3.827051123,-0.360549815,0.24329011,-0.03485989,0.360759815,597.6283703,-6.382523765,0.934527627,-0.597461757,0.701155468,-6.382523765,57
VKYKSIONXSXAKP-UHFFFAOYSA-N,C1N2CN3CN1CN(C2)C3,-0.788570894,171.4631507,140.188,304.5,0.044636242,0.033860412,-0.01077583,0.19671,0.185575611,-0.011134389,0,0.020204515,-0.34636,0.34729,0.06914,0.34657,296.175359,0,-0.24412741,-0.410033215,0.157355175,-1.635326378,22
VLHGEHPRQNEXJO-UHFFFAOYSA-N,c1ccc(cc1)C(C(c1ccccc1)C(=O)c1ccccc1)C1C(=O)c2ccccc2C1=O,-2.332946187,437.7087395,430.503,196.25,0.001074401,-0.013679672,-0.014754073,0.348913526,0.332925068,-0.015988458,4.273705306,6.097363776,-0.346065292,0.231708608,-0.046441392,0.346275292,680.2857208,-1.5243401,-2.135624198,-0.530077912,0.582547839,-1.5243401,55
VMFZFBNQMGFEJG-UHFFFAOYSA-N,CC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.593386658,388.4937777,340.425,150.5,-0.062928981,-0.084633292,-0.02170431,0.248274028,0.226415019,-0.021859009,4.003971461,5.454728603,-0.284562921,0.282052355,0.003902355,0.284772921,637.1893632,-1.202010782,-1.521158355,-0.610527436,0.722461603,-2.721909966,49
VMXIGXJWVNCMDE-UHFFFAOYSA-N,c1ccc(cc1)CCOC(=O)NC(=O)N,-2.415426198,214.3494846,208.217,188.25,-0.190342232,-0.201682581,-0.011340349,-0.03835974,-0.051221272,-0.012861532,3.119935587,4.400179909,-0.355310502,0.269230723,-0.008919277,0.355520502,429.4877146,-1.63786389,0.375349153,-0.601359887,0.745361472,-2.761590956,27
VNIRPUMAEZAXLI-UHFFFAOYSA-N,CC(=CC(C(Cl)(Cl)Cl)O)C,0.39824594,161.443774,203.496,82,-0.126348682,-0.135002556,-0.008653874,-0.038259889,-0.048512433,-0.010252544,3.794518832,4.827266915,-0.371772945,0.268694129,-0.009455871,0.371982945,353.0231914,-0.562857108,-0.968601713,-0.562857108,0.339165556,-0.838425782,19
VNMCOCQBDAFDIY-UHFFFAOYSA-N,CCCCCCC(C)OC(=O)NC(=O)N,-2.025386193,254.3938364,216.28,155,-0.285659356,-0.295852373,-0.010193017,-0.059630535,-0.072153924,-0.012523388,4.029152871,5.37006251,-0.395753337,0.27550403,-0.00264597,0.395963337,486.9110258,-1.693110015,-0.641470743,-0.60498459,0.7521955,-2.82556975,35
VOGKEZAPBBRLPB-UHFFFAOYSA-N,CCCCCCC(CCC)(CCC)C(=O)NO,0,352.2534976,243.39,87.5,-0.184572872,-0.194250066,-0.009677194,0.142519522,0.131680233,-0.010839289,3.447602989,4.459323467,-0.348122907,0.291305958,0.013155958,0.348332907,533.1671504,-0.964353475,-3.220977293,-0.565841046,0.52842773,-1.263391417,46
VOIZNVUXCQLQHS-UHFFFAOYSA-N,c1cc(cc(c1)Br)C(=O)O,-0.438898118,113.7403029,201.019,156,-0.097702511,-0.105875464,-0.008172953,-0.037175588,-0.046714574,-0.009538986,1.674152382,2.360453909,-0.369128495,0.236904956,-0.041245044,0.369338495,322.5927296,-1.089118062,0.09362444,-0.563922015,0.667863078,-1.168128384,15
VPVXHAANQNHFSF-UHFFFAOYSA-N,C1COC(=O)CO1,0.845689016,102.5829378,102.09,27.3,-0.189368721,-0.201590799,-0.012222078,-0.125739,-0.138514,-0.012775,3.924731251,5.1099,-0.38091,0.2931,0.01495,0.38112,253.7212181,-1.39498,0.33854,-0.533778,0.625777,-1.39498,13
VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(COc1cccc2C[C@H]([C@H](Cc12)O)O)O,-0.799447239,367.140973,309.406,95.5,-0.31112876,-0.326119543,-0.014990783,0.019616168,0.00322458,-0.016391588,4.647101327,5.891490595,-0.325718634,0.286986175,0.008836175,0.325928634,574.2402186,-2.181617508,-2.332463534,-0.591596669,0.389531158,-2.698386285,49
VXDRVFNPIUKYNB-UHFFFAOYSA-N,CC(C)C1CCC(C)CC1OC(=O)NC(=O)N,-2.23825764,264.7525996,242.318,215,-0.290103375,-0.301343132,-0.011239757,-0.027681308,-0.04126134,-0.013580031,4.24088076,6.465262993,-0.393778131,0.277229884,-0.000920116,0.393988131,474.8723494,-1.698761684,-0.925288239,-0.610907152,0.75597722,-2.82974968,39
VXLFYNFOITWQPM-QZQOTICOSA-N,c1ccc(cc1)Nc1ccc(cc1)N=Nc1ccccc1,0.0681909,298.517482,273.337,87,0.192991284,0.183885662,-0.009105621,0.413248696,0.403702459,-0.009546237,1.917229555,3.509795816,-0.302635298,0.24326687,-0.03488313,0.302845298,552.5846513,0,-1.881882824,-0.425551185,0.333955741,-0.741033654,36
WBJRVFHVKHVZOM-ISLYRVAYSA-N,COC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,-1.940469891,280.1610893,270.291,202,0.001819488,-0.01536329,-0.017182778,0.194888931,0.179201561,-0.01568737,6.309170138,8.857723164,-0.309849628,0.247497276,-0.030652724,0.310059628,532.6873415,-1.023540967,-0.507586317,-0.617431901,0.664075816,-2.321154869,34
WCBBGYBHNLCJSJ-UHFFFAOYSA-N,C1(C(Cl)(Cl)Cl)OC(C(Cl)(Cl)Cl)OC(C(Cl)(Cl)Cl)O1,-1.955388283,155.6020496,442.165,115,-0.288783602,-0.300323132,-0.01153953,-0.251394606,-0.263337936,-0.01194333,1.359053157,1.866517684,-0.410829586,0.234490779,-0.043659221,0.411039586,474.0179646,-1.510924249,1.286753289,-0.512091167,0.368582589,-1.853090432,21
WCGUUGGRBIKTOS-GPOJBZKASA-N,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O)[C@@H]2[C@H]1C)C(=O)O,-2.091437846,566.4878254,456.709,283,-0.347023747,-0.359310479,-0.012286732,0.267131481,0.25262327,-0.014508212,2.321576319,2.938014169,-0.337463267,0.305366462,0.027216462,0.337673267,659.0962178,-1.738294903,-5.744293142,-0.613180351,0.624646904,-1.738294903,81
WCNBDOGHDLNLCX-UHFFFAOYSA-N,c1cc2c3ccc(cc3C(c2cc1Cl)O)N,-1.467648316,219.5178616,231.681,199,-0.007226841,-0.017511411,-0.01028457,0.138298849,0.127003077,-0.011295772,4.397242239,5.38545984,-0.308764301,0.254818687,-0.023331313,0.308974301,421.6457583,-0.555127464,-0.89267166,-0.555127464,0.333604754,-1.171290048,26
WDENQIQQYWYTPO-IBGZPJMESA-N,CC#CC(=O)N1CCC[C@H]1c1nc(c2ccc(cc2)C(=O)Nc2ccccn2)c2c(N)nccn12,-2.190811492,443.1425298,465.514,215,0.132951545,0.102808382,-0.030143163,0.489093713,0.455959554,-0.033134159,4.757369195,6.460780471,-0.312206296,0.246764491,-0.031385509,0.312416296,776.1421986,-1.209346949,-0.599676519,-0.645702784,0.709473746,-3.813126668,58
WDZGGAFMGIOIQS-DHZHZOJOSA-N,c1ccc(cc1)C(=O)/C=C/c1ccc(cc1)[N+](=O)[O-],-2.312598381,233.3935299,253.257,162.5,0.042594344,0.02800261,-0.014591734,0.207658022,0.192161358,-0.015496663,5.006439319,6.335777205,-0.37427165,0.215514176,-0.062635824,0.37448165,490.0855407,-1.560915259,-1.203697058,-0.541790354,0.854462368,-0.706452891,30
WIASIBZCNZVRJK-UHFFFAOYSA-N,C1CCC(CC1)N(C(=O)C1CCC1)O,-0.121328008,264.7022048,197.277,117,-0.120210659,-0.128496819,-0.008286161,0.10666963,0.097306693,-0.009362937,2.498035032,3.574173288,-0.354544833,0.29061427,0.01246427,0.354754833,426.0523663,-0.985676314,-1.672729353,-0.581100223,0.588324569,-1.246032289,33
WIWBHSNVCVVVOB-DYTRJAOYSA-N,CCCCc1ccc(cc1)/C(=N\Nc1ccc(C)cc1)/C(=O)O,-1.050605969,374.8135336,310.396,136,-0.057429965,-0.070052932,-0.012622967,0.22824618,0.213496436,-0.014749744,4.426284468,7.215917247,-0.310001937,0.262003221,-0.016146779,0.310211937,625.0478304,-1.080365615,-2.426350269,-0.554481192,0.701471539,-1.36197314,45
WJCNZQLZVWNLKY-UHFFFAOYSA-N,c1ccc2c(c1)[nH]c(c1cscn1)n2,-2.164398831,177.9024154,201.252,300.7,0.144032551,0.132496811,-0.01153574,0.250357552,0.239742145,-0.010615406,3.441572548,4.542229206,-0.324624548,0.239336361,-0.038813639,0.324834548,387.4044748,0,-0.604228922,-0.412383603,0.308543739,-0.796572292,21
WJFKNYWRSNBZNX-UHFFFAOYSA-N,c1ccc2c(c1)Nc1ccccc1S2,-1.039383609,205.122551,199.276,184,0.081958663,0.073848678,-0.008109985,0.21044225,0.203183625,-0.007258625,2.3583375,3.192255346,-0.28208,0.2678,-0.01035,0.28229,383.2517492,0,-1.207811874,-0.406350376,0.288548377,-0.407791251,23
WJHSRFQBVYHKKL-CMWLGVBASA-N,c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O,-3.07662633,391.2447126,448.383,259.5,-0.669237568,-0.692900037,-0.023662469,-0.371750626,-0.399365911,-0.027615285,2.502643305,3.809746954,-0.325216914,0.236553402,-0.041596598,0.325426914,657.6573269,-5.550427718,0.638359748,-0.650152613,0.66598978,-5.550427718,52
WJTFHWXMITZNHS-UHFFFAOYSA-N,c1cc(Br)oc1C=O,-0.544023372,88.50972876,174.982,83,-0.039533144,-0.046348823,-0.006815679,-0.007973762,-0.015399954,-0.007426191,2.348922201,3.650729639,-0.364553794,0.239256577,-0.038893423,0.364763794,286.1655884,-0.706888256,0.143557224,-0.495752154,0.430784589,-0.675993138,11
WLJVNTCWHIRURA-UHFFFAOYSA-N,C(CCC(=O)O)CCC(=O)O,0.315608112,180.0268535,160.17,104,-0.333838777,-0.34688345,-0.013044672,-0.20292486,-0.217986334,-0.015061474,2.309344822,3.906517538,-0.407073801,0.296261406,0.018111406,0.407283801,366.7632088,-2.241045322,-0.161916383,-0.579999936,0.68318793,-2.241045322,23
WNLRTRBMVRJNCN-UHFFFAOYSA-N,C(CCC(=O)O)CC(=O)O,-0.215388012,147.5260959,146.143,152,-0.324328299,-0.338234757,-0.013906459,-0.219341659,-0.233784814,-0.014443155,2.33731172,4.207528603,-0.417612138,0.292669833,0.014519833,0.417822138,339.3117071,-2.233807217,0.09481023,-0.580355261,0.682373508,-2.233807217,20
WNYIBZHOMJZDKN-UHFFFAOYSA-N,CC(=O)NCCNC(=O)C,-0.04161264,186.4145826,144.173,174.25,-0.175435575,-0.193123825,-0.017688249,-0.047269951,-0.066236415,-0.018966464,5.359129249,7.371321671,-0.351524919,0.308239632,0.030089632,0.351734919,358.9153168,-1.331386881,-0.16805381,-0.669927665,0.659795723,-2.311495367,22
WOUBWJAJSXAOIV-UHFFFAOYSA-N,c1cc(ccc1S(=O)(=O)N)S(=O)(=O)N,-1.771354104,167.1546644,236.273,288,-0.195973123,-0.229847365,-0.033874241,-0.099999313,-0.135773518,-0.035774206,2.216214677,3.495432724,-0.390345836,0.226759358,-0.051390642,0.390555836,400.8115187,-3.941867301,-1.146219328,-0.985480187,2.536556357,-0.706865038,22
WOZSCQDILHKSGG-UHFFFAOYSA-N,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc12)OCOC(=O)C(C)(C)C,-0.233704444,495.5256271,501.477,78.5,-0.611084133,-0.638386659,-0.027302526,-0.195605437,-0.22663278,-0.031027343,4.267256741,6.410616356,-0.323855842,0.270312653,-0.007837347,0.324065842,718.3898461,-4.742437678,-0.785866326,-0.876287145,1.686113032,-5.058096656,66
WPXZZUDRJPGPTR-FMQUCBEESA-N,CCCOC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,-1.481282533,344.0328377,298.345,154,-0.018369152,-0.0357637,-0.017394549,0.223638684,0.206463114,-0.01717557,5.988061535,8.496942697,-0.309560895,0.249715589,-0.028434411,0.309770895,593.2917403,-1.057656363,-1.054930939,-0.617322862,0.67074093,-2.355477631,40
WPYMKLBDIGXBTP-UHFFFAOYSA-N,c1ccc(cc1)C(=O)O,0.4390219,123.4279405,122.123,121.5,-0.102520285,-0.109470327,-0.006950042,-0.029531155,-0.035692231,-0.006161075,2.636108548,3.50518386,-0.374492194,0.249288046,-0.028861954,0.374702194,290.7931904,-1.109420895,-0.079670405,-0.578354196,0.670226293,-1.109420895,15
WQZGKKKJIJFFOK-QTVWNMPRSA-N,C([C@@H]1[C@H]([C@@H]([C@@H](C(O)O1)O)O)O)O,-1.224872541,182.5902954,180.158,131.5,-0.44577314,-0.458893031,-0.013119891,-0.311305101,-0.326593909,-0.015288807,2.34031219,4.927924306,-0.389040858,0.307590831,0.029440831,0.389250858,329.6509945,-3.382471431,0.482499803,-0.602704284,0.355329909,-3.382471431,24
WRMHSUWVRRMXIN-UHFFFAOYSA-N,c1ccc(cc1)C(CC(=O)c1ccccc1)C(C#N)c1ccc(cc1)[N+](=O)[O-],-2.346744758,358.0655539,370.408,144,0.090004134,0.072244097,-0.017760037,0.367551352,0.347760325,-0.019791026,8.243970875,9.399976325,-0.36548833,0.225842662,-0.052307338,0.36569833,625.3625097,-1.559173113,-2.116941488,-0.543918031,0.855373344,-0.98519873,46
WSWDNKINQWKQGR-OGLKEZPNSA-N,CCCCCCCCCCCCCCCC(=O)O[C@H]1CO[C@@H](c2ccccc2)OC1,-1.378778812,544.3940877,418.617,63.5,-0.349846778,-0.362388754,-0.012541976,0.164726521,0.15354297,-0.011183551,3.117042615,3.777006034,-0.354240236,0.283757951,0.005607951,0.354450236,825.8482342,-2.023226993,-4.058569993,-0.568815607,0.678720015,-2.023226993,72
WUPFRVISYZBSJJ-UHFFFAOYSA-N,CCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.554632308,540.3387035,424.586,138.25,-0.106652275,-0.128763419,-0.022111144,0.347457447,0.326201519,-0.021255928,3.808523826,4.782686161,-0.284138685,0.282655303,0.004505303,0.284348685,793.5431119,-1.194676252,-3.082682236,-0.603515521,0.719348724,-2.715488631,67
WURBFLDFSFBTLW-UHFFFAOYSA-N,c1ccc(cc1)C(=O)C(=O)c1ccccc1,-0.73614786,212.5125505,210.232,94.5,-0.0096752,-0.018223368,-0.008548167,0.13591995,0.12597324,-0.00994671,3.808470001,6.077547995,-0.3575825,0.23954,-0.03861,0.3577925,425.3569104,-0.958399681,-0.677598727,-0.479250032,0.43259806,-0.958399681,26
WWNULGCYTYKNHX-RPZUVYPISA-N,C1CCC2C(C1)C1CC2NC2CCCC(NC3CC(C4CCCCC34)NC3CCCC(C3)N1)N2,-2.756964929,624.5164213,437.503,249,-0.099944867,-0.115498018,-0.015553151,0.569988566,0.553337523,-0.016651043,2.175118442,2.886250526,-0.315961893,0.368221259,0.090071259,0.316171893,737.3670848,0,-4.774452594,-0.584916386,0.239844399,-2.694351289,85
WXUSZELTMZPETG-MHFDELKKSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@](C)(CCC(=O)O)[C@H](CC3=O)C(=O)O,-0.709240079,463.5151921,450.529,276,-0.641652785,-0.674011178,-0.032358392,-0.197209618,-0.231437971,-0.034228352,4.829155101,7.164858401,-0.366939507,0.275077954,-0.003072046,0.367149507,663.3366326,-4.41970606,-1.868604133,-0.577902365,0.681607328,-4.41970606,66
WZSCKTIRIGZORS-VOTSOKGWSA-N,C/C=C/CCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.491131172,645.8344346,464.651,136,-0.093611096,-0.116518184,-0.022907089,0.410933597,0.388084851,-0.022848746,4.210407419,4.629777814,-0.289333018,0.281523864,0.003373864,0.289543018,880.9603531,-1.194890344,-3.711045365,-0.602399517,0.719973423,-2.715272372,74
XBCAPQKDLLQKQB-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccc(cc1)Cl)(C(c1ccccc1)(c1ccc(cc1)Cl)O)O,-2.638838549,398.5110718,435.35,175,-0.007709276,-0.017399559,-0.009690283,0.294827313,0.28407715,-0.010750163,3.764640289,5.425671387,-0.34302163,0.262912152,-0.015237848,0.34323163,644.8434934,-1.171250542,-2.299630906,-0.58750624,0.341034371,-1.393501693,50
XCDXSSFOJZZGQC-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)N(CCCl)CCCl,-0.923286124,262.9185671,268.186,55,0.021331302,0.012180398,-0.009150904,0.215626653,0.206215309,-0.009411343,1.856989594,2.524528911,-0.308603189,0.259098474,-0.019051526,0.308813189,474.6301382,0,-1.768614341,-0.40491706,0.27355316,-0.721044274,32
XDOBGTROEORTFM-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=NC(=O)c1ccccc1)c1ccc(cc1)N(C)C,-2.365817792,432.112015,371.482,179,0.092016891,0.070942504,-0.021074387,0.434079637,0.411947387,-0.022132249,6.20039954,9.654839219,-0.302493243,0.264813608,-0.013336392,0.302703243,685.7698396,-0.590473166,-2.363702662,-0.590473166,0.659930044,-1.695196076,53
XECWCIGULVRDKS-UHFFFAOYSA-N,c1ccc(cc1)C(C=CC(c1ccccc1)(c1ccccc1)O)(c1ccccc1)O,-1.714775632,449.2132863,392.497,97.75,0.043671099,0.03296823,-0.010702869,0.391210555,0.380343738,-0.010866817,1.373894431,2.029781143,-0.347931718,0.278620673,0.000470673,0.348141718,671.9695404,-1.18814588,-3.004764209,-0.596046587,0.335874627,-1.18814588,54
XEFQLINVKFYRCS-UHFFFAOYSA-N,c1cc(c(cc1Cl)Cl)Oc1ccc(cc1O)Cl,0.885787518,199.5537317,289.545,57.25,-0.082927225,-0.089139481,-0.006212256,0.02190748,0.014879271,-0.007028209,1.790144929,2.201910486,-0.343003518,0.246712946,-0.031437054,0.343213518,457.012605,-0.796727066,-0.511948756,-0.450551963,0.359725051,-0.99639953,24
XENLSUWTYBHJFY-UHFFFAOYSA-N,CCCCCCCCCCCCOC(=O)NC(=O)N,-2.98802994,359.3402813,272.388,159.5,-0.308246386,-0.320154075,-0.011907689,0.013374844,0.000524471,-0.012850374,3.640763096,5.135931691,-0.396265654,0.272981032,-0.005168968,0.396475654,600.318235,-1.646682066,-1.620438345,-0.602303953,0.747566469,-2.775239409,47
XEOQHVVLXIUVHB-UHFFFAOYSA-N,CC(C)C1CCC(C)CC1OC(=O)C(c1ccccc1)O,-0.613450986,334.1433112,290.403,99.5,-0.241088141,-0.249950349,-0.008862208,0.083435977,0.073493016,-0.009942961,2.999526534,3.884455797,-0.357824485,0.277773287,-0.000376713,0.358034485,538.755586,-1.579635349,-2.566876745,-0.560857018,0.59004618,-1.579635349,47
