StdInChIKey,SMILES,LogS,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
IOPCEPCSTBOTEG-UHFFFAOYSA-N,c1ccc(c(c1)Cl)OP(=O)(O)Oc1ccccc1Cl,0.357035676,225.0346709,319.081,115,-0.311031047,-0.324959704,-0.013928657,-0.18493858,-0.199481612,-0.014543032,2.759237364,4.302963676,-0.349763145,0.25976067,-0.01838933,0.349973145,484.0952901,-2.695911599,-0.842513369,-0.821038406,1.824182912,-0.972348248,28
IOYHCQBYQJQBSK-UHFFFAOYSA-N,c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O)O)O,-0.901912418,222.5640023,286.241,271.5,-0.309679505,-0.32570417,-0.016024665,-0.149238158,-0.168380955,-0.019142797,2.888243161,5.70444957,-0.322560548,0.239100094,-0.039049906,0.322770548,477.6788271,-2.810661265,0.158982939,-0.65683471,0.667250035,-2.810661265,31
IQHYCZKIFIHTAI-UHFFFAOYSA-N,c1cc(ccc1Cl)N1CC(=NC1=O)N1CCOCC1,-2.512234384,258.7104654,279.726,264,-0.058658088,-0.082106753,-0.023448666,0.137354441,0.112372259,-0.024982181,7.21675377,11.67959144,-0.321014707,0.249696264,-0.028453736,0.321224707,488.2325159,-1.038150115,-0.001513323,-0.65423835,0.720963596,-2.450662223,33
IQUIXDAEZQWEKG-UHFFFAOYSA-N,c1cc(ccc1C(=O)OCC(CO)O)Br,-0.234013975,198.8223743,275.099,73,-0.243838524,-0.254624622,-0.010786098,-0.109359125,-0.122388927,-0.013029802,2.333132968,3.458534784,-0.375996121,0.231689585,-0.046460415,0.376206121,436.2731309,-2.160528524,0.034939462,-0.585361681,0.658989651,-2.249011189,26
IQUPABOKLQSFBK-UHFFFAOYSA-N,c1ccc(c(c1)[N+](=O)[O-])O,0.416638462,108.8653799,139.111,44.925,-0.049025269,-0.056914953,-0.007889683,0.018145252,0.009051555,-0.009093698,4.309462913,5.66402527,-0.36637,0.221655002,-0.056494998,0.36658,290.740257,-1.516767846,-0.484640829,-0.56987679,0.89847409,-0.618293757,15
IRGJVQIJENCTQF-UHFFFAOYSA-N,CCOc1c2c(c(c(c1OCC)OCC)N)C(=O)OC2C1c2c(CCN1C)cc1c(c2OC)OCO1,-2.301506589,518.0315925,500.549,184,-0.425244529,-0.453630203,-0.028385674,0.012925665,-0.017043814,-0.02996948,6.895162539,8.840955187,-0.309080348,0.263811462,-0.014338538,0.309290348,729.7578278,-3.467298768,-1.132082783,-0.5780899,0.720832388,-4.230259352,68
ISXYVHLPQGBMLC-VOTSOKGWSA-N,C/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.763698043,424.9971065,366.463,149,-0.038109394,-0.060348189,-0.022238795,0.299332195,0.276376095,-0.0229561,4.693218525,5.534364399,-0.285858495,0.267912905,-0.010237095,0.286068495,693.096174,-1.22234811,-1.780677921,-0.612317329,0.722455551,-2.738824734,53
IUZGROPHJLKZCK-LGMDPLHJSA-N,CCOC(=O)CSC1=N/C(=C\c2ccccc2)/C(=O)N1c1ccccc1,-2.075890678,380.0258509,366.441,145.25,-0.053998784,-0.070230227,-0.016231443,0.201727958,0.185281298,-0.01644666,3.105395733,4.321066212,-0.326819647,0.229338265,-0.048811735,0.327029647,623.3007244,-1.535568025,-0.891681966,-0.566688541,0.68975699,-2.225069243,44
IVKQJUBXBBNKPH-QVIHXGFCSA-N,c1ccc(cc1)/N=N/c1ccc(c2ccccc12)N(c1ccccc1)c1ccccc1,-2.331620312,439.2885043,399.495,144.3,0.274115689,0.266134185,-0.007981504,0.60441915,0.59521197,-0.00920718,0.298759035,0.448594207,-0.297233931,0.232925715,-0.045224285,0.297443931,706.3241882,0,-2.814821012,-0.370001292,0.233062309,-0.656935521,52
IVPCDWBBGQCALV-FYWRMAATSA-N,c1ccc2c(c1)C(=Nc1ccccc1[N+](=O)[O-])OC2=O,-1.249528783,212.7782254,268.229,163,-0.000200025,-0.01657277,-0.016372745,0.141410251,0.123562586,-0.017847665,5.499618169,7.320342997,-0.363305346,0.216979893,-0.061170107,0.363515346,471.9184441,-1.958489988,0.049265287,-0.514696483,0.881016147,-1.483096219,28
IYMKCOHANMHPFF-UHFFFAOYSA-N,c1ccc(cc1)N=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],-1.954676329,221.0246322,271.232,133,0.109411729,0.092314346,-0.017097382,0.256901206,0.239544282,-0.017356925,5.413014526,6.24022266,-0.353953145,0.19401852,-0.08413148,0.354163145,478.7503918,-1.947934369,-1.08929483,-0.49107691,0.868679738,-0.518041682,29
IZRWUWHABJCDLX-UHFFFAOYSA-N,CC(=O)CC(c1ccccc1)C(CC(=O)C)c1ccccc1,-2.070987471,351.7642975,294.393,161,-0.090824305,-0.103221718,-0.012397413,0.200750351,0.184052816,-0.016697535,2.884198861,6.282059457,-0.345254149,0.285846285,0.007696285,0.345464149,544.8179679,-1.163199845,-2.710819423,-0.656788277,0.650271352,-1.163199845,44
IZUJKJITGMXRDU-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCNC(=O)CCCCC(=O)O,-2.30514198,546.3913933,383.615,120,-0.380019955,-0.397031575,-0.01701162,0.146446278,0.128471181,-0.017975097,4.540643015,6.357401913,-0.351340822,0.283082894,0.004932894,0.351550822,798.1890315,-1.789988759,-4.497904532,-0.666886756,0.681344682,-2.275315071,72
IZUKQUVSCNEFMJ-UHFFFAOYSA-N,c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],-2.74846971,116.5944472,168.109,117.875,0.040904902,0.025973547,-0.014931355,0.103351091,0.089741545,-0.013609546,7.444054563,10.0476818,-0.415563636,0.20361,-0.07454,0.415773636,321.1964629,-1.877426273,-0.568863909,-0.480294908,0.841270728,-0.194886363,16
IZZVKENIUWWBHF-BUHFOSPRSA-N,CCCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.769884773,598.7617867,464.651,127.5,-0.091528829,-0.113564567,-0.022035738,0.413139677,0.393349562,-0.019790114,4.17883894,5.677996654,-0.282764257,0.26897433,-0.00917567,0.282974257,855.9332538,-1.204732911,-3.618078005,-0.606017361,0.720744019,-2.719702548,74
JAFTYXPDTZSKST-UHFFFAOYSA-N,CCOC1(C(c2ccccc2)Br)C(=O)N(C)C(=O)N1,-1.708604119,266.9030157,327.178,179.5,-0.167288081,-0.18101754,-0.013729459,0.026048065,0.011356355,-0.01469171,3.982054675,4.600839219,-0.355048763,0.242791147,-0.035358853,0.355258763,489.6440258,-1.49005755,0.015865677,-0.579140053,0.718968857,-2.655159048,34
JAKVEOCMEMGHGB-YFKPBYRVSA-N,C#CCSC[C@@H](C(=O)O)N,-2.840239779,179.8302957,159.209,214.25,-0.06284548,-0.07701981,-0.01417433,0.03114757,0.015887884,-0.015259686,2.826462269,3.729498475,-0.338863323,0.27557701,-0.00257299,0.339073323,342.6248722,-1.095833845,-0.317633131,-0.569339306,0.644240717,-1.708244273,19
JCEMNGURUDMGBM-UHFFFAOYSA-N,C1CCC(CC1)C(=O)N(C1CCCCC1)O,-0.766267394,287.4371131,225.331,176,-0.155913244,-0.164474499,-0.008561255,0.124575441,0.114251365,-0.010324076,3.959842252,5.345862522,-0.335964157,0.292248077,0.014098077,0.336174157,454.0255588,-0.997823492,-2.174296025,-0.586995449,0.554082472,-1.24821301,39
JCEXJKGPRTWMSQ-UHFFFAOYSA-N,CC(C(=NNC(=O)N)C)c1ccccc1,-1.353697444,251.2613587,205.26,150,-0.014011682,-0.028212934,-0.014201252,0.169540939,0.154257252,-0.015283687,4.099029522,5.749507478,-0.339036343,0.283462146,0.005312146,0.339246343,441.1341485,-0.649391614,-1.024360213,-0.649391614,0.688617024,-1.847524619,30
JCFJSQZXNOMXCP-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=NO)C2=NO,0.707192548,225.2046449,196.249,136,-0.023203788,-0.032561353,-0.009357565,0.169435603,0.15857623,-0.010859374,2.901398822,3.77432868,-0.350265442,0.274163985,-0.003986015,0.350475442,385.9829572,-0.748497936,-1.912392519,-0.528272093,0.341703269,-0.993421193,30
JCRIDWXIBSEOEG-UHFFFAOYSA-N,c1cc(c(c(c1)[N+](=O)[O-])O)[N+](=O)[O-],-0.627467868,108.3964662,184.108,62.1,-0.045659572,-0.060603869,-0.014944297,0.020418134,0.004110533,-0.0163076,4.513433349,6.146273371,-0.394268,0.195203333,-0.082946667,0.394478,324.0757902,-2.422751601,-0.350290732,-0.549433734,0.909150399,-0.609210935,17
JDCXPRVWBPDZRZ-UHFFFAOYSA-N,Cc1ccc(cc1)Nc1[nH]c2ccc(C)cc2n1,-0.946584039,279.5527781,237.304,197.5,0.096631654,0.083177149,-0.013454505,0.300590325,0.285617805,-0.01497252,3.287708255,4.831907635,-0.30897881,0.270330013,-0.007819987,0.30918881,491.7221519,0,-1.605530725,-0.513793323,0.361309682,-1.217789531,33
JDTWZSUNGHMMJM-FSPLSTOPSA-N,CC[C@H](C)[C@@H](C(=O)O)NC(=O)C,0.713730033,207.7904505,173.212,144.75,-0.262383585,-0.276492623,-0.014109039,-0.098018056,-0.113743435,-0.015725378,3.708120369,5.66321274,-0.37178598,0.287764889,0.009614889,0.37199598,388.7095833,-1.71954405,-0.650695687,-0.636015327,0.674363829,-2.223710682,27
JEPXWPONFKFPCB-UHFFFAOYSA-N,c1cc2c(Cc3cc(ccc23)N)cc1Cl,-1.21472305,208.5601176,215.682,136.5,0.054607268,0.045730773,-0.008876495,0.199246,0.189604,-0.009642,4.1568,5.0214,-0.30232,0.26423,-0.01392,0.30253,409.2066255,0,-1.298155,-0.513194,0.302635,-0.635528,25
JFNWFXVFBDDWCX-UHFFFAOYSA-N,Cc1c(C)noc1N(C(=O)C)S(=O)(=O)c1ccc(cc1)N,-1.734569649,284.1033093,309.346,193.5,-0.159749388,-0.185748265,-0.025998878,0.041109626,0.010896473,-0.030213154,5.057005841,10.27014005,-0.339152213,0.262142559,-0.016007441,0.339362213,508.3570898,-2.664368224,-1.482563392,-0.973116715,2.611370822,-1.514200617,36
JGCSKOVQDXEQHI-UHFFFAOYSA-N,c1ccc2c(c1)nc1cccc(c1n2)C(=O)O,-2.19382051,202.5329719,224.219,241,0.003459023,-0.010910638,-0.014369661,0.135540238,0.120457585,-0.015082653,2.697951209,3.548981133,-0.353284703,0.20911502,-0.06903498,0.353494703,421.5986096,-1.073161857,0.064018607,-0.550922199,0.692491548,-1.679528559,25
JGOAZQAXRONCCI-UHFFFAOYSA-N,c1ccc(cc1)C=NNc1ccccc1,-1.139914495,236.4234454,196.252,156,0.130255237,0.123645117,-0.006610119,0.29311378,0.286761447,-0.006352333,2.16883485,2.962824986,-0.305296648,0.271012287,-0.007137713,0.305506648,433.9275799,0,-1.607899302,-0.311355343,0.265334446,-0.455559948,27
JGRXMPYUTJLTKT-UHFFFAOYSA-N,c1cc(cc(c1)Cl)c1cc(c(C(=O)NCC(=O)O)nc1)O,-0.955241939,243.1642259,306.705,175.8,-0.207871531,-0.222423513,-0.014551983,-0.044008231,-0.060164306,-0.016156075,2.295421186,4.712070131,-0.356176397,0.229434716,-0.048715284,0.356386397,527.126064,-2.192698155,0.280470273,-0.650300786,0.641836414,-2.887370606,32
JGVTUAUTAMXVAF-UHFFFAOYSA-N,Cc1cccc2cc(C(=O)O)c(=O)oc12,-0.952082606,174.645081,204.182,154,-0.20895749,-0.224107541,-0.015150051,-0.093281612,-0.109592988,-0.016311376,6.462803437,9.904303559,-0.360599268,0.211871028,-0.066278972,0.360809268,386.007992,-1.998265556,0.404240916,-0.562535116,0.729681019,-1.998265556,23
JIAUERZQPRONCY-UHFFFAOYSA-N,CCC(CC)OC(=O)NC(=O)N,-1.242788812,200.0750705,174.2,175.5,-0.261224561,-0.271556842,-0.010332281,-0.105988775,-0.11810836,-0.012119585,3.779121304,5.268417804,-0.39512056,0.276557761,-0.001592239,0.39533056,388.4078579,-1.690058347,0.164265906,-0.614567511,0.76153611,-2.827986827,26
JJSPNRXDWGKSHD-UHFFFAOYSA-N,COc1ccc(c(c1)OC)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O,-3.22184875,267.1296176,331.285,173,-0.024997277,-0.04526757,-0.020270293,0.173400177,0.151531214,-0.021868962,9.114668906,10.33162623,-0.329821722,0.204830627,-0.073319373,0.330031722,564.2073941,-2.732138189,-1.105612436,-0.547371572,0.873708119,-1.218867106,37
JKFZKHRPJOYSAM-UHFFFAOYSA-N,C(CCNC(=O)N)CC(=O)O,-2.118229479,171.734542,160.173,178.75,-0.248375762,-0.267098322,-0.018722559,-0.116335575,-0.136820317,-0.020484742,4.521028821,6.781883053,-0.374997923,0.301402938,0.023252938,0.375207923,368.3577311,-1.78341452,0.337462701,-0.663217115,0.682181191,-2.870109956,23
JLHPNRSNIVUKGA-UHFFFAOYSA-N,CC(C(=O)O)NC(=O)Nc1cccc2ccccc12,-1.481419875,255.4441758,258.277,199,-0.156689767,-0.172052824,-0.015363057,0.036388761,0.018361232,-0.018027529,3.563606532,6.001573943,-0.319747402,0.254217278,-0.023932722,0.319957402,486.5465566,-1.693192779,-0.154982353,-0.621106102,0.712622953,-2.725591205,33
JLYXXMFPNIAWKQ-GNIYUCBRSA-N,[C@@H]1([C@@H]([C@H]([C@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)Cl)Cl,-0.760220113,156.2828787,290.832,112.975,-0.110385264,-0.118819319,-0.008434055,-0.044223177,-0.053197274,-0.008974097,3.356384301,4.415192269,-0.392459527,0.244057865,-0.034092135,0.392669527,367.4011377,0,-0.423327519,-0.142537134,0.207007424,-0.794694526,18
JLZUZNKTTIRERF-UHFFFAOYSA-N,c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,-2.618629819,391.4715502,332.445,223,0.176199713,0.169501157,-0.006698556,0.47516475,0.4656999,-0.00946485,4.00E-05,0,-0.320669,0.269555,-0.008595,0.320879,602.5995941,0,-3.1300714,-0.18323735,0.161017,0,46
JMXNBIDTNISOTA-MRLBHPIUSA-N,C1CCN2C[C@H]3C[C@H](CN4CCC[C@@H]([C@H]34)O)[C@@H]2C1,-1.10546509,342.0688939,250.384,166.25,-0.101774835,-0.112435116,-0.01066028,0.23016686,0.218981614,-0.011185246,2.869604811,3.53740746,-0.310638676,0.377581657,0.099431657,0.310848676,460.2368003,-0.607036995,-2.334471906,-0.607036995,0.333214525,-1.328630611,44
JPIYZTWMUGTEHX-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C,-0.582021133,351.9458773,267.374,136,0.110528706,0.09288308,-0.017645626,0.377874597,0.360156081,-0.017718516,4.337389627,5.778154485,-0.295483521,0.284381176,0.006231176,0.295693521,544.751395,0,-2.350401195,-0.545684771,0.299051695,-1.098758536,41
JQKCQQVJGSNQFB-WCWDXBQESA-N,CCCC(Cc1ccccc1)/N(N(\O)/C(CCC)Cc1ccccc1)/O,0.041390235,475.98556,354.492,109,-0.02895145,-0.038498054,-0.009546604,0.374428816,0.364250029,-0.010178787,0.80261364,1.167419778,-0.340432509,0.289962458,0.011812458,0.340642509,659.3645758,-0.967182106,-4.116224373,-0.490353393,0.323767182,-1.10519163,58
JRQDVRIQJJPHEQ-UHFFFAOYSA-N,c1cc(c(c(c1)[N+](=O)[O-])Cl)C(=O)O,-0.207507264,112.8760457,201.566,183,-0.113635251,-0.127041906,-0.013406655,-0.052210207,-0.066129854,-0.013919648,5.542920427,7.381253697,-0.388291369,0.21051012,-0.06763988,0.388501369,341.4401833,-2.037795749,0.223909602,-0.541108458,0.875132772,-1.154350857,17
JSSSSIRXRJUGAL-UHFFFAOYSA-N,c1ccc(cc1)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])c1ccccc1,-3.689890553,329.2184178,362.345,237,0.148220709,0.131700394,-0.016520314,0.379626937,0.361596317,-0.01803062,9.354389142,11.92821438,-0.345002825,0.212940033,-0.065209967,0.345212825,605.9530842,-2.084329042,-1.791607604,-0.547021364,0.900182101,-0.730194829,41
JTEGQNOMFQHVDC-NKWVEPMBSA-N,c1cn([C@@H]2CS[C@H](CO)O2)c(=O)nc1N,-1.303423437,197.7735918,229.26,140,-0.164452587,-0.191355172,-0.026902585,-0.025082772,-0.052053958,-0.026971187,6.321948914,9.444351302,-0.351363436,0.255559626,-0.022590374,0.351573436,396.0015245,-1.652628802,0.90065441,-0.68563877,0.730365243,-3.350992995,26
JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2ccccc2c(C)c2ccccc12,-2.235290614,247.3752383,206.287,181.25,0.074784097,0.068760484,-0.006023613,0.268936724,0.262167463,-0.006769261,0.098015577,0.114717126,-0.29197,0.25137,-0.02678,0.29218,410.9057704,0,-2.291695189,-0.493223099,0.174947255,0,30
JTVBCXIVJCAUBK-UHFFFAOYSA-N,Cn1cc(c(=O)[nH]c1=O)[N+](=O)[O-],-2.172582627,114.1448667,171.112,255.75,-0.120394084,-0.143106818,-0.022712734,-0.049722,-0.07453399,-0.02481199,6.7844875,10.06147533,-0.39786,0.21362,-0.06453,0.39807,324.6616124,-2.067893256,0.783966807,-0.615680002,0.944390127,-1.913725748,17
JUFADMDNFLYBPC-UHFFFAOYSA-N,CCCCCC(=O)NCCNC(=O)CCCCC,-0.597324383,357.3354716,256.389,177.15,-0.234312453,-0.251847044,-0.017534591,0.087040994,0.068510972,-0.018530022,5.342329912,6.762187341,-0.348731917,0.309458524,0.031308524,0.348941917,570.6503473,-1.329237839,-2.221038114,-0.670198486,0.625850024,-2.30178656,46
JUVIOZPCNVVQFO-HBGVWJBISA-N,C=C(C)[C@H]1Cc2c(ccc3C(=O)[C@H]4c5cc(c(cc5OC[C@H]4Oc23)OC)OC)O1,-2.294933337,407.474691,394.424,163.5,-0.274723184,-0.291696517,-0.016973333,0.043624638,0.024837948,-0.018786691,2.915749426,5.703031622,-0.307345857,0.254772336,-0.023377664,0.307555857,651.3952206,-2.499800147,-1.256491399,-0.55641553,0.625317236,-2.499800147,51
JWBYUXWEHYCVHA-BVYOUEPQSA-N,C[C@@H](Cc1ccccc1)N(O)N(O)[C@H](C)Cc2ccccc2,0.380203964,375.9632027,298.385,94,-0.000624044,-0.010416877,-0.009792833,0.304166693,0.294048468,-0.010118225,1.568259784,1.950216657,-0.338770738,0.290678352,0.012528352,0.338980738,569.6732826,-0.987868637,-3.085672524,-0.518628428,0.325713491,-1.102630512,46
JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,-1.391988349,391.2286346,362.466,217.17,-0.381877679,-0.404063756,-0.022186078,0.008746276,-0.015683737,-0.024430013,4.516790067,5.837022731,-0.362304301,0.268317989,-0.009832011,0.362514301,551.7243048,-2.845490638,-2.562582869,-0.61128649,0.635223317,-2.845490638,56
JZFDKGFWNSQAHU-UHFFFAOYSA-N,CCc1ccc(cc1)C(=O)c1ccccc1C(=O)O,0.32238574,267.3495174,254.285,126,-0.128226547,-0.142111713,-0.013885166,0.064491612,0.050156197,-0.014335415,4.720799713,6.945406465,-0.357064724,0.244379858,-0.033770142,0.357274724,488.2187908,-1.611907688,-0.878505691,-0.55633301,0.661854891,-1.611907688,33
JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)c1cc(c(cc1O)C(C)(C)C)O,0.157251372,307.6830726,222.327,216.5,-0.176856038,-0.185579095,-0.008723057,0.079490613,0.06880427,-0.010686342,1.083148963,1.2156067,-0.303697025,0.284154789,0.006004789,0.303907025,449.2571122,-1.029401477,-2.936938197,-0.536031837,0.345998478,-1.029401477,38
KBOQXVVZFSWICE-FIJLXMTKSA-N,C[C@]12CCC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](CC[C@]12O)c1ccc(=O)oc1,-2.910861465,391.0706666,366.5,247.25,-0.192724288,-0.206283286,-0.013558998,0.212859018,0.197386035,-0.015472984,7.219541512,9.522042289,-0.327159439,0.257915239,-0.020234761,0.327369439,577.5571348,-1.580968693,-3.174731767,-0.627011269,0.674994542,-1.580968693,57
KCSGAVOYBPPIRL-UHFFFAOYSA-N,CCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,-2.701037233,491.062798,396.533,143,-0.091820593,-0.11379423,-0.021973638,0.3145502,0.292551975,-0.021998224,4.059757039,5.072290831,-0.283918088,0.282396376,0.004246376,0.284128088,750.7599107,-1.194637672,-2.54964613,-0.606589212,0.721607745,-2.71792185,61
KDFNXUATOIFLSG-UHFFFAOYSA-N,c1ccc(c(c1)Cl)OC(=O)NC(=O)N,-2.041611296,167.7367551,214.608,179,-0.176101169,-0.188485576,-0.012384408,-0.080689524,-0.094270789,-0.013581265,3.467374609,4.619220641,-0.359052917,0.250201662,-0.027948338,0.359262917,389.8862648,-1.556595253,1.062262119,-0.584226349,0.74966221,-2.720553188,21
KDYFGRWQOYBRFD-UHFFFAOYSA-N,C(CC(=O)O)C(=O)O,-0.170645968,101.132222,118.089,185.5,-0.306269224,-0.317867827,-0.011598603,-0.248770868,-0.262599434,-0.013828566,1.268081407,2.688672447,-0.426905886,0.284400315,0.006250315,0.427115886,282.5636779,-2.190425455,0.619316402,-0.567708708,0.677241291,-2.190425455,14
KJKGTLBNWUUCKQ-UHFFFAOYSA-N,c1ccc2c(c1)c1NC3=CC=CC(=Nc4c5ccccc5c([nH]4)N=c4c5ccccc5c(=Nc2[nH]1)[nH]4)C3,-0.420217749,452.7503226,475.512,331,0.344864868,0.319458844,-0.025406024,0.711851558,0.685934428,-0.02591713,3.226464363,6.499670034,-0.278854521,0.22101771,-0.05713229,0.279064521,725.6922847,0,-1.509990197,-0.531218996,0.378629944,-2.55726217,58
KJPXTDBDRLXUQN-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1C(=O)O)n1nc2ccccc2n1,-2.05739504,257.3343971,297.27,315,-0.090173206,-0.104573641,-0.014400435,0.084185591,0.067043611,-0.01714198,1.582399904,3.652078964,-0.341966407,0.224044143,-0.054105857,0.342176407,525.3020285,-2.060129838,0.110623402,-0.595109004,0.728505265,-2.438403288,33
KJXSIXMJHKAJOD-LSDHHAIUSA-N,c1c(cc(c(c1O)O)O)[C@@H]1[C@H](C(=O)c2c(cc(cc2O1)O)O)O,-0.275046998,257.3214291,320.255,243.885,-0.469106927,-0.485653346,-0.016546419,-0.287703133,-0.307644054,-0.019940922,2.059933469,4.117051636,-0.332483914,0.239059901,-0.039090099,0.332693914,507.7273028,-3.835134339,0.451998063,-0.689719504,0.605090421,-3.835134339,35
KKJPFYIKWNKDSH-WZIZPHDVSA-N,CC(CO)[C@H](C(=O)N[C@@H]1C2CC[C@@](C)([C@@H]1O)C2(C)C)O,-0.362324399,350.4217396,299.411,172.5,-0.341320725,-0.358996638,-0.017675913,-0.017150387,-0.037653032,-0.020502645,3.258770138,6.664533807,-0.356499636,0.305759654,0.027609654,0.356709636,509.1011542,-2.352120669,-2.054884367,-0.630151464,0.532974531,-2.814974313,47
KKWXXQXQVFLMOP-LSLJNABFSA-N,CC(=O)CC1=C(C(=O)O[C@@H]1C)C(C)(C)[C@@H]1C(=O)C(C)OC1=O,-0.693137174,300.5676693,308.331,171,-0.40990115,-0.431482993,-0.021581842,-0.15027184,-0.174975172,-0.024703332,5.266592425,9.200039043,-0.384342571,0.249771031,-0.028378969,0.384552571,497.8919818,-2.969452475,-0.901893279,-0.652682599,0.677908448,-2.969452475,42
KOOOGBROHMNAPU-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)N=[N+]=[N-])[N+](=O)[O-],-0.78430213,130.3965222,192.134,37.5,0.096729248,0.082034647,-0.014694601,0.167364647,0.151795765,-0.015568882,5.969376456,7.847194118,-0.404461765,0.210994118,-0.067155882,0.404671765,362.3835027,-1.495647,0.071305942,-0.59047753,0.848385941,-0.805877706,18
KRKNYBCHXYNGOX-UHFFFAOYSA-N,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.390786338,145.8567322,192.125,153,-0.514474369,-0.531927019,-0.01745265,-0.422733712,-0.442139126,-0.019405415,2.639298239,4.371781018,-0.409393393,0.27014618,-0.00800382,0.409603393,354.1583873,-3.740238984,1.304524586,-0.576912252,0.699446553,-3.740238984,21
KTFCASILCGCMLM-UHFFFAOYSA-N,C(CCCCCNCCCCCCCN)CCCCC(=O)O,-1.383693868,456.4733405,314.512,154,-0.25797007,-0.275060983,-0.017090913,0.180960768,0.162177126,-0.018783643,3.680457282,3.916243465,-0.323062444,0.296584115,0.018434115,0.323272444,701.2454229,-1.12142152,-3.628168943,-0.578090981,0.68219205,-2.144068335,60
KTHRQDFQEQQGDF-UHFFFAOYSA-N,CCCCCCCCCCCCCC(C(C(=O)O)O)O,-1.407459278,405.745087,288.428,114.875,-0.393835899,-0.406919513,-0.013083614,-0.029906761,-0.043342381,-0.01343562,2.842056879,3.7452144,-0.392750823,0.281401001,0.003251001,0.392960823,631.3250125,-2.168910891,-2.96758081,-0.574365348,0.611927447,-2.168910891,52
KUXPBFJYMIIGBY-UHFFFAOYSA-N,COC(=O)C(C(C(=O)OC)OC(=O)c1ccccc1)OC(=O)c1ccccc1,-2.316835803,375.1309578,386.358,137.5,-0.430320684,-0.449424192,-0.019103508,-0.174424595,-0.195363619,-0.020939024,3.200360425,4.776814475,-0.372609201,0.247553768,-0.030596232,0.372819201,653.7973549,-3.852909857,0.768370346,-0.535621627,0.671335128,-3.852909857,46
KWHQDNKVVVTPFL-UHFFFAOYSA-N,c1ccc2c(c1)c1=Nc3cccc(=Nc4c5ccccc5c(N=c5cccc([nH]5)N=c2[nH]1)[nH]4)[nH]3,-1.681923089,432.955348,440.467,344,0.33367173,0.303391876,-0.030279854,0.653923,0.62305081,-0.03087219,9.233914286,15.02582849,-0.27814,0.205531429,-0.072618571,0.27835,678.9562116,0,0.086304625,-0.540536808,0.461333169,-3.729762755,52
KWIUHFFTVRNATP-UHFFFAOYSA-N,C[N+](C)(C)CC(=O)[O-],-0.237499612,147.1855785,117.148,293.25,-0.122898017,-0.165010036,-0.04211202,-0.007945147,-0.051427877,-0.04348273,11.89028213,15.62580913,-0.343366148,0.276916792,-0.001233208,0.343576148,293.1202935,-1.529183089,-1.062176097,-0.765381789,0.759030529,-1.188665889,19
KWRYMZHCQIOOEB-LBPRGKRZSA-N,C[C@@H](c1cc2ccc(cc2nc1c1ccccn1)F)Nc1c2c([nH]cn2)ncn1,0.240146748,351.5686736,385.403,144,0.161466272,0.137465842,-0.02400043,0.42779815,0.402465727,-0.025332423,3.582766185,5.73944093,-0.327103288,0.239806087,-0.038343913,0.327313288,626.1230294,0,-0.246616487,-0.572618565,0.458880349,-2.923837209,45
KXDAEFPNCMNJSK-UHFFFAOYSA-N,c1ccc(cc1)C(=O)N,0.138857616,133.2304668,121.139,128,-0.029036732,-0.0408097,-0.011772968,0.054862,0.04237,-0.012492,4.1503,5.6236,-0.36918,0.2657,-0.01245,0.36939,301.9142395,-0.639987,-0.192795,-0.639987,0.612715,-1.188475,16
