StdInChIKey,SMILES,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
OHFMYIFFLOZSMF-UHFFFAOYSA-N,CC2(C)COP(=O)(NCCNP1(=O)OCC(C)(C)CO1)OC2,-3.150861982,356.296,273,394.2502036,-0.676491114,-0.683035832,-0.006544718,-0.359743475,-0.368624556,-0.008881081,7.417945638,5.7065024,-0.347546974,0.204377616,0.024057616,0.188636974,533.4849971,-4.258312556,-2.287419401,-0.918425716,1.776669752,-2.080007959,48
OLBYFEGTUWWPTR-SQFISAMPSA-N,O/N=C(/c1ccccc1)C(=O)c2ccccc2,-0.194327676,225.247,111,240.8598217,0.037573039,0.033046756,-0.004526283,0.1953579,0.1908651,-0.0044928,3.167685,3.726295001,-0.3512,0.15155,-0.02877,0.19229,443.4185086,-0.84010045,-1.02370785,-0.47012215,0.54646275,-0.89908575,28
OLVPZKMXZBVFAM-UHFFFAOYSA-N,CCCCCCCCCCC(C)(C)C(=O)NO,-1.999982157,243.39,95.5,360.9374261,-0.188705173,-0.193202839,-0.004497666,0.137820629,0.132939377,-0.004881252,3.409658855,3.831837199,-0.355714998,0.190144035,0.009824035,0.196804998,552.9194085,-0.926012246,-3.232153889,-0.53262225,0.503410843,-1.218930515,46
ONBYIMHQEQLHBZ-UHFFFAOYSA-N,c1ccc2C#CC#Cc3ccccc3C#CC#Cc2c1,-1.616797483,248.284,78.5,239.7090067,0.447725984,0.445789477,-0.001936507,0.601383199,0.599184624,-0.002198575,0.000119993,9.99E-05,-0.320732,0.1355965,-0.0447235,0.161822,473.2531834,0,-1.29948449,-0.145213718,0.166928304,0,28
ONZOGXRINCURBP-AOOOYVTPSA-N,O=C(OCC(C)C)[C@@H](O)[C@H](O)C(=O)OCC(C)C,-0.24585023,262.303,81.5,311.0030256,-0.470943301,-0.47644771,-0.005504409,-0.22005798,-0.226946234,-0.006888254,2.565157313,2.203420012,-0.389538473,0.181554647,0.001234647,0.230628473,521.719388,-2.929575469,-0.926116304,-0.512253563,0.574470322,-2.929575469,40
OOSBCICQIJKSIO-UHFFFAOYSA-N,O=C(c1ccccc1)c2cccc3c(cccc23)C(=O)c4ccccc4,-1.429002933,336.39,188,350.9382991,0.051114666,0.045068111,-0.006046555,0.305319573,0.299230213,-0.00608936,2.272216272,2.347891137,-0.342274713,0.143182346,-0.037137654,0.183364713,594.2452136,-0.986318647,-1.571295593,-0.49316289,0.554159922,-0.986318647,42
OPOPTXYBSHDZOM-UHFFFAOYSA-N,CCCCC(CC)CC(CC)(CC)C(=O)NO,0,243.39,62,353.6201106,-0.182858486,-0.187058414,-0.004199929,0.145539775,0.141052368,-0.004487407,3.491776034,3.908132907,-0.347168878,0.195003862,0.014683862,0.188258878,498.2168228,-0.931736778,-3.263293528,-0.536890644,0.518589662,-1.229028385,46
OQIQNXUBIATXQJ-GDNBJRDFSA-N,CCOC(=O)C(=NNc1cccc(Br)c1)C#N,-1.607385594,296.123,153,214.9476206,0.007407176,0.00075837,-0.006648806,0.142957343,0.134698617,-0.008258726,6.104733725,7.49047533,-0.347205973,0.12578146,-0.05453854,0.188295973,486.6680218,-1.007388563,-0.350753195,-0.55016298,0.656656917,-1.482464285,27
ORILYTVJVMAKLC-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)C3,-0.83006313,136.237,206,209.8269937,-0.052520882,-0.052734426,-0.000213544,0.143874,0.14342701,-0.00044699,0,0.000816439,-0.37385,0.33343,0.15311,0.21494,318.6689811,0,-1.964997299,-0.3220511,0.130729664,0,26
OROGSEYTTFOCAN-DNJOTXNNSA-N,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-0.476208277,299.37,151,330.6642042,-0.130928933,-0.136802708,-0.005873776,0.15935136,0.154729292,-0.004622069,3.284246141,3.860756419,-0.308691391,0.184091518,0.003771518,0.149781391,485.0631924,-1.340347505,-1.698788357,-0.564985115,0.332895616,-1.674965852,43
OULGPEGCMIIUQN-UHFFFAOYSA-N,CCCCCC(CC)=NNC(N)=O,-0.469843114,185.269,117,266.8930977,-0.088674768,-0.094816898,-0.006142129,0.121776005,0.115032048,-0.006743957,4.429053622,5.200467164,-0.337314902,0.198323622,0.018003622,0.178404902,452.1200624,-0.606503057,-1.412898369,-0.6065513,0.693567309,-1.785163816,32
OXNIZHLAWKMVMX-UHFFFAOYSA-N,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-0.482089511,229.106,122,104.6804108,-0.045062207,-0.053450844,-0.008388637,0.020027722,0.011587724,-0.008439998,1.917894442,2.286398872,-0.42173,0.078707778,-0.101612222,0.26282,362.0397625,-3.13737316,-0.332353226,-0.52297569,0.896280883,-0.465889408,19
PBQLPYWWRPIKQW-UHFFFAOYSA-N,[O-][N+](=O)c1cc(c(ON=C(c2ccccc2)c3ccccc3)c(c1)[N+]([O-])=O)[N+]([O-])=O,-0.870645408,408.327,104,299.7703275,0.132997548,0.124870877,-0.008126671,0.35312385,0.3444964,-0.00862745,6.363745,6.893384999,-0.368197,0.0971505,-0.0831695,0.209287,606.2284765,-2.91265255,-1.54471255,-0.47014595,0.90631245,-0.4705606,42
PCTSKBFIBUMUSL-UHFFFAOYSA-N,Cl[P](Cl)(Cl)=N[S](=O)(=O)c1ccc2ccccc2c1,-0.778874472,342.57,131,197.954234,-0.143785107,-0.152863489,-0.009078382,-0.046535435,-0.055242086,-0.008706652,4.758908152,5.653844124,-0.342552168,0.124032168,-0.056287832,0.183642168,501.982398,-1.943731198,-1.33762332,-1.198103174,2.626750013,0.219893878,25
PDLXUMBZNQXZBK-VZUCSPMQSA-N,CCOC(=O)C(C)(N=[N+]=[N-])C(C)=NNC(N)=O,0.138636039,242.238,122,252.7708662,-0.071113054,-0.079419935,-0.00830688,0.098053712,0.088429029,-0.009624683,3.72577207,4.149771527,-0.35501676,0.161402747,-0.018917253,0.19610676,463.0172234,-1.565823356,0.077255024,-0.585507257,0.697238624,-2.877266752,31
PDRGHUMCVRDZLQ-WMZOPIPTSA-N,C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,-2.368988937,266.34,258,294.5346263,-0.096652117,-0.102331689,-0.005679572,0.154690049,0.148385776,-0.006304273,2.587953853,2.824870916,-0.31567057,0.158999577,-0.021320423,0.15676057,473.9373072,-0.994680689,-2.054343312,-0.510558757,0.528791753,-0.994680689,38
PDZIFGIQUYFQGK-UHFFFAOYSA-N,O=C1CCCc2c1[nH]c3ccccc23,-0.768892997,185.225,170,202.5242999,-0.011858098,-0.016366844,-0.004508746,0.142679,0.137735,-0.004944,2.6092,3.0348,-0.31653,0.15838,-0.02194,0.15762,381.8019028,-0.5422572,-1.1368288,-0.5422572,0.590895,-0.7298842,25
PEGCITODQASXKH-UHFFFAOYSA-N,C[P](=O)(c1ccccc1)c2ccccc2,-0.17839989,216.219,111,239.666681,-0.041516877,-0.048481025,-0.006964147,0.1238125,0.117609248,-0.006203252,4.65966,5.648849959,-0.36038,0.17615,-0.00417,0.20147,433.8618705,-0.895732899,-2.633360598,-0.895732899,1.403926252,0.508193352,28
PEJQKHLWXHKKGS-UHFFFAOYSA-N,Cl[P]1(=N[P](=N[P](=N[P](=N1)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl,-0.392769265,463.546,124,137.7783866,-0.37816878,-0.384863714,-0.006694934,-0.394806534,-0.399554575,-0.004748041,0.001075721,0.039003272,-0.370671093,0.139517227,-0.040802773,0.211761093,501.9704135,0,0,-1.098840879,1.521099223,-8.11E-07,16
PEQHIRFAKIASBK-UHFFFAOYSA-N,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccccc4,-1.602648604,320.434,280,377.1691174,0.168869698,0.166386664,-0.002483034,0.4673985,0.465396214,-0.002002286,1.00E-05,3.53E-05,-0.3369395,0.18577,0.00545,0.1780295,568.7596677,0,-3.062531089,-0.18525892,0.160873619,0,45
PEXWJYDPDXUVSV-BQYQJAHWSA-N,C\C(=C/C(O)=O)c1ccccc1,0.015786616,162.188,97,189.3568364,-0.101133756,-0.104934662,-0.003800906,0.021026089,0.01729805,-0.003728039,3.029570475,3.488974563,-0.362554859,0.160280483,-0.020039517,0.203644859,369.1516245,-1.113419497,-0.807226279,-0.569287138,0.70183392,-1.113419497,22
PEXWJYDPDXUVSV-FPLPWBNLSA-N,C\C(=C\C(O)=O)c1ccccc1,-0.372644955,162.188,129,176.0689951,-0.097237212,-0.101819205,-0.004581992,0.026166789,0.019806933,-0.006359856,3.031871326,3.471198917,-0.356374192,0.170068938,-0.010251062,0.197464192,366.9994461,-1.095781379,-0.784341661,-0.553194542,0.698327436,-1.095781379,22
PFVCRIULCASTAH-ZMGSENCKSA-N,CC1(C)C2CC[C@@]1(C)C(=O)\C2=C(/O)c3ccccc3,0.105388087,256.345,88,301.6102593,-0.100962862,-0.104364332,-0.00340147,0.159135933,0.154843085,-0.004292848,3.794162817,4.369580444,-0.340532906,0.161272537,-0.019047463,0.181622906,474.6024017,-1.049873014,-2.239295504,-0.567957033,0.560740438,-1.049873014,39
PJANXHGTPQOBST-VAWYXSNFSA-N,c1ccc(cc1)\C=C\c2ccccc2,-0.246766311,180.249,124,231.8304608,0.096634002,0.094899096,-0.001734906,0.25800305,0.256059176,-0.001943874,0.015563974,0.016292732,-0.328146887,0.170568414,-0.009751586,0.169236887,419.0138085,0,-1.831891532,-0.18587695,0.160058945,0,26
PJHUABJTDFXYRQ-UHFFFAOYSA-N,[N-]=[N+]=NC(=O)c1ccccc1,0.774785161,147.136,30,126.5447677,0.095325502,0.091787299,-0.003538203,0.166618308,0.164956,-0.001662308,3.361407692,3.6632,-0.37591,0.13983,-0.04049,0.217,327.541248,-0.527223231,-0.078145692,-0.596706231,0.656464,-0.736921923,16
PJYGUOOQKCIMEO-UHFFFAOYSA-N,CCCC(=O)NNC(=O)CCCC(=O)O,-2.30102397,216.237,161,243.2540777,-0.30000847,-0.308556208,-0.008547738,-0.116611673,-0.12620189,-0.009590217,1.006246678,2.265144519,-0.358585552,0.18791033,0.00759033,0.199675552,461.3053649,-2.188805059,-0.219422903,-0.556581785,0.664866301,-2.931285566,31
PLPWYNVDCPPLMM-UHFFFAOYSA-N,Cc1ccc(cc1)N=Nc2ccc(O)cc2,-0.907224384,212.251,148,241.1479409,0.064598919,0.06056126,-0.004037659,0.227509374,0.223376386,-0.004132987,1.621003,1.757231922,-0.320600318,0.144940918,-0.035379082,0.161690318,453.5505945,-0.47296936,-1.438153258,-0.515280403,0.364029064,-0.779084908,28
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(O)=O,0.910290571,200.321,44,293.3493408,-0.236487388,-0.240205262,-0.003717874,0.02881732,0.024492038,-0.004325282,1.962298632,2.243836461,-0.397881979,0.201239443,0.020919443,0.238971979,499.2921186,-1.08748406,-2.483344101,-0.545942783,0.664310751,-1.08748406,38
PPJVBBJMDLANLB-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(c2c1cccc2[N+]([O-])=O)[N+]([O-])=O,-1.515356338,263.166,148.5,152.6236135,0.075135408,0.066424173,-0.008711236,0.17876186,0.169663682,-0.009098178,4.280604358,5.181874471,-0.397848977,0.072914584,-0.107405416,0.238938977,405.1448103,-2.732024943,-0.758230463,-0.485962659,0.851498963,-0.213669008,24
PQBRXQUGVASQBU-UHFFFAOYSA-N,Cc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,-2.295674141,300.274,211,280.5673637,0.096392543,0.084900823,-0.01149172,0.280723109,0.268494724,-0.012228385,8.962533486,9.539852826,-0.347577314,0.110957532,-0.069362468,0.188667314,522.0237352,-1.990120949,-1.635220471,-0.540279756,0.888797577,-0.643039611,34
PRCOWBGHTCNVDZ-FPLPWBNLSA-N,CCCCCCC=CC(N)=O,0.512299784,155.24,118.5,225.4417492,-0.101324166,-0.106432322,-0.005108157,0.082672418,0.077438564,-0.005233854,3.686417979,4.548834667,-0.375441764,0.185775757,0.005455757,0.216531764,417.107547,-0.606314038,-1.523407412,-0.606368573,0.645911026,-1.199228869,28
QEIRHBKKYVWAOM-UHFFFAOYSA-N,Oc1ccc(cc1)C(O)(c2ccccc2)c3ccccc3,-1.61750544,276.335,160,315.187762,-0.02123454,-0.025589807,-0.004355268,0.207204277,0.202866982,-0.004337295,1.714494026,2.053959432,-0.33428103,0.179603605,-0.000716395,0.17537103,506.5296655,-1.066123946,-1.814256256,-0.583269765,0.355012121,-1.066123946,37
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,Oc1ccc(O)cc1,-2.740804655,110.112,171,121.1734935,-0.100984636,-0.104912167,-0.00392753,-0.034064683,-0.038358099,-0.004293416,1.200366875,1.354171856,-0.318354691,0.173505416,-0.006814584,0.159444691,272.7982201,-0.972932439,-0.384098839,-0.486466458,0.331667366,-0.972932439,14
QIJZEVMDXMIRHM-AEMDVCDZSA-N,CCC12SC3SC(S1)SC(CC)(S3)S2,-1.3318306,300.579,250,237.1376895,0.06564649,0.055731299,-0.009915191,0.193907143,0.184527576,-0.009379567,0.742322337,0.611979229,-0.326728011,0.15887838,-0.02144162,0.167818011,415.8964293,0,-1.898951899,-0.455856526,0.229164997,-0.206801492,26
QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=O,-1.131340971,284.483,70,439.5747354,-0.280562707,-0.284574625,-0.004011918,0.127576362,0.124027557,-0.003548805,1.998510509,2.291861845,-0.390009103,0.201596509,0.021276509,0.231099103,663.2385087,-1.089217886,-4.043212377,-0.547393527,0.66509864,-1.089217886,56
QJGNSTCICFBACB-UHFFFAOYSA-N,CCCCCCCCC(C(O)=O)C(O)=O,-3.271932299,216.277,115,290.7989792,-0.350796766,-0.356196371,-0.005399606,-0.125615985,-0.13094381,-0.005327825,2.007232169,2.675494734,-0.403721257,0.178478386,-0.001841614,0.244811257,477.3583481,-2.05719459,-1.25371039,-0.537847064,0.664587466,-2.05719459,35
QLCFFBOGHZDLGO-UHFFFAOYSA-N,Clc1ccc2c3ccccc3C(=O)c4cccc1c24,-1.360352472,264.711,180,221.9415589,0.038636718,0.03533934,-0.003297378,0.194536,0.1904525,-0.0040835,2.6497,3.223,-0.3316075,0.12013,-0.06019,0.1726975,432.8661732,-0.52530875,-0.884788,-0.52530875,0.5696575,-0.60908025,28
QMGVPVSNSZLJIA-FVWCLLPLSA-N,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,-1.700971947,334.418,288,350.1550133,-0.071704167,-0.078188817,-0.00648465,0.25691749,0.249992022,-0.006925468,4.358918392,4.998586725,-0.317648693,0.184155931,0.003835931,0.158738693,503.5932282,-1.047999744,-1.600520949,-0.558880632,0.637805896,-1.817319209,47
QPKUOOVISUGIRK-UHFFFAOYSA-N,O=C(c1ccccc1)c2cccc3cccc(C(=O)c4ccccc4)c23,-1.057741262,336.39,188.5,341.1113633,0.055519256,0.050457137,-0.005062119,0.312264645,0.307220647,-0.005043998,2.507854945,3.295268128,-0.340248566,0.142623867,-0.037696133,0.181338566,570.0633153,-0.990832011,-1.531360566,-0.495760909,0.556880076,-0.990832011,42
QPUHWUSUBHNZCG-UWVGGRQHSA-N,O[C@H]1C=Cc2ccccc2[C@@H]1O,-1.778654954,162.188,126,181.200394,-0.089387528,-0.093280947,-0.003893418,0.038822024,0.034632188,-0.004189836,3.301792669,3.687796233,-0.346759526,0.157844543,-0.022475457,0.187849526,345.4755352,-1.113054994,-0.811317657,-0.556896832,0.32224034,-1.113054994,22
QTPSDCFAVWZIJU-UHFFFAOYSA-N,OC1=C(CCCC2CCCCC2)C(=O)c3ccccc3C1=O,-0.655228685,298.382,133,347.3133805,-0.164156281,-0.168147018,-0.003990737,0.13003742,0.125780228,-0.004257192,2.649829446,2.732446432,-0.360330628,0.1099381,-0.0703819,0.201420628,555.4521603,-1.357872346,-1.927629983,-0.482014175,0.544457714,-1.357872346,44
QTQRHYLAOSURLC-UHFFFAOYSA-N,[O-][N+](=O)c1ccc2c(Cc3cc(Br)ccc23)c1,-2.025217553,290.116,236,189.7545345,0.071408881,0.066274019,-0.005134862,0.200088565,0.193752934,-0.006335631,4.188029393,4.702263035,-0.351986671,0.117343324,-0.062976676,0.193076671,435.1232032,-0.975274454,-1.207715784,-0.488361896,0.837475227,-0.238379904,25
QUVCQYQEIOLHFZ-UHFFFAOYSA-N,CC1(C)Oc2ccc3C=CC(=O)Oc3c2C=C1,-0.009360791,228.247,119,231.5007836,-0.135004593,-0.139656493,-0.004651899,0.0351104,0.0295967,-0.0055137,4.500965014,5.357970003,-0.3293265,0.1437275,-0.0365925,0.1704165,433.3874099,-1.33443875,-0.79870385,-0.56650005,0.6866136,-1.33443875,29
QYOOZBGIAMCUNQ-UHFFFAOYSA-N,OC1=C(O)C(=O)CCC1,-1.028462801,128.128,114,129.200923,-0.195955164,-0.20030789,-0.004352726,-0.105784342,-0.111019366,-0.005235025,3.175921461,3.705245424,-0.330313732,0.165837512,-0.014482488,0.171403732,292.6536803,-1.463479051,-0.27358818,-0.533583222,0.565591735,-1.463479051,17
QZLYZQUYIQGGOQ-UHFFFAOYSA-N,CCCCCCCCCCCCC(=O)CCCCC(O)=O,-1.599833602,298.466,86,407.6164886,-0.333421991,-0.339307234,-0.005885243,0.05762589,0.051572752,-0.006053138,3.054657049,3.674984883,-0.362285306,0.193004061,0.012684061,0.203375306,664.5088586,-1.627676968,-3.51098377,-0.549274267,0.66650716,-1.627676968,55
RBOXVHNMENFORY-DNJOTXNNSA-N,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,-0.349532325,301.386,112,345.4892789,-0.167233132,-0.173134485,-0.005901353,0.14390789,0.137574905,-0.006332985,3.584550412,4.187016818,-0.307683234,0.184432116,0.004112116,0.148773234,490.0279324,-1.338643131,-1.93551345,-0.573533013,0.33143811,-1.673096921,45
RCNCKKACINZDOI-UHFFFAOYSA-N,Cc1cc(O)cc(O)c1C,-1.622435042,138.166,136,167.0466038,-0.135858222,-0.140177606,-0.004319384,-0.022589205,-0.027755396,-0.005166192,2.106451175,2.509739266,-0.32238444,0.190662126,0.010342126,0.16347444,320.1380926,-0.965151294,-1.087739921,-0.542474992,0.444356633,-0.965151294,20
RCOUWKSZRXJXLA-UHFFFAOYSA-N,CCCC1(CCC)C(=O)NC(=O)NC1=O,-2.066774265,212.249,146,230.0650963,-0.254372348,-0.259703748,-0.0053314,-0.060022776,-0.065919186,-0.005896409,2.089642476,2.224681624,-0.403717041,0.155517455,-0.024802545,0.244807041,418.1229133,-1.479105165,-0.119963029,-0.594170545,0.720762573,-2.663313565,31
RJKGJBPXVHTNJL-UHFFFAOYSA-N,[O-][N+](=O)c1cccc2ccccc12,-0.324273039,173.171,57,154.8332858,0.058840021,0.054717538,-0.004122482,0.164553,0.160101857,-0.004451143,5.3815,6.129785714,-0.35288,0.12175,-0.05857,0.19397,342.6647164,-0.978368,-1.039230286,-0.494112857,0.843021,-0.135347,20
RJWYTISHBMNMOZ-UHFFFAOYSA-N,Nc1ccc2c(Cc3cc(Br)ccc23)c1,-1.016759388,260.133,144,205.5517624,0.073628268,0.06937448,-0.004253789,0.216432,0.211907285,-0.004524715,4.3059,4.748536129,-0.30393,0.16487,-0.01545,0.14502,417.1740925,0,-1.239970228,-0.511328721,0.311583318,-0.634229211,25
RKUNBYITZUJHSG-SPUOUPEWSA-N,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c3ccccc3,-0.554508694,289.375,115,344.04947,-0.19675821,-0.202647623,-0.005889413,0.101122523,0.094474428,-0.006648095,3.483949372,3.455918088,-0.332425335,0.18390316,0.00358316,0.173515335,541.6754298,-1.61186086,-1.691596524,-0.563441105,0.647115421,-1.956253119,44
RLHYRFVLZOSXDH-UHFFFAOYSA-N,CC(=O)Oc1ccc(OC(C)=O)c2C(=O)c3ccccc3C(=O)c12,-1.723331411,324.29,237,284.5568554,-0.28235407,-0.290078504,-0.007724434,-0.092177844,-0.100369248,-0.008191405,2.119540226,2.545944489,-0.35686961,0.110783929,-0.069536071,0.19795961,527.2896172,-2.943271255,0.595936095,-0.586727688,0.730093253,-2.943271255,36
RMBFBMJGBANMMK-UHFFFAOYSA-N,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,0.464896151,182.136,69.5,133.3311675,0.009885078,0.003448706,-0.006436372,0.0961591,0.0887063,-0.0074528,5.78436,6.582509999,-0.40745,0.10793,-0.07239,0.24854,342.7357119,-1.91494635,-1.00229345,-0.552537,0.86810445,-0.1868837,19
RNBWGWPKGHGLOY-AATRIKPKSA-N,CCOC(=O)\C=C(/C)NC(C)=O,-0.035717002,171.196,110,200.1862645,-0.232926053,-0.23961011,-0.006684057,-0.088262617,-0.095637208,-0.007374592,4.515168547,5.376038378,-0.357168293,0.168318414,-0.012001586,0.198258293,398.8028447,-1.603201495,-0.407123835,-0.636341369,0.726286128,-2.140913018,25
RNBWGWPKGHGLOY-WAYWQWQTSA-N,CCOC(=O)/C=C(/C)NC(C)=O,0.371768325,171.196,63,207.9121294,-0.239300182,-0.244562695,-0.005262513,-0.094150997,-0.101776026,-0.007625028,1.207374339,1.34405464,-0.354363976,0.167030569,-0.013289431,0.195453976,397.8411986,-1.633847155,-0.396950851,-0.640944864,0.721634964,-2.175842795,25
RNDOMZKEPZZDQT-UHFFFAOYSA-N,CCOC(=O)C(=NNc1ccc2ccccc2c1)C#N,-0.773764165,267.287,124,261.8167803,0.026798873,0.020809439,-0.005989435,0.215832048,0.208845931,-0.006986117,5.390532294,6.425089581,-0.329355386,0.131146572,-0.049173428,0.170445386,523.7211671,-1.015647655,-0.854417785,-0.58455955,0.659640187,-1.410505692,33
RRGUKTPIGVIEKM-UHFFFAOYSA-N,O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1,-2.961194289,369.467,158,409.4131227,-0.048437714,-0.059589624,-0.01115191,0.320069561,0.307104195,-0.012965366,8.98267747,10.56346341,-0.309467869,0.170923485,-0.009396515,0.150557869,643.2640074,-0.997412099,-2.300188075,-0.580970383,0.618341554,-2.062014193,54
RRKTZKIUPZVBMF-IBTVXLQLSA-N,COc1cc2N3[C@H]4[C@@H]5[C@H](CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC,-1.374156545,394.47,175,408.5690475,-0.192752048,-0.200742053,-0.007990005,0.184316351,0.175633933,-0.008682418,2.479988352,3.283670407,-0.292523454,0.184929066,0.004609066,0.133613454,587.5347489,-1.806124827,-1.488208087,-0.561307943,0.640099211,-2.57342266,55
RTVRUUUUWHGNMM-UHFFFAOYSA-N,CCOC(=O)C(=NNc1ccc(cc1)[N+]([O-])=O)C#N,-1.768599812,262.225,190,221.8186032,-0.005656686,-0.01367787,-0.008021184,0.141158288,0.132440862,-0.008717427,6.168037878,6.688559569,-0.363294887,0.103508479,-0.076811521,0.204384887,495.5673863,-1.960190086,-0.371087622,-0.56765478,0.852648335,-1.519247862,29
RTZZCYNQPHTPPL-UHFFFAOYSA-N,Oc1cccc(c1)[N+]([O-])=O,-0.748909792,139.111,97,113.1557555,-0.038720033,-0.04371578,-0.004995748,0.026429453,0.021068755,-0.005360698,4.678595432,5.46856426,-0.364497676,0.12370364,-0.05661636,0.205587676,296.2329879,-1.409918154,-0.491894011,-0.476464789,0.816978613,-0.592939541,15
RYFIDGIWTNANMO-DIVCQZSQSA-N,c1ccc(cc1)[C@]2(c3c(cccc3)[C@](c4c2cccc4)(O)c5ccccc5)O,-2.08450955,364.444,263,388.2738778,0.021678045,0.017600248,-0.004077796,0.326948215,0.322556278,-0.004391937,0.894178416,1.180782568,-0.34591974,0.171834557,-0.008485443,0.18700974,592.0074987,-1.1472554,-2.334340341,-0.574515421,0.325321724,-1.1472554,48
RYYVLZVUVIJVGH-UHFFFAOYSA-N,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,-1.279463121,194.193,235,191.6654666,-0.076446213,-0.083922965,-0.007476752,0.055483947,0.046460579,-0.009023368,3.8812,4.507289474,-0.33575,0.15959,-0.02073,0.17684,375.610419,-1.085701421,0.45551,-0.543575368,0.688177895,-2.240796895,24
RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)cc1,-1.908809846,151.165,170,167.5637797,-0.113316674,-0.119487134,-0.006170459,-0.00531472,-0.012438166,-0.007123446,3.607554834,4.139484785,-0.31211442,0.178591605,-0.001728395,0.15320442,344.6743762,-1.055561145,-0.386252421,-0.623290031,0.661260185,-1.543765797,20
RZYNKBXUQOCKSI-UHFFFAOYSA-N,Cc5ccc(N(/C(=N/c1ccccc1)Nc2ccccc2)c4nc3cc(C)ccc3[nH]4)cc5,-1.789426964,431.54,176,462.4331141,0.225285879,0.218674451,-0.006611427,0.597291502,0.588893171,-0.008398332,2.941591894,3.665967222,-0.310814331,0.166456309,-0.013863691,0.151904331,754.9416575,0,-2.267140958,-0.533204095,0.529354578,-2.114047418,58
SAMVPMGKGGLIPF-UHFFFAOYSA-N,OC(C(O)=O)c1cccc(Cl)c1,-1.837930711,186.595,113,146.1778041,-0.189538044,-0.19386977,-0.004331726,-0.102223184,-0.107117031,-0.004893847,2.039404498,2.372383937,-0.362033085,0.159517354,-0.020802646,0.203123085,353.6981545,-1.534232004,0.038995195,-0.520124528,0.574246795,-1.626530983,19
SEDZROHEORUIGZ-OQLLNIDSSA-N,C\C(=N/Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2ccccc2,-0.211017704,346.256,112,244.0632627,0.075993861,0.067338915,-0.008654947,0.24921645,0.2399063,-0.00931015,6.296130007,6.859300003,-0.3736305,0.0972375,-0.0830825,0.2147205,534.8128453,-2.9167049,-1.31212965,-0.5511926,0.90956245,-0.4973509,35
SFVBWARTAYZWKI-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(NN=Cc2ccc(Br)cc2)c(c1)[N+]([O-])=O,-3.164522971,365.143,258,226.7807995,0.113224023,0.104721123,-0.0085029,0.263918571,0.254443294,-0.009475278,7.369804308,8.610419502,-0.358462561,0.108833108,-0.071486892,0.199552561,528.0795139,-1.980213461,-1.089549617,-0.540193007,0.888470484,-0.71416365,31
SIOXPEMLGUPBBT-UHFFFAOYSA-N,OC(=O)c1ccccn1,-1.488236868,123.111,136,108.8855999,-0.077244118,-0.082447533,-0.005203415,-0.014834467,-0.020751322,-0.005916855,5.257179197,5.736386065,-0.39495815,0.136182955,-0.044137045,0.23604815,285.0793856,-1.002806591,0.213823612,-0.519793636,0.647937062,-1.285880886,14
SIZDUQQDBXJXLQ-JGVFFNPUSA-N,CC(=O)[C@H]1C[C@@H](CC(O)=O)C1(C)C,0.685732139,184.235,69.5,224.7081243,-0.24730101,-0.253434086,-0.006133076,-0.064857545,-0.071229208,-0.006371664,3.227149256,3.826826867,-0.370899258,0.199670574,0.019350574,0.211989258,389.8934929,-1.623403236,-1.341246257,-0.648075604,0.666320928,-1.623403236,29
SKRVQRQCLHCKBW-UHFFFAOYSA-N,CCCOCN1C(=O)c2ccccc2C1=O,0.057020215,219.24,52.5,226.2404031,-0.158245883,-0.16367119,-0.005425307,0.013309991,0.00745054,-0.005859451,3.537998396,4.199896997,-0.377857606,0.128260574,-0.052059426,0.218947606,438.8204833,-1.426572188,0.012480244,-0.57866156,0.636110232,-2.005233748,29
