StdInChIKey,SMILES,LogS,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms
AFSYRVDDZGJTIL-UHFFFAOYSA-N,CC(CCOCCC(C)O)O,0.7899,162.2284,,122.892,-541.3652408,-541.3783665,-0.013125763,-541.147837,-541.161416,-0.013579,2.3302,3.6011,-0.25117,-5.00E-05,0.31922,0.27609,416.4060059,-2.24401,-2.50416,-0.81129,0.51048,-2.24401,29
AFUKNJHPZAVHGQ-UHFFFAOYSA-N,COc1ccc(c(c1)C=O)OC,-2.3202,166.1762,51,97.131,-574.6374688,-574.6490731,-0.011604268,-574.500003,-574.511795,-0.011792,6.243,8.6507,-0.22249,-0.07136,0.24791,0.24741,364.9915161,-1.71179,-0.62761,-0.61306,0.40055,-1.71179,22
AFVFQIVMOAPDHO-UHFFFAOYSA-N,CS(=O)(=O)O,1.017244979,96.1008,20,59.222,-664.3221103,-664.3363254,-0.014215138,-664.289761,-664.30469,-0.014929,2.9936,3.9631,-0.31528,-0.02279,0.29648,0.3402,228.6270752,-2.84706,-0.91968,-0.95672,2.32972,-0.51734,9
AFVRYMPIZFJJIL-UHFFFAOYSA-N,c1cc2c(ccc(c2nc1)S(=O)(=O)O)N,-2.707260408,224.2338,302.5,168.509,-1081.096152,-1081.121783,-0.02563072,-1080.969175,-1080.994886,-0.025711,7.304,10.9202,-0.23271,-0.08044,0.23883,0.25763,386.1965332,-2.8386,-0.95109,-0.95092,2.36389,-1.78518,23
AFVUGDZUMJEIHX-UHFFFAOYSA-N,CCC(CC)(C(=O)N)Cl,-1.0289,149.6199,,113.409,-826.0792294,-826.0881643,-0.008934863,-825.936843,-825.946047,-0.009204,1.5267,2.8468,-0.26814,-0.02132,0.29795,0.29306,324.7251892,-0.6767,-1.77234,-0.84562,0.67435,-1.63844,21
AFYCEAFSNDLKSX-UHFFFAOYSA-N,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,-4.000552387,231.294,73,150.961,-748.9688058,-748.9836771,-0.014871301,-748.72772,-748.743545,-0.015825,7.5038,10.9806,-0.20531,-0.05948,0.25979,0.23023,459.4943542,-1.1891,-2.61005,-0.71667,0.765,-1.64531,34
AFYPFACVUDMOHA-UHFFFAOYSA-N,C(Cl)(F)(F)F,-4.425324877,104.4592,-181,54.484,-797.8429909,-797.8439079,-0.000916974,-797.85647,-797.857729,-0.001259,0.4979,0.628,-0.36397,-0.02968,0.28959,0.38889,200.3589325,0,1.00927,-0.3418,1.00927,-1.00928,5
AFZSMODLJJCVPP-UHFFFAOYSA-N,c1ccc2c(c1)nc(s2)SSc1nc2ccccc2s1,-4.5218,332.4706,180,208.199,-2240.602941,-2240.613061,-0.01011933,-2240.464285,-2240.47398,-0.009695,1.9065,1.89,-0.2387,-0.07028,0.24899,0.26362,533.5408936,0,-2.42748,-0.48956,0.43322,0.34136,28
AFZZFBZPHUDOLV-UHFFFAOYSA-N,c1ccc2c(c1)cccc2NCCCN1CCOCC1,-2.702803349,270.3736,,220.97,-845.8014461,-845.8133864,-0.01194028,-845.483913,-845.495672,-0.011759,0.9392,1.2463,-0.19565,-0.04069,0.27858,0.22057,545.7124023,-0.61821,-3.56506,-0.65183,0.42017,-1.83299,42
AFZZYIJIWUTJFO-UHFFFAOYSA-N,CCc1cccc(CC)c1,-3.7476,134.2206,-83.95,124.503,-389.5243434,-389.5272157,-0.0028723,-389.348262,-389.351505,-0.003243,0.3367,0.5258,-0.23925,-0.0119,0.30737,0.26417,362.1269531,0,-3.38746,-0.6808,0.24835,0,24
AGAHNABIDCTLHW-UHFFFAOYSA-N,Cc1ccc(cc1)C1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)O,-4.347,355.4513,118,251.597,-1159.075346,-1159.090058,-0.01471138,-1158.695894,-1158.709452,-0.013558,3.1931,3.8766,-0.21567,-0.06728,0.25199,0.24059,645.319397,-1.40728,-4.46255,-0.79361,0.58867,-2.32119,52
AGASSTHGGSUOOL-UHFFFAOYSA-N,Cc1cn2c(=O)c3c(nc2[nH]1)n(COCCO)c(Br)n3,-2.675720384,342.152,222.55,175.917,-3497.596674,-3497.624342,-0.0276684,-3497.403534,-3497.431141,-0.027607,7.9495,11.2794,-0.21618,-0.03294,0.28633,0.2411,508.5196533,-2.09484,0.99403,-0.80304,0.64395,-4.4842,32
AGBQKNBQESQNJD-UHFFFAOYSA-N,C(CCC(=O)O)CC1CCSS1,-2.375047335,206.3174,54.13,126.815,-1260.128408,-1260.139164,-0.01075606,-1259.955721,-1259.967498,-0.011777,0.8006,1.0523,-0.23104,-0.02284,0.29643,0.25596,378.3222961,-1.39445,-2.40115,-0.73278,0.82205,-1.4871,26
AGCQZYRSTIRJFM-UHFFFAOYSA-N,C(COCCO[N+](=O)[O-])OCCO[N+](=O)[O-],-1.561,240.1694,,173.1,-946.8849925,-946.9017148,-0.016722299,-946.721748,-946.73816,-0.016412,3.9224,6.1354,-0.28601,-0.08155,0.23772,0.31093,467.8508606,-3.47346,-0.85274,-0.61679,0.72875,-2.01596,28
AGDYNDJUZRMYRG-UHFFFAOYSA-N,CCCCCCO[N+](=O)[O-],-3.1265,147.1736,,130.267,-516.7845105,-516.7912963,-0.006785856,-516.627177,-516.63437,-0.007193,4.1665,5.1074,-0.32263,-0.07992,0.23935,0.34755,372.9326477,-1.12988,-2.71572,-0.68815,0.72815,-0.40173,23
AGEFUZCBLJQXIA-UHFFFAOYSA-N,CCCOC(=O)C1CCCCC1C(=O)OCCC,-3.262691733,256.3412,,215.279,-848.9164562,-848.9262229,-0.009766669,-848.596912,-848.606713,-0.009801,0.9738,1.7957,-0.27133,-0.00793,0.31134,0.29625,536.7901001,-2.43102,-3.51964,-0.69382,0.85609,-2.43102,42
AGIKBILZJVNZNW-UHFFFAOYSA-N,C1CCc2cc3c(cc2C1)c(=O)cc(C(=O)O)o3,-1.05,244.2464,,154.645,-841.6647003,-841.679567,-0.014866623,-841.471166,-841.486368,-0.015202,5.7779,8.0913,-0.24918,-0.09681,0.22246,0.2741,445.0661621,-2.40372,-0.97182,-0.69718,0.78359,-2.40372,30
AGJOAIMUXIQLCN-UHFFFAOYSA-N,Cc1ccc(cc1)NO,-0.7894,123.1542,96,102.572,-402.0971565,-402.105403,-0.008246451,-401.9828,-401.991268,-0.008468,0.7423,0.9317,-0.21333,-0.01397,0.3053,0.23825,312.6236267,-0.63734,-1.65887,-0.7005,0.52139,-1.0174,18
AGKBXKFWMQLFGZ-UHFFFAOYSA-N,Cc1ccc(cc1)C(=O)OOC(=O)c1ccc(C)cc1,-6.798351882,270.2842,,182.65,-919.01343,-919.0250631,-0.011633122,-918.798185,-918.808606,-0.010421,0.1117,0.0789,-0.26258,-0.06715,0.25212,0.2875,528.9663086,-1.73504,-1.89819,-0.7085,0.80656,-1.73504,34
AGKSTYPVMZODRV-UHFFFAOYSA-N,c1cc(ccc1CSC(=Nc1ccc(cc1Cl)Cl)Cn1cncn1)Cl,-5.3842,411.7355,90,311.448,-2653.427428,-2653.44316,-0.01573231,-2653.214543,-2653.229613,-0.01507,1.4454,1.9965,-0.23981,-0.05653,0.26274,0.26473,622.991272,0,-2.21246,-0.59208,0.3128,-1.30967,38
AGMMTXLNIQSRCG-UHFFFAOYSA-N,CCC1Nc2cc(c(cc2C(=O)N1)S(=O)(=O)N)Cl,-3.28795,289.7361,251,204.96,-1636.586825,-1636.613963,-0.02713845,-1636.406824,-1636.43452,-0.027696,7.9423,11.8175,-0.24405,-0.06977,0.2495,0.26897,468.5226746,-2.63081,-1.15669,-1.12123,2.30103,-2.70107,30
AGPKZVBTJJNPAG-CRCLSJGQSA-N,CCC(C)C(C(=O)O)N,-0.7875,131.1742,,124.463,-441.699805,-441.7093642,-0.009559203,-441.543163,-441.553538,-0.010375,1.3045,1.8953,-0.25642,-0.01413,0.30514,0.28134,325.9076843,-1.37771,-1.48017,-0.9263,0.81956,-2.30401,22
AGUIVNYEYSCPNI-UHFFFAOYSA-N,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-3.5889,287.1452,129.09,179.257,-1144.905108,-1144.925771,-0.0206628,-1144.79827,-1144.820175,-0.021905,3.8775,5.7486,-0.31795,-0.16124,0.15803,0.34287,422.237915,-3.0338,-0.29322,-0.48235,0.62598,-1.15282,25
AGVNLFCRZULMKK-UHFFFAOYSA-N,CC(=O)N1CCN(CC1)c1ccc(cc1)O,-1.817914488,220.2706,183,181.947,-726.8895889,-726.9071017,-0.017512793,-726.661808,-726.679119,-0.017311,4.3437,6.0139,-0.20579,-0.02154,0.29773,0.23071,441.6603394,-1.44766,-1.84196,-0.77622,0.696,-2.47311,32
AGYUOJIYYGGHKV-UHFFFAOYSA-N,C(COCCOCCCl)Cl,-0.9955,187.0656,-31.75,163.202,-1306.699578,-1306.707808,-0.00822981,-1306.559693,-1306.568521,-0.008828,0.0011,0.0003,-0.28148,-0.0077,0.31157,0.3064,407.8345947,-1.22472,-1.40764,-0.61236,0.26875,-1.43752,22
AHDSRXYHVZECER-UHFFFAOYSA-N,CN(C)Cc1cc(CN(C)C)c(c(c1)CN(C)C)O,0.505516371,265.3978,,255.296,-827.3342377,-827.3425468,-0.008309114,-826.974562,-826.984206,-0.009644,2.2956,2.9446,-0.20831,-0.00999,0.30928,0.23323,556.2177124,-0.75734,-4.07753,-0.75734,0.52187,-2.46264,46
AHHFEZNOXOZZQA-UHFFFAOYSA-N,COC1C(C(C(C(CNC(=O)N(CCCl)N=O)O1)O)O)O,-1.5613,327.7211,111,218.598,-1542.882922,-1542.902113,-0.01919063,-1542.627515,-1542.648616,-0.021101,5.2472,6.0782,-0.26989,-0.09185,0.22742,0.29481,540.2879639,-4.69604,-0.04246,-0.81163,0.83038,-5.51161,39
AHHWIHXENZJRFG-UHFFFAOYSA-N,C1COC1,1.236,58.0798,-97,39.759,-193.1145073,-193.1197034,-0.005196103,-193.054341,-193.059513,-0.005172,2.2209,2.7925,-0.25336,0.01063,0.3299,0.27828,210.7199097,-0.64568,-0.72874,-0.64568,0.2494,-0.64568,10
AHIPJALLQVEEQF-UHFFFAOYSA-N,c1cc(ccc1N(CC1CO1)CC1CO1)OCC1CO1,-1.919234725,277.3194,,197.136,-938.5493092,-938.5672823,-0.017973122,-938.278522,-938.296457,-0.017935,5.8239,7.9733,-0.18544,-0.01072,0.30855,0.21036,540.4740601,-2.327,-1.79171,-0.59051,0.26535,-2.82825,39
AHJKRLASYNVKDZ-UHFFFAOYSA-N,c1cc(ccc1C(c1ccc(cc1)Cl)C(Cl)Cl)Cl,-7.199999,320.045,109.25,247.86,-2380.318285,-2380.328009,-0.00972472,-2380.165339,-2380.175287,-0.009948,0.4338,0.3645,-0.25284,-0.05217,0.2671,0.27776,497.0978699,0,-2.59065,-0.3134,0.29032,-0.08827,28
AHOKCVUTHKNVPX-QJZQXKNGSA-N,CN1CCN(CC1)CN1C(=O)C2C3C=CC(C4C3C3C4C(=O)N(CN4CCN(C)CC4)C3=O)C2C1=O,-1.519924201,496.61,252.5,326.75,-1641.892736,-1641.921872,-0.02913507,-1641.342209,-1641.368586,-0.026377,2.8778,4.1184,-0.22122,-0.04563,0.27364,0.24614,790.5007935,-2.48112,-3.14512,-0.62304,0.74212,-5.77011,72
AHSNWUAHWPTIFM-UHFFFAOYSA-N,CCCC(=O)Oc1ccc(cc1)NC(=O)C,-2.83,221.2554,,179.195,-746.7983633,-746.8156395,-0.01727621,-746.592389,-746.609249,-0.01686,4.236,5.3916,-0.2302,-0.03015,0.28912,0.25512,479.589386,-1.87086,-1.57457,-0.76917,0.84399,-2.49215,31
AHTPATJNIAFOLR-UHFFFAOYSA-N,Cc1nc(NC(=O)NS(=O)(=O)c2ccsc2C(=O)OC)nc(n1)OC,-2.2379,387.3846,176,277.328,-1986.593307,-1986.620355,-0.02704833,-1986.382019,-1986.409476,-0.027457,5.8336,8.4684,-0.27556,-0.09897,0.2203,0.30048,605.0337524,-4.20714,0.81267,-0.94419,2.34466,-4.58004,38
AHYLFQRWOBJBTE-UHFFFAOYSA-N,CCCOC(=O)Oc1ccc(cc1)NC(=O)C,-2.968269284,237.2548,105.75,161.906,-822.0250491,-822.0431546,-0.018105497,-821.814655,-821.832718,-0.018063,3.5613,5.006,-0.23013,-0.02943,0.28984,0.25505,499.9000244,-2.45125,-0.93802,-0.76926,1.05674,-3.07278,32
AHZMUXQJTGRNHT-UHFFFAOYSA-N,CC(C)(c1ccc(cc1)OC#N)c1ccc(cc1)OC#N,-5.469558378,278.3098,82,228.183,-916.1315841,-916.1472004,-0.015616326,-915.909359,-915.925624,-0.016265,7.1616,9.3918,-0.25929,-0.05015,0.26912,0.28421,518.4252319,-0.95976,-1.70727,-0.67596,0.59911,-1.90474,35
AIFRHYZBTHREPW-UHFFFAOYSA-N,c1ccc2c(c1)c1ccncc1[nH]2,-3.73,168.1976,198.2,106.066,-533.5250545,-533.5362712,-0.01121672,-533.39394,-533.404909,-0.010969,3.1432,4.3834,-0.22173,-0.0548,0.26447,0.24665,351.2991333,0,-1.16634,-0.55381,0.4639,-1.05102,21
AIGRXSNSLVJMEA-UHFFFAOYSA-N,CCOP(=S)(c1ccccc1)Oc1ccc(cc1)[N+](=O)[O-],-5.0169,323.3027,36,204.509,-1637.108161,-1637.122194,-0.0140326,-1636.899247,-1636.914088,-0.014841,6.586,8.2786,-0.25625,-0.10589,0.21338,0.28117,546.053772,-2.50366,-2.92338,-0.86752,1.88038,-0.73087,35
AIJKWDCJBLVTGU-OAHLLOKOSA-N,c1cc(COC2Cn3cc(nc3OC2)N(=O)=O)c(c2ccc(cc2)OC(F)(F)F)nc1,-5.932261818,436.347,247,236.724,-1627.643282,-1627.674977,-0.03169523,-1627.370653,-1627.401591,-0.030938,9.9382,12.7743,-0.25449,-0.09126,0.22801,0.27941,674.6029053,-2.55419,0.68369,-0.59581,1.31869,-4.58339,46
AIKAOGTVMFOQKJ-UHFFFAOYSA-N,CC(C)C(=O)Oc1ccc(cc1)N(=O)=O,-3.958818998,209.202,39.4,134.735,-743.2835243,-743.2942534,-0.010729015,-743.121273,-743.132674,-0.011401,6.3028,7.9843,-0.2795,-0.10642,0.21285,0.30442,422.1694336,-1.97348,-1.41606,-0.67894,0.8523,-1.47365,26
AIKKULXCBHRFOS-UHFFFAOYSA-N,CN(C=O)C(=O)CSP(=S)(OC)OC,-1.9977,257.2589,25.5,187.646,-1729.330893,-1729.348565,-0.01767198,-1729.185455,-1729.203515,-0.01806,2.1818,3.0386,-0.24256,-0.05996,0.25931,0.26748,452.1102905,-2.96326,-0.5392,-0.8687,1.66285,-2.44008,26
AIOHBDYXYKMBIF-UHFFFAOYSA-N,CC(C)CCOCC(CO)O,-1.2101,162.2284,,152.072,-541.364811,-541.3745966,-0.009785665,-541.14527,-541.155532,-0.010262,3.5981,4.6761,-0.26994,-0.00142,0.31785,0.29486,397.997406,-2.25996,-2.49115,-0.8186,0.51876,-2.25996,29
AIONOLUJZLIMTK-AWEZNQCLSA-N,COc1ccc(cc1O)C1CC(=O)c2c(cc(cc2O1)O)O,-3.346787424,302.283,226.06,240.275,-1069.511752,-1069.529801,-0.01804896,-1069.282205,-1069.301146,-0.018941,4.5936,5.6286,-0.22519,-0.06596,0.25331,0.25011,516.8074341,-3.90119,-0.50504,-0.7255,0.5627,-3.90119,36
AIUHRQHVWSUTGJ-UHFFFAOYSA-N,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)Cl)CC1,-4.7,446.0061,,327.641,-2066.423498,-2066.438268,-0.01477007,-2066.004945,-2066.021318,-0.016373,4.2562,5.1022,-0.19041,-0.03287,0.2864,0.21533,717.578125,-1.22154,-4.48839,-0.78027,0.82681,-2.48969,58
AIUNWFBYULOSRS-VIFPVBQESA-N,c1ccc(cc1)C(C(=O)O)SCC(=O)O,-1.155937259,226.253,143.5,136.893,-1086.218033,-1086.235338,-0.01730497,-1086.075635,-1086.093748,-0.018113,1.468,1.9813,-0.24572,-0.04508,0.27419,0.27064,426.1743164,-2.70082,-0.77516,-0.7157,0.82321,-2.46398,25
AIURIRUDHVDRFQ-UHFFFAOYSA-N,c1ccc(c(c1)c1cc(c(c(c1Cl)Cl)Cl)Cl)Cl,-7.3662985,326.4365,,182.475,-2761.275597,-2761.28114,-0.00554258,-2761.188077,-2761.193581,-0.005504,3.5401,4.7787,-0.2623,-0.05582,0.26345,0.28722,460.0800171,0,-1.54618,-0.24681,0.28182,0.20948,22
AIVVKKOTAISCNQ-UHFFFAOYSA-N,C(C(C(=O)O)S)S,-0.2374,138.1992,,92.528,-1064.776665,-1064.787036,-0.01037076,-1064.720994,-1064.731818,-0.010824,0.8099,1.004,-0.25393,-0.04485,0.27442,0.27885,288.1818237,-1.3518,-0.27734,-0.71072,0.81126,-1.46341,13
AIVXUNRQBRKFJO-UHFFFAOYSA-N,C1CSc2cc(sc2C1=O)S(=O)(=O)N,-3.493693259,249.3172,213.5,159.168,-1745.895015,-1745.914557,-0.01954205,-1745.795695,-1745.815732,-0.020037,4.1153,6.2892,-0.24513,-0.10035,0.21892,0.27005,399.8743896,-2.52427,-1.89894,-1.11956,2.30716,-0.43318,21
AIWAFUBJIYAIGI-UHFFFAOYSA-N,CCCC(=O)NCCNC(=O)CCC,-0.6222,200.2802,189.325,169.453,-653.1320951,-653.1507039,-0.018608718,-652.877326,-652.897246,-0.01992,0.3925,0.4515,-0.25304,-0.00907,0.3102,0.27796,471.9762573,-1.42427,-2.61597,-0.71221,0.68891,-2.74083,34
AIXZBGVLNVRQSS-UHFFFAOYSA-N,CC(C)(C)c1ccc2c(c1)nc(c1ccc(c3nc4cc(ccc4o3)C(C)(C)C)s1)o2,-5.634046793,430.5636,200,333.164,-1664.6315,-1664.641489,-0.00998891,-1664.226999,-1664.237666,-0.010667,1.8285,3.1003,-0.21776,-0.09048,0.22879,0.24268,742.6821899,-0.92752,-5.065,-0.68245,0.54117,-1.37179,57
AIZPFZIKHIJCQX-UHFFFAOYSA-N,c1cc(ccc1CCc1c[nH]c2c1c(=O)[nH]c(N)n2)C(=O)O,-3.574289036,298.3006,,235.446,-1024.811999,-1024.837601,-0.02560194,-1024.580353,-1024.606434,-0.026081,7.6465,9.4765,-0.21039,-0.0522,0.26707,0.23531,527.1790161,-2.082,0.07504,-0.85623,0.81198,-4.73094,36
AJDIZQLSFPQPEY-UHFFFAOYSA-N,C(C(Cl)(F)F)(Cl)(Cl)F,-3.02275051,187.3762,-36.2,88.812,-1756.319989,-1756.32133,-0.00134092,-1756.330707,-1756.332425,-0.001718,0.5452,0.7167,-0.3386,-0.05807,0.2612,0.36352,270.1982422,0,0.85837,-0.3403,0.65498,-0.85836,8
AJHCSUXXECOXOY-NSHDSACASA-N,c1ccc2c(c1)c(CC(C(=O)O)NC(=O)CN)c[nH]2,-1.8856,261.2798,,216.971,-894.4124965,-894.437117,-0.024620429,-894.184614,-894.209445,-0.024831,7.7172,9.6638,-0.21783,-0.03263,0.28664,0.24275,479.115509,-2.1075,-0.6514,-0.94876,0.82333,-4.25987,34
AJJGRBMYVRSEES-UHFFFAOYSA-N,CC(C)OCC(COC(C)C)O,0.0549,176.2552,,167.143,-580.6669509,-580.6798391,-0.012888167,-580.42362,-580.437312,-0.013692,1.8275,2.0527,-0.24331,-0.00527,0.314,0.26823,430.1122437,-2.03261,-2.91718,-0.79107,0.50738,-2.03261,32
AJKLKINFZLWHQE-UHFFFAOYSA-N,c1c(cc(c(c1c1cc(cc(c1Cl)Cl)Cl)Cl)Cl)Cl,-7.7599995,360.8816,,234.504,-3220.873809,-3220.879111,-0.00530191,-3220.798242,-3220.80355,-0.005308,1.2138,2.0453,-0.26597,-0.06119,0.25808,0.29089,489.2172852,0,-1.31996,-0.24034,0.28531,0.1899,22
AJLFOPYRIVGYMJ-UHFFFAOYSA-N,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(CC(=O)O3)O)C12,-5.42,390.5186,152,294.263,-1273.093362,-1273.11477,-0.02140768,-1272.614845,-1272.635833,-0.020988,1.9892,2.9064,-0.21946,-0.02865,0.29062,0.24438,676.7702026,-3.23041,-5.56476,-0.79622,0.84813,-3.23041,62
AJMJPGWUPHIMKQ-UHFFFAOYSA-N,CCCC(=O)OCCOCCOCCOC(=O)CCC,-1.5598,290.3558,-70,227.143,-1000.538326,-1000.552877,-0.0145512,-1000.20169,-1000.215619,-0.013929,3.0748,4.3758,-0.27155,-0.00405,0.31522,0.29647,652.9874878,-3.65004,-2.57248,-0.69005,0.83981,-3.65004,46
AJNKBCXCPVRBBQ-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(cc1)c1cn2c(=O)c3c(nc2[nH]1)n(cn3)COCCO,-3.640170778,401.425,231.65,253.116,-1349.277827,-1349.309626,-0.03179913,-1348.950646,-1348.982716,-0.03207,6.9397,9.9751,-0.20993,-0.06776,0.25151,0.23485,680.7764893,-2.09587,-0.59994,-0.80253,0.64332,-4.60418,49
AJSWHUXLZRXPJL-UHFFFAOYSA-N,c1cc(ccc1Cl)S(=O)(=O)Nc1nnc(s1)S(=O)(=O)N,-1.782185837,354.8007,267,258.521,-2483.578418,-2483.605432,-0.02701329,-2483.46289,-2483.491823,-0.028933,5.762,9.5959,-0.2764,-0.08237,0.2369,0.30132,514.4770508,-3.77303,-1.30706,-1.12037,2.33015,-1.23038,27
AJVBPNRMKNARPG-UHFFFAOYSA-N,c1cc(cc(c1)S(=O)(=O)N)C(=O)N,-2.155375083,200.218,175.5,122.55,-1004.903559,-1004.925401,-0.02184222,-1004.789322,-1004.812328,-0.023006,1.3848,1.7873,-0.27566,-0.0714,0.24787,0.30058,373.1968384,-2.62598,-0.58121,-1.12064,2.29163,-2.30182,21
AJWHQEKVIAEOBU-UHFFFAOYSA-N,CC(c1ccc2cc(ccc2c1)OC)C(=O)OC(C)OC(=O)C(Cc1ccccc1)N,-3.5,421.492,,345.216,-1399.876793,-1399.89643,-0.01963635,-1399.46511,-1399.485114,-0.020004,3.7683,4.7829,-0.21762,-0.04947,0.2698,0.24254,724.6036377,-2.95078,-3.26326,-0.90969,0.85675,-3.86047,58
AJYOOHCNOXWTKJ-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccc(cc1)Cl)O,-3.4886,218.6823,60.38,141.187,-1037.442697,-1037.451361,-0.00866305,-1037.279753,-1037.288383,-0.00863,2.8473,3.1652,-0.24789,-0.03404,0.28523,0.27281,423.309906,-0.77774,-2.28803,-0.77774,0.50965,-0.79909,26
AJZKMDAYNXJZOR-UHFFFAOYSA-N,CC1c2ccc(cc2C(=O)O1)N,-1.7891,163.1756,,111.291,-553.6200674,-553.6363787,-0.016311212,-553.488537,-553.504791,-0.016254,6.0508,8.2554,-0.22837,-0.05795,0.26132,0.25329,349.3442078,-1.19913,-0.59057,-0.86735,0.81261,-2.06648,21
AJZYYDODZUXKPL-UHFFFAOYSA-N,C1CCC(C1)C1=C(C(=O)c2ccccc2C1=O)O,-4.406583204,242.274,119.25,193.017,-805.7348628,-805.742893,-0.008030214,-805.516893,-805.525904,-0.009011,2.2381,3.025,-0.25392,-0.12628,0.19299,0.27884,446.4298706,-1.86818,-1.95231,-0.69591,0.53777,-1.86818,32
AKCLMRLUECNBLP-UHFFFAOYSA-N,C(CC(=O)O)c1nc(N)[nH]n1,-1.485955125,156.144,202,125.817,-564.8404283,-564.8617063,-0.021277921,-564.73059,-564.752439,-0.021849,4.4597,5.8769,-0.24088,-0.02193,0.29734,0.2658,344.9971008,-1.37538,0.67007,-0.87312,0.8315,-3.65241,19
AKCRQHGQIJBRMN-UHFFFAOYSA-N,c1ccc(c(c1)Cl)N,-1.357574146,127.5731,-8.2475,90.201,-747.212191,-747.2183826,-0.006191574,-747.136425,-747.142765,-0.00634,1.9762,2.5921,-0.21225,-0.01918,0.30009,0.23717,283.6139221,0,-1.01151,-0.85714,0.4395,-0.8885,14
AKDMEMZLNOHXLE-UHFFFAOYSA-N,CCC(=O)OC1CCS(=O)(=O)C1,-0.715632997,192.236,16.5,159.09,-973.0367412,-973.0559293,-0.019188005,-972.884,-972.903672,-0.019672,6.0952,7.988,-0.29447,-0.02279,0.29648,0.31939,387.8900146,-3.1545,-2.25417,-0.98153,2.10635,-1.04815,24
AKEUNCKRJATALU-UHFFFAOYSA-N,c1cc(c(c(c1)O)C(=O)O)O,-1.2074,154.122,,94.788,-571.2987901,-571.3087145,-0.009924344,-571.207469,-571.218203,-0.010734,1.7209,2.5337,-0.23203,-0.07182,0.24745,0.25695,303.6823425,-2.8372,0.4229,-0.73817,0.81702,-2.8372,17
AKFZINZSGJYCMM-UHFFFAOYSA-N,c1cc(cnc1)C(=O)Nc1nccc(Nc2ccc(cc2)S(=O)(=O)N)n1,-1.27,370.385,,276.066,-1570.505595,-1570.539987,-0.0343923,-1570.26502,-1570.298127,-0.033107,4.4205,7.0108,-0.23944,-0.07504,0.24423,0.26436,614.2523804,-2.5847,-0.212,-1.12085,2.2898,-4.22648,40
AKGGYBADQZYZPD-UHFFFAOYSA-N,CC(=O)CCc1ccccc1,-1.716017996,148.2042,-13,124.284,-463.539236,-463.5485269,-0.009290906,-463.382266,-463.391688,-0.009422,2.8553,3.8705,-0.24593,-0.02968,0.28959,0.27085,370.2062988,-0.61676,-2.48172,-0.7785,0.60338,-0.61676,23
AKIIJALHGMKJEJ-UHFFFAOYSA-N,CC1CCCCC1OC(=O)C,-2.550297857,156.2242,,150.457,-503.0924247,-503.0986534,-0.006228746,-502.889735,-502.896672,-0.006937,2.2523,3.0744,-0.27845,-0.00192,0.31735,0.30337,367.6757507,-1.23532,-2.748,-0.7784,0.8297,-1.23532,27
AKLDPNVZTZIVFA-UHFFFAOYSA-N,c1c(c(cc(c1N)S(=O)(=O)O)Cl)Cl,-2.105210692,242.0764,,97.823,-1830.606369,-1830.621379,-0.01500933,-1830.533734,-1830.548781,-0.015047,3.0161,4.5109,-0.24358,-0.07165,0.24762,0.2685,371.1457825,-2.82538,-0.80204,-0.95618,2.38607,-1.20852,18
AKLIYCJZHPSMMA-UHFFFAOYSA-N,CCCCCC(=O)OCSc1c2c([nH]cn2)ncn1,-3.622,280.344,150.25,246.239,-1234.612957,-1234.630733,-0.01777602,-1234.384332,-1234.402019,-0.017687,2.2793,3.2523,-0.23784,-0.05822,0.26105,0.26276,545.0438843,-1.1924,-1.14517,-0.68827,0.84195,-3.04608,35
AKMQARIMOMYINK-RKQHYHRCSA-N,c1cc(ccc1C1=Nn2c(C(C(C(C(C(CO)O)O)O)O)O)nnc2SC1)F,-3.429913698,414.414,204,291.246,-1789.468044,-1789.497326,-0.02928196,-1789.165146,-1789.19592,-0.030774,5.752,7.9545,-0.2515,-0.09499,0.22428,0.27642,619.8686523,-4.78909,-0.53446,-0.81333,0.52715,-6.00325,47
AKNMPWVTPUHKCG-UHFFFAOYSA-N,Cc1cc(Cc2cc(C)cc(C3CCCCC3)c2O)c(c(c1)C1CCCCC1)O,-6.979034273,392.5802,,379.07,-1201.080477,-1201.089654,-0.00917684,-1200.567074,-1200.57774,-0.010666,3.3803,3.7932,-0.20996,-0.0187,0.30057,0.23488,733.0492554,-1.46076,-7.83899,-0.73363,0.52351,-1.46076,65
