StdInChIKey,Name,Smile,Sol,LogS,T,Sol_cat,MW,MP,Volume,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LUMO,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
BGHCVCJVXZWKCC-UHFFFAOYSA-N,tetradecane,C(CCCCCCC)CCCCCC,NA,-7.959992,NA,D,198.391,5.8,222.351,-551.6102244,-551.6108282,-0.000603718,-551.241939,-551.243732,-0.001793,0,0,-0.29073,0.01528,0.33455,0.31565,561.4718628,0,-6.93288,-0.68816,0.23775,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGNCCUHEGHNNAP-UHFFFAOYSA-N,"4,7,7-trioxo-5,6-dihydrothieno[2,3-b]thiopyran-2-sulfonamide",S(=O)(=O)(N)c1sc2S(=O)(=O)CCC(=O)c2c1,NA,-3.018,NA,H,281.316,242.5,171.384,-1896.271628,-1896.297747,-0.02611911,-1896.165761,-1896.192711,-0.02695,2.1879,3.3661,-0.29311,-0.11234,0.20693,0.31803,422.8489685,-4.37541,-2.04797,-1.11878,2.31107,-0.37723,23,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1
BKIMMITUMNQMOS-UHFFFAOYSA-N,nonane,C(CCCC)CCCC,NA,-5.88,NA,F,128.257,-53,114.201,-355.0367026,-355.0371285,-0.000425852,-354.800614,-354.801842,-0.001228,0.0856,0.1021,-0.29921,0.01812,0.33739,0.32413,402.8521729,0,-4.62926,-0.6881,0.23773,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMLIZLVNXIYGCK-UHFFFAOYSA-N,"3-(4-chlorophenyl)-1,1-dimethylurea",Clc1ccc(NC(=O)N(C)C)cc1,NA,-2.91256,NA,I,198.6517,173,157.931,-994.5441855,-994.5572013,-0.013015808,-994.394964,-994.407452,-0.012488,5.9228,8.087,-0.22253,-0.02452,0.29475,0.24745,399.4962158,-0.73094,-1.0704,-0.73094,0.82629,-1.91777,24,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
BNUHAJGCKIQFGE-UHFFFAOYSA-N,1-methoxy-4-nitrobenzene,O=[N+]([O-])c1ccc(OC)cc1,NA,-2.41,NA,I,153.1372,52,118.585,-551.2993273,-551.3105797,-0.011252399,-551.198811,-551.210332,-0.011521,6.4515,8.6502,-0.26046,-0.09765,0.22162,0.28538,327.4183044,-1.38531,-0.91058,-0.52567,0.49488,-0.89043,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
BOCJQSFSGAZAPQ-UHFFFAOYSA-N,"1-chloroanthracene-9,10-dione",Clc1c2C(=O)c3c(C(=O)c2ccc1)cccc3,NA,-5.54,NA,F,242.6611,160,128.468,-1148.386202,-1148.396512,-0.01031015,-1148.255935,-1148.266972,-0.011037,1.3099,1.9387,-0.26591,-0.12015,0.19912,0.29083,405.4375916,-1.1518,-0.76326,-0.58188,0.56668,-1.11829,24,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
BOJWTAQWPVBIPG-UHFFFAOYSA-N,4-Fluoro-3-nitrobenzoic acid,Fc1c([N+](=O)[O-])cc(C(=O)O)cc1,NA,-1.579,NA,J,185.1113,123.5,119.572,-724.5667718,-724.5851113,-0.018339455,-724.495992,-724.515276,-0.019284,2.1749,2.776,-0.30604,-0.12814,0.19113,0.33096,333.4155579,-2.10651,0.52543,-0.70973,0.81817,-1.91586,17,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
BRBKOPJOKNSWSG-UHFFFAOYSA-N,2-(4-aminophenyl)sulfonylguanidine,S(=O)(=O)(N=C(N)N)c1ccc(N)cc1,NA,-1.98497,NA,J,214.2416,191.5,162.746,-1040.386797,-1040.41499,-0.0281929,-1040.244212,-1040.273424,-0.029212,5.2169,10.497,-0.22325,-0.02797,0.2913,0.24817,398.3703003,-2.00966,-0.55127,-1.01556,2.31448,-3.16506,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
BRLQWZUYTZBJKN-UHFFFAOYSA-N,2-(chloromethyl)oxirane,ClCC1OC1,NA,-0.15,NA,K,92.5249,-57,70.116,-652.7116139,-652.7180141,-0.006400146,-652.663512,-652.669972,-0.00646,0.6798,0.7987,-0.29291,-0.01008,0.30919,0.31783,240.6867828,-0.57705,-0.58585,-0.57705,0.27651,-0.68302,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
BRPOVUNVTUCYNN-UHFFFAOYSA-N,7-(3-amino-2-ethylazetidin-1-yl)-1-cyclopropyl-6-fluoro-4-oxoquinoline-3-carboxylic acid,Fc1c(N2C(CC)C(N)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,NA,-3.912,NA,H,345.3727,236.5,253.896,-1187.744856,-1187.772717,-0.0278611,-1187.433781,-1187.462357,-0.028576,12.1357,16.6448,-0.23129,-0.07119,0.24808,0.25621,566.1650391,-2.13156,-1.42769,-0.92846,0.80668,-4.25206,45,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1
BRUZQRBVNRKLJG-UHFFFAOYSA-N,2-methylpropyl carbamate,O=C(OCC(C)C)N,NA,-0.3,NA,K,117.1474,67,111.106,-402.4038993,-402.4135147,-0.009615339,-402.273944,-402.284306,-0.010362,2.2745,3.1049,-0.28312,-0.00347,0.3158,0.30804,311.8646545,-1.29354,-0.88054,-0.88546,0.92064,-2.179,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BTANRVKWQNVYAZ-UHFFFAOYSA-N,butan-2-ol,OC(CC)C,NA,0.43,NA,L,74.1224,-115,77.22,-233.679633,-233.6852837,-0.005650688,-233.572796,-233.578736,-0.00594,1.8561,2.3986,-0.27438,0.00175,0.32102,0.2993,255.5167847,-0.81342,-1.83202,-0.81342,0.50859,-0.81342,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BTJIUGUIPKRLHP-UHFFFAOYSA-N,4-nitrophenol,O=[N+]([O-])c1ccc(O)cc1,NA,-0.74,NA,K,139.1104,112.5,76.706,-511.9934732,-512.0070224,-0.01354922,-511.919517,-511.933434,-0.013917,5.6136,7.6814,-0.2679,-0.10072,0.21855,0.29282,295.6150818,-1.55085,-0.57995,-0.69591,0.53354,-1.05498,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
BUNFNRVLMKHKIT-UHFFFAOYSA-N,N-(2-nitrophenyl)acetamide,O=[N+]([O-])c1c(NC(=O)C)cccc1,NA,-1.91,NA,J,180.1628,92,119.881,-644.7962899,-644.8075509,-0.011260992,-644.677645,-644.68777,-0.010125,1.6008,2.0735,-0.25763,-0.11625,0.20302,0.28255,358.5602417,-1.50582,-0.73504,-0.77065,0.701,-1.63447,21,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
BWXSXZAIQQSFPW-UHFFFAOYSA-N,"3,3-diethyl-6-nitro-2-benzofuran-1-one",O=[N+]([O-])c1cc2C(=O)OC(CC)(CC)c2cc1,NA,-3.656,NA,H,235.239,103.5,186.169,-820.7159274,-820.7318364,-0.015908988,-820.5218,-820.538272,-0.016472,6.8091,9.364,-0.29667,-0.11767,0.2016,0.32159,431.7964783,-1.96826,-1.90272,-0.69934,0.81689,-1.46447,30,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
BXNJHAXVSOCGBA-UHFFFAOYSA-N,"7-methoxy-1-methyl-9H-pyrido[3,4-b]indole",O(C)c1cc2[nH]c3c(C)nccc3c2cc1,NA,-4.48,NA,G,212.2506,264,155.802,-687.3727877,-687.3867013,-0.01391363,-687.186771,-687.201399,-0.014628,4.154,5.8954,-0.21485,-0.04348,0.27579,0.23977,424.2249146,-0.54877,-1.55435,-0.72002,0.46267,-1.62119,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
BYEVBITUADOIGY-UHFFFAOYSA-N,ethyl nonanoate,O=C(OCC)CCCCCCCC,NA,-3.8,NA,H,186.2936,-44,156.728,-582.9224711,-582.9289556,-0.006484484,-582.650894,-582.658498,-0.007604,1.9971,2.7471,-0.27594,-0.00616,0.31311,0.30086,476.4190369,-1.22588,-4.04832,-0.7183,0.83343,-1.22588,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BZHMBWZPUJHVEE-UHFFFAOYSA-N,"2,4-dimethylpentane",C(CC(C)C)(C)C,NA,-4.26,NA,G,100.2034,-123,112.487,-276.405703,-276.4061443,-0.000441299,-276.222305,-276.223288,-0.000983,0.1322,0.1768,-0.30618,0.00645,0.32572,0.3311,318.7668762,0,-3.7429,-0.68223,0.23669,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BZKPWHYZMXOIDC-UHFFFAOYSA-N,"N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide",S(=O)(=O)(N)c1sc(NC(=O)C)nn1,NA,-2.43058,NA,I,222.2364,258.25,139.851,-1397.029095,-1397.053828,-0.02473302,-1396.947178,-1396.972678,-0.0255,5.5242,7.649,-0.27589,-0.0775,0.24177,0.30081,381.27771,-2.54125,-0.15699,-1.12147,2.29648,-2.06512,19,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
BZLVMXJERCGZMT-UHFFFAOYSA-N,2-methoxy-2-methylpropane,O(C(C)(C)C)C,NA,-0.24,NA,K,88.1492,-109,75.591,-272.9856527,-272.9892982,-0.003645467,-272.852799,-272.856802,-0.004003,1.3742,1.9529,-0.25588,0.00467,0.32394,0.2808,275.2158203,-0.63118,-2.1858,-0.70679,0.24718,-0.63118,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BZTYNSQSZHARAZ-UHFFFAOYSA-N,"2,4-dichloro-1-(4-chlorophenyl)benzene",Clc1c(c2ccc(Cl)cc2)ccc(Cl)c1,NA,-6.21,NA,E,257.5463,58,168.791,-1842.104781,-1842.10996,-0.00517935,-1841.99347,-1841.99888,-0.00541,1.3791,2.0168,-0.24779,-0.05589,0.26338,0.27271,431.1148071,0,-1.87007,-0.25775,0.27973,-0.00983,22,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
CAQHPYSDQFDJAL-UHFFFAOYSA-N,1-nitrosonaphthalen-2-ol,O=C1C(=NO)c2c(cccc2)C=C1,NA,-2.937,NA,I,173.1708,109.5,124.613,-590.4286321,-590.443024,-0.014391854,-590.313306,-590.327678,-0.014372,4.5253,6.7021,-0.24659,-0.10886,0.21041,0.27151,346.1882019,-1.16982,-0.86283,-0.60229,0.54139,-1.25269,20,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
CCGPUGMWYLICGL-UHFFFAOYSA-N,"1-butyl-3-(3,4-dichlorophenyl)-1-methylurea",Clc1c(Cl)ccc(NC(=O)N(CCCC)C)c1,NA,-4.77,NA,G,275.1772,102,194.077,-1572.080907,-1572.093703,-0.01279659,-1571.863149,-1571.876262,-0.013113,5.7595,7.9154,-0.22876,-0.03358,0.28569,0.25368,504.134613,-0.7268,-2.31922,-0.7268,0.82907,-1.86007,33,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
CDAWCLOXVUBKRW-UHFFFAOYSA-N,2-aminophenol,Oc1c(N)cccc1,NA,-0.72,NA,K,109.1274,174,84.172,-362.8378644,-362.8456261,-0.007761761,-362.747934,-362.754489,-0.006555,2.712,3.6683,-0.22494,-0.01818,0.30109,0.24986,276.9963989,-0.73825,-0.69883,-0.95485,0.52868,-1.6931,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
CDOZDBSBBXSXLB-UHFFFAOYSA-N,"N,N-diethyl-1-phenothiazin-10-ylpropan-2-amine",N(C(CN1c2c(Sc3c1cccc3)cccc2)C)(CC)CC,NA,-2.145,NA,I,312.472,58.75,242.747,-1246.176672,-1246.183996,-0.00732454,-1245.831284,-1245.838842,-0.007558,1.5289,2.4948,-0.19544,-0.02465,0.29462,0.22036,544.8123169,0,-5.11091,-0.71222,0.3214,-0.71999,46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
CDVNZMKTJIBBBV-UHFFFAOYSA-N,"2-Methyl-3,5-dinitrobenzoic acid",O=[N+]([O-])c1c(C)c(C(=O)O)cc([N+](=O)[O-])c1,NA,-2.6,NA,I,226.1452,205.5,133.202,-869.1495172,-869.1705909,-0.021073698,-869.044703,-869.066747,-0.022044,2.5067,3.8954,-0.31506,-0.13944,0.17983,0.33998,386.506012,-2.83597,-0.15331,-0.71892,0.82593,-1.82414,22,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CEOCDNVZRAIOQZ-UHFFFAOYSA-N,"1,2,3,4,5-pentachlorobenzene",Clc1c(Cl)c(Cl)cc(Cl)c1Cl,NA,-5.654971,NA,F,250.3389,85.5,171.593,-2530.211186,-2530.214232,-0.00304635,-2530.19681,-2530.200056,-0.003246,0.9011,1.3708,-0.26915,-0.06404,0.25523,0.29407,348.6462708,0,-0.59802,-0.23232,0.29059,0.30745,12,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
CERQOIWHTDAKMF-UHFFFAOYSA-N,2-methylprop-2-enoic acid,O=C(O)C(=C)C,NA,0.01,NA,L,86.0902,16,67.803,-306.484862,-306.497783,-0.012920996,-306.419902,-306.432942,-0.01304,4.9768,6.3215,-0.28729,-0.06454,0.25473,0.31221,245.2653961,-1.36445,-0.43969,-0.74049,0.8036,-1.36445,12,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
CFBYEGUGFPZCNF-UHFFFAOYSA-N,1-methoxy-2-nitrobenzene,O=[N+]([O-])c1c(OC)cccc1,NA,-1.96,NA,J,153.1372,9.75,100.79,-551.286842,-551.2992674,-0.012425321,-551.186627,-551.1989,-0.012273,5.9482,8.207,-0.25536,-0.09228,0.22699,0.28028,325.3274231,-1.34221,-0.92778,-0.51752,0.49581,-0.8464,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
CGBCCZZJVKUAMX-UHFFFAOYSA-N,"(17-acetyl-6-chloro-10,13-dimethyl-3-oxo-9,11,12,14,15,16-hexahydro-8H-cyclopenta[a]phenanthren-17-yl) acetate",ClC1=CC2C(C3(C1=CC(=O)C=C3)C)CCC1(C2CCC1(OC(=O)C)C(=O)C)C,NA,-4.95,NA,G,402.9169,168,300.158,-1653.811342,-1653.83082,-0.01947828,-1653.407645,-1653.427691,-0.020046,10.5046,14.4212,-0.24295,-0.08138,0.23789,0.26787,595.6069336,-2.44088,-4.54984,-0.78633,0.83218,-2.46544,55,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
CHMBIJAOCISYEW-UHFFFAOYSA-N,N-(4-aminophenyl)acetamide,O=C(Nc1ccc(N)cc1)C,NA,-0.98,NA,K,150.1798,165,107.155,-495.6400671,-495.6561784,-0.01611125,-495.505066,-495.521914,-0.016848,3.8601,5.6012,-0.19925,-0.01595,0.30332,0.22417,350.076355,-0.70238,-0.9008,-0.87824,0.67968,-2.1983,21,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
CHNUNORXWHYHNE-UHFFFAOYSA-N,"5-tert-butyl-3-(2,4-dichloro-5-propan-2-yloxyphenyl)-1,3,4-oxadiazol-2-one",Clc1c(OC(C)C)cc(n2c(=O)oc(C(C)(C)C)n2)c(Cl)c1,NA,-5.69,NA,F,345.2248,88.5,243.189,-1838.034997,-1838.048413,-0.0134164,-1837.77519,-1837.789311,-0.014121,3.7664,6.158,-0.23611,-0.04704,0.27223,0.26103,590.1415405,-1.7095,-2.24003,-0.71135,0.91411,-2.29135,40,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
CHNXZKVNWQUJIB-UHFFFAOYSA-N,"17-ethynyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",O=C1C=C2C(C)(C3C(C4C(C)(C(O)(C#C)CC4)CC3)CC2)CC1,NA,-5.66,NA,F,312.451,273,243.861,-967.4520325,-967.4673926,-0.015360036,-967.052992,-967.069064,-0.016072,4.8225,6.5437,-0.24231,-0.05593,0.26334,0.26723,527.2573853,-1.40234,-5.86277,-0.75937,0.55111,-1.40234,51,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,"(2R)-2-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one",O=C1C(=C(O)[C@@H]([C@@H](O)CO)O1)O,NA,0.239374,NA,L,176.1256,192,110.782,-684.789024,-684.8103071,-0.021283088,-684.677259,-684.699471,-0.022212,4.8982,7.1391,-0.24291,-0.04027,0.279,0.26783,339.4249268,-4.20438,1.09037,-0.79954,0.7545,-4.20438,20,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
CIWBSHSKHKDKBQ-UHFFFAOYSA-N,"2-(1,2-dihydroxyethyl)-3,4-dihydroxy-2H-furan-5-one",O=C1C(=C(O)C(C(O)CO)O1)O,NA,-0.805,NA,K,176.1256,169.5,107.468,-684.7876355,-684.8078427,-0.020207249,-684.676121,-684.697557,-0.021436,1.8409,2.525,-0.24637,-0.04516,0.27411,0.27129,339.2073364,-4.18997,1.09366,-0.79882,0.752,-4.18997,20,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
CJHXCRMKMMBYJQ-UHFFFAOYSA-N,5-butyl-2-(dimethylamino)-6-methyl-1H-pyrimidin-4-one,Oc1c(CCCC)c(C)nc(N(C)C)n1,NA,-2.24,NA,I,209.2906,102,170.302,-670.1378312,-670.1483815,-0.0105503,-669.886989,-669.897746,-0.010757,2.1056,2.952,-0.20745,-0.01915,0.30012,0.23237,453.3644409,-0.70984,-2.54289,-0.71971,0.6041,-2.35322,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
CMSMOCZEIVJLDB-UHFFFAOYSA-N,"N,N-bis(2-chloroethyl)-2-oxo-1,3,2$l^{5}-oxazaphosphinan-2-amine",ClCCN(CCCl)P1(=O)OCCCN1,NA,-0.815,NA,K,261.0875,51.25,183.918,-1797.557832,-1797.575483,-0.01765058,-1797.368174,-1797.386166,-0.017992,5.3121,7.0076,-0.26031,-0.01765,0.30162,0.28523,443.2096558,-2.02569,-2.3484,-1.14783,2.51366,-1.71245,29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
CMVQZRLQEOAYSW-UHFFFAOYSA-N,"1,2-dichloro-3-nitrobenzene",Clc1c(Cl)cccc1[N+](=O)[O-],NA,-3.48,NA,H,192.0012,61.5,117.963,-1355.939848,-1355.948659,-0.00881119,-1355.892517,-1355.90129,-0.008773,4.5623,6.1528,-0.28175,-0.1112,0.20807,0.30667,324.2919312,-0.76214,-0.701,-0.38671,0.50422,-0.14101,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
CNGDZXAWOIPFFX-UHFFFAOYSA-N,4-(4-methoxybenzoyl)thiophene-2-sulfonamide,S(=O)(=O)(N)c1scc(C(=O)c2ccc(OC)cc2)c1,NA,-4.473,NA,G,297.3432,174,194.913,-1615.865384,-1615.887387,-0.02200261,-1615.696511,-1615.718355,-0.021844,5.5663,7.9747,-0.24751,-0.08033,0.23894,0.27243,501.5142517,-3.07615,-1.89527,-1.1195,2.30702,-1.33113,30,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1
COLNVLDHVKWLRT-UHFFFAOYSA-N,2-amino-3-phenylpropanoic acid,O=C(O)C(N)Cc1ccccc1,NA,-0.74473,NA,K,165.1914,266.5,116.732,-554.8091025,-554.8240287,-0.014926197,-554.658454,-554.673367,-0.014913,3.8123,4.5331,-0.26056,-0.03703,0.28224,0.28548,356.9197998,-1.36102,-1.14205,-0.91766,0.80849,-2.27868,23,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
CPGPAVAKSZHMBP-UHFFFAOYSA-N,9-methylanthracene,Cc1c2c(cc3c1cccc3)cccc2,NA,-5.89,NA,F,192.2598,79.5,143.496,-578.8606898,-578.8660183,-0.005328418,-578.676196,-578.681558,-0.005362,0.347,0.5166,-0.1981,-0.07112,0.24815,0.22302,395.0820618,0,-2.99907,-0.69724,0.25282,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CPNGPNLZQNNVQM-UHFFFAOYSA-N,pteridine,n1c2nccnc2cnc1,NA,0.02,NA,L,132.1244,139.5,92.514,-450.0531161,-450.0647646,-0.011648494,-449.983976,-449.995454,-0.011478,2.7238,3.8667,-0.26552,-0.11373,0.20554,0.29044,281.3888855,0,0.79968,-0.49531,0.35044,-1.8049,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
CQRYARSYNCAZFO-UHFFFAOYSA-N,2-(hydroxymethyl)phenol,OCc1c(O)cccc1,NA,-0.29,NA,K,124.139,84.25,106.736,-422.0145019,-422.0247383,-0.010236364,-421.908159,-421.918629,-0.01047,3.0048,3.954,-0.22516,-0.02779,0.29148,0.25008,297.1837769,-1.55718,-0.98037,-0.80858,0.53283,-1.55718,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
CSHWQDPOILHKBI-UHFFFAOYSA-N,perylene,c12c3c4c5c(c1cccc2ccc3)cccc5ccc4,NA,-8.794931,NA,C,252.3148,277.5,212.424,-769.4286633,-769.4353675,-0.006704258,-769.214319,-769.219361,-0.005042,1.00E-04,1.00E-04,-0.19198,-0.08235,0.23692,0.2169,442.4205322,0,-3.00147,-0.24466,0.25482,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CTJMNBROBOZHAP-UHFFFAOYSA-N,7-(3-aminoazetidin-1-yl)-1-cyclopropyl-6-fluoro-4-oxoquinoline-3-carboxylic acid,Fc1c(N2CC(N)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,NA,-5.324,NA,F,317.3191,246.5,226.18,-1109.110522,-1109.139672,-0.02915008,-1108.85286,-1108.882073,-0.029213,12.108,16.8925,-0.23017,-0.07093,0.24834,0.25509,527.6193237,-2.13347,-0.47057,-0.93169,0.80653,-4.25424,39,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1
CULUWZNBISUWAS-UHFFFAOYSA-N,N-benzyl-2-(2-nitroimidazol-1-yl)acetamide,O=[N+]([O-])c1n(CC(=O)NCc2ccccc2)ccn1,NA,-2.81,NA,I,260.2518,190.5,199.805,-909.1206266,-909.142259,-0.021632402,-908.928374,-908.953118,-0.024744,2.4667,10.9473,-0.25851,-0.11814,0.20113,0.28343,472.7465515,-1.50857,-0.84437,-0.68469,0.68034,-2.50743,31,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
