StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,Volume,HOMO,LsoluHsolv,LUMO,LsolvHsolu,N_atoms,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,1_2_amine,3_ring,4_ring,5_ring,6_ring,7_ring,8_ring,acidic_hydroxyl,alcohol,aldehyde,alkene,alkyne,amide,aromatic,azo,Br,carbonyl,carboxyl,Cl,C_aromatic,ester,ether_ester,F,halide,heterocyclic,H_bond_acceptor,H_bond_donor,I,ketone,nitrile,nitro,N_aromatic,O_aromatic,P,ring,S,sulfonamide,S_aromatic,thioamide,thiol,unfused_benzene
OTLNPYWUJOZPPA-UHFFFAOYSA-N,4-Nitrobenzoic acid,O=[N+]([O-])c1ccc(C(=O)O)cc1,NA,-2.751,K,NA,167.1208,240,-9.55E-02,-0.113713518,-0.018247675,-0.024935,-0.043891,-0.018956,2.2051,3.301,115.621,-0.41198,0.24241,-0.07686,0.4369,17,335.2371521,-2.00441,0.039412,-0.516539,0.84209,-1.16232,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
OTQFXRBLGNEOGH-UHFFFAOYSA-N,"1,3,6,8-tetrachlorodibenzo-p-dioxin",Clc1c2Oc3c(c(Cl)cc(Cl)c3)Oc2cc(Cl)c1,NA,-9,D,NA,321.9744,219,-6.39E-02,-6.76E-02,-0.003625814,0.015958,0.011514,-0.004444,0.0004,0.0003,149.322,-0.33226,0.27396,-0.04531,0.35718,22,457.0071716,-0.563182,-0.118873,-0.281591,0.216814,-0.712392,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTVAEFIXJLOWRX-UHFFFAOYSA-N,"2,2-dichloro-N-[1,3-dihydroxy-1-(4-methylsulfonylphenyl)propan-2-yl]acetamide",ClC(Cl)C(=O)NC(C(O)c1ccc(S(=O)(=O)C)cc1)CO,NA,-2.15,K,NA,356.2202,165,-0.338382128,-0.373650786,-0.035268658,-0.150761,-0.185814,-0.035053,5.6088,10.5861,241.296,-0.38593,0.28336,-0.03591,0.41085,36,548.0625,-3.789501,-1.502079,-1.03041,2.557287,-1.827782,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
OUDSBRTVNLOZBN-UHFFFAOYSA-N,1-(azepan-1-yl)-3-(4-methylphenyl)sulfonylurea,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(C)cc1,NA,-3.68,J,NA,311.3982,170,-0.167240869,-0.191380635,-0.024139766,0.100881,0.076321,-0.02456,5.5549,7.5923,325.563,-0.34082,0.30141,-0.01786,0.36574,42,556.5297852,-2.593989,-2.082715,-0.979762,2.60842,-1.46484,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
OWZPCEFYPSAJFR-UHFFFAOYSA-N,"2-butan-2-yl-4,6-dinitrophenol",O=[N+]([O-])c1c(O)c(C(CC)C)cc([N+](=O)[O-])c1,NA,-3.38,J,NA,240.2152,55,-9.06E-02,-0.10378654,-0.013157716,0.069503,0.054874,-0.014629,4.9452,6.3569,235.439,-0.3844,0.24537,-0.0739,0.40932,29,430.2881775,-2.440771,-1.480607,-0.547769,0.904918,-0.652916,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
OXNIZHLAWKMVMX-UHFFFAOYSA-N,"2,4,6-trinitrophenol",O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c1,NA,-2.83,K,NA,229.1056,122.2222,-4.51E-02,-6.56E-02,-0.02055535,0.020027,-0.001447,-0.021474,1.9189,2.7765,112.989,-0.4217,0.21766,-0.10161,0.44662,19,362.7182007,-3.28744,-0.232657,-0.529281,0.913934,-0.567368,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
OXQGTIUCKGYOAA-UHFFFAOYSA-N,2-ethylbutanoic acid,O=C(O)C(CC)CC,NA,-0.81,M,NA,116.1596,-15,-0.181778685,-0.194378698,-0.012600013,-0.058178,-0.074603,-0.016425,4.6658,5.9821,172.026,-0.39565,0.34678,0.02751,0.42057,20,310.1535645,-1.107892,-0.967864,-0.559195,0.672312,-1.107892,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OZWKMVRBQXNZKK-UHFFFAOYSA-N,"5-benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid",O=C(c1n2c(C(C(=O)O)CC2)cc1)c1ccccc1,NA,-3.259,J,NA,255.2726,160.5,-0.104252937,-0.121685683,-0.017432746,0.082368,0.064361,-0.018007,3.9438,3.8015,266.411,-0.35211,0.28856,-0.03071,0.37703,32,475.3201904,-1.605627,-0.803173,-0.557648,0.665709,-1.626864,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
PAMIQIKDUOTOBW-UHFFFAOYSA-N,1-methylpiperidine,CN1CCCCC1,NA,0.23,N,NA,99.1754,-50,-2.56E-02,-3.05E-02,-0.004955729,0.115477,0.110087,-0.00539,1.6161,2.0028,189.713,-0.31324,0.42982,0.11055,0.33816,20,285.9595947,0,-1.447096,-0.340913,0.14887,-0.325496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,aniline,Nc1ccccc1,NA,-0.41,M,NA,93.128,-6,3.44E-02,2.77E-02,-0.006664191,0.113289,0.106332,-0.006957,1.7234,2.0076,136.012,-0.3113,0.33508,0.01581,0.33622,14,265.383606,0,-0.77037,-0.522852,0.251857,-0.522852,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PBBGSZCBWVPOOL-UHFFFAOYSA-N,4-[4-(4-hydroxyphenyl)hexan-3-yl]phenol,Oc1ccc(C(C(CC)c2ccc(O)cc2)CC)cc1,NA,-4.43,I,NA,270.3706,186,-0.104951443,-0.116893849,-0.011942406,0.175856,0.162022,-0.013834,2.1879,2.9228,360.898,-0.32056,0.32465,0.00538,0.34548,42,517.3806763,-1.018102,-2.741349,-0.509568,0.347272,-1.018102,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PBMFSQRYOILNGV-UHFFFAOYSA-N,pyridazine,n1ncccc1,NA,1.1,O,NA,80.089,-8,8.81E-02,7.76E-02,-0.010543488,0.132393,0.121681,-0.010712,4.3172,5.6046,87.612,-0.37222,0.29454,-0.02473,0.39714,10,227.8942871,0,-0.409628,-0.175061,0.194299,-0.350122,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PDQAZBWRQCGBEV-UHFFFAOYSA-N,imidazolidine-2-thione,S=C1NCCN1,NA,-0.71,M,NA,102.1538,199,2.22E-02,8.33E-04,-0.021319111,0.077837,0.056696,-0.021141,6.964,10.3926,78.776,-0.31393,0.33605,0.01678,0.33885,12,261.4593506,0,0.189891,-0.751623,0.455737,-1.514761,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
PDRGHUMCVRDZLQ-UHFFFAOYSA-N,"3-hydroxy-13-methyl-12,14,15,16-tetrahydro-11H-cyclopenta[a]phenanthren-17-one",O=C1C2(C)C(c3c(c4c(cc(O)cc4)cc3)CC2)CC1,NA,-5.24,H,NA,266.339,258.5,-0.1029633,-0.116755003,-0.013791703,0.147497,0.132958,-0.014539,3.1981,4.2957,322.468,-0.31579,0.29955,-0.01972,0.34071,38,474.6347656,-1.061599,-2.092877,-0.563263,0.553824,-1.061599,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PEDCQBHIVMGVHV-UHFFFAOYSA-N,"propane-1,2,3-triol",OC(CO)CO,NA,1.12,O,NA,92.0944,18,-0.22811071,-0.239849167,-0.011738456,-0.158615,-0.170503,-0.011888,1.5971,2.2702,120.288,-0.38949,0.38353,0.06426,0.41441,14,256.5195313,-1.733235,-0.049676,-0.599755,0.343308,-1.733235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEQHIRFAKIASBK-UHFFFAOYSA-N,tritylbenzene,C(c1ccccc1)(c1ccccc1)(c1ccccc1)c1ccccc1,NA,-7.8,F,NA,320.433,282.5,0.168869694,0.162490662,-0.006379032,0.467424,0.460965,-0.006459,0,0.0002,376.218,-0.33694,0.32472,0.00545,0.36186,45,569.4175415,0,-3.150928,-0.191429,0.163857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PFIADAMVCJPXSF-UHFFFAOYSA-N,"1,4-dichloro-2,5-dimethoxybenzene",Clc1c(OC)cc(Cl)c(OC)c1,NA,-4.41,I,NA,207.056,134,-0.111893038,-0.123071336,-0.011178298,-0.018097,-0.030301,-0.012204,0.0019,0.0017,165.639,-0.31282,0.29882,-0.02045,0.33774,20,375.6773071,-0.760414,-0.486938,-0.380207,0.230549,-0.861066,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PHEOVVDXTQVHAZ-UHFFFAOYSA-N,"[2-(11,17-dihydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl)-2-oxoethyl] 2,2-dimethylpropanoate",O=C(OCC(=O)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)C(O)C2)CC1)C(C)(C)C,NA,-4.58,I,NA,444.5668,233,-0.352845468,-0.468729349,-0.11588388,0.114951,-0.000278,-0.115229,6.8088,11.064,492.721,-0.31644,0.30929,-0.00998,0.34136,68,681.1508789,-3.284258,-3.091849,-0.618138,0.634888,-3.284258,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PHTQWCKDNZKARW-UHFFFAOYSA-N,3-methylbutan-1-ol,OCCC(C)C,NA,-0.52,M,NA,88.1492,-117,-0.11276452,-0.118748599,-0.005984079,0.001707,-0.005023,-0.00673,1.9011,2.282,163.992,-0.38035,0.41835,0.09908,0.40527,18,284.2029724,-0.604473,-1.306614,-0.604473,0.323433,-0.604473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJANXHGTPQOBST-VAWYXSNFSA-N,(E)-stilbene,C(=C\c1ccccc1)/c1ccccc1,NA,-5.790116,H,NA,180.2488,124,9.76E-02,9.26E-02,-0.004935082,0.262153,0.256761,-0.005392,0.0003,0.0005,238.82,-0.31794,0.29858,-0.02069,0.34286,26,412.2427673,0,-1.888518,-0.185077,0.161416,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PJGSXYOJTGTZAV-UHFFFAOYSA-N,"3,3-dimethylbutan-2-one",O=C(C(C)(C)C)C,NA,-0.72,M,NA,100.1602,-53,-0.108114528,-0.115955585,-0.007841057,0.010754,0.001528,-0.009226,3.3827,4.4778,167.851,-0.35931,0.34871,0.02944,0.38423,19,288.0323181,-0.583127,-1.49423,-0.644367,0.572269,-0.583127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PKOFBDHYTMYVGJ-UHFFFAOYSA-N,N-(4-sulfamoylphenyl)acetamide,S(=O)(=O)(N)c1ccc(NC(=O)C)cc1,NA,-1.61,L,NA,214.2386,215.75,-0.16682092,-0.194943737,-0.028122817,-0.04363,-0.073303,-0.029673,7.5493,10.2475,167.894,-0.35179,0.29387,-0.0254,0.37671,24,408.3318787,-2.606165,-0.774942,-1.012802,2.575443,-1.456525,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1
PLAZTCDQAHEYBI-UHFFFAOYSA-N,1-methyl-2-nitrobenzene,O=[N+]([O-])c1c(C)cccc1,NA,-2.31988,K,NA,137.1378,-4,1.38E-02,4.76E-03,-0.009046413,0.101319,0.091474,-0.009845,5.053,6.7164,118.926,-0.37422,0.2733,-0.04597,0.39914,17,303.486145,-1.055698,-1.095691,-0.540064,0.871749,-0.183949,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
PNVJTZOFSHSLTO-UHFFFAOYSA-N,dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-$l^{5}-phosphane,S=P(OC)(OC)Oc1cc(C)c(SC)cc1,NA,-4.57,I,NA,278.3205,7,-0.293926413,-0.312596877,-0.018670465,-0.130839,-0.149851,-0.019012,2.3209,8.6959,304.744,-0.3182,0.30737,-0.0119,0.34312,31,481.6954651,-1.738367,-1.706466,-0.799236,1.628796,-0.947734,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
POAOYUHQDCAZBD-UHFFFAOYSA-N,2-butoxyethanol,O(CCO)CCCC,NA,-0.42,M,NA,118.1754,-75,-0.173505862,-0.181762968,-0.008257106,-0.033752,-0.042542,-0.00879,2.612,3.1315,203.71,-0.36558,0.38937,0.0701,0.3905,22,348.2423096,-1.089622,-1.078218,-0.581412,0.328212,-1.089622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POULHZVOKOAJMA-UHFFFAOYSA-N,dodecanoic acid,O=C(O)CCCCCCCCCCC,NA,-4.62,I,NA,200.3204,45,-0.228596727,-0.24275672,-0.014159992,0.035477,0.020917,-0.01456,4.8418,6.0717,331.182,-0.4036,0.34177,0.0225,0.42852,38,515.4040527,-1.105099,-2.538723,-0.558586,0.695709,-1.105099,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POZRVZJJTULAOH-UHFFFAOYSA-N,"1-Ethynyl-10a,12a-dimethyl-2,3,3a,3b,4,5,10,10a,10b,11,12,12a-dodecahydro-1H-cyclopenta[7,8]phenanthro[3,2-d]isoxazol-1-ol",OC1(C#C)C2(C)C(C3C(C4(C)C(=Cc5oncc5C4)CC3)CC2)CC1,NA,-5.508497,H,NA,337.4608,225,9.64E-03,-3.71E-03,-0.013351179,0.375783,0.36129,-0.014493,3.7957,4.7566,382.001,-0.32968,0.30973,-0.00954,0.3546,52,544.2646484,-0.736596,-3.459887,-0.600317,0.352904,-0.941867,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
PPQNQXQZIWHJRB-UHFFFAOYSA-N,"3-methyl-1,2-dihydrobenzo[j]aceanthrylene",Cc1c2c3c(cc4c5c(ccc4c3CC2)cccc5)cc1,NA,-7.939529,F,NA,268.3574,179.5,9.78E-02,9.01E-02,-0.007677982,0.340051,0.331265,-0.008786,1.6395,2.0133,320.383,-0.2974,0.29271,-0.02656,0.32232,37,492.8982849,0,-2.600681,-0.487716,0.170859,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PQSUYGKTWSAVDQ-ZVIOFETBSA-N,"(8S,9S,10R,11S,13R,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10-methyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthrene-13-carbaldehyde",O=C(CO)[C@@H]1[C@]2(C=O)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,NA,-3.85,J,NA,360.4492,165.75,-0.34499554,-0.372953088,-0.027957547,0.028392,-0.001725,-0.030117,6.639,9.7008,369.457,-0.35755,0.31178,-0.00749,0.38247,54,530.8245239,-2.805744,-2.109238,-0.619451,0.635375,-2.805744,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
PRLMFHYBTOQSLN-UHFFFAOYSA-N,"2-N,2-N,4-N,4-N-tetramethyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",S(C)c1nc(N(C)C)nc(N(C)C)n1,NA,-2.68,K,NA,213.3,82.5,7.53E-02,5.82E-02,-0.017107857,0.243924,0.224079,-0.019845,3.6195,5.1844,285.565,-0.31914,0.32326,0.00399,0.34406,29,446.0305176,0,-0.3112,-0.663687,0.505338,-2.297945,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
PTFJIKYUEPWBMS-UHFFFAOYSA-N,"N-ethyl-N-(2-methylprop-2-enyl)-2,6-dinitro-4-(trifluoromethyl)aniline",FC(F)(F)c1cc([N+](=O)[O-])c(N(CC(=C)C)CC)c([N+](=O)[O-])c1,NA,-6.12,G,NA,333.2665,55.5,-0.221016982,-0.238953191,-0.017936208,-0.021535,-0.040695,-0.01916,4.1665,9.669,234.164,-0.35784,0.25372,-0.06555,0.38276,37,503.0236206,-2.087734,-1.533012,-0.525949,0.909924,-0.95437,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
PUFQVTATUTYEAL-UHFFFAOYSA-N,2-butoxy-N-[2-(diethylamino)ethyl]quinoline-4-carboxamide,O=C(NCCN(CC)CC)c1c2c(nc(OCCCC)c1)cccc2,NA,-3.79357,J,NA,343.468,64.5,-0.103521205,-0.120113734,-0.016592528,0.260285,0.242692,-0.017593,4.6226,5.8266,455.864,-0.32879,0.28943,-0.02984,0.35371,54,681.838623,-1.017821,-2.232872,-0.621264,0.572735,-2.32759,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,"1,1-dimethyl-3-(4-propan-2-ylphenyl)urea",O=C(N(C)C)Nc1ccc(C(C)C)cc1,NA,-3.52058,J,NA,206.287,157.5,-6.15E-02,-7.54E-02,-0.01391176,0.152085,0.136772,-0.015313,3.9088,5.7953,255.787,-0.31186,0.3306,0.01133,0.33678,33,459.401123,-0.648248,-1.53192,-0.648248,0.676482,-1.490788,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PUJDIJCNWFYVJX-UHFFFAOYSA-N,benzyl carbamate,O=C(OCc1ccccc1)N,NA,-0.35,M,NA,151.1646,87.5,-0.106319286,-0.117648311,-0.011329024,0.003879,-0.008412,-0.012291,2.3092,3.1645,141.945,-0.35585,0.31779,-0.00148,0.38077,20,343.5812988,-1.089092,-0.078008,-0.617573,0.715471,-1.631123,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PUXBGTOOZJQSKH-UHFFFAOYSA-N,2-(6-chloro-9H-carbazol-2-yl)propanoic acid,Clc1cc2c([nH]c3c2ccc(C(C(=O)O)C)c3)cc1,NA,-4.6983,I,NA,273.7183,192.25,-8.27E-02,-9.98E-02,-0.017074504,0.091233,0.073227,-0.018006,2.3494,2.7969,233.347,-0.32338,0.28499,-0.03428,0.3483,31,479.7615356,-1.077806,-0.92753,-0.550371,0.66445,-1.49428,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PWATWSYOIIXYMA-UHFFFAOYSA-N,pentylbenzene,C(CCc1ccccc1)CC,NA,-4.64,I,NA,148.2474,-75,-7.62E-03,-1.04E-02,-0.002798429,0.176023,0.172181,-0.003842,0.6646,0.7635,264.696,-0.34066,0.336,0.01673,0.36558,27,398.5192566,0,-2.32175,-0.469975,0.159612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PXWLVJLKJGVOKE-UHFFFAOYSA-N,"1,5-dimethyl-2-phenyl-4-propan-2-ylpyrazol-3-one",O=c1n(n(C)c(C)c1C(C)C)c1ccccc1,NA,-1.908,L,NA,230.309,103,-5.94E-03,-1.80E-02,-0.012079825,0.220415,0.206383,-0.014032,5.0294,7.3803,285.58,-0.31454,0.31218,-0.00709,0.33946,35,470.8798523,-0.584286,-1.921419,-0.584286,0.631032,-1.085343,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
PXWUKZGIHQRDHL-UHFFFAOYSA-N,"4-N-ethyl-6-methoxy-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",O(C)c1nc(NC(C)C)nc(NCC)n1,NA,-2.08,K,NA,211.2662,94,-2.94E-02,-4.79E-02,-0.01849899,0.169157,0.150069,-0.019088,2.4018,3.3666,265.29,-0.3387,0.33506,0.01579,0.36362,32,475.6691895,-0.350004,0.130812,-0.708952,0.610409,-3.204258,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PYGXAGIECVVIOZ-UHFFFAOYSA-N,dibutyl decanedioate,O=C(OCCCC)CCCCCCCCC(=O)OCCCC,NA,-3.72126,J,NA,314.4642,-10.5,-0.400747929,-0.41567611,-0.014928181,-0.010706,-0.026494,-0.015788,2.5248,2.9391,412.488,-0.39247,0.34985,0.03058,0.41739,56,697.5083618,-2.129254,-2.974301,-0.594986,0.677009,-2.129254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QANMHLXAZMSUEX-UHFFFAOYSA-N,N-(furan-2-ylmethyl)-7H-purin-6-amine,N(Cc1occc1)c1ncnc2[nH]cnc12,NA,-3.946,J,NA,215.214,270,9.75E-02,8.00E-02,-0.017520504,0.232214,0.213784,-0.01843,1.74,2.4376,186.785,-0.33078,0.29858,-0.02069,0.3557,25,417.5614319,-0.264113,0.277884,-0.564421,0.44869,-2.227264,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
QAYICIQNSGETAS-UHFFFAOYSA-N,"3,5-dimethyl-1,3,5-thiadiazinane-2-thione",S=C1N(C)CN(C)CS1,NA,-2.13,K,NA,162.2674,104.5,3.95E-02,1.75E-02,-0.022052078,0.142506,0.11915,-0.023356,6.7111,11.023,152.738,-0.31274,0.3094,-0.00987,0.33766,19,328.1847534,0,-0.587708,-0.690816,0.260459,-1.223577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
QBSJMKIUCUGGNG-UHFFFAOYSA-N,(2-propan-2-ylphenyl) N-methylcarbamate,O=C(Oc1c(C(C)C)cccc1)NC,NA,-2.86,K,NA,193.245,94,-0.120792382,-0.132020578,-0.011228195,0.059015,0.045644,-0.013371,2.7388,3.723,226.599,-0.34429,0.32132,0.00205,0.36921,29,416.1164551,-1.075339,-1.049829,-0.616694,0.712506,-1.499701,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
QBYJBZPUGVGKQQ-SJJAEHHWSA-N,Aldrin,ClC1(Cl)[C@]2(Cl)C(=C(Cl)[C@@]1(Cl)[C@@H]1[C@H]2[C@H]2C=C[C@@H]1C2)Cl,NA,-6.56228,G,NA,364.9132,104,6.00E-02,5.24E-02,-0.007556272,0.178289,0.170215,-0.008074,3.4443,4.2915,192.454,-0.35859,0.29499,-0.02428,0.38351,26,439.8007813,0,-1.036416,-0.32125,0.169829,-0.216764,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
QCDWFXQBSFUVSP-UHFFFAOYSA-N,2-phenoxyethanol,O(CCO)c1ccccc1,NA,-0.70497,M,NA,138.1658,12.5,-0.100506905,-0.108485745,-0.00797884,0.014413,0.005227,-0.009186,1.379,1.9807,173.641,-0.33067,0.32502,0.00575,0.35559,20,340.0671997,-1.004367,-0.766901,-0.573939,0.339979,-1.004367,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
QCKHVNQHBOGZER-UHFFFAOYSA-N,"1,2,4,5-tetrabromobenzene",Brc1c(Br)cc(Br)c(Br)c1,NA,-6.98,G,NA,393.6978,181,6.21E-02,5.17E-02,-0.010452364,0.078562,0.070101,-0.008461,0,0,88.214,-0.3636,0.2745,-0.04477,0.38852,12,356.1551514,0,-0.249334,-0.130969,0.197218,-0.145104,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
