Descs,Removed,Model,R2,RMSE,% within 1,% within 0.5
"['MW', 'MP', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'DeltaG_sol', 'C_charges']",ET,0.734427775,0.552393117,90.42553191,76.59574468
"['MW', 'MP', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'DeltaG_sol', 'O_charges']",ET,0.734322982,0.554421747,91.4893617,76.59574468
"['MW', 'MP', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'DeltaG_sol', 'SASA']",ET,0.720666454,0.562880282,92.55319149,74.46808511
"['MW', 'MP', 'G_solv', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'DeltaG_sol', 'LsolvHsolu']",ET,0.728273797,0.558247616,91.4893617,75.53191489
"['MW', 'MP', 'G_solv', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'DeltaG_sol', 'LsoluHsolv']",ET,0.716292516,0.569669304,89.36170213,74.46808511
"['MW', 'MP', 'G_solv', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'DeltaG_sol', 'solv_dip']",ET,0.722137179,0.563239289,90.42553191,78.72340426
"['MW', 'MP', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['Volume', 'G_solv', 'Het_charges']",ET,0.721478556,0.569292542,89.36170213,77.65957447
"['MW', 'MP', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['Volume', 'G_solv', 'Most_pos']",ET,0.739317025,0.551362679,90.42553191,78.72340426
"['MW', 'MP', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['Volume', 'G_solv', 'Most_neg']",ET,0.744703314,0.545126997,93.61702128,76.59574468
"['MW', 'MP', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'G_solv', 'C_charges']",ET,0.740881453,0.550405857,90.42553191,78.72340426
"['MW', 'MP', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'G_solv', 'O_charges']",ET,0.748009686,0.545668708,91.4893617,78.72340426
"['MW', 'MP', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'G_solv', 'SASA']",ET,0.733817162,0.555000714,90.42553191,77.65957447
"['MW', 'MP', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'G_solv', 'LsolvHsolu']",ET,0.728497451,0.560308281,91.4893617,79.78723404
"['MW', 'MP', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'G_solv', 'LsoluHsolv']",ET,0.728323459,0.561594242,90.42553191,80.85106383
"['MW', 'MP', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'G_solv', 'solv_dip']",ET,0.730105937,0.560099926,90.42553191,77.65957447
"['MW', 'MP', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['Volume', 'G_solv', 'DeltaG_sol']",ET,0.737754216,0.549732419,90.42553191,75.53191489
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg']","['MP', 'Most_pos', 'Het_charges']",ET,0.426678371,0.808509068,76.59574468,59.57446809
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos']","['MP', 'Most_neg', 'Het_charges']",ET,0.452491087,0.793840901,76.59574468,63.82978723
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Het_charges']","['MP', 'Most_neg', 'Most_pos']",ET,0.422363677,0.814335565,76.59574468,63.82978723
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos']","['MP', 'C_charges', 'Het_charges']",ET,0.441080281,0.797213492,79.78723404,62.76595745
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Het_charges']","['MP', 'C_charges', 'Most_pos']",ET,0.432397457,0.804294584,78.72340426,60.63829787
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_pos', 'Het_charges']","['MP', 'C_charges', 'Most_neg']",ET,0.426027675,0.810463869,78.72340426,62.76595745
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos']","['MP', 'O_charges', 'Het_charges']",ET,0.419453105,0.813765022,75.53191489,60.63829787
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Het_charges']","['MP', 'O_charges', 'Most_pos']",ET,0.394158321,0.830324936,78.72340426,61.70212766
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_pos', 'Het_charges']","['MP', 'O_charges', 'Most_neg']",ET,0.421345162,0.814286112,79.78723404,63.82978723
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'O_charges', 'C_charges']",ET,0.418588404,0.814247809,77.65957447,62.76595745
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['MP', 'SASA', 'Het_charges']",ET,0.446393092,0.79429916,77.65957447,61.70212766
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['MP', 'SASA', 'Most_pos']",ET,0.416227238,0.814907234,77.65957447,60.63829787
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['MP', 'SASA', 'Most_neg']",ET,0.437133018,0.802942814,79.78723404,61.70212766
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'SASA', 'C_charges']",ET,0.42642991,0.80688808,79.78723404,58.5106383
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'SASA', 'O_charges']",ET,0.39863711,0.82765227,78.72340426,60.63829787
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['MP', 'LsolvHsolu', 'Het_charges']",ET,0.419846387,0.813529875,72.34042553,62.76595745
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['MP', 'LsolvHsolu', 'Most_pos']",ET,0.408262045,0.823264472,75.53191489,61.70212766
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['MP', 'LsolvHsolu', 'Most_neg']",ET,0.428856104,0.812237299,77.65957447,61.70212766
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'LsolvHsolu', 'C_charges']",ET,0.426708622,0.808973317,75.53191489,60.63829787
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'LsolvHsolu', 'O_charges']",ET,0.422806329,0.812297795,78.72340426,65.95744681
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'LsolvHsolu', 'SASA']",ET,0.426209114,0.809101447,79.78723404,60.63829787
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['MP', 'LsoluHsolv', 'Het_charges']",ET,0.383484365,0.837962331,72.34042553,63.82978723
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['MP', 'LsoluHsolv', 'Most_pos']",ET,0.39591885,0.829050362,76.59574468,61.70212766
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['MP', 'LsoluHsolv', 'Most_neg']",ET,0.429739634,0.808780105,75.53191489,64.89361702
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'LsoluHsolv', 'C_charges']",ET,0.427849278,0.806946917,76.59574468,61.70212766
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'LsoluHsolv', 'O_charges']",ET,0.386153024,0.837428994,76.59574468,61.70212766
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'LsoluHsolv', 'SASA']",ET,0.403931903,0.82348064,80.85106383,57.44680851
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'LsoluHsolv', 'LsolvHsolu']",ET,0.417937046,0.815361295,76.59574468,63.82978723
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['MP', 'solv_dip', 'Het_charges']",ET,0.385159364,0.839460815,72.34042553,61.70212766
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['MP', 'solv_dip', 'Most_pos']",ET,0.382008141,0.843460374,75.53191489,60.63829787
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['MP', 'solv_dip', 'Most_neg']",ET,0.396933959,0.837119669,75.53191489,60.63829787
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'solv_dip', 'C_charges']",ET,0.37751444,0.84661664,75.53191489,59.57446809
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'solv_dip', 'O_charges']",ET,0.365808134,0.855114035,76.59574468,59.57446809
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'solv_dip', 'SASA']",ET,0.384741069,0.841775954,77.65957447,60.63829787
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'solv_dip', 'LsolvHsolu']",ET,0.373882383,0.852324266,73.40425532,60.63829787
"['MW', 'Volume', 'G_solv', 'DeltaG_sol', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'solv_dip', 'LsoluHsolv']",ET,0.35825483,0.862726631,76.59574468,58.5106383
"['MW', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['MP', 'DeltaG_sol', 'Het_charges']",ET,0.400673969,0.825421573,75.53191489,57.44680851
"['MW', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['MP', 'DeltaG_sol', 'Most_pos']",ET,0.417787888,0.813962499,75.53191489,55.31914894
"['MW', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['MP', 'DeltaG_sol', 'Most_neg']",ET,0.430771172,0.807242063,79.78723404,55.31914894
"['MW', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'DeltaG_sol', 'C_charges']",ET,0.430456023,0.802837091,76.59574468,57.44680851
"['MW', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'DeltaG_sol', 'O_charges']",ET,0.410880168,0.819786936,74.46808511,60.63829787
"['MW', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'DeltaG_sol', 'SASA']",ET,0.423184452,0.809868347,78.72340426,51.06382979
"['MW', 'Volume', 'G_solv', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'DeltaG_sol', 'LsolvHsolu']",ET,0.42181015,0.812028157,75.53191489,59.57446809
"['MW', 'Volume', 'G_solv', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'DeltaG_sol', 'LsoluHsolv']",ET,0.394197071,0.831216031,73.40425532,55.31914894
"['MW', 'Volume', 'G_solv', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'DeltaG_sol', 'solv_dip']",ET,0.393088368,0.833883159,74.46808511,56.38297872
"['MW', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['MP', 'G_solv', 'Het_charges']",ET,0.449717598,0.794089373,77.65957447,61.70212766
"['MW', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['MP', 'G_solv', 'Most_pos']",ET,0.421677875,0.812284727,76.59574468,60.63829787
"['MW', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['MP', 'G_solv', 'Most_neg']",ET,0.45484421,0.790773193,79.78723404,64.89361702
"['MW', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'G_solv', 'C_charges']",ET,0.438807417,0.799446972,78.72340426,60.63829787
"['MW', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'G_solv', 'O_charges']",ET,0.423340494,0.810622544,79.78723404,59.57446809
"['MW', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'G_solv', 'SASA']",ET,0.426078757,0.807073995,77.65957447,59.57446809
"['MW', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'G_solv', 'LsolvHsolu']",ET,0.430096436,0.806418093,79.78723404,62.76595745
"['MW', 'Volume', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'G_solv', 'LsoluHsolv']",ET,0.410413704,0.818714369,75.53191489,63.82978723
"['MW', 'Volume', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'G_solv', 'solv_dip']",ET,0.398795252,0.831547146,76.59574468,59.57446809
"['MW', 'Volume', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'G_solv', 'DeltaG_sol']",ET,0.443995433,0.795109735,77.65957447,56.38297872
"['MW', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['MP', 'Volume', 'Het_charges']",ET,0.442779749,0.795641191,75.53191489,60.63829787
"['MW', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['MP', 'Volume', 'Most_pos']",ET,0.425116517,0.809686478,74.46808511,60.63829787
"['MW', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['MP', 'Volume', 'Most_neg']",ET,0.437928559,0.803574704,77.65957447,62.76595745
"['MW', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'Volume', 'C_charges']",ET,0.442519185,0.797198831,75.53191489,60.63829787
"['MW', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'Volume', 'O_charges']",ET,0.410612718,0.818847821,80.85106383,60.63829787
"['MW', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'Volume', 'SASA']",ET,0.428923049,0.80533838,79.78723404,59.57446809
"['MW', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'Volume', 'LsolvHsolu']",ET,0.427426993,0.808057739,78.72340426,62.76595745
"['MW', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'Volume', 'LsoluHsolv']",ET,0.415181485,0.81589735,76.59574468,59.57446809
"['MW', 'G_solv', 'DeltaG_sol', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'Volume', 'solv_dip']",ET,0.387518927,0.841095449,77.65957447,59.57446809
"['MW', 'G_solv', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'Volume', 'DeltaG_sol']",ET,0.424996133,0.808729409,76.59574468,51.06382979
"['MW', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MP', 'Volume', 'G_solv']",ET,0.425895142,0.807455601,76.59574468,60.63829787
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_neg']","['MW', 'Most_pos', 'Het_charges']",ET,0.718794081,0.573457098,88.29787234,79.78723404
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Most_pos']","['MW', 'Most_neg', 'Het_charges']",ET,0.726036072,0.566333544,89.36170213,76.59574468
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'C_charges', 'Het_charges']","['MW', 'Most_neg', 'Most_pos']",ET,0.738022919,0.552262851,90.42553191,79.78723404
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Most_pos']","['MW', 'C_charges', 'Het_charges']",ET,0.728068344,0.56318747,86.17021277,80.85106383
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_neg', 'Het_charges']","['MW', 'C_charges', 'Most_pos']",ET,0.739056945,0.552072651,89.36170213,78.72340426
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'O_charges', 'Most_pos', 'Het_charges']","['MW', 'C_charges', 'Most_neg']",ET,0.739006536,0.552128207,90.42553191,78.72340426
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Most_pos']","['MW', 'O_charges', 'Het_charges']",ET,0.72303428,0.569038873,90.42553191,78.72340426
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_neg', 'Het_charges']","['MW', 'O_charges', 'Most_pos']",ET,0.736792781,0.555948421,90.42553191,76.59574468
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'C_charges', 'Most_pos', 'Het_charges']","['MW', 'O_charges', 'Most_neg']",ET,0.741784466,0.552297285,90.42553191,78.72340426
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'SASA', 'Most_neg', 'Most_pos', 'Het_charges']","['MW', 'O_charges', 'C_charges']",ET,0.74075296,0.551347086,90.42553191,76.59574468
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['MW', 'SASA', 'Het_charges']",ET,0.719701101,0.569669716,89.36170213,77.65957447
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['MW', 'SASA', 'Most_pos']",ET,0.732458646,0.557856949,89.36170213,77.65957447
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['MW', 'SASA', 'Most_neg']",ET,0.740845894,0.549108171,92.55319149,76.59574468
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MW', 'SASA', 'C_charges']",ET,0.728618997,0.560355152,91.4893617,75.53191489
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'LsolvHsolu', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MW', 'SASA', 'O_charges']",ET,0.738869097,0.552263187,91.4893617,78.72340426
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Most_pos']","['MW', 'LsolvHsolu', 'Het_charges']",ET,0.722980586,0.566500546,89.36170213,77.65957447
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_neg', 'Het_charges']","['MW', 'LsolvHsolu', 'Most_pos']",ET,0.719045766,0.571469181,88.29787234,78.72340426
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'C_charges', 'Most_pos', 'Het_charges']","['MW', 'LsolvHsolu', 'Most_neg']",ET,0.719036361,0.569737539,90.42553191,78.72340426
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'O_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MW', 'LsolvHsolu', 'C_charges']",ET,0.727193929,0.562916098,89.36170213,78.72340426
"['MP', 'Volume', 'G_solv', 'DeltaG_sol', 'solv_dip', 'LsoluHsolv', 'SASA', 'C_charges', 'Most_neg', 'Most_pos', 'Het_charges']","['MW', 'LsolvHsolu', 'O_charges']",ET,0.715371817,0.576405435,88.29787234,79.78723404
